Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KQB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KQB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KQB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KQB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KQB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KQB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KQB_M_R
1011,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1012,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1013,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1014,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1015,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1016,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1017,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1018,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1019,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1020,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1021,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1022,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1023,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1024,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1025,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1026,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1027,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1028,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1029,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1030,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1031,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1032,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1033,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1034,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1035,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1036,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1037,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1038,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1039,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1040,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1041,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1042,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1043,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1044,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1045,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1046,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1047,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1048,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1049,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1050,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1051,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1052,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1053,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1054,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1055,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1056,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1057,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1058,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1059,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1060,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1061,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1062,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1063,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1064,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1065,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1066,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1067,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
1068,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1069,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1070,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1071,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1072,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1073,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1074,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1075,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1076,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1077,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1078,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1079,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1080,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1081,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1082,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1083,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1084,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1085,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1086,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1087,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1088,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
1089,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1090,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1091,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1092,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
1093,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1094,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1095,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1096,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1097,Water,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1098,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1099,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1100,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1101,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1102,Water,NULL,Water,Water,Water,NULL,NULL,Water
1103,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1104,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1105,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1106,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1107,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1108,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1109,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1110,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1111,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1112,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1113,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1114,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1115,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1116,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1117,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1118,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1119,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1120,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1121,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1122,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1123,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1124,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1125,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1126,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1127,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1128,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1129,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1130,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1131,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1132,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1133,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1134,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1135,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1136,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1137,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1138,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1139,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1140,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1141,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1142,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1143,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1144,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1145,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1146,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1147,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1148,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1149,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1150,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1151,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1152,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1153,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1154,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1155,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1156,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1157,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
1158,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1159,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1160,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1161,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1162,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1163,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1164,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,NULL
1165,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1166,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1167,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1168,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1169,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1170,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1171,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1172,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1173,Water,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1174,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1175,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1176,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1177,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1178,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1179,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1180,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1181,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1182,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1183,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1184,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1185,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1186,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1187,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1188,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1189,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1190,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1191,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1192,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1193,Water,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1194,Water,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1195,Water,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1196,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1197,Water,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1198,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1199,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
1200,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
1201,Water,Cropland,Water,Non_Water,Water,NULL,NULL,NULL
1202,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1203,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1204,Water,Cropland,Water,Water,Water,NULL,NULL,NULL
1205,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
1206,Water,Cropland,Water,Water,Water,NULL,NULL,Cropland
1207,Water,Cropland,Water,Water,Water,NULL,NULL,Bareland
1208,Water,Cropland,Water,Water,Water,NULL,NULL,Water
1209,Water,Cropland,Water,Water,Water,NULL,NULL,Forest
1210,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1211,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1212,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1213,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1214,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1215,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1216,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1217,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1218,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1219,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
1220,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1221,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1222,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1223,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1224,Water,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1225,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1226,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1227,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1228,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1229,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1230,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1231,Water,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1232,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1233,Water,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1234,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1235,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1236,Water,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1237,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1238,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1239,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1240,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1241,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1242,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1243,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1244,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1245,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1246,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1247,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1248,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,NULL
1249,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1250,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1251,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1252,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1253,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1254,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1255,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1256,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1257,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1258,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1259,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1260,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1261,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1262,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1263,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1264,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1265,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1266,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1267,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1268,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1269,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1270,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1271,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1272,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1273,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1274,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1275,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1276,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1277,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1278,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1279,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1280,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1281,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1282,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1283,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1284,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1285,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1286,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1287,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1288,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1289,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1290,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1291,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1292,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1293,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1294,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1295,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1296,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1297,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1298,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1299,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1300,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1301,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1302,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1303,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1304,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1305,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1306,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
1307,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1308,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1309,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1310,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1311,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1312,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1313,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Wetland
1314,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1315,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1316,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1317,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1318,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1319,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1320,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1321,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1322,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1323,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1324,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1325,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1326,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1327,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1328,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1329,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1330,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1331,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1332,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1333,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1334,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1335,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1336,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1337,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1338,Water,Water,Water,NULL,Water,NULL,NULL,NULL
1339,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1340,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
1341,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1342,Water,Water,Water,NULL,Water,NULL,NULL,Water
1343,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1344,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1345,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1346,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1347,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1348,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1349,Water,Water,Water,Water,Water,NULL,NULL,NULL
1350,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1351,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1352,Water,Water,Water,Water,Water,NULL,NULL,Water
1353,Water,Water,Water,Water,Water,NULL,NULL,Forest
1354,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1355,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1356,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1357,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1358,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1359,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1360,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1361,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1362,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1363,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1364,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1365,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1366,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
