Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NTB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NTB_M_R
1720,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1721,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
1722,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
1723,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
1724,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
1725,Water,Water,Water,Non_Water,Water,Water,Water,Water
1726,Water,Water,Water,Non_Water,Water,Water,Water,Forest
1727,Water,Water,Water,Non_Water,Water,Water,Forest,Bareland
1728,Water,Water,Water,Non_Water,Water,Water,Forest,Water
1729,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
1730,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1731,Water,Water,Water,Water,Water,NULL,NULL,Water
1732,Water,Water,Water,Water,Water,NULL,NULL,Forest
1733,Water,Water,Water,Water,Water,NULL,Wetland,Water
1734,Water,Water,Water,Water,Water,NULL,Wetland,Forest
1735,Water,Water,Water,Water,Water,NULL,Water,Water
1736,Water,Water,Water,Water,Water,NULL,Water,Forest
1737,Water,Water,Water,Water,Water,Grassland,Water,Water
1738,Water,Water,Water,Water,Water,Grassland,Water,Forest
1739,Water,Water,Water,Water,Water,Wetland,Wetland,Water
1740,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
1741,Water,Water,Water,Water,Water,Wetland,Water,Grassland
1742,Water,Water,Water,Water,Water,Wetland,Water,Water
1743,Water,Water,Water,Water,Water,Wetland,Water,Forest
1744,Water,Water,Water,Water,Water,Wetland,Forest,Water
1745,Water,Water,Water,Water,Water,Wetland,Forest,Forest
1746,Water,Water,Water,Water,Water,Bareland,Water,Bareland
1747,Water,Water,Water,Water,Water,Bareland,Water,Water
1748,Water,Water,Water,Water,Water,Bareland,Water,Forest
1749,Water,Water,Water,Water,Water,Water,Grassland,Grassland
1750,Water,Water,Water,Water,Water,Water,Grassland,Water
1751,Water,Water,Water,Water,Water,Water,Grassland,Forest
1752,Water,Water,Water,Water,Water,Water,Wetland,Water
1753,Water,Water,Water,Water,Water,Water,Wetland,Forest
1754,Water,Water,Water,Water,Water,Water,Bareland,Grassland
1755,Water,Water,Water,Water,Water,Water,Bareland,Water
1756,Water,Water,Water,Water,Water,Water,Water,Grassland
1757,Water,Water,Water,Water,Water,Water,Water,Wetland
1758,Water,Water,Water,Water,Water,Water,Water,Bareland
1759,Water,Water,Water,Water,Water,Water,Water,Water
1760,Water,Water,Water,Water,Water,Water,Water,Forest
1761,Water,Water,Water,Water,Water,Water,Forest,Water
1762,Water,Water,Water,Water,Water,Water,Forest,Forest
1763,Water,Water,Water,Water,Water,Forest,Water,Forest
1764,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1765,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1766,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1767,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1768,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1769,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1770,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1771,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1772,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1773,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1774,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1775,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1776,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1777,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1778,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1779,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1780,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1781,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1782,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1783,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1784,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1785,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1786,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1787,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1788,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1789,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1790,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1791,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1792,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1793,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
1794,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1795,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1796,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1797,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
1798,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1799,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1800,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
1801,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1802,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1803,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1804,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1805,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
1806,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
1807,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1808,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1809,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1810,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
1811,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1812,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1813,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1814,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1815,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1816,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1817,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1818,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1819,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1820,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1821,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
1822,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1823,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1824,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1825,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1826,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1827,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1828,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1829,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1830,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1831,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1832,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
1833,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Water
1834,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
1835,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1836,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
1837,Water,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
1838,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1839,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1840,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1841,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1842,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1843,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1844,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1845,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1846,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1847,Water,Forest,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1848,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1849,Water,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1850,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
1851,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1852,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1853,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1854,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1855,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1856,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1857,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1858,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1859,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1860,Water,Forest,Water,Water,Water,Wetland,Wetland,Forest
1861,Water,Forest,Water,Water,Water,Wetland,Water,Forest
1862,Water,Forest,Water,Water,Water,Water,Water,Water
1863,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1864,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1865,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1866,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1867,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1868,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1869,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
1870,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1871,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1872,Permanent_ice_and_snow,NULL,Water,Water,Water,Bareland,Water,Water
1873,Permanent_ice_and_snow,NULL,Water,Water,Water,Water,Water,Water
1874,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1875,Permanent_ice_and_snow,Wetland,Water,Water,Water,Water,Water,Water
1876,Permanent_ice_and_snow,Water,Water,Water,Water,Bareland,Water,Bareland
1877,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Bareland
1878,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Water
1879,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1880,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1881,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1882,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1883,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1884,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1885,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1886,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1887,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1888,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1889,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1890,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1891,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1892,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1893,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1894,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1895,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1896,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1897,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1898,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1899,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1900,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1901,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1902,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1903,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1904,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1905,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1906,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1907,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1908,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1909,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1910,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1911,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1912,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1913,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1914,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1915,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1916,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1917,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1918,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1919,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1920,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1921,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1922,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1923,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
1924,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1925,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1926,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1927,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1928,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1929,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1930,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1931,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1932,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1933,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1934,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1935,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1936,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1937,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1938,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1939,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1940,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1941,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1942,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1943,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1944,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1945,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1946,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1947,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1948,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1949,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1950,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1951,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1952,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1953,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1954,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1955,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1956,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1957,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1958,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
1959,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1960,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1961,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1962,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1963,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1964,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1965,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1966,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1967,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1968,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1969,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1970,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
1971,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
1972,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1973,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
1974,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
1975,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
1976,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
1977,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1978,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
1979,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1980,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1981,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1982,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1983,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1984,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1985,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1986,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1987,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1988,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1989,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1990,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1991,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1992,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1993,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1994,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Forest,Forest
1995,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1996,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1997,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
1998,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1999,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
2000,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2001,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2002,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
2003,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2004,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
2005,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
2006,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
2007,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
2008,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
2009,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2010,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2011,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2012,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2013,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2014,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2015,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2016,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
2017,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
2018,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2019,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
2020,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
2021,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2022,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2023,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
2024,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2025,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2026,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2027,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2028,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
2029,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2030,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
2031,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
2032,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
2033,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
2034,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
2035,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2036,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
2037,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
2038,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
2039,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
2040,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2041,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
2042,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
2043,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2044,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
2045,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
2046,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
2047,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
2048,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
2049,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
2050,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
2051,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
2052,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
2053,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
2054,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
2055,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
2056,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2057,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
2058,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2059,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2060,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
2061,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
2062,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2063,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2064,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2065,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2066,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2067,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2068,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
2069,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2070,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
2071,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2072,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2073,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
