Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCS_M_R
1557,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1558,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1559,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1560,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
1561,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1562,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1563,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1564,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1565,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1566,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1567,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1568,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1569,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1570,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1571,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1572,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1573,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1574,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1575,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1576,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1577,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1578,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
1579,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1580,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1581,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1582,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1583,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1584,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1585,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1586,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1587,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1588,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1589,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1590,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1591,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1592,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1593,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
1594,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1595,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1596,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1597,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1598,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1599,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1600,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1601,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1602,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1603,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1604,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1605,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1606,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1607,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1608,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1609,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1610,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
1611,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1612,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1613,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1614,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1615,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
1616,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1617,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1618,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1619,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1620,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1621,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1622,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1623,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1624,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1625,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1626,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1627,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1628,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1629,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1630,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
1631,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
1632,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1633,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1634,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
1635,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1636,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1637,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1638,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1639,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1640,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1641,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
1642,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1643,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1644,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
1645,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1646,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1647,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1648,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1649,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1650,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1651,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1652,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1653,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1654,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1655,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1656,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
1657,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1658,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
1659,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1660,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1661,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1662,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1663,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
1664,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1665,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1666,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1667,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1668,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1669,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1670,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1671,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1672,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1673,Forest,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
1674,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
1675,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1676,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
1677,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1678,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
1679,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
1680,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1681,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1682,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1683,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1684,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
1685,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
1686,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1687,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1688,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
1689,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Forest
1690,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1691,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1692,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
1693,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1694,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1695,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1696,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1697,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1698,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1699,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1700,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
1701,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,Forest
1702,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1703,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1704,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Forest
1705,Forest,NULL,Water,NULL,Water,Grassland,Bareland,Forest
1706,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Forest
1707,Forest,NULL,Water,NULL,Water,Water,Grassland,Grassland
1708,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
1709,Forest,NULL,Water,Water,Water,Shrubland,Wetland,Forest
1710,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
1711,Forest,NULL,Water,Water,Water,Grassland,Water,Forest
1712,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
1713,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1714,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1715,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1716,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1717,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1718,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1719,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1720,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1721,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1722,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
1723,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1724,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1725,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1726,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1727,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1728,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1729,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1730,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1731,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
1732,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1733,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1734,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
1735,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1736,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1737,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1738,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1739,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1740,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1741,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1742,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1743,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1744,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1745,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1746,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1747,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1748,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1749,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1750,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1751,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1752,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1753,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1754,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1755,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1756,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1757,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1758,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1759,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1760,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1761,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1762,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1763,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1764,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1765,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1766,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1767,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1768,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1769,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1770,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1771,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
1772,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1773,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1774,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1775,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1776,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1777,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1778,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1779,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1780,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1781,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1782,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1783,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
1784,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1785,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1786,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1787,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1788,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1789,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1790,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1791,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1792,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1793,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1794,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
1795,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1796,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1797,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1798,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1799,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1800,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1801,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1802,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1803,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1804,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1805,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1806,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1807,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
1808,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1809,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1810,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1811,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1812,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1813,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1814,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1815,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1816,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1817,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1818,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1819,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1820,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1821,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1822,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1823,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
1824,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1825,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
1826,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1827,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1828,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1829,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1830,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1831,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1832,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1833,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
1834,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1835,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1836,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1837,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1838,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
1839,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1840,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1841,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1842,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1843,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
1844,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1845,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1846,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1847,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1848,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1849,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
1850,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1851,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
1852,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1853,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1854,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1855,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1856,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1857,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1858,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1859,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1860,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1861,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
1862,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
1863,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,NULL
1864,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
1865,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Water,Forest
1866,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1867,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
1868,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
1869,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1870,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1871,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1872,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1873,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1874,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1875,Forest,Wetland,Wetland,Water,Wetland,Wetland,Forest,Forest
1876,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1877,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1878,Forest,Wetland,Wetland,Water,Wetland,Water,Forest,Forest
1879,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
1880,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
1881,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
1882,Forest,Wetland,Water,NULL,Water,NULL,Water,Water
1883,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
1884,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Forest
1885,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
1886,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
1887,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
1888,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
1889,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
1890,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Forest
1891,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Forest
1892,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
1893,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
1894,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Forest
1895,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Forest
1896,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
1897,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
1898,Forest,Wetland,Water,Water,Water,NULL,Forest,Forest
1899,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Forest
1900,Forest,Wetland,Water,Water,Water,Grassland,Water,Forest
