Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NEG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NEG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NEG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NEG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NEG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NEG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NEG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NEG_M_R
9350,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
9351,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
9352,Water,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
9353,Water,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
9354,Water,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Water
9355,Water,NULL,NULL,NULL,Non_Wetland,Cropland,Water,Grassland
9356,Water,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
9357,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
9358,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
9359,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
9360,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
9361,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
9362,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
9363,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
9364,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
9365,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
9366,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
9367,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
9368,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
9369,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
9370,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
9371,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
9372,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
9373,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
9374,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
9375,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
9376,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
9377,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
9378,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
9379,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
9380,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
9381,Water,NULL,NULL,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
9382,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9383,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9384,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
9385,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9386,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
9387,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
9388,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Bareland
9389,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
9390,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
9391,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
9392,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
9393,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
9394,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
9395,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
9396,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
9397,Water,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
9398,Water,NULL,NULL,Water,Non_Wetland,Grassland,Water,Wetland
9399,Water,NULL,NULL,Water,Non_Wetland,Cropland,Wetland,Wetland
9400,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
9401,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Water
9402,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
9403,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Cropland
9404,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
9405,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Bareland
9406,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
9407,Water,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Bareland
9408,Water,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Water
9409,Water,NULL,NULL,Water,Non_Wetland,Bareland,Water,Wetland
9410,Water,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
9411,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
9412,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
9413,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
9414,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
9415,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
9416,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
9417,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
9418,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
9419,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9420,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
9421,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9422,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9423,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9424,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9425,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
9426,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
9427,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
9428,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
9429,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
9430,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9431,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
9432,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
9433,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
9434,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
9435,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
9436,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
9437,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9438,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
9439,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
9440,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
9441,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Bareland
9442,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
9443,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
9444,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
9445,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Wetland
9446,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
9447,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Wetland
9448,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
9449,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9450,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9451,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
9452,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
9453,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9454,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9455,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
9456,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
9457,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
9458,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9459,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9460,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
9461,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
9462,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
9463,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
9464,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
9465,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
9466,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
9467,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
9468,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9469,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9470,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
9471,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
9472,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
9473,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
9474,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9475,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9476,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
9477,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
9478,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
9479,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
9480,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
9481,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
9482,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9483,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9484,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9485,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
9486,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Cropland
9487,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
9488,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
9489,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Built-up
9490,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
9491,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
9492,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
9493,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
9494,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
9495,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
9496,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
9497,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
9498,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9499,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
9500,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
9501,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
9502,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9503,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9504,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
9505,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
9506,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
9507,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
9508,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
9509,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
9510,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Grassland
9511,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Wetland
9512,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9513,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
9514,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9515,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
9516,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9517,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
9518,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Built-up
9519,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
9520,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9521,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
9522,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9523,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Cropland
9524,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
9525,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
9526,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
9527,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
9528,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
9529,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
9530,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
9531,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
9532,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
9533,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
9534,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
9535,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
9536,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
9537,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
9538,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
9539,Water,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
9540,Water,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Cropland
9541,Water,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Wetland
9542,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
9543,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
9544,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
9545,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
9546,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
9547,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
9548,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
9549,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
9550,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Cropland
9551,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
9552,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
9553,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
9554,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
9555,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
9556,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
9557,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
9558,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
9559,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
9560,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
9561,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
9562,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
9563,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
9564,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
9565,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
9566,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
9567,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
9568,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9569,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9570,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
9571,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
9572,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Wetland
9573,Water,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
9574,Water,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Wetland
9575,Water,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
9576,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
9577,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9578,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Cropland
9579,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9580,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
9581,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
9582,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
9583,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Water
9584,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9585,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
9586,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
9587,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
9588,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Wetland
9589,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,Wetland
9590,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
9591,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Wetland
9592,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
9593,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
9594,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Water,Wetland
9595,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9596,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9597,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9598,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Cropland
9599,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
9600,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
9601,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
9602,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
9603,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
9604,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
9605,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
9606,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Wetland
9607,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Water
9608,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
9609,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
9610,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Cropland
9611,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
9612,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Water
9613,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
9614,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
9615,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
9616,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
9617,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
9618,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
9619,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
9620,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
9621,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
9622,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
9623,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
9624,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
9625,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
9626,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Cropland
9627,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
9628,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Bareland
9629,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
9630,Water,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
9631,Water,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
9632,Water,NULL,Wetland,NULL,Wetland,Cropland,Water,Grassland
9633,Water,NULL,Wetland,NULL,Wetland,Cropland,Water,Wetland
9634,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
9635,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
9636,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
9637,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9638,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
9639,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
9640,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
9641,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
9642,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9643,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
9644,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Cropland
9645,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
9646,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Bareland
9647,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
9648,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
9649,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
9650,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Cropland
9651,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
9652,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
9653,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Water
9654,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
9655,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
9656,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
9657,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
9658,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Cropland
9659,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
9660,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Bareland
9661,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
9662,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
9663,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
9664,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
9665,Water,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
9666,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
9667,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
9668,Water,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
9669,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
9670,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
9671,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Water
9672,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
9673,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
9674,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
9675,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
9676,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
9677,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
9678,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
9679,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
9680,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
9681,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
9682,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
9683,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
9684,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
9685,Water,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
9686,Water,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Wetland
9687,Water,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
9688,Water,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Wetland
