Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKV_M_R
22182,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
22183,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
22184,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,NULL
22185,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
22186,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
22187,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
22188,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
22189,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
22190,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
22191,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
22192,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
22193,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
22194,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
22195,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
22196,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
22197,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
22198,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
22199,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
22200,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
22201,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
22202,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
22203,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Water
22204,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
22205,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
22206,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Bareland
22207,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
22208,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
22209,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
22210,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
22211,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
22212,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
22213,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
22214,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
22215,Forest,Water,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
22216,Forest,Water,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
22217,Forest,Water,NULL,NULL,Non_Wetland,Cropland,Water,Grassland
22218,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
22219,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
22220,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
22221,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
22222,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
22223,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
22224,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
22225,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
22226,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
22227,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
22228,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
22229,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
22230,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
22231,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
22232,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
22233,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
22234,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
22235,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Water
22236,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
22237,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
22238,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
22239,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
22240,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
22241,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
22242,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Bareland
22243,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
22244,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
22245,Forest,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
22246,Forest,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
22247,Forest,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
22248,Forest,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Water
22249,Forest,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
22250,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
22251,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
22252,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
22253,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
22254,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
22255,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
22256,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
22257,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
22258,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,NULL
22259,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
22260,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
22261,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
22262,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
22263,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
22264,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
22265,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
22266,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
22267,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,NULL
22268,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
22269,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
22270,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
22271,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
22272,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
22273,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
22274,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
22275,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
22276,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
22277,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
22278,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
22279,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
22280,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
22281,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
22282,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
22283,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
22284,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
22285,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Water
22286,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
22287,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
22288,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
22289,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
22290,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Grassland
22291,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
22292,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
22293,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
22294,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
22295,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
22296,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
22297,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
22298,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
22299,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
22300,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
22301,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
22302,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
22303,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
22304,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
22305,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
22306,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
22307,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,NULL
22308,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
22309,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
22310,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
22311,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
22312,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Water
22313,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
22314,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
22315,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
22316,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Water
22317,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
22318,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Bareland
22319,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
22320,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
22321,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
22322,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
22323,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
22324,Forest,Water,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
22325,Forest,Water,NULL,Non_Water,Non_Wetland,Cropland,Water,NULL
22326,Forest,Water,NULL,Non_Water,Non_Wetland,Cropland,Water,Forest
22327,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
22328,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
22329,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
22330,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
22331,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
22332,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
22333,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
22334,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
22335,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
22336,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Bareland
22337,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
22338,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
22339,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
22340,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,NULL
22341,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
22342,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
22343,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
22344,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
22345,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
22346,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
22347,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
22348,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
22349,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Water
22350,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
22351,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
22352,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
22353,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,NULL
22354,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
22355,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
22356,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
22357,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
22358,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
22359,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
22360,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
22361,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
22362,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
22363,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
22364,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
22365,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
22366,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
22367,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Built-up,Forest
22368,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,NULL
22369,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
22370,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
22371,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
22372,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
22373,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
22374,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
22375,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Water,Forest
22376,Forest,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
22377,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
22378,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,NULL
22379,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
22380,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
22381,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Water
22382,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Forest
22383,Forest,Water,NULL,Water,Non_Wetland,Bareland,NULL,Built-up
22384,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
22385,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
22386,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Water
22387,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
22388,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
22389,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
22390,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
22391,Forest,Water,NULL,Water,Non_Wetland,Forest,NULL,Water
22392,Forest,Water,NULL,Water,Non_Wetland,Forest,NULL,Forest
22393,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Water
22394,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
22395,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Grassland
22396,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
22397,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
22398,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
22399,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
22400,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
22401,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
22402,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
22403,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
22404,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
22405,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
22406,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
22407,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
22408,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
22409,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
22410,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
22411,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
22412,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
22413,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
22414,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
22415,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
22416,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
22417,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
22418,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
22419,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
22420,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
22421,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
22422,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
22423,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
22424,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
22425,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
22426,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
22427,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
22428,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
22429,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
22430,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
22431,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
22432,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
22433,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
22434,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
22435,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
22436,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
22437,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
22438,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
22439,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
22440,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
22441,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
22442,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
22443,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
22444,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
22445,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
22446,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
22447,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
22448,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
22449,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
22450,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
22451,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
22452,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
22453,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
22454,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
22455,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
22456,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
22457,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
22458,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
22459,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
22460,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
22461,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
22462,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
22463,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
22464,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
22465,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
22466,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
22467,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
22468,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
22469,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
22470,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Water
22471,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
22472,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
22473,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
22474,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
22475,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,Forest,Bareland
22476,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
22477,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
22478,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
22479,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
22480,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
22481,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
22482,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
22483,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
22484,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
22485,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
22486,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
22487,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
22488,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
22489,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
22490,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
22491,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
22492,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
22493,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
22494,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
22495,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
22496,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
22497,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
22498,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
22499,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
22500,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
22501,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
22502,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
22503,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
22504,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
22505,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Bareland
22506,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
22507,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
22508,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
22509,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
22510,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
22511,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
22512,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
22513,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
22514,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
22515,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
22516,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
22517,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
22518,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
22519,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
22520,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
