Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDF_M_R
15198,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
15199,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
15200,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
15201,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
15202,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
15203,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Wetland,Built-up
15204,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
15205,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
15206,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
15207,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
15208,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
15209,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
15210,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Forest
15211,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
15212,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
15213,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
15214,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
15215,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
15216,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Water
15217,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
15218,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
15219,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
15220,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
15221,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
15222,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
15223,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
15224,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
15225,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
15226,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
15227,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
15228,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
15229,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Built-up
15230,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
15231,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
15232,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
15233,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
15234,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Built-up
15235,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
15236,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
15237,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Built-up
15238,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
15239,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
15240,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
15241,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
15242,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
15243,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
15244,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
15245,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
15246,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
15247,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
15248,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
15249,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
15250,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
15251,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
15252,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
15253,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
15254,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
15255,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
15256,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
15257,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,NULL
15258,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
15259,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
15260,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
15261,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
15262,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
15263,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
15264,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
15265,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
15266,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
15267,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
15268,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
15269,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
15270,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
15271,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
15272,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
15273,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
15274,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
15275,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
15276,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,NULL
15277,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
15278,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
15279,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
15280,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
15281,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
15282,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Cropland
15283,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
15284,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Forest
15285,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
15286,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
15287,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
15288,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
15289,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
15290,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
15291,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Forest,Water
15292,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Forest,Forest
15293,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
15294,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
15295,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,NULL,Water
15296,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
15297,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
15298,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
15299,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
15300,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Forest,Forest
15301,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,NULL
15302,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
15303,Forest,Forest,Cropland,Water,Non_Wetland,Water,Shrubland,Forest
15304,Forest,Forest,Cropland,Water,Non_Wetland,Water,Wetland,Forest
15305,Forest,Forest,Cropland,Water,Non_Wetland,Forest,NULL,Grassland
15306,Forest,Forest,Cropland,Water,Non_Wetland,Forest,NULL,Forest
15307,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Wetland,Grassland
15308,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Wetland,Forest
15309,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Water,Forest
15310,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Forest,Forest
15311,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
15312,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
15313,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
15314,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
15315,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
15316,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
15317,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
15318,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
15319,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
15320,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
15321,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
15322,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
15323,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Water
15324,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Forest
15325,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
15326,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
15327,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
15328,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
15329,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
15330,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
15331,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
15332,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,NULL
15333,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
15334,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
15335,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
15336,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
15337,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
15338,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Wetland
15339,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
15340,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Bareland
15341,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
15342,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
15343,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
15344,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
15345,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
15346,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
15347,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
15348,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
15349,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,NULL
15350,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
15351,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
15352,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
15353,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
15354,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
15355,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
15356,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
15357,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
15358,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
15359,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Water
15360,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
15361,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
15362,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
15363,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
15364,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
15365,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
15366,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
15367,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
15368,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
15369,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Water
15370,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Forest
15371,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
15372,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
15373,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
15374,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
15375,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
15376,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
15377,Forest,Forest,Wetland,Water,Wetland,Bareland,NULL,Forest
15378,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
15379,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
15380,Forest,Forest,Wetland,Water,Wetland,Bareland,Bareland,Forest
15381,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
15382,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Forest
15383,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Forest
15384,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Water
15385,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
15386,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Grassland
15387,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
15388,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
15389,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
15390,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
15391,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
15392,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
15393,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
15394,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15395,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
15396,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
15397,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
15398,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
15399,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
15400,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
15401,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
15402,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
15403,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
15404,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
15405,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
15406,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
15407,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Cropland
15408,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
15409,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
15410,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
15411,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
15412,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
15413,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Forest
15414,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
15415,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
15416,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Water
15417,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
15418,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
15419,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
15420,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
15421,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
15422,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
15423,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
15424,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
15425,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
15426,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
15427,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
15428,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
15429,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
15430,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
15431,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
15432,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
15433,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
15434,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
15435,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
15436,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Cropland
15437,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Bareland
15438,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
15439,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
15440,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
15441,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
15442,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15443,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15444,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Grassland
15445,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
15446,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
15447,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
15448,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
15449,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
15450,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
15451,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
15452,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
15453,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
15454,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
15455,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
15456,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
15457,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
15458,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
15459,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Cropland
15460,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
15461,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
15462,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
15463,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
15464,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
15465,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
15466,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
15467,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland,Forest,Cropland
15468,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland,Forest,Forest
15469,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,NULL
15470,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
15471,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,Cropland
15472,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
15473,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
15474,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Grassland
15475,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Forest
15476,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
15477,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
15478,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
15479,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
15480,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
15481,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
15482,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
15483,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
15484,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
15485,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
15486,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
15487,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
15488,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
15489,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
15490,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Built-up
15491,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
15492,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
15493,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
15494,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
15495,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
15496,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
15497,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
15498,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15499,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
15500,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
15501,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
15502,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
15503,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
15504,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
15505,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
15506,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
15507,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
15508,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
15509,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
15510,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
15511,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
15512,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
15513,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
15514,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
15515,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
15516,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
15517,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
15518,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
15519,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
15520,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
15521,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
15522,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
15523,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,NULL
15524,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
15525,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Cropland
15526,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
15527,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
15528,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
15529,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
15530,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,NULL
15531,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Grassland
15532,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
