Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KQD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KQD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KQD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KQD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KQD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KQD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KQD_M_R
1017,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1018,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1019,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1020,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1021,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1022,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1023,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1024,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1025,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1026,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1027,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1028,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1029,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1030,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1031,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1032,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1033,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1034,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1035,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1036,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1037,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1038,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1039,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1040,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1041,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1042,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1043,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1044,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1045,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1046,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1047,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1048,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1049,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1050,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1051,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1052,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1053,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1054,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1055,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1056,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1057,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1058,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1059,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1060,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1061,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1062,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1063,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1064,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
1065,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
1066,Water,Cropland,Water,Water,Water,NULL,NULL,Water
1067,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1068,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1069,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1070,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1071,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1072,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1073,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1074,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1075,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1076,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1077,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1078,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1079,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1080,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1081,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1082,Water,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1083,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1084,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1085,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1086,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1087,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1088,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1089,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1090,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1091,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1092,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1093,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1094,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1095,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1096,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1097,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1098,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1099,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1100,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1101,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1102,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1103,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1104,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1105,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1106,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1107,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1108,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1109,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1110,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1111,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1112,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1113,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1114,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1115,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1116,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1117,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1118,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1119,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1120,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1121,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1122,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1123,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1124,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1125,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1126,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1127,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1128,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1129,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1130,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1131,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1132,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1133,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1134,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1135,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1136,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1137,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1138,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1139,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1140,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1141,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1142,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1143,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1144,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1145,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1146,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1147,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1148,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1149,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1150,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1151,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1152,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1153,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1154,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1155,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1156,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1157,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1158,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1159,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1160,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1161,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1162,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1163,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1164,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1165,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1166,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1167,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1168,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1169,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1170,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1171,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1172,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1173,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1174,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1175,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1176,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1177,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1178,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1179,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1180,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1181,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1182,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1183,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1184,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1185,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1186,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1187,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1188,Water,Water,Water,NULL,Water,NULL,NULL,NULL
1189,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1190,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
1191,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1192,Water,Water,Water,NULL,Water,NULL,NULL,Water
1193,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1194,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1195,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1196,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1197,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1198,Water,Water,Water,Water,Water,NULL,NULL,NULL
1199,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1200,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1201,Water,Water,Water,Water,Water,NULL,NULL,Water
1202,Water,Water,Water,Water,Water,NULL,NULL,Forest
1203,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1204,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1205,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1206,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1207,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1208,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1209,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1210,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1211,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1212,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1213,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1214,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1215,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1216,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1217,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1218,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1219,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1220,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1221,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1222,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1223,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1224,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1225,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1226,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1227,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1228,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1229,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1230,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1231,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1232,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1233,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1234,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1235,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1236,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1237,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1238,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1239,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1240,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1241,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1242,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1243,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1244,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1245,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1246,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1247,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1248,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1249,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1250,Permanent_ice_and_snow,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1251,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1252,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1253,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1254,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1255,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1256,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1257,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1258,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1259,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1260,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1261,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1262,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
1263,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1264,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1265,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1266,Permanent_ice_and_snow,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1267,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1268,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1269,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1270,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1271,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1272,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1273,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1274,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1275,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1276,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1277,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1278,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1279,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1280,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1281,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1282,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1283,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1284,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1285,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1286,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1287,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1288,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1289,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1290,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1291,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1292,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1293,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1294,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1295,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1296,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1297,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1298,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1299,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1300,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1301,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1302,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1303,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1304,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1305,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1306,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1307,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1308,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1309,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1310,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1311,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1312,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1313,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1314,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1315,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1316,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1317,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1318,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1319,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1320,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1321,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1322,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1323,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1324,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1325,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1326,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1327,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1328,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1329,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1330,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
1331,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1332,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1333,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1334,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1335,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1336,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1337,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1338,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1339,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1340,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1341,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1342,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1343,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1344,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1345,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1346,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1347,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1348,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1349,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1350,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1351,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1352,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1353,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1354,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1355,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1356,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1357,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1358,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
