Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NYB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NYB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NYB_M_R
719,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
720,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
721,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
722,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
723,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
724,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
725,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
726,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
727,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
728,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
729,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
730,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
731,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
732,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
733,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
734,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
735,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
736,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
737,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
738,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
739,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
740,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
741,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
742,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
743,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
744,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
745,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
746,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
747,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
748,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
749,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
750,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
751,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
752,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
753,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
754,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
755,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
756,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
757,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
758,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
759,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
760,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
761,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
762,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
763,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
764,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
765,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
766,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
767,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
768,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
769,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
770,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
771,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
772,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
773,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
774,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
775,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
776,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
777,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
778,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
779,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
780,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
781,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
782,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
783,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
784,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
785,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
786,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
787,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
788,Forest,NULL,Water,NULL,Water,Water,Wetland,Water
789,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
790,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
791,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
792,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
793,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
794,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
795,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
796,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
797,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
798,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
799,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
800,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
801,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
802,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
803,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
804,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
805,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
806,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
807,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
808,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
809,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
810,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
811,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
812,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
813,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
814,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
815,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
816,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
817,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
818,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
819,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
820,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
821,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
822,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
823,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
824,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
825,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
826,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
827,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
828,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
829,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
830,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
831,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
832,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
833,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
834,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
835,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
836,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
837,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
838,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
839,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
840,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
841,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
842,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
843,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
844,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
845,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
846,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
847,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
848,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
849,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
850,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
851,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
852,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
853,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
854,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
855,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
856,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
857,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
858,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
859,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
860,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
861,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
862,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
863,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
864,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
865,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
866,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
867,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
868,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
869,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
870,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
871,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
872,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
873,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
874,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
875,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
876,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
877,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
878,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
879,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
880,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
881,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
882,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
883,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
884,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
885,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
886,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
887,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
888,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
889,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
890,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
891,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
892,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
893,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
894,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
895,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
896,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
897,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
898,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
899,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
900,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
901,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
902,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
903,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
904,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
905,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
906,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
907,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
908,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
909,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
910,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
911,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
912,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
913,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
914,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
915,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
916,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
917,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
918,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
919,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
920,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
921,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
922,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
923,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
924,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
925,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
926,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
927,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
928,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
929,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
930,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
931,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
932,Forest,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
933,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
934,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
935,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
936,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
937,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
938,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
939,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
940,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
941,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
942,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
943,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
944,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
945,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
946,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
947,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
948,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
949,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
950,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
951,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
952,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
953,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
954,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
955,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
956,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
957,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
958,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
959,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
960,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
961,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
962,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
963,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
964,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
965,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
966,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
967,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
968,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
969,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
970,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
971,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
972,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
973,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
974,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
975,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
976,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
977,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
978,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
979,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
980,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
981,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
982,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
983,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
984,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
985,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
986,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
987,Forest,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
988,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
989,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
990,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
991,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
992,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
993,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
994,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
995,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
996,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
997,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
998,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
999,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1000,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1001,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1002,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
1003,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
1004,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1005,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1006,Forest,Water,Wetland,Water,Wetland,Water,Water,Bareland
1007,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1008,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1009,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
1010,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1011,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
1012,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1013,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
1014,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1015,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
1016,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Water
1017,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1018,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
1019,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1020,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
1021,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
1022,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
1023,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
1024,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
1025,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
1026,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
1027,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1028,Forest,Water,Water,NULL,Water,NULL,Water,Water
1029,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1030,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1031,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
1032,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
1033,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
1034,Forest,Water,Water,NULL,Water,Water,Wetland,Bareland
1035,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1036,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1037,Forest,Water,Water,NULL,Water,Water,Water,Bareland
1038,Forest,Water,Water,NULL,Water,Water,Water,Water
1039,Forest,Water,Water,NULL,Water,Water,Water,Forest
1040,Forest,Water,Water,NULL,Water,Water,Forest,Water
1041,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1042,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1043,Forest,Water,Water,NULL,Water,Forest,Water,Water
1044,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1045,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
1046,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
1047,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1048,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
1049,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1050,Forest,Water,Water,Non_Water,Water,NULL,Forest,Water
1051,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
1052,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
1053,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1054,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
1055,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
1056,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
1057,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1058,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1059,Forest,Water,Water,Non_Water,Water,Water,Water,Bareland
1060,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1061,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1062,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
1063,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
1064,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
1065,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
1066,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
1067,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1068,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1069,Forest,Water,Water,Water,Water,NULL,Water,Water
1070,Forest,Water,Water,Water,Water,NULL,Water,Forest
1071,Forest,Water,Water,Water,Water,NULL,Forest,Forest
1072,Forest,Water,Water,Water,Water,Grassland,Water,Forest
1073,Forest,Water,Water,Water,Water,Wetland,Water,Water
1074,Forest,Water,Water,Water,Water,Wetland,Water,Forest
1075,Forest,Water,Water,Water,Water,Water,Wetland,Water
1076,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1077,Forest,Water,Water,Water,Water,Water,Water,Bareland
1078,Forest,Water,Water,Water,Water,Water,Water,Water
1079,Forest,Water,Water,Water,Water,Water,Water,Forest
1080,Forest,Water,Water,Water,Water,Water,Forest,Bareland
1081,Forest,Water,Water,Water,Water,Water,Forest,Water
1082,Forest,Water,Water,Water,Water,Water,Forest,Forest
