Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYE_M_R
10335,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
10336,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
10337,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
10338,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
10339,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
10340,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
10341,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
10342,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
10343,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
10344,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
10345,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
10346,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
10347,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
10348,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
10349,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
10350,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
10351,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
10352,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
10353,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
10354,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
10355,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10356,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
10357,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10358,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
10359,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
10360,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10361,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
10362,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10363,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
10364,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10365,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
10366,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
10367,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
10368,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
10369,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
10370,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
10371,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10372,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10373,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
10374,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
10375,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
10376,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
10377,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
10378,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
10379,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
10380,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
10381,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
10382,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
10383,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
10384,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
10385,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
10386,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
10387,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
10388,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Water
10389,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
10390,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
10391,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
10392,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Water
10393,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
10394,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
10395,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
10396,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
10397,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
10398,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
10399,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
10400,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
10401,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
10402,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
10403,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
10404,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
10405,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
10406,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Built-up
10407,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Water
10408,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
10409,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
10410,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
10411,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
10412,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
10413,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
10414,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
10415,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
10416,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
10417,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
10418,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
10419,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
10420,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
10421,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
10422,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
10423,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
10424,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10425,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
10426,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
10427,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
10428,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
10429,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
10430,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10431,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
10432,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10433,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
10434,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
10435,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
10436,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
10437,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
10438,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
10439,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Water
10440,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
10441,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
10442,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
10443,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
10444,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
10445,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
10446,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Water
10447,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
10448,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10449,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
10450,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland,Shrubland,Grassland
10451,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
10452,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
10453,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
10454,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
10455,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,NULL
10456,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
10457,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
10458,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
10459,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
10460,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
10461,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
10462,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
10463,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
10464,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
10465,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,NULL
10466,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
10467,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
10468,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
10469,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Water
10470,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
10471,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
10472,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
10473,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
10474,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
10475,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
10476,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Water,Bareland
10477,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
10478,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
10479,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
10480,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
10481,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Shrubland,NULL
10482,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
10483,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
10484,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
10485,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
10486,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
10487,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
10488,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Water
10489,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Forest
10490,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
10491,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
10492,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
10493,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
10494,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
10495,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
10496,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10497,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
10498,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
10499,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
10500,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
10501,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
10502,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
10503,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
10504,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
10505,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10506,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
10507,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
10508,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10509,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10510,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10511,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10512,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
10513,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10514,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10515,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10516,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10517,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
10518,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
10519,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10520,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
10521,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
10522,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
10523,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
10524,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
10525,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
10526,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10527,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10528,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10529,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
10530,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10531,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10532,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
10533,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
10534,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
10535,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
10536,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
10537,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
10538,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
10539,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
10540,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
10541,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
10542,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
10543,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
10544,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10545,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
10546,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
10547,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
10548,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
10549,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
10550,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
10551,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
10552,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
10553,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
10554,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
10555,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10556,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10557,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
10558,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10559,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
10560,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
10561,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
10562,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
10563,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
10564,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
10565,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
10566,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Cropland
10567,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
10568,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
10569,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
10570,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
10571,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
10572,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
10573,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
10574,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
10575,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
10576,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10577,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
10578,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10579,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
10580,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
10581,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
10582,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
10583,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
10584,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10585,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
10586,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
10587,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
10588,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
10589,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
10590,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
10591,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
10592,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
10593,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
10594,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
10595,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
10596,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
10597,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
10598,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
10599,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
10600,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
10601,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
10602,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
10603,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
10604,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
10605,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10606,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
10607,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
10608,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
10609,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10610,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10611,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10612,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
10613,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
10614,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
10615,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10616,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
10617,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10618,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10619,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
10620,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
10621,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10622,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
10623,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10624,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
10625,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
10626,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10627,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
10628,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
10629,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
10630,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
10631,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
10632,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10633,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
10634,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Bareland
10635,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Water
10636,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
10637,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
10638,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10639,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
10640,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
10641,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
10642,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
10643,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
10644,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10645,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10646,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
10647,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
10648,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10649,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
10650,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10651,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10652,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
10653,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
10654,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
