Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MYP_M_R
688,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Water
689,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Forest
690,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
691,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
692,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
693,Bareland,Bareland,Water,Water,Water,Grassland,Water,Grassland
694,Bareland,Bareland,Water,Water,Water,Grassland,Water,Water
695,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
696,Bareland,Bareland,Water,Water,Water,Water,Water,Forest
697,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
698,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
699,Bareland,Bareland,Forest,Water,Non_Wetland,Cropland,Wetland,Water
700,Bareland,Bareland,Forest,Water,Non_Wetland,Cropland,Water,Water
701,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
702,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
703,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
704,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
705,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
706,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
707,Bareland,Water,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
708,Bareland,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
709,Bareland,Water,NULL,Water,Non_Wetland,Grassland,Water,Bareland
710,Bareland,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
711,Bareland,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
712,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
713,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
714,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
715,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
716,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
717,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
718,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
719,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
720,Bareland,Water,Wetland,NULL,Wetland,Grassland,Water,Water
721,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
722,Bareland,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
723,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
724,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Forest
725,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
726,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
727,Bareland,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
728,Bareland,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
729,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Water
730,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Forest
731,Bareland,Water,Wetland,Water,Wetland,Cropland,Wetland,Water
732,Bareland,Water,Wetland,Water,Wetland,Cropland,Water,Water
733,Bareland,Water,Wetland,Water,Wetland,Wetland,NULL,Water
734,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
735,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Water
736,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
737,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
738,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
739,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Forest
740,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
741,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
742,Bareland,Water,Water,NULL,Water,Grassland,Water,Water
743,Bareland,Water,Water,NULL,Water,Wetland,Water,Forest
744,Bareland,Water,Water,NULL,Water,Water,Bareland,Forest
745,Bareland,Water,Water,NULL,Water,Water,Water,Water
746,Bareland,Water,Water,Non_Water,Water,Cropland,Water,Water
747,Bareland,Water,Water,Water,Water,Grassland,Wetland,Bareland
748,Bareland,Water,Water,Water,Water,Wetland,Water,Water
749,Bareland,Water,Water,Water,Water,Water,Water,Water
750,Bareland,Water,Water,Water,Water,Water,Water,Forest
751,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
752,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
753,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
754,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
755,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
756,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
757,Bareland,Water,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
758,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
759,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
760,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
761,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
762,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
763,Bareland,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
764,Bareland,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
765,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
766,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
767,Bareland,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
768,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
769,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
770,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
771,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
772,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
773,Bareland,Forest,Water,NULL,Water,Water,Bareland,Forest
774,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
775,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
776,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
777,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
778,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
779,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
780,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
781,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
782,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
783,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
784,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
785,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
786,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
787,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
788,Water,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
789,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
790,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
791,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
792,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
793,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
794,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
795,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
796,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
797,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
798,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
799,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
800,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
801,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
802,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
803,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
804,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
805,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
806,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
807,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
808,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
809,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Water
810,Water,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
811,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
812,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
813,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
814,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
815,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
816,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
817,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
818,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
819,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
820,Water,NULL,Water,Water,Water,Water,Wetland,Forest
821,Water,NULL,Water,Water,Water,Water,Water,Water
822,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
823,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
824,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
825,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
826,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
827,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
828,Water,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
829,Water,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
830,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
831,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
832,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
833,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
834,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
835,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
836,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
837,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
838,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
839,Water,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
840,Water,Bareland,Wetland,Water,Wetland,Cropland,Water,Water
841,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
842,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
843,Water,Bareland,Water,Water,Water,Wetland,Water,Water
844,Water,Bareland,Water,Water,Water,Water,Water,Water
845,Water,Bareland,Forest,Water,Non_Wetland,Water,Water,Water
846,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
847,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
848,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
849,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
850,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
851,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
852,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
853,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
854,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
855,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
856,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
857,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
858,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
859,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
860,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
861,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
862,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
863,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
864,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
865,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
866,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
867,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
868,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
869,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
870,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
871,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
872,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
873,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
874,Water,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
875,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
876,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
877,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
878,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
879,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
880,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
881,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
882,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
883,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
884,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
885,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
886,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Water
887,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
888,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
889,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
890,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
891,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
892,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
893,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
894,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
895,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
896,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
897,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
898,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
899,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
900,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
901,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
902,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
903,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
904,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
905,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
906,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
907,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
908,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
909,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
910,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
911,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
912,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
913,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
914,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
915,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
916,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
917,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
918,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
919,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
920,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
921,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
922,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
923,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
924,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
925,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Forest
926,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
927,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
928,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
929,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
930,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
931,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
932,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
933,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
934,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
935,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
936,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
937,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
938,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
939,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
940,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
941,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
942,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
943,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
944,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
945,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
946,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
947,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
948,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
949,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
950,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
951,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
952,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
953,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
954,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
955,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
956,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
957,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
958,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
959,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
960,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
961,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
962,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
963,Water,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Water
964,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
965,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
966,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
967,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
968,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
969,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
970,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
971,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
972,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
973,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
974,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
975,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
976,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
977,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
978,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
979,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
980,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
981,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
982,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
983,Water,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
984,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
985,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
986,Water,Water,Wetland,Water,Wetland,Cropland,Water,Water
987,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
988,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
989,Water,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
990,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
991,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
992,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
993,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
994,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
995,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
996,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
997,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
998,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
999,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1000,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
1001,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
1002,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
1003,Water,Water,Wetland,Water,Wetland,Water,Water,Water
1004,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
1005,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
1006,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
1007,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1008,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1009,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
1010,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
1011,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1012,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1013,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1014,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1015,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
1016,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1017,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
1018,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1019,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1020,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1021,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1022,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
1023,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1024,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1025,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1026,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1027,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
1028,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
1029,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
1030,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
1031,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
1032,Water,Water,Water,NULL,Water,NULL,Grassland,Forest
1033,Water,Water,Water,NULL,Water,NULL,Wetland,Wetland
1034,Water,Water,Water,NULL,Water,NULL,Wetland,Water
1035,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
1036,Water,Water,Water,NULL,Water,NULL,Water,Water
1037,Water,Water,Water,NULL,Water,NULL,Water,Forest
1038,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
1039,Water,Water,Water,NULL,Water,Grassland,Bareland,Grassland
1040,Water,Water,Water,NULL,Water,Grassland,Bareland,Forest
1041,Water,Water,Water,NULL,Water,Grassland,Water,Water
1042,Water,Water,Water,NULL,Water,Grassland,Water,Forest
1043,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
1044,Water,Water,Water,NULL,Water,Wetland,Water,Water
1045,Water,Water,Water,NULL,Water,Water,Grassland,Water
1046,Water,Water,Water,NULL,Water,Water,Grassland,Forest
1047,Water,Water,Water,NULL,Water,Water,Wetland,Water
1048,Water,Water,Water,NULL,Water,Water,Wetland,Forest
1049,Water,Water,Water,NULL,Water,Water,Bareland,Water
1050,Water,Water,Water,NULL,Water,Water,Bareland,Forest
1051,Water,Water,Water,NULL,Water,Water,Water,Grassland
1052,Water,Water,Water,NULL,Water,Water,Water,Water
1053,Water,Water,Water,NULL,Water,Water,Water,Forest
1054,Water,Water,Water,NULL,Water,Water,Forest,Water
1055,Water,Water,Water,NULL,Water,Water,Forest,Forest
1056,Water,Water,Water,NULL,Water,Forest,Wetland,Water
1057,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
1058,Water,Water,Water,NULL,Water,Forest,Water,Water
1059,Water,Water,Water,NULL,Water,Forest,Water,Forest
1060,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
1061,Water,Water,Water,Non_Water,Water,NULL,Water,Water
1062,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
1063,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
1064,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
1065,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
1066,Water,Water,Water,Non_Water,Water,Water,Bareland,Forest
1067,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
1068,Water,Water,Water,Non_Water,Water,Water,Water,Water
1069,Water,Water,Water,Non_Water,Water,Water,Water,Forest
1070,Water,Water,Water,Non_Water,Water,Water,Forest,Water
1071,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
1072,Water,Water,Water,Non_Water,Water,Forest,Water,Water
