Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKQ_M_R
13004,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
13005,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
13006,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Wetland
13007,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
13008,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
13009,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
13010,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Forest
13011,Water,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Water
13012,Water,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Forest
13013,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
13014,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Wetland
13015,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
13016,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
13017,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
13018,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
13019,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
13020,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
13021,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Bareland,Grassland
13022,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Bareland,Wetland
13023,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Bareland,Bareland
13024,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Bareland,Forest
13025,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
13026,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
13027,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
13028,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
13029,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
13030,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
13031,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
13032,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
13033,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Grassland
13034,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Forest,Water
13035,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
13036,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
13037,Water,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Water
13038,Water,Water,Grassland,Water,Non_Wetland,NULL,Water,Wetland
13039,Water,Water,Grassland,Water,Non_Wetland,NULL,Water,Forest
13040,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
13041,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
13042,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
13043,Water,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
13044,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
13045,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Wetland
13046,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Bareland
13047,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Water
13048,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Forest
13049,Water,Water,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
13050,Water,Water,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
13051,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
13052,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Water
13053,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
13054,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
13055,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
13056,Water,Water,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
13057,Water,Water,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
13058,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
13059,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
13060,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Water
13061,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
13062,Water,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
13063,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
13064,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
13065,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
13066,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
13067,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
13068,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Bareland
13069,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
13070,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Forest
13071,Water,Water,Grassland,Water,Non_Wetland,Bareland,Forest,Grassland
13072,Water,Water,Grassland,Water,Non_Wetland,Bareland,Forest,Bareland
13073,Water,Water,Grassland,Water,Non_Wetland,Bareland,Forest,Forest
13074,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Water
13075,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Forest
13076,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
13077,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Wetland
13078,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Bareland
13079,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Water
13080,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Forest
13081,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
13082,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
13083,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Grassland
13084,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Bareland
13085,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Water
13086,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Forest
13087,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
13088,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Wetland
13089,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Bareland
13090,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
13091,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
13092,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Grassland
13093,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Bareland
13094,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
13095,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
13096,Water,Water,Grassland,Water,Non_Wetland,Forest,Water,Forest
13097,Water,Water,Grassland,Water,Non_Wetland,Forest,Forest,Grassland
13098,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
13099,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13100,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
13101,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
13102,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
13103,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
13104,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
13105,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13106,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
13107,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
13108,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
13109,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
13110,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
13111,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13112,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
13113,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
13114,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
13115,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
13116,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
13117,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
13118,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13119,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13120,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
13121,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
13122,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
13123,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
13124,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
13125,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
13126,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
13127,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
13128,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
13129,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Bareland
13130,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
13131,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
13132,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
13133,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
13134,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
13135,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
13136,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
13137,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
13138,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
13139,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
13140,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
13141,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
13142,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Water
13143,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
13144,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
13145,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
13146,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
13147,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
13148,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
13149,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
13150,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
13151,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
13152,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
13153,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
13154,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
13155,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
13156,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
13157,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
13158,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
13159,Water,Water,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
13160,Water,Water,Cropland,Water,Non_Wetland,Wetland,Grassland,Water
13161,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
13162,Water,Water,Cropland,Water,Non_Wetland,Wetland,Forest,Grassland
13163,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
13164,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
13165,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
13166,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Built-up
13167,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Forest
13168,Water,Water,Cropland,Water,Non_Wetland,Bareland,Forest,Grassland
13169,Water,Water,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
13170,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
13171,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
13172,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Grassland
13173,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Water
13174,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Forest
13175,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
13176,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
13177,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
13178,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Grassland
13179,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Water
13180,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Forest
13181,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
13182,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
13183,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
13184,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
13185,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
13186,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
13187,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
13188,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
13189,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
13190,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
13191,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
13192,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
13193,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
13194,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
13195,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
13196,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
13197,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
13198,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
13199,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
13200,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
13201,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
13202,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
13203,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
13204,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
13205,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
13206,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
13207,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
13208,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
13209,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
13210,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
13211,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
13212,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
13213,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
13214,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Grassland
13215,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Water
13216,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Forest
13217,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
13218,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
13219,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
13220,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
13221,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
13222,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
13223,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
13224,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
13225,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
13226,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Built-up
13227,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
13228,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
13229,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
13230,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Bareland
13231,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
13232,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
13233,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
13234,Water,Water,Wetland,NULL,Wetland,Water,NULL,Bareland
13235,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
13236,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
13237,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
13238,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
13239,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
13240,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
13241,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
13242,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
13243,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
13244,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
13245,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
13246,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
13247,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
13248,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
13249,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
13250,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
13251,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
13252,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
13253,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
13254,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
13255,Water,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
13256,Water,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
13257,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
13258,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
13259,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Water
13260,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
13261,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
13262,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
13263,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
13264,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
13265,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Grassland
13266,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
13267,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
13268,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
13269,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
13270,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
13271,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
13272,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
13273,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
13274,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
13275,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
13276,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
13277,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
13278,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
13279,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
13280,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
13281,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
13282,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
13283,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
13284,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
13285,Water,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
13286,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
13287,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
13288,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
13289,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
13290,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
13291,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
13292,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
13293,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
13294,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
13295,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
13296,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
13297,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
13298,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
13299,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
13300,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
13301,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
13302,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
13303,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
13304,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
13305,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
13306,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
13307,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
13308,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
13309,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
13310,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
13311,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
13312,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
13313,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
13314,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
13315,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
13316,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
13317,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
13318,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
13319,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
13320,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
13321,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
13322,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
13323,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
13324,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
13325,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
13326,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
13327,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
13328,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
13329,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
13330,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
13331,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
13332,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
13333,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
13334,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
13335,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
13336,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
13337,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
13338,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
13339,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
13340,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
13341,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
13342,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
13343,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Forest
13344,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
13345,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
13346,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
13347,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Water
13348,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Forest
13349,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
13350,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Wetland
13351,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
13352,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
13353,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
13354,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
13355,Water,Water,Wetland,Water,Wetland,Grassland,Forest,Grassland
13356,Water,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
13357,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
13358,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
13359,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
13360,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
13361,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
13362,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
13363,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
13364,Water,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
13365,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
13366,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
13367,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
13368,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Bareland
