Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXB_M_R
5841,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5842,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5843,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5844,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5845,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
5846,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5847,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
5848,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
5849,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
5850,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5851,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
5852,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5853,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5854,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5855,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5856,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
5857,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
5858,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
5859,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
5860,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
5861,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
5862,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
5863,Water,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
5864,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
5865,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
5866,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
5867,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5868,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5869,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
5870,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
5871,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5872,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
5873,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5874,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
5875,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
5876,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
5877,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
5878,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
5879,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
5880,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
5881,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
5882,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
5883,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Bareland
5884,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
5885,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
5886,Water,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Wetland
5887,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
5888,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
5889,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
5890,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
5891,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
5892,Water,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
5893,Water,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Water
5894,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
5895,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
5896,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5897,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
5898,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
5899,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
5900,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
5901,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5902,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
5903,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5904,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
5905,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
5906,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
5907,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
5908,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
5909,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
5910,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
5911,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
5912,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
5913,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
5914,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
5915,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
5916,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
5917,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
5918,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
5919,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
5920,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
5921,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5922,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
5923,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5924,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5925,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
5926,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
5927,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
5928,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5929,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
5930,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
5931,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
5932,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
5933,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
5934,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
5935,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
5936,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
5937,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
5938,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
5939,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Water
5940,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
5941,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5942,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
5943,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
5944,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
5945,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
5946,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
5947,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Bareland
5948,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Water
5949,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
5950,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
5951,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
5952,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
5953,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
5954,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5955,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
5956,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
5957,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
5958,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5959,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
5960,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5961,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
5962,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
5963,Water,NULL,Built-up,Water,Non_Wetland,Water,Grassland,Bareland
5964,Water,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
5965,Water,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
5966,Water,NULL,Water,NULL,Water,Grassland,Shrubland,Water
5967,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
5968,Water,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
5969,Water,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
5970,Water,NULL,Water,NULL,Water,Grassland,Grassland,Forest
5971,Water,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
5972,Water,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
5973,Water,NULL,Water,NULL,Water,Grassland,Water,Grassland
5974,Water,NULL,Water,NULL,Water,Grassland,Water,Wetland
5975,Water,NULL,Water,NULL,Water,Grassland,Water,Forest
5976,Water,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
5977,Water,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
5978,Water,NULL,Water,NULL,Water,Wetland,Grassland,Water
5979,Water,NULL,Water,NULL,Water,Wetland,Grassland,Forest
5980,Water,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
5981,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
5982,Water,NULL,Water,NULL,Water,Wetland,Water,Wetland
5983,Water,NULL,Water,NULL,Water,Wetland,Water,Water
5984,Water,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
5985,Water,NULL,Water,NULL,Water,Bareland,Shrubland,Water
5986,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
5987,Water,NULL,Water,NULL,Water,Bareland,Grassland,Water
5988,Water,NULL,Water,NULL,Water,Water,Shrubland,Water
5989,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
5990,Water,NULL,Water,NULL,Water,Water,Grassland,Wetland
5991,Water,NULL,Water,NULL,Water,Water,Grassland,Water
5992,Water,NULL,Water,NULL,Water,Water,Wetland,Grassland
5993,Water,NULL,Water,NULL,Water,Water,Wetland,Wetland
5994,Water,NULL,Water,NULL,Water,Water,Wetland,Water
5995,Water,NULL,Water,NULL,Water,Water,Water,Wetland
5996,Water,NULL,Water,NULL,Water,Water,Water,Water
5997,Water,NULL,Water,NULL,Water,Forest,Grassland,Forest
5998,Water,NULL,Water,Non_Water,Water,Grassland,Grassland,Wetland
5999,Water,NULL,Water,Non_Water,Water,Grassland,Wetland,Wetland
6000,Water,NULL,Water,Non_Water,Water,Grassland,Water,Wetland
6001,Water,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
6002,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
6003,Water,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
6004,Water,NULL,Water,Non_Water,Water,Wetland,Water,Forest
6005,Water,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
6006,Water,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
6007,Water,NULL,Water,Non_Water,Water,Water,Grassland,Water
6008,Water,NULL,Water,Non_Water,Water,Water,Grassland,Forest
6009,Water,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
6010,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
6011,Water,NULL,Water,Non_Water,Water,Water,Water,Water
6012,Water,NULL,Water,Water,Water,Grassland,Grassland,Grassland
6013,Water,NULL,Water,Water,Water,Grassland,Grassland,Wetland
6014,Water,NULL,Water,Water,Water,Grassland,Wetland,Wetland
6015,Water,NULL,Water,Water,Water,Grassland,Water,Wetland
6016,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
6017,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
6018,Water,NULL,Water,Water,Water,Wetland,Water,Water
6019,Water,NULL,Water,Water,Water,Bareland,Grassland,Water
6020,Water,NULL,Water,Water,Water,Bareland,Bareland,Water
6021,Water,NULL,Water,Water,Water,Bareland,Water,Wetland
6022,Water,NULL,Water,Water,Water,Water,Shrubland,Grassland
6023,Water,NULL,Water,Water,Water,Water,Shrubland,Water
6024,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
6025,Water,NULL,Water,Water,Water,Water,Grassland,Wetland
6026,Water,NULL,Water,Water,Water,Water,Grassland,Water
6027,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
6028,Water,NULL,Water,Water,Water,Water,Water,Wetland
6029,Water,NULL,Water,Water,Water,Water,Water,Water
6030,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6031,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6032,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6033,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6034,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
6035,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Water
6036,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6037,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
6038,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6039,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
6040,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
6041,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6042,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6043,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
6044,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6045,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
6046,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
6047,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6048,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6049,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
6050,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6051,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6052,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6053,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
6054,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
6055,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6056,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6057,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
6058,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6059,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
6060,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
6061,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
6062,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
6063,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
6064,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
6065,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
6066,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
6067,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
6068,Water,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
6069,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6070,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
6071,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6072,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
6073,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6074,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
6075,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6076,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
6077,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
6078,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6079,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6080,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6081,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
6082,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
6083,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
6084,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
6085,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
6086,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
6087,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
6088,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
6089,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
6090,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
6091,Water,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
6092,Water,NULL,Forest,Water,Non_Wetland,Grassland,Water,Wetland
6093,Water,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
6094,Water,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
6095,Water,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Water
6096,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
6097,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
6098,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
6099,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
6100,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
6101,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
6102,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
6103,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
6104,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Water
6105,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
6106,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
6107,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6108,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6109,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6110,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6111,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
6112,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6113,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
6114,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6115,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
6116,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
6117,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6118,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Wetland
6119,Water,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
6120,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
6121,Water,Cropland,Water,NULL,Water,Shrubland,Shrubland,Grassland
6122,Water,Cropland,Water,NULL,Water,Grassland,Water,Wetland
6123,Water,Cropland,Water,NULL,Water,Grassland,Water,Water
6124,Water,Cropland,Water,NULL,Water,Bareland,Shrubland,Water
6125,Water,Cropland,Water,NULL,Water,Water,Grassland,Grassland
6126,Water,Cropland,Water,NULL,Water,Water,Water,Wetland
6127,Water,Cropland,Water,NULL,Water,Water,Water,Water
6128,Water,Cropland,Water,Water,Water,Wetland,Wetland,Wetland
6129,Water,Cropland,Water,Water,Water,Bareland,Water,Grassland
6130,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6131,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
6132,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6133,Water,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
6134,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
6135,Water,Cropland,Forest,Water,Non_Wetland,Grassland,Water,Wetland
6136,Water,Cropland,Forest,Water,Non_Wetland,Water,Water,Wetland
6137,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
6138,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
6139,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
6140,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
6141,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
6142,Water,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
6143,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
6144,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
6145,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
6146,Water,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6147,Water,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
6148,Water,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6149,Water,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
6150,Water,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
6151,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6152,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6153,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
6154,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
6155,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
6156,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
6157,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
6158,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
6159,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
6160,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
6161,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
6162,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
6163,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
6164,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6165,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
6166,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6167,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
6168,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
6169,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
6170,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
6171,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
6172,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
6173,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6174,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
6175,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
6176,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
6177,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
6178,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
6179,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6180,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
6181,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
6182,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
6183,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
6184,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6185,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6186,Water,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
6187,Water,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6188,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
6189,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
6190,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
6191,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
6192,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Water
6193,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6194,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6195,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
6196,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
