Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KVF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KVF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KVF_M_R
18698,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
18699,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
18700,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
18701,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
18702,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
18703,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
18704,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
18705,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
18706,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
18707,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Grassland
18708,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Wetland
18709,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
18710,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
18711,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Cropland
18712,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
18713,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
18714,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
18715,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
18716,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
18717,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
18718,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Wetland
18719,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Forest
18720,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
18721,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
18722,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
18723,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
18724,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
18725,Forest,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
18726,Forest,Built-up,Water,NULL,Water,NULL,Water,Forest
18727,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
18728,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
18729,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
18730,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
18731,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
18732,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
18733,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
18734,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
18735,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
18736,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
18737,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
18738,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
18739,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
18740,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
18741,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Built-up
18742,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
18743,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
18744,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
18745,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Wetland
18746,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
18747,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
18748,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
18749,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
18750,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
18751,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
18752,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
18753,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
18754,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
18755,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
18756,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
18757,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
18758,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
18759,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
18760,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
18761,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
18762,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
18763,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
18764,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
18765,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
18766,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
18767,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
18768,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Bareland
18769,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
18770,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
18771,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
18772,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
18773,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
18774,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
18775,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
18776,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
18777,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
18778,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
18779,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
18780,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
18781,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
18782,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
18783,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
18784,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
18785,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
18786,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
18787,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
18788,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
18789,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
18790,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
18791,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
18792,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
18793,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
18794,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
18795,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
18796,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
18797,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
18798,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
18799,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Built-up
18800,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
18801,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
18802,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
18803,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
18804,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
18805,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
18806,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
18807,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
18808,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
18809,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
18810,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
18811,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
18812,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
18813,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
18814,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
18815,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
18816,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
18817,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
18818,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Cropland
18819,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
18820,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,NULL
18821,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
18822,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
18823,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
18824,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
18825,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
18826,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
18827,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
18828,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
18829,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Built-up,Grassland
18830,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Built-up,Forest
18831,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
18832,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
18833,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
18834,Forest,Built-up,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
18835,Forest,Built-up,Forest,Water,Non_Wetland,NULL,Wetland,Forest
18836,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
18837,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
18838,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
18839,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
18840,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
18841,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
18842,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
18843,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
18844,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
18845,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
18846,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Bareland
18847,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
18848,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
18849,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
18850,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Wetland
18851,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
18852,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
18853,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
18854,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
18855,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
18856,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
18857,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
18858,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
18859,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
18860,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
18861,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
18862,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
18863,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
18864,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
18865,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
18866,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
18867,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
18868,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
18869,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
18870,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
18871,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Wetland
18872,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
18873,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
18874,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
18875,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
18876,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
18877,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
18878,Forest,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
18879,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
18880,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
18881,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Wetland
18882,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
18883,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
18884,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
18885,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
18886,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
18887,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
18888,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
18889,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
18890,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
18891,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
18892,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
18893,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
18894,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
18895,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
18896,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
18897,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
18898,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
18899,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
18900,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
18901,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
18902,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
18903,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
18904,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
18905,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
18906,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
18907,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
18908,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
18909,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
18910,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
18911,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
18912,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
18913,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
18914,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
18915,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
18916,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
18917,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
18918,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
18919,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
18920,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
18921,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
18922,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
18923,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
18924,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
18925,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
18926,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
18927,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
18928,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
18929,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
18930,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
18931,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
18932,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
18933,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
18934,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
18935,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
18936,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
18937,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
18938,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Built-up,Wetland
18939,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
18940,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
18941,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
18942,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
18943,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
18944,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
18945,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
18946,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
18947,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
18948,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
18949,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
18950,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
18951,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
18952,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
18953,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
18954,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
18955,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
18956,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
18957,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Wetland
18958,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Water
18959,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
18960,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Grassland
18961,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Water
18962,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
18963,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
18964,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
18965,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
18966,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Water
18967,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
18968,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
18969,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
18970,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
18971,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
18972,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Water
18973,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
18974,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Grassland
18975,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Water
18976,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
18977,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
18978,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
18979,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
18980,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
18981,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
18982,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
18983,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
18984,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
18985,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
18986,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
18987,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
18988,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
18989,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
18990,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
18991,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
18992,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
18993,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
18994,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
18995,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
18996,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
18997,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
18998,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
18999,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
19000,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
19001,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
19002,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
19003,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
19004,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
19005,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
19006,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
19007,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
19008,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
19009,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
19010,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
19011,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
19012,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
19013,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
19014,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
19015,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
19016,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
19017,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
19018,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
19019,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
19020,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
19021,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
19022,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
19023,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
19024,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
19025,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
19026,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
19027,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
19028,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
19029,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
19030,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
19031,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
19032,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
19033,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
19034,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
