Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MZN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MZN_M_R
1533,Water,Water,Water,Water,Water,Bareland,NULL,Water
1534,Water,Water,Water,Water,Water,Bareland,Grassland,Bareland
1535,Water,Water,Water,Water,Water,Bareland,Grassland,Water
1536,Water,Water,Water,Water,Water,Bareland,Grassland,Forest
1537,Water,Water,Water,Water,Water,Bareland,Wetland,Water
1538,Water,Water,Water,Water,Water,Bareland,Water,Grassland
1539,Water,Water,Water,Water,Water,Bareland,Water,Water
1540,Water,Water,Water,Water,Water,Bareland,Water,Forest
1541,Water,Water,Water,Water,Water,Water,NULL,Water
1542,Water,Water,Water,Water,Water,Water,NULL,Forest
1543,Water,Water,Water,Water,Water,Water,Grassland,Water
1544,Water,Water,Water,Water,Water,Water,Grassland,Forest
1545,Water,Water,Water,Water,Water,Water,Wetland,Grassland
1546,Water,Water,Water,Water,Water,Water,Wetland,Bareland
1547,Water,Water,Water,Water,Water,Water,Wetland,Water
1548,Water,Water,Water,Water,Water,Water,Wetland,Forest
1549,Water,Water,Water,Water,Water,Water,Water,Grassland
1550,Water,Water,Water,Water,Water,Water,Water,Wetland
1551,Water,Water,Water,Water,Water,Water,Water,Bareland
1552,Water,Water,Water,Water,Water,Water,Water,Water
1553,Water,Water,Water,Water,Water,Water,Water,Forest
1554,Water,Water,Water,Water,Water,Water,Forest,Grassland
1555,Water,Water,Water,Water,Water,Water,Forest,Bareland
1556,Water,Water,Water,Water,Water,Water,Forest,Water
1557,Water,Water,Water,Water,Water,Water,Forest,Forest
1558,Water,Water,Water,Water,Water,Forest,Wetland,Water
1559,Water,Water,Water,Water,Water,Forest,Water,Water
1560,Water,Water,Water,Water,Water,Forest,Water,Forest
1561,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1562,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
1563,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1564,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1565,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1566,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1567,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1568,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1569,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1570,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1571,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1572,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
1573,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1574,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1575,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1576,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1577,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1578,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1579,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1580,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
1581,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1582,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1583,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
1584,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1585,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1586,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
1587,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
1588,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1589,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
1590,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1591,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
1592,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1593,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1594,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1595,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
1596,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1597,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1598,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1599,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1600,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1601,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1602,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1603,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1604,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1605,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1606,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1607,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
1608,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1609,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1610,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1611,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1612,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1613,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1614,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1615,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1616,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1617,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1618,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
1619,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1620,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1621,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1622,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1623,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
1624,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
1625,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1626,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1627,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1628,Water,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
1629,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
1630,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
1631,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
1632,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
1633,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
1634,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
1635,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1636,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1637,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1638,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1639,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1640,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1641,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Bareland
1642,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1643,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1644,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
1645,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1646,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1647,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1648,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1649,Water,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
1650,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1651,Water,Forest,Water,NULL,Water,NULL,Water,Water
1652,Water,Forest,Water,NULL,Water,Water,Wetland,Water
1653,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
1654,Water,Forest,Water,NULL,Water,Water,Water,Water
1655,Water,Forest,Water,NULL,Water,Water,Forest,Water
1656,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1657,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1658,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1659,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1660,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1661,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1662,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1663,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1664,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1665,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1666,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1667,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1668,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1669,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1670,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1671,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1672,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1673,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1674,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1675,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1676,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1677,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1678,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1679,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1680,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1681,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1682,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1683,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1684,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1685,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1686,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1687,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1688,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1689,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1690,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1691,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
1692,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1693,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1694,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1695,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
1696,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1697,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1698,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1699,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1700,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1701,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1702,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1703,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1704,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1705,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
1706,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
1707,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1708,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
1709,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Water
1710,Forest,NULL,NULL,Water,Non_Wetland,Forest,Wetland,Grassland
1711,Forest,NULL,NULL,Water,Non_Wetland,Forest,Water,Forest
1712,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1713,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1714,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1715,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
1716,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1717,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1718,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1719,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1720,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1721,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1722,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1723,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1724,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1725,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1726,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1727,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1728,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1729,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1730,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1731,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1732,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1733,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1734,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1735,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1736,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1737,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1738,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1739,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1740,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1741,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1742,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1743,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1744,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1745,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1746,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1747,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1748,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1749,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1750,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1751,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1752,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
1753,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1754,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1755,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1756,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1757,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1758,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1759,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1760,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1761,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1762,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1763,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1764,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
1765,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1766,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
1767,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1768,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
1769,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1770,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
1771,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1772,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1773,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1774,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1775,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
1776,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1777,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1778,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1779,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
1780,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1781,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1782,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1783,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1784,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1785,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1786,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1787,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1788,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1789,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1790,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1791,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1792,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1793,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1794,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1795,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1796,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1797,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1798,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1799,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1800,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1801,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1802,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1803,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1804,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
1805,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1806,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1807,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1808,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1809,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1810,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1811,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1812,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1813,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1814,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1815,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1816,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
1817,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1818,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1819,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1820,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1821,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1822,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1823,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1824,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1825,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1826,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
1827,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
1828,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
1829,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1830,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1831,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1832,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1833,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1834,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
1835,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1836,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1837,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
1838,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1839,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1840,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1841,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1842,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1843,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1844,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
1845,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
1846,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1847,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1848,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1849,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
1850,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1851,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1852,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1853,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
1854,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1855,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1856,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1857,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1858,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
1859,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1860,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1861,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1862,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1863,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1864,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1865,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1866,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1867,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1868,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1869,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1870,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
1871,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
1872,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
1873,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Forest
1874,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1875,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
1876,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
1877,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1878,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
1879,Forest,NULL,Wetland,Water,Wetland,Grassland,Forest,Forest
1880,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1881,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1882,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1883,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1884,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1885,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
