Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LEK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LEK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LEK_M_R
8285,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
8286,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8287,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8288,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
8289,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
8290,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
8291,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
8292,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
8293,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
8294,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8295,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8296,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
8297,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8298,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
8299,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
8300,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
8301,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
8302,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
8303,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
8304,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
8305,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
8306,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
8307,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Forest
8308,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
8309,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8310,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
8311,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
8312,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
8313,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
8314,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
8315,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
8316,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
8317,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
8318,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
8319,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Forest
8320,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
8321,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Forest
8322,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Forest
8323,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Forest,Forest
8324,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
8325,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8326,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
8327,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
8328,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8329,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
8330,Forest,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Built-up,Forest
8331,Forest,Built-up,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
8332,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8333,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
8334,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
8335,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
8336,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8337,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
8338,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8339,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
8340,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
8341,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
8342,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
8343,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
8344,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
8345,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
8346,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
8347,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8348,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Water
8349,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8350,Forest,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8351,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8352,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
8353,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
8354,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
8355,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
8356,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
8357,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
8358,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
8359,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
8360,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
8361,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
8362,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
8363,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
8364,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
8365,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
8366,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
8367,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
8368,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
8369,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
8370,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
8371,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
8372,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
8373,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Bareland
8374,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
8375,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
8376,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8377,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Grassland
8378,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
8379,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
8380,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
8381,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
8382,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8383,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
8384,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
8385,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
8386,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
8387,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8388,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
8389,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8390,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8391,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
8392,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
8393,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8394,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
8395,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
8396,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
8397,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Water
8398,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
8399,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8400,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Water
8401,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
8402,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
8403,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
8404,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
8405,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8406,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
8407,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
8408,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
8409,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
8410,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
8411,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Water
8412,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
8413,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
8414,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
8415,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
8416,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
8417,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
8418,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
8419,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
8420,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
8421,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
8422,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
8423,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Forest
8424,Forest,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
8425,Forest,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
8426,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
8427,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Water
8428,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
8429,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
8430,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
8431,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
8432,Forest,Water,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
8433,Forest,Water,NULL,Water,Non_Wetland,Grassland,Forest,Forest
8434,Forest,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
8435,Forest,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
8436,Forest,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
8437,Forest,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
8438,Forest,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
8439,Forest,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
8440,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
8441,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Bareland
8442,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
8443,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
8444,Forest,Water,NULL,Water,Non_Wetland,Bareland,Forest,Grassland
8445,Forest,Water,NULL,Water,Non_Wetland,Bareland,Forest,Water
8446,Forest,Water,NULL,Water,Non_Wetland,Bareland,Forest,Forest
8447,Forest,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
8448,Forest,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
8449,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
8450,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
8451,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
8452,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
8453,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
8454,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Grassland
8455,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Bareland
8456,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
8457,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
8458,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
8459,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
8460,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8461,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8462,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8463,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8464,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
8465,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8466,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
8467,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
8468,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
8469,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
8470,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
8471,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
8472,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
8473,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
8474,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
8475,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
8476,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
8477,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Water
8478,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
8479,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
8480,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
8481,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
8482,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
8483,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Cropland
8484,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
8485,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
8486,Forest,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
8487,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
8488,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
8489,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
8490,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
8491,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8492,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8493,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8494,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
8495,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
8496,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
8497,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
8498,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
8499,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8500,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
8501,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
8502,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
8503,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8504,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
8505,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
8506,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
8507,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
8508,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
8509,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
8510,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
8511,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
8512,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
8513,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
8514,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
8515,Forest,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
8516,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
8517,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
8518,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
8519,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
8520,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
8521,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
8522,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
8523,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
8524,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
8525,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8526,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
8527,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
8528,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8529,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Water
8530,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
8531,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
8532,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
8533,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
8534,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
8535,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
8536,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
8537,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Forest
8538,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Water,Forest
8539,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
8540,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
8541,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Water
8542,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
8543,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
8544,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
8545,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Water,Forest
8546,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Forest,Forest
8547,Forest,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
8548,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
8549,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
8550,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
8551,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
8552,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
8553,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
8554,Forest,Water,Grassland,Water,Non_Wetland,Forest,Grassland,Forest
8555,Forest,Water,Grassland,Water,Non_Wetland,Forest,Forest,Forest
8556,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
8557,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
8558,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8559,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8560,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
8561,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8562,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8563,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
8564,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8565,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
8566,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
8567,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8568,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Water
8569,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
8570,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8571,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
8572,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
8573,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8574,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
8575,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
8576,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
8577,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8578,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
8579,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
8580,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
8581,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
8582,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
8583,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
8584,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
8585,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
8586,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
8587,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
8588,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
8589,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
8590,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
8591,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
8592,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
8593,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
8594,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
8595,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Bareland
8596,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
8597,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
8598,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
8599,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
8600,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
8601,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8602,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Water
8603,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8604,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Water
8605,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8606,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
8607,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
8608,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Water
8609,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8610,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
8611,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
8612,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
8613,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Water
8614,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
8615,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
8616,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
8617,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
8618,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
8619,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
8620,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Water
8621,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
8622,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
8623,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Bareland
8624,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
8625,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
8626,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
8627,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
