Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NFB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NFB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NFB_M_R
688,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
689,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
690,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
691,Bareland,NULL,Water,Water,Water,Wetland,Water,Wetland
692,Bareland,NULL,Water,Water,Water,Wetland,Water,Water
693,Bareland,NULL,Water,Water,Water,Water,Water,Water
694,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
695,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
696,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
697,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
698,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,Water
699,Bareland,Wetland,Water,Water,Water,Wetland,Water,Grassland
700,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
701,Bareland,Bareland,Water,Water,Water,Water,Water,Water
702,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
703,Bareland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
704,Bareland,Built-up,Water,NULL,Water,Wetland,Water,Water
705,Bareland,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
706,Bareland,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Water
707,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
708,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
709,Bareland,Water,Water,Water,Water,Wetland,Water,Water
710,Bareland,Water,Water,Water,Water,Water,Water,Water
711,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
712,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
713,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
714,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
715,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
716,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
717,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
718,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
719,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
720,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
721,Water,NULL,Water,NULL,Water,Water,Wetland,Grassland
722,Water,NULL,Water,NULL,Water,Water,Wetland,Wetland
723,Water,NULL,Water,NULL,Water,Water,Water,Water
724,Water,NULL,Water,Non_Water,Water,Water,Water,Water
725,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
726,Water,NULL,Water,Water,Water,Water,Water,Wetland
727,Water,NULL,Water,Water,Water,Water,Water,Water
728,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
729,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
730,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
731,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
732,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
733,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
734,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
735,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
736,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
737,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
738,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
739,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
740,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
741,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
742,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
743,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
744,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
745,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
746,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
747,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
748,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Water
749,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
750,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
751,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
752,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
753,Water,Wetland,Water,Water,Water,Water,Wetland,Water
754,Water,Wetland,Water,Water,Water,Water,Water,Grassland
755,Water,Wetland,Water,Water,Water,Water,Water,Wetland
756,Water,Wetland,Water,Water,Water,Water,Water,Water
757,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
758,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
759,Water,Bareland,Water,Water,Water,Water,Water,Water
760,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
761,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
762,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Water
763,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
764,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
765,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
766,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
767,Water,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
768,Water,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
769,Water,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
770,Water,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
771,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,Grassland
772,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,Water
773,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
774,Water,Built-up,Wetland,Water,Wetland,Wetland,Water,Water
775,Water,Built-up,Wetland,Water,Wetland,Wetland,Water,Forest
776,Water,Built-up,Wetland,Water,Wetland,Water,Water,Wetland
777,Water,Built-up,Wetland,Water,Wetland,Water,Water,Water
778,Water,Built-up,Water,Water,Water,Wetland,Water,Wetland
779,Water,Built-up,Water,Water,Water,Wetland,Water,Forest
780,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
781,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
782,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
783,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
784,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
785,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
786,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
787,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
788,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
789,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
790,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
791,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
792,Water,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
793,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
794,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
795,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
796,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
797,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
798,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
799,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
800,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
801,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
802,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
803,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
804,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
805,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
806,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
807,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Water
808,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
809,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
810,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
811,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
812,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
813,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
814,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
815,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
816,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
817,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
818,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
819,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
820,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
821,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
822,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
823,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
824,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
825,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
826,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
827,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
828,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
829,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
830,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
831,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
832,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
833,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
834,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
835,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
836,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
837,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
838,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
839,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
840,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
841,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
842,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
843,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
844,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
845,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
846,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
847,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
848,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
849,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
850,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
851,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
852,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
853,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
854,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
855,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
856,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
857,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
858,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
859,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
860,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
861,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
862,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
863,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
864,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
865,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
866,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
867,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
868,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
869,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
870,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
871,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
872,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
873,Water,Water,Wetland,Water,Wetland,Water,Water,Water
874,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
875,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
876,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
877,Water,Water,Water,NULL,Water,Grassland,Water,Water
878,Water,Water,Water,NULL,Water,Wetland,NULL,Grassland
879,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
880,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
881,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
882,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
883,Water,Water,Water,NULL,Water,Wetland,Water,Water
884,Water,Water,Water,NULL,Water,Wetland,Water,Forest
885,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
886,Water,Water,Water,NULL,Water,Water,NULL,Water
887,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
888,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
889,Water,Water,Water,NULL,Water,Water,Wetland,Bareland
890,Water,Water,Water,NULL,Water,Water,Wetland,Water
891,Water,Water,Water,NULL,Water,Water,Wetland,Forest
892,Water,Water,Water,NULL,Water,Water,Water,Grassland
893,Water,Water,Water,NULL,Water,Water,Water,Wetland
894,Water,Water,Water,NULL,Water,Water,Water,Bareland
895,Water,Water,Water,NULL,Water,Water,Water,Water
896,Water,Water,Water,NULL,Water,Water,Water,Forest
897,Water,Water,Water,NULL,Water,Water,Forest,Water
898,Water,Water,Water,NULL,Water,Water,Forest,Forest
899,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
900,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
901,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
902,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
903,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
904,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
905,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
906,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
907,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
908,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
909,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
910,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
911,Water,Water,Water,Non_Water,Water,Water,Water,Water
912,Water,Water,Water,Non_Water,Water,Water,Water,Forest
913,Water,Water,Water,Non_Water,Water,Water,Forest,Water
914,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
915,Water,Water,Water,Water,Water,Grassland,Wetland,Grassland
916,Water,Water,Water,Water,Water,Grassland,Water,Water
917,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
918,Water,Water,Water,Water,Water,Wetland,Wetland,Water
919,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
920,Water,Water,Water,Water,Water,Wetland,Water,Grassland
921,Water,Water,Water,Water,Water,Wetland,Water,Wetland
922,Water,Water,Water,Water,Water,Wetland,Water,Water
923,Water,Water,Water,Water,Water,Wetland,Water,Forest
924,Water,Water,Water,Water,Water,Bareland,Water,Water
925,Water,Water,Water,Water,Water,Water,Wetland,Grassland
926,Water,Water,Water,Water,Water,Water,Wetland,Water
927,Water,Water,Water,Water,Water,Water,Wetland,Forest
928,Water,Water,Water,Water,Water,Water,Water,Grassland
929,Water,Water,Water,Water,Water,Water,Water,Wetland
930,Water,Water,Water,Water,Water,Water,Water,Bareland
931,Water,Water,Water,Water,Water,Water,Water,Water
932,Water,Water,Water,Water,Water,Water,Water,Forest
933,Water,Water,Water,Water,Water,Water,Forest,Water
934,Water,Water,Water,Water,Water,Water,Forest,Forest
935,Water,Water,Water,Water,Water,Forest,Water,Water
936,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
937,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
938,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
939,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
940,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
941,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
942,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
943,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
944,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
945,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
946,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
947,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
948,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
949,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
950,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
951,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
952,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
953,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
954,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
955,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
956,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
957,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
958,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
959,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
960,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
961,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
962,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
963,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
964,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
965,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
966,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
967,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
968,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
969,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
970,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
971,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
972,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
973,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
974,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
975,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
976,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
977,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
978,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
979,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
980,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
981,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
982,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
983,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
984,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
985,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
986,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
987,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
988,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
989,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
990,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
991,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
992,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
993,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Wetland,Water,Water
994,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Wetland,Water,Water
995,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Wetland,Water,Water
996,Permanent_ice_and_snow,Water,Water,NULL,Water,Wetland,Water,Water
997,Permanent_ice_and_snow,Water,Water,Water,Water,Wetland,Water,Water
998,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
999,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1000,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1001,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1002,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1003,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1004,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1005,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1006,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1007,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1008,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1009,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1010,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1011,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1012,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1013,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1014,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1015,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1016,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1017,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1018,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1019,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1020,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1021,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1022,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1023,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1024,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1025,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1026,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1027,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1028,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1029,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1030,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1031,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1032,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1033,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1034,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1035,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1036,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1037,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1038,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1039,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1040,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1041,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1042,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1043,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1044,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1045,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1046,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1047,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1048,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1049,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1050,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1051,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1052,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
1053,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1054,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1055,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1056,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1057,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1058,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1059,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1060,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1061,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
1062,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1063,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1064,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1065,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1066,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
1067,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
1068,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1069,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
