Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LTR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LTR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LTR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LTR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LTR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LTR_M_R
849,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
850,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
851,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
852,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
853,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
854,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
855,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
856,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
857,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
858,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
859,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
860,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
861,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
862,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
863,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
864,Bareland,NULL,Cropland,Water,Non_Wetland,NULL
865,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
866,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
867,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
868,Bareland,NULL,Wetland,NULL,Wetland,Grassland
869,Bareland,NULL,Wetland,Water,Wetland,Grassland
870,Bareland,NULL,Wetland,Water,Wetland,Bareland
871,Bareland,NULL,Wetland,Water,Wetland,Water
872,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
873,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
874,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
875,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
876,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
877,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
878,Bareland,NULL,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
879,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
880,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
881,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
882,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
883,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
884,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Built-up
885,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
886,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
887,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
888,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
889,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
890,Bareland,NULL,Bareland,Water,Non_Wetland,Built-up
891,Bareland,NULL,Bareland,Water,Non_Wetland,Water
892,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
893,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
894,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
895,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
896,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
897,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
898,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
899,Bareland,NULL,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
900,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
901,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL
902,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
903,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
904,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water
905,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
906,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
907,Bareland,NULL,Built-up,Water,Non_Wetland,Built-up
908,Bareland,NULL,Built-up,Water,Non_Wetland,Water
909,Bareland,NULL,Water,NULL,NULL,Grassland
910,Bareland,NULL,Water,NULL,NULL,Bareland
911,Bareland,NULL,Water,NULL,NULL,Permanent_ice_and_snow
912,Bareland,NULL,Water,NULL,Water,Grassland
913,Bareland,NULL,Water,NULL,Water,Bareland
914,Bareland,NULL,Water,NULL,Water,Water
915,Bareland,NULL,Water,NULL,Water,Permanent_ice_and_snow
916,Bareland,NULL,Water,NULL,Water,Forest
917,Bareland,NULL,Water,Water,Water,NULL
918,Bareland,NULL,Water,Water,Water,Grassland
919,Bareland,NULL,Water,Water,Water,Bareland
920,Bareland,NULL,Water,Water,Water,Built-up
921,Bareland,NULL,Water,Water,Water,Water
922,Bareland,NULL,Water,Water,Water,Forest
923,Bareland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
924,Bareland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
925,Bareland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Water
926,Bareland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
927,Bareland,NULL,Permanent_ice_and_snow,Water,Non_Wetland,Permanent_ice_and_snow
928,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
929,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
930,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
931,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
932,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
933,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
934,Bareland,NULL,Forest,NULL,Non_Wetland,Water
935,Bareland,NULL,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
936,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
937,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
938,Bareland,NULL,Forest,Water,Non_Wetland,Water
939,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
940,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
941,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
942,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
943,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
944,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
945,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water
946,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
947,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
948,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
949,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
950,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
951,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
952,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
953,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
954,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
955,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
956,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
957,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
958,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
959,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
960,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
961,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water
962,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
963,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
964,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
965,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
966,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
967,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
968,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL
969,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
970,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
971,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
972,Bareland,Wetland,Shrubland,Water,Non_Wetland,Grassland
973,Bareland,Wetland,Shrubland,Water,Non_Wetland,Bareland
974,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL
975,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
976,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
977,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
978,Bareland,Wetland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
979,Bareland,Wetland,Water,NULL,Water,Bareland
980,Bareland,Wetland,Water,Water,Water,Bareland
981,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest
982,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
983,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
984,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
985,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
986,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
987,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
988,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
989,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
990,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL
991,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
992,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
993,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
994,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
995,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
996,Bareland,Bareland,Shrubland,Water,Non_Wetland,Built-up
997,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
998,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
999,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1000,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1001,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
1002,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
1003,Bareland,Bareland,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
1004,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1005,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1006,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1007,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1008,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1009,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
1010,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1011,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1012,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1013,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
1014,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1015,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1016,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1017,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1018,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1019,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1020,Bareland,Bareland,Wetland,NULL,Wetland,Water
1021,Bareland,Bareland,Wetland,Non_Water,Wetland,Cropland
1022,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1023,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1024,Bareland,Bareland,Wetland,Water,Wetland,Grassland
1025,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1026,Bareland,Bareland,Wetland,Water,Wetland,Water
1027,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
1028,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1029,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1030,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
1031,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1032,Bareland,Bareland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
1033,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1034,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL
1035,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1036,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1037,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1038,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1039,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL
1040,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1041,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1042,Bareland,Bareland,Bareland,Water,Non_Wetland,Built-up
1043,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1044,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
1045,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1046,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1047,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1048,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1049,Bareland,Bareland,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
1050,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
1051,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL
1052,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
1053,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1054,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water
1055,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1056,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1057,Bareland,Bareland,Water,NULL,NULL,Grassland
1058,Bareland,Bareland,Water,NULL,NULL,Bareland
1059,Bareland,Bareland,Water,NULL,NULL,Water
1060,Bareland,Bareland,Water,NULL,NULL,Permanent_ice_and_snow
1061,Bareland,Bareland,Water,NULL,Water,Grassland
1062,Bareland,Bareland,Water,NULL,Water,Cropland
1063,Bareland,Bareland,Water,NULL,Water,Bareland
1064,Bareland,Bareland,Water,NULL,Water,Water
1065,Bareland,Bareland,Water,NULL,Water,Permanent_ice_and_snow
1066,Bareland,Bareland,Water,NULL,Water,Forest
1067,Bareland,Bareland,Water,Non_Water,Water,Bareland
1068,Bareland,Bareland,Water,Non_Water,Water,Water
1069,Bareland,Bareland,Water,Water,NULL,Permanent_ice_and_snow
1070,Bareland,Bareland,Water,Water,Water,Grassland
1071,Bareland,Bareland,Water,Water,Water,Bareland
1072,Bareland,Bareland,Water,Water,Water,Built-up
1073,Bareland,Bareland,Water,Water,Water,Water
1074,Bareland,Bareland,Water,Water,Water,Forest
1075,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
1076,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
1077,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Water
1078,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
1079,Bareland,Bareland,Permanent_ice_and_snow,Non_Water,Non_Wetland,Bareland
1080,Bareland,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,Bareland
1081,Bareland,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,Permanent_ice_and_snow
1082,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL
1083,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1084,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1085,Bareland,Bareland,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
1086,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1087,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
1088,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1089,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1090,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1091,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1092,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1093,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1094,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1095,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1096,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1097,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1098,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1099,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1100,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1101,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1102,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
1103,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1104,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1105,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1106,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water
1107,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1108,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1109,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1110,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1111,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1112,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1113,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1114,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1115,Bareland,Water,Shrubland,NULL,Non_Wetland,Built-up
1116,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1117,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1118,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1119,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1120,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
1121,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1122,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1123,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1124,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1125,Bareland,Water,Shrubland,Water,Non_Wetland,Forest
1126,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
1127,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1128,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1129,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1130,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1131,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1132,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1133,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1134,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1135,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1136,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1137,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1138,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1139,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
1140,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1141,Bareland,Water,Cropland,Water,Non_Wetland,Water
1142,Bareland,Water,Wetland,NULL,Wetland,Bareland
1143,Bareland,Water,Wetland,Water,Wetland,Grassland
1144,Bareland,Water,Wetland,Water,Wetland,Bareland
1145,Bareland,Water,Wetland,Water,Wetland,Water
1146,Bareland,Water,Wetland,Water,Wetland,Forest
1147,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
1148,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1149,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1150,Bareland,Water,Bareland,NULL,Non_Wetland,Built-up
1151,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1152,Bareland,Water,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
1153,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1154,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1155,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1156,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1157,Bareland,Water,Bareland,Water,Non_Wetland,NULL
1158,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1159,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1160,Bareland,Water,Bareland,Water,Non_Wetland,Water
1161,Bareland,Water,Bareland,Water,Non_Wetland,Forest
1162,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1163,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1164,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up
1165,Bareland,Water,Built-up,NULL,Non_Wetland,Water
1166,Bareland,Water,Built-up,NULL,Non_Wetland,Forest
1167,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland
1168,Bareland,Water,Built-up,Water,Non_Wetland,Water
1169,Bareland,Water,Water,NULL,Water,Grassland
1170,Bareland,Water,Water,NULL,Water,Bareland
1171,Bareland,Water,Water,NULL,Water,Water
1172,Bareland,Water,Water,NULL,Water,Forest
1173,Bareland,Water,Water,Water,Water,Grassland
1174,Bareland,Water,Water,Water,Water,Wetland
1175,Bareland,Water,Water,Water,Water,Bareland
1176,Bareland,Water,Water,Water,Water,Built-up
1177,Bareland,Water,Water,Water,Water,Water
1178,Bareland,Water,Water,Water,Water,Forest
1179,Bareland,Water,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
1180,Bareland,Water,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
1181,Bareland,Water,Permanent_ice_and_snow,Water,Non_Wetland,Bareland
1182,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1183,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1184,Bareland,Water,Forest,NULL,Non_Wetland,Water
1185,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1186,Bareland,Water,Forest,Water,Non_Wetland,Grassland
1187,Bareland,Water,Forest,Water,Non_Wetland,Wetland
1188,Bareland,Water,Forest,Water,Non_Wetland,Bareland
1189,Bareland,Water,Forest,Water,Non_Wetland,Water
1190,Bareland,Water,Forest,Water,Non_Wetland,Forest
1191,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1192,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
1193,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
1194,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1195,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
1196,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1197,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1198,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1199,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
1200,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
1201,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
1202,Bareland,Permanent_ice_and_snow,Water,NULL,NULL,Grassland
1203,Bareland,Permanent_ice_and_snow,Water,NULL,NULL,Bareland
1204,Bareland,Permanent_ice_and_snow,Water,NULL,NULL,Permanent_ice_and_snow
1205,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1206,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Bareland
1207,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Permanent_ice_and_snow
1208,Bareland,Permanent_ice_and_snow,Water,Water,Water,Bareland
1209,Bareland,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
1210,Bareland,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
1211,Bareland,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Water
1212,Bareland,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
1213,Bareland,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Bareland
1214,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
1215,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1216,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1217,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1218,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1219,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1220,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1221,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1222,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1223,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1224,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1225,Bareland,Forest,Cropland,NULL,Non_Wetland,Water
1226,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1227,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1228,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL
1229,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1230,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1231,Bareland,Forest,Bareland,NULL,Non_Wetland,Water
1232,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
1233,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1234,Bareland,Forest,Water,NULL,Water,NULL
1235,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1236,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1237,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1238,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1239,Water,NULL,NULL,NULL,Non_Wetland,NULL
1240,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1241,Water,NULL,NULL,NULL,Non_Wetland,Lichens_and_Mosses
1242,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1243,Water,NULL,NULL,NULL,Non_Wetland,Forest
1244,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1245,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1246,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1247,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1248,Water,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1249,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1250,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1251,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1252,Water,NULL,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
1253,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1254,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
