Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LVP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LVP_M_R
11565,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,NULL
11566,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
11567,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Cropland
11568,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Wetland
11569,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Bareland
11570,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
11571,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
11572,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
11573,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
11574,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Water
11575,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
11576,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
11577,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
11578,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
11579,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Wetland
11580,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
11581,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
11582,Water,Water,Bareland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
11583,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
11584,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Shrubland,NULL
11585,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
11586,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
11587,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,NULL
11588,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
11589,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Cropland
11590,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
11591,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
11592,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
11593,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
11594,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Wetland
11595,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
11596,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
11597,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
11598,Water,Water,Bareland,Water,Non_Wetland,NULL,Shrubland,Grassland
11599,Water,Water,Bareland,Water,Non_Wetland,NULL,Grassland,Bareland
11600,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,NULL
11601,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Grassland
11602,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Cropland
11603,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Wetland
11604,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Bareland
11605,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
11606,Water,Water,Bareland,Water,Non_Wetland,Shrubland,NULL,Grassland
11607,Water,Water,Bareland,Water,Non_Wetland,Shrubland,NULL,Water
11608,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
11609,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,NULL
11610,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Grassland
11611,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Cropland
11612,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Wetland
11613,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Water
11614,Water,Water,Bareland,Water,Non_Wetland,Grassland,NULL,NULL
11615,Water,Water,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
11616,Water,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
11617,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,NULL
11618,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
11619,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Wetland
11620,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
11621,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
11622,Water,Water,Bareland,Water,Non_Wetland,Grassland,Forest,Grassland
11623,Water,Water,Bareland,Water,Non_Wetland,Bareland,NULL,Grassland
11624,Water,Water,Bareland,Water,Non_Wetland,Bareland,NULL,Water
11625,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
11626,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,NULL
11627,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
11628,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
11629,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
11630,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Wetland
11631,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
11632,Water,Water,Bareland,Water,Non_Wetland,Water,Shrubland,Grassland
11633,Water,Water,Bareland,Water,Non_Wetland,Water,Shrubland,Water
11634,Water,Water,Bareland,Water,Non_Wetland,Water,Shrubland,Forest
11635,Water,Water,Bareland,Water,Non_Wetland,Water,Water,NULL
11636,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
11637,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Cropland
11638,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
11639,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
11640,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
11641,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
11642,Water,Water,Built-up,NULL,Non_Wetland,NULL,Built-up,Water
11643,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,NULL
11644,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
11645,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
11646,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
11647,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
11648,Water,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Water
11649,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
11650,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
11651,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
11652,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
11653,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
11654,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
11655,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
11656,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
11657,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
11658,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,NULL
11659,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
11660,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
11661,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
11662,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
11663,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
11664,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
11665,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
11666,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,NULL
11667,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
11668,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
11669,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Grassland,NULL
11670,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
11671,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
11672,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
11673,Water,Water,Built-up,Water,Non_Wetland,Bareland,NULL,Water
11674,Water,Water,Built-up,Water,Non_Wetland,Bareland,Shrubland,Built-up
11675,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,NULL
11676,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
11677,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
11678,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
11679,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
11680,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
11681,Water,Water,Built-up,Water,Non_Wetland,Water,Shrubland,Built-up
11682,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Bareland
11683,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
11684,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
11685,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
11686,Water,Water,Water,NULL,Water,NULL,NULL,Water
11687,Water,Water,Water,NULL,Water,NULL,Shrubland,NULL
11688,Water,Water,Water,NULL,Water,NULL,Shrubland,Grassland
11689,Water,Water,Water,NULL,Water,NULL,Shrubland,Forest
11690,Water,Water,Water,NULL,Water,NULL,Grassland,Grassland
11691,Water,Water,Water,NULL,Water,NULL,Grassland,Water
11692,Water,Water,Water,NULL,Water,NULL,Built-up,Grassland
11693,Water,Water,Water,NULL,Water,NULL,Water,NULL
11694,Water,Water,Water,NULL,Water,NULL,Water,Grassland
11695,Water,Water,Water,NULL,Water,NULL,Water,Cropland
11696,Water,Water,Water,NULL,Water,NULL,Water,Wetland
11697,Water,Water,Water,NULL,Water,NULL,Water,Water
11698,Water,Water,Water,NULL,Water,Shrubland,NULL,Grassland
11699,Water,Water,Water,NULL,Water,Shrubland,Shrubland,NULL
11700,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Water
11701,Water,Water,Water,NULL,Water,Shrubland,Water,NULL
11702,Water,Water,Water,NULL,Water,Shrubland,Water,Grassland
11703,Water,Water,Water,NULL,Water,Shrubland,Water,Water
11704,Water,Water,Water,NULL,Water,Grassland,NULL,Grassland
11705,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
11706,Water,Water,Water,NULL,Water,Grassland,Built-up,Grassland
11707,Water,Water,Water,NULL,Water,Grassland,Water,NULL
11708,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
11709,Water,Water,Water,NULL,Water,Grassland,Water,Water
11710,Water,Water,Water,NULL,Water,Bareland,Bareland,Bareland
11711,Water,Water,Water,NULL,Water,Bareland,Built-up,Bareland
11712,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
11713,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
11714,Water,Water,Water,NULL,Water,Bareland,Water,Water
11715,Water,Water,Water,NULL,Water,Water,NULL,Water
11716,Water,Water,Water,NULL,Water,Water,Shrubland,Water
11717,Water,Water,Water,NULL,Water,Water,Grassland,Water
11718,Water,Water,Water,NULL,Water,Water,Bareland,Bareland
11719,Water,Water,Water,NULL,Water,Water,Water,Grassland
11720,Water,Water,Water,NULL,Water,Water,Water,Bareland
11721,Water,Water,Water,NULL,Water,Water,Water,Water
11722,Water,Water,Water,Non_Water,Water,NULL,NULL,NULL
11723,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
11724,Water,Water,Water,Non_Water,Water,NULL,NULL,Cropland
11725,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
11726,Water,Water,Water,Non_Water,Water,NULL,Shrubland,NULL
11727,Water,Water,Water,Non_Water,Water,NULL,Shrubland,Water
11728,Water,Water,Water,Non_Water,Water,NULL,Grassland,Grassland
11729,Water,Water,Water,Non_Water,Water,NULL,Built-up,Grassland
11730,Water,Water,Water,Non_Water,Water,NULL,Water,NULL
11731,Water,Water,Water,Non_Water,Water,NULL,Water,Grassland
11732,Water,Water,Water,Non_Water,Water,NULL,Water,Cropland
11733,Water,Water,Water,Non_Water,Water,NULL,Water,Wetland
11734,Water,Water,Water,Non_Water,Water,NULL,Water,Water
11735,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
11736,Water,Water,Water,Non_Water,Water,Shrubland,NULL,Grassland
11737,Water,Water,Water,Non_Water,Water,Shrubland,NULL,Wetland
11738,Water,Water,Water,Non_Water,Water,Shrubland,Shrubland,NULL
11739,Water,Water,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
11740,Water,Water,Water,Non_Water,Water,Shrubland,Shrubland,Water
11741,Water,Water,Water,Non_Water,Water,Shrubland,Grassland,NULL
11742,Water,Water,Water,Non_Water,Water,Shrubland,Grassland,Grassland
11743,Water,Water,Water,Non_Water,Water,Shrubland,Water,NULL
11744,Water,Water,Water,Non_Water,Water,Shrubland,Water,Grassland
11745,Water,Water,Water,Non_Water,Water,Shrubland,Water,Cropland
11746,Water,Water,Water,Non_Water,Water,Shrubland,Water,Wetland
11747,Water,Water,Water,Non_Water,Water,Shrubland,Water,Water
11748,Water,Water,Water,Non_Water,Water,Shrubland,Water,Forest
11749,Water,Water,Water,Non_Water,Water,Shrubland,Forest,NULL
11750,Water,Water,Water,Non_Water,Water,Grassland,NULL,NULL
11751,Water,Water,Water,Non_Water,Water,Grassland,NULL,Grassland
11752,Water,Water,Water,Non_Water,Water,Grassland,Shrubland,NULL
11753,Water,Water,Water,Non_Water,Water,Grassland,Grassland,NULL
11754,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Grassland
11755,Water,Water,Water,Non_Water,Water,Grassland,Built-up,Grassland
11756,Water,Water,Water,Non_Water,Water,Grassland,Water,NULL
11757,Water,Water,Water,Non_Water,Water,Grassland,Water,Grassland
11758,Water,Water,Water,Non_Water,Water,Grassland,Water,Cropland
11759,Water,Water,Water,Non_Water,Water,Grassland,Water,Wetland
11760,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
11761,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
11762,Water,Water,Water,Non_Water,Water,Grassland,Forest,NULL
11763,Water,Water,Water,Non_Water,Water,Grassland,Forest,Wetland
11764,Water,Water,Water,Non_Water,Water,Grassland,Forest,Water
11765,Water,Water,Water,Non_Water,Water,Bareland,Built-up,Grassland
11766,Water,Water,Water,Non_Water,Water,Bareland,Water,Grassland
11767,Water,Water,Water,Non_Water,Water,Bareland,Water,Wetland
11768,Water,Water,Water,Non_Water,Water,Bareland,Water,Bareland
11769,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
11770,Water,Water,Water,Non_Water,Water,Built-up,Built-up,Grassland
11771,Water,Water,Water,Non_Water,Water,Built-up,Built-up,Wetland
11772,Water,Water,Water,Non_Water,Water,Built-up,Built-up,Bareland
11773,Water,Water,Water,Non_Water,Water,Water,Shrubland,NULL
11774,Water,Water,Water,Non_Water,Water,Water,Shrubland,Water
11775,Water,Water,Water,Non_Water,Water,Water,Water,NULL
11776,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
11777,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
11778,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
11779,Water,Water,Water,Non_Water,Water,Water,Water,Water
11780,Water,Water,Water,Non_Water,Water,Water,Water,Forest
11781,Water,Water,Water,Non_Water,Water,Forest,Water,NULL
11782,Water,Water,Water,Non_Water,Water,Forest,Water,Water
11783,Water,Water,Water,Water,Water,NULL,NULL,NULL
11784,Water,Water,Water,Water,Water,NULL,NULL,Grassland
11785,Water,Water,Water,Water,Water,NULL,NULL,Wetland
11786,Water,Water,Water,Water,Water,NULL,NULL,Water
11787,Water,Water,Water,Water,Water,NULL,Water,NULL
11788,Water,Water,Water,Water,Water,NULL,Water,Grassland
11789,Water,Water,Water,Water,Water,NULL,Water,Cropland
11790,Water,Water,Water,Water,Water,NULL,Water,Wetland
11791,Water,Water,Water,Water,Water,NULL,Water,Water
11792,Water,Water,Water,Water,Water,NULL,Water,Forest
11793,Water,Water,Water,Water,Water,Shrubland,Shrubland,Grassland
11794,Water,Water,Water,Water,Water,Shrubland,Shrubland,Water
11795,Water,Water,Water,Water,Water,Shrubland,Water,NULL
11796,Water,Water,Water,Water,Water,Shrubland,Water,Grassland
11797,Water,Water,Water,Water,Water,Shrubland,Water,Cropland
11798,Water,Water,Water,Water,Water,Shrubland,Water,Wetland
11799,Water,Water,Water,Water,Water,Shrubland,Water,Water
11800,Water,Water,Water,Water,Water,Grassland,NULL,Grassland
11801,Water,Water,Water,Water,Water,Grassland,NULL,Wetland
11802,Water,Water,Water,Water,Water,Grassland,Grassland,NULL
11803,Water,Water,Water,Water,Water,Grassland,Grassland,Water
11804,Water,Water,Water,Water,Water,Grassland,Water,NULL
11805,Water,Water,Water,Water,Water,Grassland,Water,Grassland
11806,Water,Water,Water,Water,Water,Grassland,Water,Cropland
11807,Water,Water,Water,Water,Water,Grassland,Water,Wetland
11808,Water,Water,Water,Water,Water,Grassland,Water,Water
11809,Water,Water,Water,Water,Water,Grassland,Water,Forest
11810,Water,Water,Water,Water,Water,Grassland,Forest,Grassland
11811,Water,Water,Water,Water,Water,Grassland,Forest,Wetland
11812,Water,Water,Water,Water,Water,Grassland,Forest,Water
11813,Water,Water,Water,Water,Water,Bareland,Bareland,Bareland
11814,Water,Water,Water,Water,Water,Bareland,Bareland,Water
11815,Water,Water,Water,Water,Water,Bareland,Water,Grassland
11816,Water,Water,Water,Water,Water,Bareland,Water,Wetland
11817,Water,Water,Water,Water,Water,Bareland,Water,Bareland
11818,Water,Water,Water,Water,Water,Bareland,Water,Water
11819,Water,Water,Water,Water,Water,Bareland,Water,Forest
11820,Water,Water,Water,Water,Water,Water,NULL,Water
11821,Water,Water,Water,Water,Water,Water,Shrubland,Water
11822,Water,Water,Water,Water,Water,Water,Shrubland,Forest
11823,Water,Water,Water,Water,Water,Water,Water,Grassland
11824,Water,Water,Water,Water,Water,Water,Water,Wetland
11825,Water,Water,Water,Water,Water,Water,Water,Bareland
11826,Water,Water,Water,Water,Water,Water,Water,Built-up
11827,Water,Water,Water,Water,Water,Water,Water,Water
11828,Water,Water,Water,Water,Water,Water,Water,Forest
11829,Water,Water,Water,Water,Water,Forest,Water,Wetland
11830,Water,Water,Water,Water,Water,Forest,Water,Water
11831,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
11832,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
11833,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
11834,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
11835,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
11836,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11837,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
11838,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
11839,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
11840,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
11841,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
11842,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
11843,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
11844,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
11845,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
11846,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
11847,Water,Water,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
11848,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
11849,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
11850,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
11851,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
11852,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
11853,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
11854,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
11855,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
11856,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11857,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11858,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11859,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
11860,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11861,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
11862,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11863,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
11864,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
11865,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
11866,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
11867,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
11868,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Bareland
11869,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
11870,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
11871,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
11872,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
11873,Water,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11874,Water,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11875,Water,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Water
11876,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11877,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
11878,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
11879,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,NULL
11880,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
11881,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Cropland
11882,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
11883,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
11884,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
11885,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
11886,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
11887,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
11888,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
11889,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
11890,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,NULL
11891,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
11892,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
11893,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Wetland
11894,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
11895,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
11896,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
11897,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
11898,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
11899,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
11900,Water,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
11901,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
11902,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Cropland
11903,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
11904,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
11905,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
11906,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
11907,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,NULL
11908,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
11909,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
11910,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
11911,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
11912,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
11913,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
11914,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
11915,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
11916,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
11917,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
11918,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
11919,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
11920,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
11921,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
11922,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Water
11923,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
11924,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
11925,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11926,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
11927,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
11928,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Cropland
11929,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
11930,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
11931,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
11932,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
11933,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
11934,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Water
11935,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
11936,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11937,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
11938,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
11939,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11940,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
11941,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
