Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQE_M_R
678,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
679,Water,Bareland,Wetland,NULL,Wetland,Wetland,Water,NULL
680,Water,Bareland,Wetland,NULL,Wetland,Bareland,Water,NULL
681,Water,Bareland,Wetland,NULL,Wetland,Water,Wetland,NULL
682,Water,Bareland,Wetland,NULL,Wetland,Water,Water,NULL
683,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
684,Water,Bareland,Water,NULL,Water,Wetland,Water,NULL
685,Water,Bareland,Water,NULL,Water,Bareland,Water,NULL
686,Water,Bareland,Water,NULL,Water,Water,Water,NULL
687,Water,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
688,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
689,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
690,Water,Built-up,Wetland,NULL,Wetland,Water,Wetland,NULL
691,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
692,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
693,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
694,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
695,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
696,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
697,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,NULL
698,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,NULL
699,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
700,Water,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
701,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
702,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
703,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
704,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
705,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
706,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
707,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
708,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
709,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
710,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
711,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
712,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
713,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
714,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
715,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
716,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,NULL
717,Water,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
718,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,NULL
719,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
720,Water,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
721,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,NULL
722,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,NULL
723,Water,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
724,Water,Water,Wetland,NULL,Wetland,Water,Grassland,NULL
725,Water,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
726,Water,Water,Wetland,NULL,Wetland,Water,Water,NULL
727,Water,Water,Wetland,NULL,Wetland,Water,Forest,NULL
728,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
729,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
730,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
731,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
732,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,NULL
733,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
734,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
735,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,NULL
736,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,NULL
737,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
738,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
739,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
740,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
741,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,NULL
742,Water,Water,Water,NULL,Water,NULL,Wetland,NULL
743,Water,Water,Water,NULL,Water,NULL,Water,NULL
744,Water,Water,Water,NULL,Water,Grassland,Water,NULL
745,Water,Water,Water,NULL,Water,Wetland,Wetland,NULL
746,Water,Water,Water,NULL,Water,Wetland,Water,NULL
747,Water,Water,Water,NULL,Water,Bareland,Water,NULL
748,Water,Water,Water,NULL,Water,Water,Grassland,NULL
749,Water,Water,Water,NULL,Water,Water,Wetland,NULL
750,Water,Water,Water,NULL,Water,Water,Water,NULL
751,Water,Water,Water,NULL,Water,Water,Forest,NULL
752,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
753,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
754,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
755,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
756,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
757,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
758,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
759,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
760,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,NULL
761,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,NULL
762,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
763,Water,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
764,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
765,Water,Forest,NULL,NULL,Non_Wetland,Water,Wetland,NULL
766,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
767,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
768,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
769,Water,Forest,Wetland,NULL,Wetland,Bareland,Wetland,NULL
770,Water,Forest,Wetland,NULL,Wetland,Water,Grassland,NULL
771,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
772,Water,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
773,Water,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
774,Water,Forest,Built-up,NULL,Non_Wetland,Water,Bareland,NULL
775,Water,Forest,Water,NULL,Water,Wetland,Water,NULL
776,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
777,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
778,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,NULL
779,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Water,NULL
780,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
781,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
782,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
783,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
784,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
785,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
786,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
787,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
788,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
789,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
790,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
791,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
792,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
793,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
794,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
795,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
796,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
797,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
798,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
799,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
800,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
801,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
802,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
803,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
804,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
805,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
806,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
807,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
808,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
809,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
810,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
811,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
812,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
813,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
814,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
815,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
816,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
817,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
818,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
819,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
820,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
821,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
822,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
823,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
824,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
825,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
826,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
827,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
828,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
829,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
830,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
831,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
832,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
833,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
834,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
835,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
836,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
837,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
838,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
839,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
840,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
841,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
842,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
843,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
844,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,NULL
845,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
846,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
847,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
848,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
849,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
850,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
851,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
852,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
853,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
854,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
855,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
856,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
857,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
858,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
859,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,NULL
860,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
861,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
862,Forest,NULL,Wetland,NULL,Wetland,Water,Water,NULL
863,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
864,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
865,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,NULL
866,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
867,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
868,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
869,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
870,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
871,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
872,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
873,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
874,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
875,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,NULL
876,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
877,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
878,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
879,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
880,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
881,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
882,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
883,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
884,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
885,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
886,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
887,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
888,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
889,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
890,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
891,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
892,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
893,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Water,NULL
894,Forest,NULL,Water,NULL,Water,Wetland,Wetland,NULL
895,Forest,NULL,Water,NULL,Water,Wetland,Water,NULL
896,Forest,NULL,Water,NULL,Water,Water,Grassland,NULL
897,Forest,NULL,Water,NULL,Water,Water,Wetland,NULL
898,Forest,NULL,Water,NULL,Water,Water,Water,NULL
899,Forest,NULL,Water,NULL,Water,Water,Forest,NULL
900,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
901,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
902,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
903,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
904,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
905,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
906,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
907,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
908,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
909,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
910,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
911,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
912,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
913,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
914,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
915,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
916,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
917,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
918,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
919,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
920,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
921,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
922,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
923,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
924,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
925,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,NULL
926,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
927,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
928,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
929,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
930,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
931,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
932,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
933,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
934,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
935,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
936,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
937,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
938,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
939,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,NULL
940,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
941,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
942,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
943,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
944,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,NULL
945,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
946,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
947,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
948,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,NULL
949,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
950,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
951,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
952,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
953,Forest,Bareland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
954,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
955,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
956,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
957,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
958,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
959,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
960,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
961,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
962,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
963,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
964,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
965,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
966,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
967,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
968,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
969,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
970,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
971,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
972,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
973,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
974,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
975,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
976,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
977,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
978,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
979,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
980,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
981,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
982,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
983,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
984,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
985,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
986,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
987,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
988,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
989,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,NULL
990,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,NULL
991,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,NULL
992,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,NULL
993,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,NULL
994,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
995,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
996,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
997,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
998,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
999,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
1000,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1001,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
1002,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
1003,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1004,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
1005,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1006,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
1007,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
1008,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1009,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1010,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1011,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1012,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1013,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1014,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
1015,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1016,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,NULL
1017,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1018,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
1019,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1020,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1021,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
1022,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1023,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
1024,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,NULL
1025,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
1026,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1027,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1028,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
