Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQB_M_R
6499,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6500,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
6501,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6502,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6503,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6504,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6505,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6506,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6507,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6508,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6509,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6510,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6511,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6512,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
6513,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
6514,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
6515,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
6516,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Bareland
6517,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Built-up
6518,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6519,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6520,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6521,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6522,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6523,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6524,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6525,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6526,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6527,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6528,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6529,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6530,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6531,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6532,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
6533,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
6534,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6535,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
6536,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
6537,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
6538,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
6539,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
6540,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
6541,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6542,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
6543,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
6544,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
6545,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6546,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
6547,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6548,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
6549,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6550,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
6551,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6552,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6553,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
6554,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
6555,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6556,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
6557,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6558,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
6559,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
6560,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
6561,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
6562,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
6563,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
6564,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6565,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
6566,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
6567,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
6568,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
6569,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
6570,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
6571,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
6572,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
6573,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Forest,NULL
6574,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
6575,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6576,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
6577,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6578,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
6579,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
6580,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
6581,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6582,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
6583,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6584,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
6585,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6586,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
6587,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6588,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
6589,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
6590,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
6591,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6592,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6593,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6594,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
6595,Cropland,Cropland,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
6596,Cropland,Cropland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
6597,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
6598,Cropland,Cropland,Forest,Water,Non_Wetland,Forest,Forest,Cropland
6599,Cropland,Cropland,Forest,Water,Non_Wetland,Forest,Forest,Forest
6600,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6601,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
6602,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
6603,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
6604,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6605,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
6606,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6607,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6608,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6609,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6610,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
6611,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
6612,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
6613,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6614,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6615,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6616,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6617,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6618,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6619,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
6620,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6621,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
6622,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6623,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
6624,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
6625,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
6626,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6627,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6628,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6629,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
6630,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
6631,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
6632,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
6633,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
6634,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6635,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6636,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6637,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
6638,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
6639,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
6640,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
6641,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6642,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6643,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6644,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6645,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6646,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6647,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6648,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6649,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6650,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
6651,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6652,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6653,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
6654,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
6655,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
6656,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6657,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
6658,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6659,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6660,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6661,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6662,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6663,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6664,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6665,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6666,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6667,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6668,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6669,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6670,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
6671,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6672,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6673,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
6674,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
6675,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
6676,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
6677,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6678,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6679,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
6680,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
6681,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6682,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
6683,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6684,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6685,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6686,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6687,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
6688,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
6689,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
6690,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
6691,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6692,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6693,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6694,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6695,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
6696,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6697,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
6698,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6699,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6700,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
6701,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6702,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6703,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6704,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
6705,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6706,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6707,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
6708,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6709,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6710,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6711,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6712,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6713,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6714,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6715,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6716,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6717,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6718,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6719,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6720,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
6721,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6722,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
6723,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
6724,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
6725,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6726,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6727,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6728,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6729,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6730,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6731,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
6732,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6733,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
6734,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
6735,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6736,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6737,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6738,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
6739,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6740,Cropland,Built-up,Wetland,Non_Water,Wetland,Grassland,Built-up,Forest
6741,Cropland,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Built-up
6742,Cropland,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Forest
6743,Cropland,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Forest
6744,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
6745,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6746,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6747,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6748,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6749,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
6750,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
6751,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Built-up
6752,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
6753,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6754,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6755,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
6756,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
6757,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6758,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
6759,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
6760,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
6761,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6762,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
6763,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6764,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
6765,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
6766,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
6767,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
6768,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
6769,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
6770,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6771,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
6772,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6773,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
6774,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6775,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6776,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
6777,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6778,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
6779,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6780,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6781,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6782,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
6783,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6784,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6785,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6786,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6787,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6788,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6789,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6790,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
6791,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
6792,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6793,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
6794,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
6795,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
6796,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
6797,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
6798,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
6799,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
6800,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6801,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6802,Cropland,Water,NULL,NULL,Non_Wetland,NULL,Water,Bareland
6803,Cropland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6804,Cropland,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
6805,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
6806,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
6807,Cropland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
6808,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
