Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHC_M_R
18158,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
18159,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
18160,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
18161,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
18162,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
18163,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
18164,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
18165,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
18166,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
18167,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Water
18168,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Forest
18169,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
18170,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
18171,Forest,Cropland,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
18172,Forest,Cropland,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
18173,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
18174,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
18175,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
18176,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Water
18177,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Forest
18178,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
18179,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
18180,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
18181,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
18182,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
18183,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
18184,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
18185,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
18186,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
18187,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
18188,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
18189,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
18190,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
18191,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,NULL,Water
18192,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,NULL,Forest
18193,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Water
18194,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Forest
18195,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Forest,Forest
18196,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
18197,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,Cropland
18198,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,Water
18199,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
18200,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
18201,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
18202,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
18203,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Water,Water
18204,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Water,Forest
18205,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
18206,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,Water
18207,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
18208,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
18209,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
18210,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
18211,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
18212,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Cropland,Water,Grassland
18213,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Cropland,Water,Cropland
18214,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
18215,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Water
18216,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Forest
18217,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
18218,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
18219,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
18220,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
18221,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
18222,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest,NULL,Grassland
18223,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest,NULL,Water
18224,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
18225,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Water
18226,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
18227,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
18228,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest,Forest,Grassland
18229,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
18230,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
18231,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
18232,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
18233,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
18234,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Grassland
18235,Forest,Cropland,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
18236,Forest,Cropland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
18237,Forest,Cropland,Bareland,Water,Non_Wetland,Wetland,Water,Water
18238,Forest,Cropland,Bareland,Water,Non_Wetland,Water,Water,Water
18239,Forest,Cropland,Bareland,Water,Non_Wetland,Water,Forest,Forest
18240,Forest,Cropland,Bareland,Water,Non_Wetland,Forest,NULL,Grassland
18241,Forest,Cropland,Bareland,Water,Non_Wetland,Forest,Water,Wetland
18242,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
18243,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
18244,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
18245,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
18246,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
18247,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
18248,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
18249,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
18250,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
18251,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
18252,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
18253,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
18254,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
18255,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
18256,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
18257,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
18258,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
18259,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
18260,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
18261,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
18262,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
18263,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
18264,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
18265,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
18266,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
18267,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Cropland
18268,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
18269,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
18270,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
18271,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
18272,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
18273,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
18274,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
18275,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
18276,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
18277,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
18278,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
18279,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
18280,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
18281,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
18282,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
18283,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
18284,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
18285,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
18286,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
18287,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
18288,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
18289,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
18290,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
18291,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
18292,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
18293,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,NULL
18294,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
18295,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
18296,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
18297,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
18298,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
18299,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
18300,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,Forest,Forest
18301,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,NULL
18302,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
18303,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Cropland
18304,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
18305,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
18306,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
18307,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
18308,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
18309,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
18310,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
18311,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
18312,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
18313,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
18314,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
18315,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
18316,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
18317,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
18318,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
18319,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
18320,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
18321,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
18322,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
18323,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
18324,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
18325,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
18326,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
18327,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
18328,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
18329,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
18330,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
18331,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Cropland
18332,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
18333,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
18334,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
18335,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
18336,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
18337,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
18338,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
18339,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
18340,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
18341,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
18342,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
18343,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
18344,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
18345,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
18346,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
18347,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
18348,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Cropland
18349,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
18350,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
18351,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
18352,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Bareland,NULL
18353,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
18354,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
18355,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
18356,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Water,Grassland
18357,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
18358,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Cropland
18359,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
18360,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
18361,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
18362,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
18363,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
18364,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Forest,NULL,Forest
18365,Forest,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
18366,Forest,Cropland,Water,NULL,Water,NULL,NULL,NULL
18367,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
18368,Forest,Cropland,Water,NULL,Water,NULL,NULL,Cropland
18369,Forest,Cropland,Water,NULL,Water,NULL,NULL,Wetland
18370,Forest,Cropland,Water,NULL,Water,NULL,NULL,Water
18371,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
18372,Forest,Cropland,Water,NULL,Water,NULL,Wetland,Grassland
18373,Forest,Cropland,Water,NULL,Water,NULL,Bareland,Forest
18374,Forest,Cropland,Water,NULL,Water,NULL,Water,NULL
18375,Forest,Cropland,Water,NULL,Water,NULL,Water,Grassland
18376,Forest,Cropland,Water,NULL,Water,NULL,Water,Cropland
18377,Forest,Cropland,Water,NULL,Water,NULL,Water,Water
18378,Forest,Cropland,Water,NULL,Water,NULL,Water,Forest
18379,Forest,Cropland,Water,NULL,Water,NULL,Forest,Forest
18380,Forest,Cropland,Water,NULL,Water,Shrubland,NULL,Cropland
18381,Forest,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
18382,Forest,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
18383,Forest,Cropland,Water,NULL,Water,Wetland,NULL,Grassland
18384,Forest,Cropland,Water,NULL,Water,Wetland,NULL,Water
18385,Forest,Cropland,Water,NULL,Water,Wetland,Wetland,Grassland
18386,Forest,Cropland,Water,NULL,Water,Wetland,Water,Grassland
18387,Forest,Cropland,Water,NULL,Water,Wetland,Water,Water
18388,Forest,Cropland,Water,NULL,Water,Wetland,Water,Forest
18389,Forest,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
18390,Forest,Cropland,Water,NULL,Water,Bareland,NULL,Water
18391,Forest,Cropland,Water,NULL,Water,Bareland,Wetland,Grassland
18392,Forest,Cropland,Water,NULL,Water,Bareland,Built-up,Forest
18393,Forest,Cropland,Water,NULL,Water,Bareland,Water,Water
18394,Forest,Cropland,Water,NULL,Water,Water,NULL,Water
18395,Forest,Cropland,Water,NULL,Water,Water,NULL,Forest
18396,Forest,Cropland,Water,NULL,Water,Water,Wetland,Forest
18397,Forest,Cropland,Water,NULL,Water,Water,Water,Water
18398,Forest,Cropland,Water,NULL,Water,Forest,NULL,Water
18399,Forest,Cropland,Water,NULL,Water,Forest,NULL,Forest
18400,Forest,Cropland,Water,NULL,Water,Forest,Wetland,Forest
18401,Forest,Cropland,Water,NULL,Water,Forest,Water,Wetland
18402,Forest,Cropland,Water,NULL,Water,Forest,Water,Water
18403,Forest,Cropland,Water,NULL,Water,Forest,Water,Forest
18404,Forest,Cropland,Water,NULL,Water,Forest,Forest,Grassland
18405,Forest,Cropland,Water,NULL,Water,Forest,Forest,Water
18406,Forest,Cropland,Water,NULL,Water,Forest,Forest,Forest
18407,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
18408,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
18409,Forest,Cropland,Water,Non_Water,Water,NULL,Wetland,Water
18410,Forest,Cropland,Water,Non_Water,Water,NULL,Water,Grassland
18411,Forest,Cropland,Water,Non_Water,Water,NULL,Water,Forest
18412,Forest,Cropland,Water,Non_Water,Water,NULL,Forest,Forest
18413,Forest,Cropland,Water,Non_Water,Water,Wetland,NULL,NULL
18414,Forest,Cropland,Water,Non_Water,Water,Wetland,NULL,Wetland
18415,Forest,Cropland,Water,Non_Water,Water,Wetland,NULL,Water
18416,Forest,Cropland,Water,Non_Water,Water,Wetland,NULL,Forest
18417,Forest,Cropland,Water,Non_Water,Water,Wetland,Wetland,NULL
18418,Forest,Cropland,Water,Non_Water,Water,Wetland,Wetland,Grassland
18419,Forest,Cropland,Water,Non_Water,Water,Wetland,Wetland,Cropland
18420,Forest,Cropland,Water,Non_Water,Water,Wetland,Wetland,Wetland
18421,Forest,Cropland,Water,Non_Water,Water,Wetland,Wetland,Forest
18422,Forest,Cropland,Water,Non_Water,Water,Wetland,Water,Grassland
18423,Forest,Cropland,Water,Non_Water,Water,Wetland,Water,Forest
18424,Forest,Cropland,Water,Non_Water,Water,Bareland,NULL,Water
18425,Forest,Cropland,Water,Non_Water,Water,Bareland,NULL,Forest
18426,Forest,Cropland,Water,Non_Water,Water,Bareland,Water,Wetland
18427,Forest,Cropland,Water,Non_Water,Water,Bareland,Forest,Forest
18428,Forest,Cropland,Water,Non_Water,Water,Water,NULL,Grassland
18429,Forest,Cropland,Water,Non_Water,Water,Water,NULL,Wetland
18430,Forest,Cropland,Water,Non_Water,Water,Water,NULL,Water
18431,Forest,Cropland,Water,Non_Water,Water,Water,NULL,Forest
18432,Forest,Cropland,Water,Non_Water,Water,Water,Wetland,Water
18433,Forest,Cropland,Water,Non_Water,Water,Water,Water,Water
18434,Forest,Cropland,Water,Non_Water,Water,Water,Forest,Water
18435,Forest,Cropland,Water,Non_Water,Water,Forest,NULL,Wetland
18436,Forest,Cropland,Water,Non_Water,Water,Forest,NULL,Water
18437,Forest,Cropland,Water,Non_Water,Water,Forest,NULL,Forest
18438,Forest,Cropland,Water,Non_Water,Water,Forest,Wetland,NULL
18439,Forest,Cropland,Water,Non_Water,Water,Forest,Wetland,Forest
18440,Forest,Cropland,Water,Non_Water,Water,Forest,Water,Grassland
18441,Forest,Cropland,Water,Non_Water,Water,Forest,Water,Water
18442,Forest,Cropland,Water,Non_Water,Water,Forest,Water,Forest
18443,Forest,Cropland,Water,Non_Water,Water,Forest,Forest,Wetland
18444,Forest,Cropland,Water,Non_Water,Water,Forest,Forest,Water
18445,Forest,Cropland,Water,Non_Water,Water,Forest,Forest,Forest
18446,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
18447,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
18448,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
18449,Forest,Cropland,Water,Water,Water,NULL,Wetland,Grassland
18450,Forest,Cropland,Water,Water,Water,NULL,Wetland,Wetland
18451,Forest,Cropland,Water,Water,Water,NULL,Wetland,Water
18452,Forest,Cropland,Water,Water,Water,NULL,Wetland,Forest
18453,Forest,Cropland,Water,Water,Water,NULL,Water,Grassland
18454,Forest,Cropland,Water,Water,Water,NULL,Water,Wetland
18455,Forest,Cropland,Water,Water,Water,NULL,Water,Water
18456,Forest,Cropland,Water,Water,Water,NULL,Water,Forest
18457,Forest,Cropland,Water,Water,Water,NULL,Forest,Water
18458,Forest,Cropland,Water,Water,Water,Cropland,Water,Forest
18459,Forest,Cropland,Water,Water,Water,Wetland,NULL,Bareland
18460,Forest,Cropland,Water,Water,Water,Wetland,NULL,Water
18461,Forest,Cropland,Water,Water,Water,Wetland,NULL,Forest
18462,Forest,Cropland,Water,Water,Water,Wetland,Wetland,Water
18463,Forest,Cropland,Water,Water,Water,Wetland,Wetland,Forest
18464,Forest,Cropland,Water,Water,Water,Wetland,Water,Grassland
18465,Forest,Cropland,Water,Water,Water,Wetland,Water,Wetland
18466,Forest,Cropland,Water,Water,Water,Wetland,Water,Water
18467,Forest,Cropland,Water,Water,Water,Wetland,Water,Forest
18468,Forest,Cropland,Water,Water,Water,Bareland,Water,Water
18469,Forest,Cropland,Water,Water,Water,Water,NULL,Grassland
18470,Forest,Cropland,Water,Water,Water,Water,NULL,Water
18471,Forest,Cropland,Water,Water,Water,Water,Wetland,Water
18472,Forest,Cropland,Water,Water,Water,Water,Water,Water
18473,Forest,Cropland,Water,Water,Water,Water,Forest,Water
18474,Forest,Cropland,Water,Water,Water,Forest,NULL,Grassland
18475,Forest,Cropland,Water,Water,Water,Forest,NULL,Water
18476,Forest,Cropland,Water,Water,Water,Forest,NULL,Forest
18477,Forest,Cropland,Water,Water,Water,Forest,Wetland,Water
18478,Forest,Cropland,Water,Water,Water,Forest,Water,Wetland
18479,Forest,Cropland,Water,Water,Water,Forest,Water,Water
18480,Forest,Cropland,Water,Water,Water,Forest,Water,Forest
18481,Forest,Cropland,Water,Water,Water,Forest,Forest,Water
18482,Forest,Cropland,Water,Water,Water,Forest,Forest,Forest
18483,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
18484,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
18485,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
18486,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
18487,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
18488,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
18489,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
18490,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
18491,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
18492,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
18493,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
18494,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
18495,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
18496,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
18497,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
18498,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
18499,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
18500,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
18501,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
18502,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
