Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KPT_M_R
16631,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
16632,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
16633,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
16634,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
16635,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
16636,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Bareland
16637,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
16638,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
16639,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
16640,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
16641,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
16642,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Bareland
16643,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
16644,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
16645,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
16646,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
16647,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
16648,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
16649,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
16650,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
16651,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
16652,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
16653,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
16654,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
16655,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
16656,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
16657,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
16658,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
16659,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
16660,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
16661,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
16662,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
16663,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
16664,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
16665,Forest,Water,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
16666,Forest,Water,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
16667,Forest,Water,Forest,NULL,Non_Wetland,Built-up,Water,Forest
16668,Forest,Water,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
16669,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
16670,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Bareland
16671,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
16672,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
16673,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
16674,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
16675,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
16676,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
16677,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
16678,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
16679,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
16680,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
16681,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
16682,Forest,Water,Forest,NULL,Non_Wetland,Water,Built-up,Forest
16683,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
16684,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
16685,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
16686,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
16687,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
16688,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
16689,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
16690,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
16691,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
16692,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
16693,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
16694,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
16695,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
16696,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
16697,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
16698,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
16699,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
16700,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
16701,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Bareland
16702,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Water
16703,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
16704,Forest,Water,Forest,NULL,Non_Wetland,Forest,Built-up,Water
16705,Forest,Water,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
16706,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
16707,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Wetland
16708,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Bareland
16709,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
16710,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
16711,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
16712,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
16713,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
16714,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
16715,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
16716,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
16717,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
16718,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
16719,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
16720,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
16721,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
16722,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
16723,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
16724,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
16725,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
16726,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
16727,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
16728,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
16729,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
16730,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
16731,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
16732,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
16733,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
16734,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
16735,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
16736,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
16737,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
16738,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
16739,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
16740,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
16741,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Water
16742,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
16743,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
16744,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
16745,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
16746,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
16747,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
16748,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
16749,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
16750,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
16751,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
16752,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
16753,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
16754,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
16755,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
16756,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
16757,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
16758,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
16759,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
16760,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
16761,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland,Forest
16762,Forest,Water,Forest,Water,Non_Wetland,NULL,Bareland,Forest
16763,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
16764,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
16765,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
16766,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
16767,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
16768,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
16769,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
16770,Forest,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
16771,Forest,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
16772,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
16773,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
16774,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
16775,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
16776,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
16777,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
16778,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
16779,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Water
16780,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
16781,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Bareland
16782,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
16783,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
16784,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
16785,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
16786,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
16787,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
16788,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
16789,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
16790,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
16791,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
16792,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Water
16793,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
16794,Forest,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
16795,Forest,Water,Forest,Water,Non_Wetland,Forest,Grassland,Water
16796,Forest,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
16797,Forest,Water,Forest,Water,Non_Wetland,Forest,Bareland,Water
16798,Forest,Water,Forest,Water,Non_Wetland,Forest,Bareland,Forest
16799,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Grassland
16800,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
16801,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
16802,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Grassland
16803,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
16804,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
16805,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
16806,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
16807,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
16808,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
16809,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
16810,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
16811,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
16812,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
16813,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
16814,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
16815,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
16816,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
16817,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
16818,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
16819,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
16820,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Water
16821,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
16822,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
16823,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
16824,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
16825,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
16826,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
16827,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
16828,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
16829,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
16830,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Grassland
16831,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
16832,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
16833,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
16834,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
16835,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
16836,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
16837,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
16838,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
16839,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
16840,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
16841,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
16842,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
16843,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16844,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16845,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16846,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
16847,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16848,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
16849,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
16850,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
16851,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
16852,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
16853,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
16854,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
16855,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
16856,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
16857,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
16858,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
16859,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
16860,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
16861,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
16862,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
16863,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
16864,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
16865,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
16866,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16867,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
16868,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
16869,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
16870,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
16871,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
16872,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
16873,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
16874,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
16875,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
16876,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
16877,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
16878,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
16879,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
16880,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
16881,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
16882,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
16883,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
16884,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Built-up
16885,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
16886,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
16887,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
16888,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
16889,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
16890,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
16891,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
16892,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
16893,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
16894,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
16895,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
16896,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
16897,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
16898,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
16899,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Water
16900,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
16901,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
16902,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
16903,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
16904,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
16905,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
16906,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
16907,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
16908,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
16909,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
16910,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
16911,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
16912,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
16913,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
16914,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
16915,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16916,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
16917,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
16918,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
16919,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
16920,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
16921,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
16922,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
16923,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
16924,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
16925,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
16926,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
16927,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
16928,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
16929,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
16930,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
16931,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
16932,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
16933,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
16934,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
16935,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
16936,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
16937,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
16938,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
16939,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Water
16940,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
16941,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
16942,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
16943,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
16944,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
16945,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
16946,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
16947,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
16948,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
16949,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
16950,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
16951,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
16952,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
16953,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
16954,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
16955,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
16956,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Water,Built-up
16957,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
16958,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Bareland
16959,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
16960,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
16961,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Grassland
16962,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Bareland
16963,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Water
16964,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
16965,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
16966,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
16967,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
16968,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
16969,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Bareland
16970,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
16971,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
16972,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
16973,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Bareland
16974,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
