Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBT_M_R
1649,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1650,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
1651,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1652,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1653,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1654,Water,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1655,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1656,Water,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1657,Water,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
1658,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1659,Water,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
1660,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Forest
1661,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1662,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1663,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1664,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1665,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
1666,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1667,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1668,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1669,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
1670,Water,Cropland,NULL,NULL,Non_Wetland,Water,Wetland,Water
1671,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1672,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1673,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1674,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1675,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1676,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1677,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1678,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1679,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
1680,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
1681,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1682,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1683,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1684,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1685,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1686,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1687,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1688,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1689,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1690,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1691,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1692,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1693,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1694,Water,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1695,Water,Cropland,Wetland,NULL,Wetland,Bareland,Water,Water
1696,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
1697,Water,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1698,Water,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1699,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1700,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Forest
1701,Water,Cropland,Wetland,Water,Wetland,Water,Grassland,Forest
1702,Water,Cropland,Bareland,Water,Non_Wetland,Water,Water,Water
1703,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
1704,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Water
1705,Water,Cropland,Water,NULL,Water,Bareland,Water,Water
1706,Water,Cropland,Water,NULL,Water,Water,Water,Water
1707,Water,Cropland,Water,Water,Water,Grassland,Water,Forest
1708,Water,Cropland,Water,Water,Water,Wetland,Water,Grassland
1709,Water,Cropland,Water,Water,Water,Wetland,Water,Forest
1710,Water,Cropland,Water,Water,Water,Bareland,Grassland,Bareland
1711,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1712,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1713,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1714,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1715,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1716,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1717,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1718,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1719,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1720,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1721,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1722,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
1723,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1724,Water,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1725,Water,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Forest
1726,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1727,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
1728,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
1729,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
1730,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1731,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1732,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
1733,Water,Wetland,Water,NULL,Water,Water,Wetland,Wetland
1734,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1735,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
1736,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1737,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1738,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1739,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1740,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1741,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1742,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1743,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1744,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1745,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1746,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
1747,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1748,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1749,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1750,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
1751,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1752,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
1753,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
1754,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
1755,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1756,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
1757,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1758,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1759,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1760,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
1761,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1762,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1763,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1764,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1765,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1766,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1767,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
1768,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
1769,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
1770,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1771,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1772,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1773,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
1774,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1775,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
1776,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
1777,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1778,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1779,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
1780,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1781,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Grassland
1782,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
1783,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1784,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
1785,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1786,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1787,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1788,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1789,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1790,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1791,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1792,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1793,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1794,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1795,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1796,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
1797,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1798,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1799,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
1800,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
1801,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
1802,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
1803,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1804,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
1805,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
1806,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1807,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1808,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1809,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1810,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
1811,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1812,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1813,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1814,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1815,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
1816,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
1817,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
1818,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
1819,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
1820,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
1821,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
1822,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
1823,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
1824,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
1825,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
1826,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
1827,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1828,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
1829,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1830,Water,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1831,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1832,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
1833,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1834,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1835,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1836,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1837,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1838,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1839,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1840,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
1841,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1842,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1843,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1844,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1845,Water,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
1846,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1847,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
1848,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1849,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1850,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1851,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
1852,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1853,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1854,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
1855,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1856,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1857,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1858,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1859,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1860,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1861,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
1862,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Water
1863,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
1864,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Water
1865,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
1866,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Water
1867,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Forest
1868,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1869,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
1870,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
1871,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1872,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1873,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
1874,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1875,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
1876,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
1877,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
1878,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
1879,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1880,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1881,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
1882,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1883,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1884,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1885,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1886,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1887,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
1888,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1889,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1890,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1891,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1892,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1893,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1894,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Grassland
1895,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Water
1896,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1897,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
1898,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
1899,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1900,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
1901,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1902,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
1903,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1904,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
1905,Water,Water,Wetland,NULL,Wetland,Water,NULL,Bareland
1906,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
1907,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
1908,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
1909,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
1910,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1911,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1912,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1913,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
1914,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
1915,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
1916,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
1917,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1918,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
1919,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1920,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1921,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1922,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1923,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1924,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1925,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1926,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1927,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1928,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1929,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1930,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1931,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1932,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1933,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
1934,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
1935,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1936,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
1937,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1938,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1939,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
1940,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
1941,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1942,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Bareland
1943,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Water
1944,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Forest
1945,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1946,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
1947,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
1948,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1949,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1950,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
1951,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1952,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
1953,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
1954,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
1955,Water,Water,Wetland,Water,Wetland,Water,Water,Water
1956,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
1957,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
1958,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
1959,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
1960,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1961,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
1962,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1963,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1964,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1965,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1966,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
1967,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1968,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1969,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1970,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1971,Water,Water,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
1972,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1973,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1974,Water,Water,Built-up,Water,Non_Wetland,Water,Grassland,Grassland
1975,Water,Water,Water,NULL,Water,NULL,Wetland,Water
1976,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
1977,Water,Water,Water,NULL,Water,NULL,Water,Forest
1978,Water,Water,Water,NULL,Water,Grassland,NULL,Grassland
1979,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
1980,Water,Water,Water,NULL,Water,Grassland,Grassland,Water
1981,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
1982,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
1983,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
1984,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
1985,Water,Water,Water,NULL,Water,Grassland,Water,Water
1986,Water,Water,Water,NULL,Water,Grassland,Water,Forest
1987,Water,Water,Water,NULL,Water,Grassland,Forest,Water
1988,Water,Water,Water,NULL,Water,Grassland,Forest,Forest
1989,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
1990,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
1991,Water,Water,Water,NULL,Water,Wetland,Water,Forest
1992,Water,Water,Water,NULL,Water,Bareland,NULL,Grassland
1993,Water,Water,Water,NULL,Water,Bareland,NULL,Water
1994,Water,Water,Water,NULL,Water,Bareland,Grassland,Grassland
1995,Water,Water,Water,NULL,Water,Bareland,Grassland,Wetland
1996,Water,Water,Water,NULL,Water,Bareland,Grassland,Bareland
1997,Water,Water,Water,NULL,Water,Bareland,Grassland,Water
1998,Water,Water,Water,NULL,Water,Bareland,Grassland,Forest
1999,Water,Water,Water,NULL,Water,Bareland,Wetland,Forest
2000,Water,Water,Water,NULL,Water,Bareland,Bareland,Water
2001,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
2002,Water,Water,Water,NULL,Water,Bareland,Water,Water
2003,Water,Water,Water,NULL,Water,Bareland,Water,Forest
2004,Water,Water,Water,NULL,Water,Bareland,Forest,Water
2005,Water,Water,Water,NULL,Water,Bareland,Forest,Forest
2006,Water,Water,Water,NULL,Water,Water,NULL,Water
2007,Water,Water,Water,NULL,Water,Water,NULL,Forest
2008,Water,Water,Water,NULL,Water,Water,Shrubland,Water
2009,Water,Water,Water,NULL,Water,Water,Shrubland,Forest
2010,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
2011,Water,Water,Water,NULL,Water,Water,Grassland,Wetland
2012,Water,Water,Water,NULL,Water,Water,Grassland,Water
2013,Water,Water,Water,NULL,Water,Water,Grassland,Forest
2014,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
2015,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
2016,Water,Water,Water,NULL,Water,Water,Wetland,Water
2017,Water,Water,Water,NULL,Water,Water,Wetland,Forest
