Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MXA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MXA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MXA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MXA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MXA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MXA_M_R
696,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
697,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
698,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
699,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
700,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
701,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
702,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
703,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
704,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
705,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
706,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
707,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
708,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
709,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
710,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
711,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
712,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
713,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
714,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
715,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
716,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
717,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
718,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
719,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
720,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
721,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
722,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
723,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
724,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
725,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
726,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
727,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
728,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
729,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
730,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
731,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
732,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
733,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
734,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
735,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
736,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
737,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
738,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
739,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
740,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
741,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
742,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
743,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
744,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
745,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
746,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
747,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
748,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
749,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
750,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
751,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
752,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
753,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
754,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
755,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
756,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
757,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
758,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
759,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
760,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
761,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
762,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
763,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
764,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
765,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
766,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
767,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
768,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
769,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
770,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
771,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
772,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
773,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
774,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
775,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
776,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
777,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
778,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
779,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
780,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
781,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
782,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
783,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
784,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
785,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
786,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
787,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
788,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
789,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
790,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
791,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
792,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
793,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
794,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
795,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
796,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
797,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
798,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
799,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
800,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
801,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
802,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
803,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
804,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
805,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
806,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
807,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
808,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
809,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
810,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
811,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
812,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
813,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
814,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
815,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
816,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
817,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
818,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
819,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
820,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
821,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
822,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
823,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
824,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
825,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
826,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
827,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
828,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
829,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
830,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
831,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
832,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
833,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
834,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
835,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
836,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
837,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
838,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
839,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
840,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
841,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
842,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
843,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
844,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
845,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
846,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
847,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
848,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
849,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
850,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
851,Cropland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
852,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
853,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
854,Cropland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
855,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
856,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
857,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
858,Cropland,Wetland,Water,Water,Water,NULL,NULL,Grassland
859,Cropland,Wetland,Water,Water,Water,NULL,NULL,Wetland
860,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
861,Cropland,Wetland,Water,Water,Water,NULL,NULL,Forest
862,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
863,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
864,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
865,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
866,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
867,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
868,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
869,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
870,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
871,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
872,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
873,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
874,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
875,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
876,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
877,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
878,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
879,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
880,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
881,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
882,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
883,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
884,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
885,Cropland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
886,Cropland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
887,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
888,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
889,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
890,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
891,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
892,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
893,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
894,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
895,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
896,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
897,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Forest
898,Cropland,Built-up,Water,Water,Water,NULL,NULL,Grassland
899,Cropland,Built-up,Water,Water,Water,NULL,NULL,Water
900,Cropland,Built-up,Water,Water,Water,NULL,NULL,Forest
901,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
902,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
903,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
904,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
905,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
906,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
907,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
908,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
909,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
910,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
911,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
912,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
913,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
914,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
915,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
916,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
917,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
918,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
919,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
920,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
921,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
922,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
923,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
924,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
925,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
926,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
927,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
928,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
929,Cropland,Water,Water,NULL,Water,NULL,NULL,Grassland
930,Cropland,Water,Water,NULL,Water,NULL,NULL,Bareland
931,Cropland,Water,Water,NULL,Water,NULL,NULL,Water
932,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
933,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
934,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Water
935,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Forest
936,Cropland,Water,Water,Water,Water,NULL,NULL,Grassland
937,Cropland,Water,Water,Water,Water,NULL,NULL,Wetland
938,Cropland,Water,Water,Water,Water,NULL,NULL,Water
939,Cropland,Water,Water,Water,Water,NULL,NULL,Forest
940,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
941,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
942,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
943,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
944,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
945,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
946,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
947,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
948,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
949,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
950,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
951,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
952,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
953,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
954,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
955,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
956,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
957,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
958,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
959,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
960,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
961,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
962,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
963,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
964,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
965,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
966,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
967,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
968,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
969,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
970,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
971,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
972,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
973,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
974,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
975,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
976,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
977,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
978,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
979,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
980,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
981,Cropland,Forest,Water,NULL,Water,NULL,NULL,Water
982,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
983,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
984,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
985,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Water
986,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
987,Cropland,Forest,Water,Water,Water,NULL,NULL,Grassland
988,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
989,Cropland,Forest,Water,Water,Water,NULL,NULL,Forest
990,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
991,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
992,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
993,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
994,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
995,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
996,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
997,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
998,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
999,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1000,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1001,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1002,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1003,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1004,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1005,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1006,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1007,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1008,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1009,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1010,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1011,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1012,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1013,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1014,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1015,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1016,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1017,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1018,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1019,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1020,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1021,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1022,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1023,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1024,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1025,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1026,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1027,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1028,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1029,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1030,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1031,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1032,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1033,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1034,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1035,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1036,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1037,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1038,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1039,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1040,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1041,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
1042,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
1043,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
