Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LZR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LZR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LZR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LZR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LZR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LZR_M_R
3334,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3335,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
3336,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
3337,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3338,Water,Water,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
3339,Water,Water,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
3340,Water,Water,Forest,NULL,Non_Wetland,Built-up,Water,Bareland
3341,Water,Water,Forest,NULL,Non_Wetland,Built-up,Water,Forest
3342,Water,Water,Forest,NULL,Non_Wetland,Built-up,Forest,Bareland
3343,Water,Water,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
3344,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
3345,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
3346,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
3347,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3348,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
3349,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
3350,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3351,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3352,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
3353,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3354,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3355,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
3356,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
3357,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
3358,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3359,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
3360,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
3361,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3362,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3363,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
3364,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
3365,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3366,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3367,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3368,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3369,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
3370,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
3371,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3372,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
3373,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3374,Water,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3375,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
3376,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3377,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3378,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
3379,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3380,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
3381,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3382,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
3383,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
3384,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3385,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
3386,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
3387,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
3388,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3389,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
3390,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3391,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3392,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3393,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
3394,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
3395,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
3396,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3397,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Water
3398,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
3399,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3400,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3401,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
3402,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3403,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
3404,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Bareland
3405,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
3406,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
3407,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Grassland
3408,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Bareland
3409,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Water
3410,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
3411,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
3412,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
3413,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
3414,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3415,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3416,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Water
3417,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
3418,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
3419,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
3420,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3421,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3422,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
3423,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Bareland
3424,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
3425,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3426,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Water
3427,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
3428,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3429,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
3430,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
3431,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
3432,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3433,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland,Water
3434,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland,Forest
3435,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3436,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
3437,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
3438,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
3439,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
3440,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Bareland
3441,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
3442,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
3443,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
3444,Water,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
3445,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
3446,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
3447,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
3448,Water,Water,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
3449,Water,Water,Forest,Water,Non_Wetland,Grassland,Forest,Water
3450,Water,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
3451,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
3452,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Bareland
3453,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
3454,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
3455,Water,Water,Forest,Water,Non_Wetland,Bareland,Forest,Grassland
3456,Water,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
3457,Water,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
3458,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Bareland
3459,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
3460,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
3461,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3462,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3463,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Bareland
3464,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
3465,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
3466,Water,Water,Forest,Water,Non_Wetland,Water,Built-up,Water
3467,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
3468,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
3469,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
3470,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3471,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Bareland
3472,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3473,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3474,Water,Water,Forest,Water,Non_Wetland,Forest,Grassland,Water
3475,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
3476,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
3477,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
3478,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
3479,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
3480,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3481,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3482,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3483,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Water
3484,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3485,Water,Forest,NULL,NULL,Non_Wetland,Water,Water,Bareland
3486,Water,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
3487,Water,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
3488,Water,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3489,Water,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
3490,Water,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
3491,Water,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Water
3492,Water,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
3493,Water,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Water
3494,Water,Forest,NULL,Water,Non_Wetland,Water,Water,Bareland
3495,Water,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
3496,Water,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
3497,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3498,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
3499,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
3500,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3501,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Water
3502,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
3503,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
3504,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
3505,Water,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3506,Water,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Bareland
3507,Water,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
3508,Water,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
3509,Water,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
3510,Water,Forest,Bareland,Water,Non_Wetland,Grassland,Forest,Water
3511,Water,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
3512,Water,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
3513,Water,Forest,Built-up,Non_Water,Non_Wetland,Water,Forest,Forest
3514,Water,Forest,Water,NULL,Water,NULL,Forest,Forest
3515,Water,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
3516,Water,Forest,Water,NULL,Water,Grassland,Wetland,Forest
3517,Water,Forest,Water,NULL,Water,Grassland,Water,Grassland
3518,Water,Forest,Water,NULL,Water,Water,Water,Forest
3519,Water,Forest,Water,NULL,Water,Water,Forest,Water
3520,Water,Forest,Water,NULL,Water,Forest,Water,Forest
3521,Water,Forest,Water,NULL,Water,Forest,Forest,Water
3522,Water,Forest,Water,Non_Water,Water,Grassland,Wetland,Water
3523,Water,Forest,Water,Non_Water,Water,Water,Forest,Water
3524,Water,Forest,Water,Non_Water,Water,Water,Forest,Forest
3525,Water,Forest,Water,Water,Water,NULL,Wetland,Forest
3526,Water,Forest,Water,Water,Water,Grassland,Water,Forest
3527,Water,Forest,Water,Water,Water,Water,Water,Water
3528,Water,Forest,Water,Water,Water,Water,Water,Forest
3529,Water,Forest,Water,Water,Water,Water,Forest,Forest
3530,Water,Forest,Water,Water,Water,Forest,Water,Water
3531,Water,Forest,Water,Water,Water,Forest,Water,Forest
3532,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3533,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
3534,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3535,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3536,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3537,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3538,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3539,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3540,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3541,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
3542,Water,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3543,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
3544,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3545,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Bareland
3546,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
3547,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
3548,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Bareland
3549,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
3550,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
3551,Water,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3552,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3553,Water,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3554,Water,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
3555,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3556,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3557,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3558,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3559,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
3560,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Water
3561,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3562,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3563,Water,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3564,Water,Forest,Forest,Water,Non_Wetland,Grassland,Water,Forest
3565,Water,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
3566,Water,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
3567,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Water,Water,Water
3568,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3569,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3570,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3571,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
3572,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3573,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3574,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3575,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3576,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3577,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3578,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3579,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3580,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3581,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3582,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3583,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3584,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3585,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3586,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3587,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3588,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
3589,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3590,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Water
3591,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3592,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
3593,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3594,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3595,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3596,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3597,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3598,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
3599,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3600,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
3601,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
3602,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
3603,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
3604,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3605,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
3606,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Forest,Water
3607,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
3608,Forest,NULL,NULL,Water,Non_Wetland,Forest,Forest,Water
3609,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3610,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3611,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3612,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3613,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3614,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3615,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3616,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3617,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3618,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3619,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3620,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3621,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3622,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3623,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3624,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3625,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3626,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
3627,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3628,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
3629,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3630,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
3631,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3632,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
3633,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3634,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3635,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3636,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3637,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3638,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3639,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3640,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3641,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3642,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3643,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3644,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3645,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
3646,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
3647,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3648,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3649,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3650,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3651,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3652,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3653,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3654,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3655,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Bareland
3656,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
3657,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3658,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Water
3659,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3660,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
3661,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
3662,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3663,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3664,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3665,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
3666,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
3667,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
3668,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
3669,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
3670,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
3671,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Water
3672,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
3673,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Forest
3674,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3675,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3676,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3677,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3678,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3679,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3680,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3681,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3682,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3683,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
3684,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
3685,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
