Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NYC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NYC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NYC_M_R
714,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
715,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
716,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
717,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
718,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
719,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
720,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
721,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
722,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
723,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
724,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
725,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
726,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
727,Water,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
728,Water,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
729,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
730,Water,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
731,Water,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
732,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
733,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
734,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
735,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
736,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
737,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
738,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
739,Water,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
740,Water,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
741,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
742,Water,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
743,Water,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
744,Water,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
745,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
746,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
747,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
748,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
749,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
750,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
751,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
752,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
753,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
754,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
755,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
756,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
757,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
758,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
759,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
760,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
761,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
762,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
763,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
764,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
765,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
766,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
767,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
768,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
769,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
770,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
771,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
772,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
773,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
774,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
775,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
776,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
777,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
778,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
779,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
780,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
781,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
782,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
783,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
784,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
785,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
786,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
787,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
788,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
789,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
790,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
791,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
792,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
793,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
794,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
795,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
796,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
797,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
798,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
799,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
800,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
801,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
802,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
803,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
804,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
805,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
806,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
807,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
808,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
809,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
810,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
811,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
812,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
813,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
814,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
815,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
816,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
817,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
818,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
819,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
820,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
821,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
822,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
823,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
824,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
825,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
826,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
827,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
828,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
829,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
830,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
831,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
832,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
833,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
834,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
835,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
836,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
837,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
838,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
839,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
840,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
841,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
842,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
843,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
844,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Forest
845,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
846,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
847,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
848,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
849,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
850,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
851,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
852,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
853,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
854,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
855,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
856,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
857,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
858,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
859,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
860,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
861,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
862,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
863,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
864,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
865,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
866,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
867,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
868,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
869,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
870,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
871,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
872,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
873,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
874,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
875,Forest,NULL,Water,NULL,Water,Water,Wetland,Water
876,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Water
877,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
878,Forest,NULL,Water,Water,Water,Water,Water,Water
879,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
880,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
881,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
882,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
883,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
884,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
885,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
886,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
887,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
888,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
889,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
890,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
891,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
892,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
893,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
894,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
895,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
896,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
897,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
898,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
899,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
900,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
901,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
902,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
903,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
904,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
905,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
906,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
907,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
908,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
909,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
910,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
911,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
912,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
913,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
914,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
915,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
916,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
917,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
918,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
919,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
920,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
921,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
922,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
923,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
924,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
925,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
926,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
927,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
928,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
929,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
930,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
931,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
932,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
933,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
934,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
935,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
936,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
937,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
938,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
939,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
940,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
941,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
942,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
943,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
944,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
945,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
946,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
947,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
948,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
949,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
950,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
951,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
952,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
953,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
954,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
955,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
956,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
957,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
958,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
959,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
960,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
961,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
962,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
963,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
964,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
965,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
966,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
967,Forest,Water,Wetland,NULL,Wetland,Grassland,NULL,Water
968,Forest,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
969,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
970,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
971,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
972,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
973,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
974,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
975,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
976,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
977,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
978,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
979,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
980,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
981,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
982,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
983,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
984,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
985,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
986,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
987,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
988,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
989,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Water
990,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
991,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
992,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
993,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
994,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
995,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
996,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
997,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
998,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
999,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1000,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1001,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1002,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1003,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
1004,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1005,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1006,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1007,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1008,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1009,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1010,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1011,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
1012,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1013,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1014,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1015,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1016,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
1017,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1018,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1019,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1020,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1021,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1022,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
1023,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1024,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
1025,Forest,Water,Wetland,Water,Wetland,Shrubland,Wetland,Forest
1026,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1027,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1028,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Forest
1029,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1030,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1031,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1032,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1033,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
1034,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1035,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
1036,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
1037,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1038,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
1039,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1040,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1041,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
1042,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
1043,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Water
1044,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1045,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
1046,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
1047,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1048,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1049,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
1050,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1051,Forest,Water,Water,NULL,Water,NULL,Water,Water
1052,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1053,Forest,Water,Water,NULL,Water,NULL,Forest,Water
1054,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1055,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
1056,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1057,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1058,Forest,Water,Water,NULL,Water,Water,Water,Water
1059,Forest,Water,Water,NULL,Water,Water,Water,Forest
