Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MRS_M_R
34562,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
34563,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
34564,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Bareland
34565,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
34566,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
34567,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
34568,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
34569,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
34570,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
34571,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
34572,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
34573,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
34574,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
34575,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
34576,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
34577,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Wetland
34578,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Water
34579,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
34580,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,NULL
34581,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
34582,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Cropland
34583,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
34584,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
34585,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
34586,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
34587,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,NULL
34588,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
34589,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
34590,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
34591,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
34592,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
34593,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
34594,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
34595,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
34596,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
34597,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,NULL
34598,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
34599,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
34600,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
34601,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
34602,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Bareland,Grassland
34603,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Bareland,Wetland
34604,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,NULL
34605,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
34606,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
34607,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
34608,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
34609,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
34610,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
34611,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
34612,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
34613,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
34614,Water,Water,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
34615,Water,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
34616,Water,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
34617,Water,Water,Forest,Water,Non_Wetland,Shrubland,Grassland,Water
34618,Water,Water,Forest,Water,Non_Wetland,Shrubland,Grassland,Forest
34619,Water,Water,Forest,Water,Non_Wetland,Shrubland,Wetland,Grassland
34620,Water,Water,Forest,Water,Non_Wetland,Shrubland,Wetland,Water
34621,Water,Water,Forest,Water,Non_Wetland,Shrubland,Built-up,Grassland
34622,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
34623,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
34624,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Water
34625,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Forest
34626,Water,Water,Forest,Water,Non_Wetland,Shrubland,Forest,Water
34627,Water,Water,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
34628,Water,Water,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
34629,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
34630,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
34631,Water,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Wetland
34632,Water,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Bareland
34633,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
34634,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Wetland
34635,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Bareland
34636,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
34637,Water,Water,Forest,Water,Non_Wetland,Wetland,Shrubland,Grassland
34638,Water,Water,Forest,Water,Non_Wetland,Wetland,Shrubland,Water
34639,Water,Water,Forest,Water,Non_Wetland,Wetland,Shrubland,Forest
34640,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
34641,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
34642,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Cropland
34643,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
34644,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
34645,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
34646,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
34647,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
34648,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
34649,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
34650,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Wetland
34651,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
34652,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
34653,Water,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
34654,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
34655,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
34656,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Wetland
34657,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
34658,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
34659,Water,Water,Forest,Water,Non_Wetland,Bareland,Built-up,Wetland
34660,Water,Water,Forest,Water,Non_Wetland,Bareland,Built-up,Bareland
34661,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
34662,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Wetland
34663,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Bareland
34664,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
34665,Water,Water,Forest,Water,Non_Wetland,Built-up,Water,Wetland
34666,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Grassland
34667,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
34668,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Wetland
34669,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Bareland
34670,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Water
34671,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Forest
34672,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
34673,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
34674,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
34675,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
34676,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
34677,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Wetland
34678,Water,Water,Forest,Water,Non_Wetland,Water,Built-up,Grassland
34679,Water,Water,Forest,Water,Non_Wetland,Water,Built-up,Water
34680,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
34681,Water,Water,Forest,Water,Non_Wetland,Water,Water,Cropland
34682,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
34683,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
34684,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
34685,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
34686,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Wetland
34687,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
34688,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
34689,Water,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Grassland
34690,Water,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Water
34691,Water,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
34692,Water,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
34693,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Wetland
34694,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
34695,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
34696,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
34697,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
34698,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
34699,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
34700,Water,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
34701,Water,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
34702,Water,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
34703,Water,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
34704,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
34705,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
34706,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
34707,Water,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
34708,Water,Forest,NULL,NULL,Non_Wetland,Water,Water,Wetland
34709,Water,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
34710,Water,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
34711,Water,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
34712,Water,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
34713,Water,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Water
34714,Water,Forest,NULL,Water,Non_Wetland,Water,Wetland,Cropland
34715,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
34716,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
34717,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
34718,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
34719,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
34720,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
34721,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
34722,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
34723,Water,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
34724,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
34725,Water,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Cropland
34726,Water,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
34727,Water,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
34728,Water,Forest,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
34729,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
34730,Water,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
34731,Water,Forest,Grassland,NULL,Non_Wetland,Water,Shrubland,Water
34732,Water,Forest,Grassland,NULL,Non_Wetland,Water,Water,Grassland
34733,Water,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
34734,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
34735,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
34736,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Wetland
34737,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Water
34738,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
34739,Water,Forest,Grassland,Non_Water,Non_Wetland,Water,NULL,Water
34740,Water,Forest,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
34741,Water,Forest,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Forest
34742,Water,Forest,Grassland,Water,Non_Wetland,Forest,Shrubland,Wetland
34743,Water,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
34744,Water,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Water
34745,Water,Forest,Wetland,NULL,NULL,Wetland,Water,Wetland
34746,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
34747,Water,Forest,Wetland,NULL,Wetland,NULL,Water,Wetland
34748,Water,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
34749,Water,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Forest
34750,Water,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
34751,Water,Forest,Wetland,NULL,Wetland,Shrubland,Water,Grassland
34752,Water,Forest,Wetland,NULL,Wetland,Shrubland,Water,Water
34753,Water,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
34754,Water,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
34755,Water,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
34756,Water,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
34757,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
34758,Water,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Wetland
34759,Water,Forest,Wetland,NULL,Wetland,Grassland,Water,Wetland
34760,Water,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
34761,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
34762,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
34763,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
34764,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
34765,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
34766,Water,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
34767,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
34768,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
34769,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
34770,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
34771,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
34772,Water,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
34773,Water,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
34774,Water,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
34775,Water,Forest,Wetland,NULL,Wetland,Bareland,Water,Wetland
34776,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
34777,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
34778,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
34779,Water,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
34780,Water,Forest,Wetland,NULL,Wetland,Water,Water,Water
34781,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
34782,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Wetland
34783,Water,Forest,Wetland,NULL,Wetland,Forest,Wetland,Wetland
34784,Water,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
34785,Water,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
34786,Water,Forest,Wetland,NULL,Wetland,Forest,Water,Wetland
34787,Water,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
34788,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
34789,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Wetland
34790,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
34791,Water,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
34792,Water,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
34793,Water,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Water
34794,Water,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
34795,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
34796,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
34797,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
34798,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Water
34799,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
34800,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
34801,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
34802,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
34803,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
34804,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
34805,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
34806,Water,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
34807,Water,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
34808,Water,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
34809,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
34810,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
34811,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,NULL
34812,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
34813,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
34814,Water,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
34815,Water,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
34816,Water,Forest,Wetland,Non_Water,Wetland,Forest,Water,Wetland
34817,Water,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
34818,Water,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
34819,Water,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
34820,Water,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
34821,Water,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
34822,Water,Forest,Wetland,Water,NULL,Grassland,Water,Wetland
34823,Water,Forest,Wetland,Water,NULL,Wetland,Grassland,Grassland
34824,Water,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
34825,Water,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
34826,Water,Forest,Wetland,Water,Wetland,Shrubland,Water,Grassland
34827,Water,Forest,Wetland,Water,Wetland,Shrubland,Forest,Forest
34828,Water,Forest,Wetland,Water,Wetland,Grassland,Wetland,Wetland
34829,Water,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
34830,Water,Forest,Wetland,Water,Wetland,Grassland,Bareland,Wetland
34831,Water,Forest,Wetland,Water,Wetland,Grassland,Water,Wetland
34832,Water,Forest,Wetland,Water,Wetland,Grassland,Water,Water
34833,Water,Forest,Wetland,Water,Wetland,Grassland,Forest,Grassland
34834,Water,Forest,Wetland,Water,Wetland,Grassland,Forest,Water
34835,Water,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
34836,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Cropland
34837,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
34838,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
34839,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
34840,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
34841,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Cropland
34842,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
34843,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Water
34844,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
34845,Water,Forest,Wetland,Water,Wetland,Wetland,Forest,Wetland
34846,Water,Forest,Wetland,Water,Wetland,Wetland,Forest,Water
34847,Water,Forest,Wetland,Water,Wetland,Bareland,Bareland,Grassland
34848,Water,Forest,Wetland,Water,Wetland,Bareland,Bareland,Wetland
34849,Water,Forest,Wetland,Water,Wetland,Bareland,Bareland,Water
34850,Water,Forest,Wetland,Water,Wetland,Bareland,Water,Bareland
34851,Water,Forest,Wetland,Water,Wetland,Bareland,Water,Water
34852,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
34853,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Water
34854,Water,Forest,Wetland,Water,Wetland,Water,Bareland,Wetland
34855,Water,Forest,Wetland,Water,Wetland,Water,Water,Wetland
34856,Water,Forest,Wetland,Water,Wetland,Forest,Wetland,Wetland
34857,Water,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
34858,Water,Forest,Wetland,Water,Wetland,Forest,Water,Grassland
34859,Water,Forest,Wetland,Water,Wetland,Forest,Water,Wetland
34860,Water,Forest,Wetland,Water,Wetland,Forest,Water,Water
34861,Water,Forest,Wetland,Water,Wetland,Forest,Water,Forest
34862,Water,Forest,Wetland,Water,Wetland,Forest,Forest,Water
34863,Water,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
34864,Water,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Water,Forest
34865,Water,Forest,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
34866,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
34867,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
34868,Water,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Water
34869,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Wetland
34870,Water,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
34871,Water,Forest,Water,NULL,Water,Wetland,Water,Grassland
34872,Water,Forest,Water,NULL,Water,Wetland,Water,Wetland
34873,Water,Forest,Water,NULL,Water,Water,Water,Forest
34874,Water,Forest,Water,NULL,Water,Forest,Wetland,Forest
34875,Water,Forest,Water,NULL,Water,Forest,Water,Water
34876,Water,Forest,Water,NULL,Water,Forest,Water,Forest
34877,Water,Forest,Water,NULL,Water,Forest,Forest,Wetland
34878,Water,Forest,Water,NULL,Water,Forest,Forest,Forest
34879,Water,Forest,Water,Non_Water,Water,Wetland,Water,Wetland
34880,Water,Forest,Water,Non_Water,Water,Water,Water,Forest
34881,Water,Forest,Water,Non_Water,Water,Forest,Water,Forest
34882,Water,Forest,Water,Non_Water,Water,Forest,Forest,Forest
34883,Water,Forest,Water,Water,NULL,Wetland,Wetland,Wetland
34884,Water,Forest,Water,Water,Water,NULL,Water,Forest
34885,Water,Forest,Water,Water,Water,Shrubland,Forest,Forest
34886,Water,Forest,Water,Water,Water,Wetland,Wetland,Wetland
34887,Water,Forest,Water,Water,Water,Wetland,Water,Grassland
34888,Water,Forest,Water,Water,Water,Wetland,Water,Wetland
34889,Water,Forest,Water,Water,Water,Wetland,Forest,Wetland
34890,Water,Forest,Water,Water,Water,Wetland,Forest,Water
34891,Water,Forest,Water,Water,Water,Bareland,Bareland,Water
34892,Water,Forest,Water,Water,Water,Water,Water,Grassland
34893,Water,Forest,Water,Water,Water,Water,Water,Wetland
34894,Water,Forest,Water,Water,Water,Water,Water,Water
34895,Water,Forest,Water,Water,Water,Water,Water,Forest
34896,Water,Forest,Water,Water,Water,Forest,Water,Wetland
34897,Water,Forest,Water,Water,Water,Forest,Water,Water
34898,Water,Forest,Water,Water,Water,Forest,Water,Forest
34899,Water,Forest,Water,Water,Water,Forest,Forest,Wetland
34900,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
34901,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
34902,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
34903,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
34904,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
34905,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
34906,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Water
34907,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
34908,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
34909,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
34910,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
34911,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
34912,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
34913,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
34914,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
34915,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
34916,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
34917,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
34918,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
34919,Water,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
34920,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Bareland
34921,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Wetland
34922,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
34923,Water,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
34924,Water,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
