Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFM_M_R
2094,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2095,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2096,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2097,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
2098,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
2099,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
2100,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
2101,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Water
2102,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
2103,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2104,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
2105,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
2106,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2107,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2108,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2109,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2110,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2111,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2112,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2113,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2114,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2115,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2116,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2117,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2118,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2119,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2120,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2121,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
2122,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
2123,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
2124,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2125,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2126,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
2127,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2128,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2129,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2130,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
2131,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2132,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2133,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
2134,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2135,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
2136,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Water
2137,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
2138,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Forest
2139,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
2140,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Water
2141,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Water
2142,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
2143,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Bareland,Grassland
2144,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Bareland,Forest
2145,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Water
2146,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
2147,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
2148,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
2149,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
2150,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
2151,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
2152,Forest,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
2153,Forest,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
2154,Forest,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
2155,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
2156,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2157,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
2158,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2159,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
2160,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Water
2161,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
2162,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2163,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2164,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2165,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2166,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
2167,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2168,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
2169,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2170,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
2171,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
2172,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2173,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
2174,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
2175,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2176,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2177,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2178,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2179,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2180,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
2181,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2182,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
2183,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2184,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
2185,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
2186,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
2187,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
2188,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2189,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
2190,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2191,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
2192,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
2193,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
2194,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2195,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
2196,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2197,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
2198,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
2199,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
2200,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Water
2201,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
2202,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,NULL
2203,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
2204,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
2205,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
2206,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
2207,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2208,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2209,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2210,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2211,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
2212,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2213,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2214,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2215,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
2216,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2217,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2218,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2219,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2220,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
2221,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2222,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
2223,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2224,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2225,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
2226,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
2227,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
2228,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
2229,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
2230,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Forest
2231,Forest,NULL,Wetland,Water,Wetland,NULL,Forest,Forest
2232,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
2233,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2234,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
2235,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
2236,Forest,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
2237,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
2238,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Water
2239,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
2240,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
2241,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2242,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
2243,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
2244,Forest,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
2245,Forest,NULL,Wetland,Water,Wetland,Wetland,Bareland,Water
2246,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
2247,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
2248,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
2249,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
2250,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2251,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
2252,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
2253,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Water
2254,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
2255,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
2256,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2257,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
2258,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
2259,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
2260,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
2261,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
2262,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2263,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2264,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
2265,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2266,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
2267,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2268,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2269,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
2270,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
2271,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2272,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
2273,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2274,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
2275,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2276,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2277,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
2278,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
2279,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2280,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
2281,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
2282,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2283,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
2284,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2285,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2286,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
2287,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Bareland,Forest
2288,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Water
2289,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,NULL,Grassland
2290,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2291,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
2292,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2293,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2294,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
2295,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2296,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2297,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Forest
2298,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
2299,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
2300,Forest,NULL,Water,NULL,Water,NULL,Wetland,Grassland
2301,Forest,NULL,Water,NULL,Water,NULL,Wetland,Water
2302,Forest,NULL,Water,NULL,Water,NULL,Wetland,Forest
2303,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
2304,Forest,NULL,Water,NULL,Water,Grassland,Water,Grassland
2305,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
2306,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
2307,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Water
2308,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
2309,Forest,NULL,Water,NULL,Water,Water,Wetland,Water
2310,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
2311,Forest,NULL,Water,NULL,Water,Water,Water,Water
2312,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Forest
2313,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
2314,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Water
2315,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
2316,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
2317,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Water
2318,Forest,NULL,Water,Water,Water,NULL,Wetland,Grassland
2319,Forest,NULL,Water,Water,Water,NULL,Wetland,Water
2320,Forest,NULL,Water,Water,Water,NULL,Wetland,Forest
2321,Forest,NULL,Water,Water,Water,NULL,Water,Grassland
2322,Forest,NULL,Water,Water,Water,NULL,Water,Water
2323,Forest,NULL,Water,Water,Water,NULL,Water,Forest
2324,Forest,NULL,Water,Water,Water,NULL,Forest,Water
2325,Forest,NULL,Water,Water,Water,NULL,Forest,Forest
2326,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
2327,Forest,NULL,Water,Water,Water,Grassland,Wetland,Water
2328,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
2329,Forest,NULL,Water,Water,Water,Grassland,Bareland,Grassland
2330,Forest,NULL,Water,Water,Water,Grassland,Water,Water
2331,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
2332,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
2333,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
2334,Forest,NULL,Water,Water,Water,Wetland,Bareland,Grassland
2335,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
2336,Forest,NULL,Water,Water,Water,Wetland,Water,Water
2337,Forest,NULL,Water,Water,Water,Wetland,Forest,Water
2338,Forest,NULL,Water,Water,Water,Bareland,NULL,Water
2339,Forest,NULL,Water,Water,Water,Bareland,Wetland,Water
2340,Forest,NULL,Water,Water,Water,Bareland,Water,Water
2341,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
2342,Forest,NULL,Water,Water,Water,Water,Wetland,Water
2343,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
2344,Forest,NULL,Water,Water,Water,Water,Water,Grassland
2345,Forest,NULL,Water,Water,Water,Water,Water,Wetland
2346,Forest,NULL,Water,Water,Water,Water,Water,Water
2347,Forest,NULL,Water,Water,Water,Water,Water,Forest
2348,Forest,NULL,Water,Water,Water,Water,Forest,Forest
2349,Forest,NULL,Water,Water,Water,Forest,Water,Water
2350,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2351,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2352,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2353,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2354,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2355,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
2356,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2357,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2358,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2359,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2360,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
2361,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2362,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2363,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2364,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2365,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2366,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2367,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2368,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2369,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2370,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2371,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2372,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2373,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2374,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2375,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2376,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2377,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2378,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
2379,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2380,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2381,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2382,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2383,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2384,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2385,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2386,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2387,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2388,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2389,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2390,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2391,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2392,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2393,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
2394,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2395,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
2396,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2397,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
2398,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2399,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2400,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2401,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2402,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2403,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2404,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2405,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2406,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2407,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2408,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2409,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2410,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2411,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2412,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2413,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2414,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2415,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2416,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
2417,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2418,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest,Forest
2419,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
2420,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
2421,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
2422,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2423,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
2424,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Water
2425,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
2426,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
2427,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
2428,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2429,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2430,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2431,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Bareland,Grassland
2432,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2433,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
2434,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
2435,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2436,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2437,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2438,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2439,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2440,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2441,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2442,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2443,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2444,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
