Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KRU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KRU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KRU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KRU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KRU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KRU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KRU_M_R
1030,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1031,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1032,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1033,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1034,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1035,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1036,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1037,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1038,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1039,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1040,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1041,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1042,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1043,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1044,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1045,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1046,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1047,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1048,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1049,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1050,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1051,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1052,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1053,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1054,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1055,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1056,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1057,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1058,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1059,Cropland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1060,Cropland,Forest,Water,NULL,Water,NULL,NULL,Bareland
1061,Cropland,Forest,Water,NULL,Water,NULL,NULL,Water
1062,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
1063,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1064,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1065,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
1066,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1067,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1068,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1069,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1070,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1071,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1072,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1073,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1074,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1075,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1076,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1077,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1078,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1079,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1080,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1081,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1082,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1083,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1084,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1085,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1086,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1087,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1088,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1089,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1090,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1091,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1092,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1093,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1094,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1095,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1096,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1097,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1098,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1099,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1100,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1101,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1102,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1103,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1104,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1105,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1106,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1107,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1108,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1109,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1110,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1111,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1112,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1113,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1114,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1115,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1116,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Built-up
1117,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1118,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1119,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1120,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1121,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1122,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1123,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1124,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1125,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1126,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1127,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1128,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1129,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1130,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1131,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1132,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1133,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1134,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1135,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1136,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1137,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1138,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1139,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1140,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1141,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1142,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1143,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1144,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1145,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1146,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1147,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1148,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1149,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1150,Wetland,NULL,Water,NULL,Water,NULL,NULL,NULL
1151,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1152,Wetland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1153,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1154,Wetland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1155,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
1156,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
1157,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1158,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1159,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1160,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1161,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1162,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1163,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
1164,Wetland,NULL,Water,Water,Water,NULL,NULL,Cropland
1165,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
1166,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1167,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
1168,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1169,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1170,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1171,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1172,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1173,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1174,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1175,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1176,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1177,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1178,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1179,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1180,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1181,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1182,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1183,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1184,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1185,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1186,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1187,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1188,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1189,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1190,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1191,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1192,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1193,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1194,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1195,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1196,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1197,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1198,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1199,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1200,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1201,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1202,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1203,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1204,Wetland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1205,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1206,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1207,Wetland,Cropland,Water,NULL,Water,NULL,NULL,NULL
1208,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1209,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1210,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1211,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Water
1212,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1213,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1214,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1215,Wetland,Cropland,Water,Water,Water,NULL,NULL,Forest
1216,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1217,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1218,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1219,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1220,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1221,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1222,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1223,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1224,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1225,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1226,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1227,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1228,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1229,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1230,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1231,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1232,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1233,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1234,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1235,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1236,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1237,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1238,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1239,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1240,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1241,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1242,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1243,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1244,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1245,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1246,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1247,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1248,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1249,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1250,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1251,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1252,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1253,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1254,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1255,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1256,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1257,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
1258,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1259,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1260,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Cropland
1261,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1262,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1263,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1264,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1265,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1266,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
1267,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
1268,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1269,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1270,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1271,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1272,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1273,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1274,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1275,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1276,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1277,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1278,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1279,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1280,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1281,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1282,Wetland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1283,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1284,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1285,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1286,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1287,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1288,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1289,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1290,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1291,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1292,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1293,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1294,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1295,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1296,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1297,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1298,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1299,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1300,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
1301,Wetland,Water,Water,NULL,Water,NULL,NULL,Cropland
1302,Wetland,Water,Water,NULL,Water,NULL,NULL,Bareland
1303,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
1304,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
1305,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1306,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Cropland
1307,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
1308,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1309,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
1310,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1311,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1312,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1313,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1314,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1315,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1316,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1317,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1318,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1319,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1320,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1321,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1322,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1323,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1324,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1325,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1326,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1327,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1328,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1329,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1330,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1331,Wetland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1332,Wetland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1333,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1334,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1335,Wetland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1336,Wetland,Forest,Water,NULL,Water,NULL,NULL,Wetland
1337,Wetland,Forest,Water,NULL,Water,NULL,NULL,Forest
1338,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1339,Wetland,Forest,Water,Water,Water,NULL,NULL,Cropland
1340,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
1341,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1342,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1343,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1344,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1345,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1346,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1347,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1348,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1349,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1350,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1351,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1352,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1353,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1354,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1355,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1356,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1357,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1358,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1359,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1360,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1361,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1362,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1363,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1364,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1365,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1366,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1367,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1368,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1369,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1370,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
