Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NHB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NHB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NHB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NHB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NHB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NHB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NHB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NHB_M_R
700,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
701,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
702,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
703,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
704,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
705,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
706,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
707,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
708,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
709,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
710,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
711,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
712,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
713,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
714,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
715,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
716,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
717,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
718,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
719,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
720,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
721,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
722,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
723,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
724,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
725,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
726,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
727,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
728,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
729,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
730,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
731,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
732,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
733,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
734,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
735,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
736,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
737,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
738,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
739,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
740,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
741,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
742,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
743,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
744,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
745,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
746,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
747,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
748,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
749,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
750,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
751,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
752,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Bareland
753,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
754,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
755,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
756,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
757,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
758,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
759,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
760,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
761,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
762,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
763,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
764,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
765,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
766,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
767,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Bareland
768,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
769,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
770,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
771,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
772,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
773,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
774,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
775,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
776,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
777,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
778,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
779,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
780,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
781,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
782,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
783,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
784,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
785,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
786,Forest,NULL,Water,NULL,Water,Grassland,NULL,Grassland
787,Forest,NULL,Water,NULL,Water,Grassland,NULL,Forest
788,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
789,Forest,NULL,Water,NULL,Water,Grassland,Forest,Forest
790,Forest,NULL,Water,NULL,Water,Wetland,NULL,Grassland
791,Forest,NULL,Water,NULL,Water,Wetland,NULL,Forest
792,Forest,NULL,Water,NULL,Water,Water,NULL,Grassland
793,Forest,NULL,Water,NULL,Water,Water,NULL,Forest
794,Forest,NULL,Water,NULL,Water,Forest,NULL,Grassland
795,Forest,NULL,Water,NULL,Water,Forest,NULL,Forest
796,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
797,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
798,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
799,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
800,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
801,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
802,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
803,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
804,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
805,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
806,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
807,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
808,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
809,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
810,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
811,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
812,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
813,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
814,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
815,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
816,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
817,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
818,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
819,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
820,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Bareland
821,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
822,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
823,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
824,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,NULL
825,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
826,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
827,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
828,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Bareland
829,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
830,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
831,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
832,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Water
833,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
834,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
835,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
836,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
837,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
838,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
839,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
840,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
841,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
842,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
843,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
844,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
845,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
846,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
847,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
848,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
849,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
850,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
851,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
852,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
853,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
854,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
855,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
856,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
857,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
858,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
859,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
860,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
861,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
862,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
863,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
864,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
865,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
866,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
867,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
868,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
869,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
870,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
871,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
872,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
873,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
874,Forest,Water,Water,NULL,Water,NULL,NULL,Water
875,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
876,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
877,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
878,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
879,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
880,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
881,Forest,Water,Water,Water,Water,NULL,NULL,Water
882,Forest,Water,Water,Water,Water,NULL,NULL,Forest
883,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
884,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
885,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
886,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
887,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
888,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
889,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
890,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
891,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
892,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
893,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
894,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
895,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
896,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
897,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
898,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
899,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
900,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
901,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
902,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
903,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
904,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
905,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
906,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
907,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
908,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
909,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
910,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
911,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
912,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
913,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
914,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
915,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
916,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
917,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
918,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
919,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
920,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
921,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
922,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
923,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
924,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
925,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
926,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
927,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
928,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
929,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
930,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
931,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
932,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
933,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
934,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
935,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
936,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
937,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
938,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
939,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
940,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
941,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
942,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
943,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
944,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
945,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
946,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
947,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
948,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
949,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
950,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
951,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
952,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
953,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,NULL
954,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
955,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
956,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
957,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Bareland
958,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
959,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
960,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
961,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
962,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,NULL
963,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Grassland
964,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
965,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
966,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
967,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
968,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
969,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
970,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
971,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
972,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
973,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
974,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
975,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
976,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
977,Forest,Forest,Water,NULL,Water,Grassland,NULL,Grassland
978,Forest,Forest,Water,NULL,Water,Grassland,NULL,Forest
979,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
980,Forest,Forest,Water,NULL,Water,Wetland,NULL,Grassland
981,Forest,Forest,Water,NULL,Water,Wetland,NULL,Forest
982,Forest,Forest,Water,NULL,Water,Water,NULL,Forest
983,Forest,Forest,Water,NULL,Water,Forest,NULL,Grassland
984,Forest,Forest,Water,NULL,Water,Forest,NULL,Forest
985,Forest,Forest,Water,NULL,Water,Forest,Grassland,Forest
986,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
987,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
988,Forest,Forest,Water,Water,Water,NULL,NULL,Water
989,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
990,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
991,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
992,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
993,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
994,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
995,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
996,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
997,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
998,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
999,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1000,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
1001,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1002,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1003,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1004,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1005,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1006,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1007,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
1008,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Water
1009,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1010,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1011,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1012,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1013,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1014,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,NULL
1015,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1016,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
1017,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1018,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1019,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1020,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1021,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1022,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
1023,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1024,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1025,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1026,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1027,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1028,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1029,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
1030,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1031,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1032,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1033,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1034,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1035,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
