Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCT_M_R
6170,Water,Water,Water,NULL,Water,Water,Bareland,Bareland
6171,Water,Water,Water,NULL,Water,Water,Bareland,Water
6172,Water,Water,Water,NULL,Water,Water,Bareland,Forest
6173,Water,Water,Water,NULL,Water,Water,Built-up,Water
6174,Water,Water,Water,NULL,Water,Water,Water,Grassland
6175,Water,Water,Water,NULL,Water,Water,Water,Wetland
6176,Water,Water,Water,NULL,Water,Water,Water,Bareland
6177,Water,Water,Water,NULL,Water,Water,Water,Water
6178,Water,Water,Water,NULL,Water,Water,Water,Forest
6179,Water,Water,Water,NULL,Water,Water,Forest,Grassland
6180,Water,Water,Water,NULL,Water,Water,Forest,Water
6181,Water,Water,Water,NULL,Water,Water,Forest,Forest
6182,Water,Water,Water,NULL,Water,Forest,Grassland,Forest
6183,Water,Water,Water,NULL,Water,Forest,Wetland,Water
6184,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
6185,Water,Water,Water,NULL,Water,Forest,Water,Water
6186,Water,Water,Water,NULL,Water,Forest,Water,Forest
6187,Water,Water,Water,Non_Water,Water,NULL,Grassland,Forest
6188,Water,Water,Water,Non_Water,Water,NULL,Water,Water
6189,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Forest
6190,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
6191,Water,Water,Water,Non_Water,Water,Grassland,Water,Grassland
6192,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
6193,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
6194,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
6195,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
6196,Water,Water,Water,Non_Water,Water,Bareland,Grassland,Grassland
6197,Water,Water,Water,Non_Water,Water,Bareland,Grassland,Water
6198,Water,Water,Water,Non_Water,Water,Bareland,Grassland,Forest
6199,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Water
6200,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
6201,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Grassland
6202,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Bareland
6203,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Water
6204,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Forest
6205,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
6206,Water,Water,Water,Non_Water,Water,Bareland,Water,Forest
6207,Water,Water,Water,Non_Water,Water,Water,Grassland,Grassland
6208,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
6209,Water,Water,Water,Non_Water,Water,Water,Grassland,Forest
6210,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
6211,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
6212,Water,Water,Water,Non_Water,Water,Water,Bareland,Bareland
6213,Water,Water,Water,Non_Water,Water,Water,Bareland,Water
6214,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
6215,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
6216,Water,Water,Water,Non_Water,Water,Water,Water,Water
6217,Water,Water,Water,Non_Water,Water,Water,Water,Forest
6218,Water,Water,Water,Non_Water,Water,Forest,Wetland,Water
6219,Water,Water,Water,Non_Water,Water,Forest,Wetland,Forest
6220,Water,Water,Water,Non_Water,Water,Forest,Water,Water
6221,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
6222,Water,Water,Water,Water,Water,NULL,Grassland,Forest
6223,Water,Water,Water,Water,Water,NULL,Wetland,Grassland
6224,Water,Water,Water,Water,Water,NULL,Wetland,Water
6225,Water,Water,Water,Water,Water,NULL,Wetland,Forest
6226,Water,Water,Water,Water,Water,NULL,Water,Water
6227,Water,Water,Water,Water,Water,NULL,Water,Forest
6228,Water,Water,Water,Water,Water,Shrubland,Water,Grassland
6229,Water,Water,Water,Water,Water,Shrubland,Water,Water
6230,Water,Water,Water,Water,Water,Shrubland,Water,Forest
6231,Water,Water,Water,Water,Water,Grassland,Grassland,Grassland
6232,Water,Water,Water,Water,Water,Grassland,Grassland,Water
6233,Water,Water,Water,Water,Water,Grassland,Grassland,Forest
6234,Water,Water,Water,Water,Water,Grassland,Wetland,Water
6235,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
6236,Water,Water,Water,Water,Water,Grassland,Bareland,Water
6237,Water,Water,Water,Water,Water,Grassland,Bareland,Forest
6238,Water,Water,Water,Water,Water,Grassland,Water,Grassland
6239,Water,Water,Water,Water,Water,Grassland,Water,Water
6240,Water,Water,Water,Water,Water,Grassland,Water,Forest
6241,Water,Water,Water,Water,Water,Wetland,Grassland,Grassland
6242,Water,Water,Water,Water,Water,Wetland,Grassland,Water
6243,Water,Water,Water,Water,Water,Wetland,Grassland,Forest
6244,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
6245,Water,Water,Water,Water,Water,Wetland,Wetland,Water
6246,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
6247,Water,Water,Water,Water,Water,Wetland,Built-up,Forest
6248,Water,Water,Water,Water,Water,Wetland,Water,Grassland
6249,Water,Water,Water,Water,Water,Wetland,Water,Water
6250,Water,Water,Water,Water,Water,Wetland,Water,Forest
6251,Water,Water,Water,Water,Water,Wetland,Forest,Forest
6252,Water,Water,Water,Water,Water,Bareland,Grassland,Bareland
6253,Water,Water,Water,Water,Water,Bareland,Grassland,Water
6254,Water,Water,Water,Water,Water,Bareland,Grassland,Forest
6255,Water,Water,Water,Water,Water,Bareland,Wetland,Grassland
6256,Water,Water,Water,Water,Water,Bareland,Wetland,Bareland
6257,Water,Water,Water,Water,Water,Bareland,Wetland,Water
6258,Water,Water,Water,Water,Water,Bareland,Wetland,Forest
6259,Water,Water,Water,Water,Water,Bareland,Bareland,Grassland
6260,Water,Water,Water,Water,Water,Bareland,Bareland,Bareland
6261,Water,Water,Water,Water,Water,Bareland,Bareland,Water
6262,Water,Water,Water,Water,Water,Bareland,Bareland,Forest
6263,Water,Water,Water,Water,Water,Bareland,Built-up,Forest
6264,Water,Water,Water,Water,Water,Bareland,Water,Grassland
6265,Water,Water,Water,Water,Water,Bareland,Water,Wetland
6266,Water,Water,Water,Water,Water,Bareland,Water,Bareland
6267,Water,Water,Water,Water,Water,Bareland,Water,Water
6268,Water,Water,Water,Water,Water,Bareland,Water,Forest
6269,Water,Water,Water,Water,Water,Bareland,Forest,Water
6270,Water,Water,Water,Water,Water,Built-up,Built-up,Grassland
6271,Water,Water,Water,Water,Water,Built-up,Built-up,Water
6272,Water,Water,Water,Water,Water,Built-up,Water,Grassland
6273,Water,Water,Water,Water,Water,Built-up,Water,Bareland
6274,Water,Water,Water,Water,Water,Built-up,Water,Built-up
6275,Water,Water,Water,Water,Water,Built-up,Water,Water
6276,Water,Water,Water,Water,Water,Water,Grassland,Grassland
6277,Water,Water,Water,Water,Water,Water,Grassland,Bareland
6278,Water,Water,Water,Water,Water,Water,Grassland,Water
6279,Water,Water,Water,Water,Water,Water,Grassland,Forest
6280,Water,Water,Water,Water,Water,Water,Wetland,Wetland
6281,Water,Water,Water,Water,Water,Water,Wetland,Water
6282,Water,Water,Water,Water,Water,Water,Wetland,Forest
6283,Water,Water,Water,Water,Water,Water,Bareland,Bareland
6284,Water,Water,Water,Water,Water,Water,Bareland,Water
6285,Water,Water,Water,Water,Water,Water,Bareland,Forest
6286,Water,Water,Water,Water,Water,Water,Built-up,Water
6287,Water,Water,Water,Water,Water,Water,Built-up,Forest
6288,Water,Water,Water,Water,Water,Water,Water,Grassland
6289,Water,Water,Water,Water,Water,Water,Water,Wetland
6290,Water,Water,Water,Water,Water,Water,Water,Bareland
6291,Water,Water,Water,Water,Water,Water,Water,Water
6292,Water,Water,Water,Water,Water,Water,Water,Forest
6293,Water,Water,Water,Water,Water,Water,Forest,Water
6294,Water,Water,Water,Water,Water,Water,Forest,Forest
6295,Water,Water,Water,Water,Water,Forest,Grassland,Water
6296,Water,Water,Water,Water,Water,Forest,Grassland,Forest
6297,Water,Water,Water,Water,Water,Forest,Wetland,Water
6298,Water,Water,Water,Water,Water,Forest,Wetland,Forest
6299,Water,Water,Water,Water,Water,Forest,Bareland,Forest
6300,Water,Water,Water,Water,Water,Forest,Built-up,Forest
6301,Water,Water,Water,Water,Water,Forest,Water,Water
6302,Water,Water,Water,Water,Water,Forest,Water,Forest
6303,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6304,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
6305,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6306,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
6307,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6308,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
6309,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
6310,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
6311,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
6312,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6313,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6314,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
6315,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6316,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
6317,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6318,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
6319,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6320,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
6321,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6322,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6323,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
6324,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6325,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
6326,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
6327,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
6328,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6329,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6330,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
6331,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6332,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
6333,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6334,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
6335,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6336,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
6337,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
6338,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6339,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
6340,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6341,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
6342,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6343,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6344,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
6345,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
6346,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6347,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
6348,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
6349,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
6350,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6351,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
6352,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
6353,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
6354,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
6355,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
6356,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
6357,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
6358,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
6359,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
6360,Water,Water,Forest,NULL,Non_Wetland,Bareland,Built-up,Water
6361,Water,Water,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
6362,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
6363,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
6364,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
6365,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
6366,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
6367,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
6368,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6369,Water,Water,Forest,NULL,Non_Wetland,Built-up,Built-up,Water
6370,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
6371,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
6372,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
6373,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
6374,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
6375,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
6376,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
6377,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
6378,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
6379,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
6380,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
6381,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
6382,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
6383,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
6384,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
6385,Water,Water,Forest,NULL,Non_Wetland,Water,Built-up,Grassland
6386,Water,Water,Forest,NULL,Non_Wetland,Water,Built-up,Water
6387,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
6388,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
6389,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
6390,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
6391,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
6392,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
6393,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
6394,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
6395,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6396,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
6397,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6398,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
6399,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6400,Water,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
6401,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
6402,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6403,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
6404,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
6405,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6406,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
6407,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6408,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Water
6409,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
6410,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
6411,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
6412,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
6413,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6414,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6415,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
6416,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
6417,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
6418,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
6419,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
6420,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
6421,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
6422,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
6423,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Grassland
6424,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
6425,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
6426,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
6427,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
6428,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
6429,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland,Forest
6430,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
6431,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
6432,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Forest
6433,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
6434,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
6435,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
6436,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
6437,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
6438,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
6439,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
6440,Water,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
6441,Water,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Water
6442,Water,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
6443,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
6444,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
6445,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
6446,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
6447,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
6448,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
6449,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
6450,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
6451,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Bareland
6452,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
6453,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
6454,Water,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
6455,Water,Water,Forest,Water,Non_Wetland,Built-up,Built-up,Forest
6456,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
6457,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Bareland
6458,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
6459,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
6460,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
6461,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
6462,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
6463,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
6464,Water,Water,Forest,Water,Non_Wetland,Water,Built-up,Water
6465,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
6466,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
6467,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
6468,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
6469,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
6470,Water,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
6471,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Grassland
6472,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
6473,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
6474,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
6475,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6476,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6477,Water,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6478,Water,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6479,Water,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
6480,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
6481,Water,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6482,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
6483,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
6484,Water,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
6485,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
6486,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
6487,Water,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
6488,Water,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
6489,Water,Forest,Water,NULL,Water,Bareland,Grassland,Forest
6490,Water,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6491,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
6492,Water,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6493,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6494,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6495,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
6496,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
6497,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
6498,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
6499,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
6500,Water,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
6501,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
6502,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
6503,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6504,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6505,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6506,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
6507,Permanent_ice_and_snow,Cropland,Water,Non_Water,Water,Bareland,Bareland,Forest
6508,Permanent_ice_and_snow,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
6509,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
6510,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
6511,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
6512,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6513,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6514,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
6515,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
6516,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
6517,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
6518,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
6519,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6520,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6521,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6522,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6523,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
6524,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6525,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6526,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6527,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6528,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
6529,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6530,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
6531,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
6532,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
6533,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
6534,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6535,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6536,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6537,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6538,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6539,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
6540,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6541,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
6542,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
6543,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
6544,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
6545,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6546,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
6547,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
