Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MZR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MZR_M_R
3345,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
3346,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
3347,Water,Wetland,Wetland,Water,Wetland,Forest,Water,Water
3348,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3349,Water,Wetland,Water,NULL,Water,Water,Water,Water
3350,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
3351,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
3352,Water,Wetland,Water,Water,Water,NULL,Water,Wetland
3353,Water,Wetland,Water,Water,Water,NULL,Water,Forest
3354,Water,Wetland,Water,Water,Water,Wetland,Water,Water
3355,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
3356,Water,Wetland,Water,Water,Water,Water,Water,Grassland
3357,Water,Wetland,Water,Water,Water,Water,Water,Wetland
3358,Water,Wetland,Water,Water,Water,Water,Water,Bareland
3359,Water,Wetland,Water,Water,Water,Water,Water,Water
3360,Water,Wetland,Water,Water,Water,Water,Water,Forest
3361,Water,Wetland,Water,Water,Water,Forest,Water,Water
3362,Water,Bareland,Wetland,NULL,Wetland,Grassland,Water,Water
3363,Water,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3364,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Water
3365,Water,Bareland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3366,Water,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3367,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
3368,Water,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
3369,Water,Bareland,Wetland,Water,Wetland,Cropland,NULL,Water
3370,Water,Bareland,Wetland,Water,Wetland,Cropland,Water,Water
3371,Water,Bareland,Wetland,Water,Wetland,Wetland,NULL,Water
3372,Water,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3373,Water,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Water
3374,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
3375,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
3376,Water,Bareland,Wetland,Water,Wetland,Water,NULL,Water
3377,Water,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
3378,Water,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
3379,Water,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
3380,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
3381,Water,Bareland,Water,Non_Water,Water,Water,Water,Water
3382,Water,Bareland,Water,Water,Water,Water,Water,Water
3383,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3384,Water,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3385,Water,Built-up,Grassland,Water,Non_Wetland,Built-up,Water,Forest
3386,Water,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3387,Water,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3388,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
3389,Water,Built-up,Water,NULL,Water,Built-up,Built-up,Water
3390,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3391,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3392,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
3393,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3394,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3395,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3396,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3397,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3398,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
3399,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3400,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3401,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3402,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3403,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
3404,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3405,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3406,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
3407,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
3408,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
3409,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3410,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3411,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3412,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3413,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3414,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
3415,Water,Water,NULL,NULL,Non_Wetland,Built-up,Water,Forest
3416,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3417,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
3418,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
3419,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3420,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3421,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
3422,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3423,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
3424,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
3425,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
3426,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
3427,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
3428,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
3429,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
3430,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
3431,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
3432,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3433,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Water
3434,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3435,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
3436,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3437,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
3438,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3439,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3440,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
3441,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3442,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
3443,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
3444,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3445,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Built-up
3446,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
3447,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
3448,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
3449,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
3450,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
3451,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3452,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
3453,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
3454,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3455,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
3456,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
3457,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
3458,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
3459,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3460,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Water
3461,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
3462,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
3463,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3464,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
3465,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
3466,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
3467,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
3468,Water,Water,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
3469,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
3470,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
3471,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
3472,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Bareland
3473,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
3474,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
3475,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Bareland
3476,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
3477,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
3478,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
3479,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
3480,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
3481,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
3482,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
3483,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
3484,Water,Water,NULL,Water,Non_Wetland,Forest,Wetland,Water
3485,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
3486,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3487,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
3488,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3489,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3490,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
3491,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3492,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3493,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3494,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
3495,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3496,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3497,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3498,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3499,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
3500,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
3501,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3502,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3503,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
3504,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3505,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3506,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3507,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
3508,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3509,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3510,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
3511,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3512,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3513,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3514,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3515,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
3516,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3517,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3518,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Water
3519,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
3520,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3521,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
3522,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
3523,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3524,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3525,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
3526,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3527,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
3528,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3529,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
3530,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
3531,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3532,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
3533,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
3534,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3535,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3536,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3537,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3538,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3539,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3540,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
3541,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3542,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
3543,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
3544,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
3545,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
3546,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
3547,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
3548,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
3549,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
3550,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
3551,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
3552,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
3553,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3554,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
3555,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
3556,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3557,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
3558,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
3559,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
3560,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
3561,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
3562,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
3563,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
3564,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
3565,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Bareland,Water
3566,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
3567,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
3568,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
3569,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
3570,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Wetland,Water
3571,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Water,Forest
3572,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
3573,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
3574,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
3575,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
3576,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
3577,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
3578,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
3579,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
3580,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3581,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
3582,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
3583,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
3584,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
3585,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
3586,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3587,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3588,Water,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3589,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3590,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3591,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
3592,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3593,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3594,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3595,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3596,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Water
3597,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
3598,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3599,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3600,Water,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
3601,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3602,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3603,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
3604,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
3605,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3606,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3607,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
3608,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Water
3609,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
3610,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
3611,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Bareland
3612,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
3613,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
3614,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3615,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3616,Water,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3617,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3618,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3619,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3620,Water,Water,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3621,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
3622,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Bareland
3623,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3624,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
3625,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
3626,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3627,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3628,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
3629,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3630,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
3631,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
3632,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
3633,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
3634,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
3635,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
3636,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
3637,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3638,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3639,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Grassland
3640,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3641,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3642,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3643,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Water
3644,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3645,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Wetland
3646,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
3647,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3648,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3649,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
3650,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3651,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3652,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3653,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
3654,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
3655,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
3656,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
3657,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
3658,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Water
3659,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
3660,Water,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
3661,Water,Water,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
3662,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
3663,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Forest
3664,Water,Water,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
3665,Water,Water,Grassland,Water,Non_Wetland,Cropland,Water,Forest
3666,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
3667,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
3668,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
3669,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
3670,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
3671,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
3672,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
3673,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
3674,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
3675,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Water
3676,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Forest
3677,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
3678,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
3679,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
3680,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
3681,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
3682,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
3683,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
3684,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
3685,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
3686,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
3687,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
3688,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
3689,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Grassland
3690,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
3691,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
3692,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3693,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
3694,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3695,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3696,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
3697,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3698,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
3699,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
3700,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
3701,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3702,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
3703,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
3704,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
