Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MTR_M_R
6577,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
6578,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
6579,Water,Water,Built-up,Water,Non_Wetland,Wetland,Bareland,Water
6580,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
6581,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Forest
6582,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
6583,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
6584,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Forest
6585,Water,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
6586,Water,Water,Built-up,Water,Non_Wetland,Water,Grassland,Water
6587,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
6588,Water,Water,Built-up,Water,Non_Wetland,Water,Built-up,Water
6589,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Wetland
6590,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
6591,Water,Water,Water,NULL,Water,NULL,Wetland,Water
6592,Water,Water,Water,NULL,Water,NULL,Water,Forest
6593,Water,Water,Water,NULL,Water,Grassland,Wetland,Grassland
6594,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
6595,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
6596,Water,Water,Water,NULL,Water,Grassland,Water,Forest
6597,Water,Water,Water,NULL,Water,Wetland,NULL,Forest
6598,Water,Water,Water,NULL,Water,Wetland,Grassland,Grassland
6599,Water,Water,Water,NULL,Water,Wetland,Grassland,Wetland
6600,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
6601,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
6602,Water,Water,Water,NULL,Water,Wetland,Wetland,Wetland
6603,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
6604,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
6605,Water,Water,Water,NULL,Water,Wetland,Bareland,Grassland
6606,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
6607,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
6608,Water,Water,Water,NULL,Water,Wetland,Water,Water
6609,Water,Water,Water,NULL,Water,Wetland,Water,Forest
6610,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
6611,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
6612,Water,Water,Water,NULL,Water,Bareland,Water,Water
6613,Water,Water,Water,NULL,Water,Bareland,Water,Forest
6614,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
6615,Water,Water,Water,NULL,Water,Water,Grassland,Water
6616,Water,Water,Water,NULL,Water,Water,Grassland,Forest
6617,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
6618,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
6619,Water,Water,Water,NULL,Water,Water,Wetland,Water
6620,Water,Water,Water,NULL,Water,Water,Wetland,Forest
6621,Water,Water,Water,NULL,Water,Water,Bareland,Water
6622,Water,Water,Water,NULL,Water,Water,Bareland,Forest
6623,Water,Water,Water,NULL,Water,Water,Built-up,Forest
6624,Water,Water,Water,NULL,Water,Water,Water,Grassland
6625,Water,Water,Water,NULL,Water,Water,Water,Wetland
6626,Water,Water,Water,NULL,Water,Water,Water,Bareland
6627,Water,Water,Water,NULL,Water,Water,Water,Water
6628,Water,Water,Water,NULL,Water,Water,Water,Forest
6629,Water,Water,Water,NULL,Water,Water,Forest,Grassland
6630,Water,Water,Water,NULL,Water,Water,Forest,Water
6631,Water,Water,Water,NULL,Water,Water,Forest,Forest
6632,Water,Water,Water,Non_Water,Water,NULL,Grassland,Forest
6633,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
6634,Water,Water,Water,Non_Water,Water,NULL,Water,Water
6635,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
6636,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Forest
6637,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
6638,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
6639,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
6640,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
6641,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
6642,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
6643,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
6644,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
6645,Water,Water,Water,Non_Water,Water,Bareland,Water,Grassland
6646,Water,Water,Water,Non_Water,Water,Bareland,Water,Wetland
6647,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
6648,Water,Water,Water,Non_Water,Water,Bareland,Water,Forest
6649,Water,Water,Water,Non_Water,Water,Water,Grassland,Grassland
6650,Water,Water,Water,Non_Water,Water,Water,Grassland,Wetland
6651,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
6652,Water,Water,Water,Non_Water,Water,Water,Grassland,Forest
6653,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
6654,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
6655,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
6656,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
6657,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
6658,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
6659,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
6660,Water,Water,Water,Non_Water,Water,Water,Water,Water
6661,Water,Water,Water,Non_Water,Water,Water,Water,Forest
6662,Water,Water,Water,Non_Water,Water,Water,Forest,Water
6663,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
6664,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
6665,Water,Water,Water,Water,Water,NULL,Wetland,Grassland
6666,Water,Water,Water,Water,Water,NULL,Wetland,Wetland
6667,Water,Water,Water,Water,Water,NULL,Wetland,Water
6668,Water,Water,Water,Water,Water,NULL,Wetland,Forest
6669,Water,Water,Water,Water,Water,NULL,Water,Wetland
6670,Water,Water,Water,Water,Water,NULL,Water,Water
6671,Water,Water,Water,Water,Water,NULL,Water,Forest
6672,Water,Water,Water,Water,Water,Grassland,Wetland,Grassland
6673,Water,Water,Water,Water,Water,Grassland,Water,Grassland
6674,Water,Water,Water,Water,Water,Grassland,Water,Wetland
6675,Water,Water,Water,Water,Water,Grassland,Water,Water
6676,Water,Water,Water,Water,Water,Grassland,Water,Forest
6677,Water,Water,Water,Water,Water,Wetland,NULL,Forest
6678,Water,Water,Water,Water,Water,Wetland,Grassland,Grassland
6679,Water,Water,Water,Water,Water,Wetland,Grassland,Wetland
6680,Water,Water,Water,Water,Water,Wetland,Grassland,Water
6681,Water,Water,Water,Water,Water,Wetland,Grassland,Forest
6682,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
6683,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
6684,Water,Water,Water,Water,Water,Wetland,Wetland,Water
6685,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
6686,Water,Water,Water,Water,Water,Wetland,Bareland,Grassland
6687,Water,Water,Water,Water,Water,Wetland,Bareland,Wetland
6688,Water,Water,Water,Water,Water,Wetland,Bareland,Forest
6689,Water,Water,Water,Water,Water,Wetland,Water,Grassland
6690,Water,Water,Water,Water,Water,Wetland,Water,Wetland
6691,Water,Water,Water,Water,Water,Wetland,Water,Water
6692,Water,Water,Water,Water,Water,Wetland,Water,Forest
6693,Water,Water,Water,Water,Water,Wetland,Forest,Grassland
6694,Water,Water,Water,Water,Water,Wetland,Forest,Wetland
6695,Water,Water,Water,Water,Water,Wetland,Forest,Forest
6696,Water,Water,Water,Water,Water,Bareland,Water,Grassland
6697,Water,Water,Water,Water,Water,Bareland,Water,Wetland
6698,Water,Water,Water,Water,Water,Bareland,Water,Water
6699,Water,Water,Water,Water,Water,Bareland,Water,Forest
6700,Water,Water,Water,Water,Water,Built-up,Water,Water
6701,Water,Water,Water,Water,Water,Water,NULL,Wetland
6702,Water,Water,Water,Water,Water,Water,NULL,Water
6703,Water,Water,Water,Water,Water,Water,Grassland,Grassland
6704,Water,Water,Water,Water,Water,Water,Grassland,Wetland
6705,Water,Water,Water,Water,Water,Water,Grassland,Water
6706,Water,Water,Water,Water,Water,Water,Grassland,Forest
6707,Water,Water,Water,Water,Water,Water,Wetland,Grassland
6708,Water,Water,Water,Water,Water,Water,Wetland,Wetland
6709,Water,Water,Water,Water,Water,Water,Wetland,Water
6710,Water,Water,Water,Water,Water,Water,Wetland,Forest
6711,Water,Water,Water,Water,Water,Water,Bareland,Grassland
6712,Water,Water,Water,Water,Water,Water,Built-up,Water
6713,Water,Water,Water,Water,Water,Water,Water,Grassland
6714,Water,Water,Water,Water,Water,Water,Water,Wetland
6715,Water,Water,Water,Water,Water,Water,Water,Bareland
6716,Water,Water,Water,Water,Water,Water,Water,Water
6717,Water,Water,Water,Water,Water,Water,Water,Forest
6718,Water,Water,Water,Water,Water,Water,Forest,Grassland
6719,Water,Water,Water,Water,Water,Water,Forest,Wetland
6720,Water,Water,Water,Water,Water,Water,Forest,Water
6721,Water,Water,Water,Water,Water,Water,Forest,Forest
6722,Water,Water,Water,Water,Water,Forest,Wetland,Grassland
6723,Water,Water,Water,Water,Water,Forest,Wetland,Wetland
6724,Water,Water,Water,Water,Water,Forest,Wetland,Forest
6725,Water,Water,Water,Water,Water,Forest,Water,Wetland
6726,Water,Water,Water,Water,Water,Forest,Water,Water
6727,Water,Water,Water,Water,Water,Forest,Water,Forest
6728,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6729,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
6730,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6731,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
6732,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
6733,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
6734,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6735,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6736,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
6737,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6738,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
6739,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
6740,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6741,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6742,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6743,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
6744,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6745,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
6746,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
6747,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
6748,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
6749,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
6750,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6751,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
6752,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
6753,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
6754,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6755,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6756,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
6757,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
6758,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
6759,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
6760,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
6761,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
6762,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
6763,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
6764,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
6765,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
6766,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
6767,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
6768,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
6769,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
6770,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
6771,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
6772,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
6773,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
6774,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6775,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6776,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6777,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
6778,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
6779,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
6780,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
6781,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6782,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6783,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6784,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6785,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
6786,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6787,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
6788,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
6789,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
6790,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
6791,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
6792,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
6793,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
6794,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
6795,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
6796,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
6797,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Grassland
6798,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
6799,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
6800,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
6801,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
6802,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
6803,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
6804,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
6805,Water,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
6806,Water,Water,Forest,Water,Non_Wetland,Wetland,NULL,Forest
6807,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
6808,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Water
6809,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
6810,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
6811,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
6812,Water,Water,Forest,Water,Non_Wetland,Wetland,Bareland,Water
6813,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
6814,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
6815,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
6816,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
6817,Water,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
6818,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
6819,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
6820,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
6821,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
6822,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
6823,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
6824,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
6825,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
6826,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
6827,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
6828,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
6829,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
6830,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
6831,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
6832,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6833,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
6834,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6835,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
6836,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6837,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
6838,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
6839,Water,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
6840,Water,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
6841,Water,Forest,NULL,Water,Non_Wetland,Grassland,Water,Grassland
6842,Water,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
6843,Water,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
6844,Water,Forest,NULL,Water,Non_Wetland,Water,Water,Wetland
6845,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
6846,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6847,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
6848,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
6849,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
6850,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
6851,Water,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
6852,Water,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
6853,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
6854,Water,Forest,Grassland,Water,Non_Wetland,Water,Grassland,Forest
6855,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
6856,Water,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
6857,Water,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
6858,Water,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6859,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6860,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6861,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6862,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
6863,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
6864,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
6865,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
6866,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
6867,Water,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
6868,Water,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
6869,Water,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
6870,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
6871,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
6872,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
6873,Water,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
6874,Water,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
6875,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
6876,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
6877,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
6878,Water,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
6879,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
6880,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
6881,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
6882,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6883,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6884,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6885,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6886,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6887,Water,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
6888,Water,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
6889,Water,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
6890,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
6891,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6892,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
6893,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
6894,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
6895,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
6896,Water,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
6897,Water,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
6898,Water,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
6899,Water,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
6900,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
6901,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6902,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
6903,Water,Forest,Wetland,Water,Wetland,Wetland,Bareland,Grassland
6904,Water,Forest,Wetland,Water,Wetland,Wetland,Bareland,Forest
6905,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
6906,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
6907,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Water
6908,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
6909,Water,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
6910,Water,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
6911,Water,Forest,Wetland,Water,Wetland,Water,Grassland,Grassland
6912,Water,Forest,Wetland,Water,Wetland,Water,Grassland,Forest
6913,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
6914,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
6915,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
6916,Water,Forest,Wetland,Water,Wetland,Water,Water,Grassland
6917,Water,Forest,Wetland,Water,Wetland,Water,Water,Wetland
6918,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
6919,Water,Forest,Wetland,Water,Wetland,Water,Water,Forest
6920,Water,Forest,Wetland,Water,Wetland,Water,Forest,Grassland
6921,Water,Forest,Wetland,Water,Wetland,Water,Forest,Forest
6922,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
6923,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
6924,Water,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
6925,Water,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
6926,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6927,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
6928,Water,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
6929,Water,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
6930,Water,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
6931,Water,Forest,Water,NULL,Water,Wetland,Grassland,Forest
6932,Water,Forest,Water,NULL,Water,Wetland,Wetland,Forest
6933,Water,Forest,Water,NULL,Water,Wetland,Water,Forest
6934,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
6935,Water,Forest,Water,NULL,Water,Water,Water,Grassland
6936,Water,Forest,Water,NULL,Water,Water,Water,Forest
6937,Water,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
6938,Water,Forest,Water,Non_Water,Water,Wetland,Water,Forest
6939,Water,Forest,Water,Non_Water,Water,Water,Water,Grassland
6940,Water,Forest,Water,Non_Water,Water,Water,Water,Forest
6941,Water,Forest,Water,Water,Water,NULL,Wetland,Forest
6942,Water,Forest,Water,Water,Water,Wetland,Wetland,Grassland
6943,Water,Forest,Water,Water,Water,Wetland,Wetland,Wetland
6944,Water,Forest,Water,Water,Water,Wetland,Wetland,Water
6945,Water,Forest,Water,Water,Water,Wetland,Wetland,Forest
6946,Water,Forest,Water,Water,Water,Wetland,Water,Grassland
6947,Water,Forest,Water,Water,Water,Wetland,Water,Wetland
6948,Water,Forest,Water,Water,Water,Wetland,Water,Water
6949,Water,Forest,Water,Water,Water,Wetland,Water,Forest
6950,Water,Forest,Water,Water,Water,Wetland,Forest,Grassland
6951,Water,Forest,Water,Water,Water,Water,Wetland,Grassland
6952,Water,Forest,Water,Water,Water,Water,Wetland,Wetland
6953,Water,Forest,Water,Water,Water,Water,Wetland,Water
6954,Water,Forest,Water,Water,Water,Water,Wetland,Forest
6955,Water,Forest,Water,Water,Water,Water,Water,Grassland
6956,Water,Forest,Water,Water,Water,Water,Water,Wetland
6957,Water,Forest,Water,Water,Water,Water,Water,Water
6958,Water,Forest,Water,Water,Water,Water,Water,Forest
6959,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6960,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6961,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6962,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6963,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6964,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
6965,Water,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
6966,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
