Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KRQ_M_R
3985,Wetland,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
3986,Wetland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
3987,Wetland,Forest,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
3988,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3989,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
3990,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3991,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3992,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3993,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3994,Wetland,Forest,Forest,Water,Non_Wetland,Built-up,Wetland,Wetland
3995,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3996,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3997,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3998,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
3999,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
4000,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
4001,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4002,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4003,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
4004,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4005,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4006,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
4007,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
4008,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
4009,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
4010,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4011,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
4012,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
4013,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
4014,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
4015,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Water
4016,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
4017,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
4018,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
4019,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
4020,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4021,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
4022,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4023,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
4024,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4025,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
4026,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
4027,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4028,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
4029,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4030,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4031,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4032,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4033,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4034,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4035,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
4036,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4037,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4038,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4039,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4040,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
4041,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
4042,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4043,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
4044,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4045,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4046,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4047,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4048,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4049,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
4050,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4051,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
4052,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4053,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4054,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4055,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4056,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
4057,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4058,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4059,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4060,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
4061,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
4062,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4063,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
4064,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4065,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4066,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
4067,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
4068,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Wetland
4069,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
4070,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4071,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4072,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4073,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4074,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
4075,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4076,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
4077,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
4078,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
4079,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4080,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
4081,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4082,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4083,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4084,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Wetland
4085,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4086,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4087,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
4088,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4089,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4090,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
4091,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4092,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4093,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4094,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4095,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
4096,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4097,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4098,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4099,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4100,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
4101,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
4102,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
4103,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
4104,Bareland,NULL,Wetland,NULL,Wetland,NULL,Water,Water
4105,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
4106,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
4107,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
4108,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
4109,Bareland,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Wetland
4110,Bareland,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Water
4111,Bareland,NULL,Wetland,NULL,Wetland,Water,Built-up,Wetland
4112,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
4113,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Water
4114,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
4115,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
4116,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
4117,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Bareland
4118,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
4119,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
4120,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
4121,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
4122,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
4123,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
4124,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
4125,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
4126,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Water
4127,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
4128,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
4129,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
4130,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
4131,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
4132,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
4133,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Wetland
4134,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Water
4135,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4136,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Wetland
4137,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Water
4138,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
4139,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
4140,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
4141,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4142,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Wetland
4143,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
4144,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
4145,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Bareland
4146,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Water
4147,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
4148,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
4149,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4150,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
4151,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
4152,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4153,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4154,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
4155,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4156,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4157,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4158,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4159,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4160,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
4161,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
4162,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
4163,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Wetland
4164,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
4165,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Water
4166,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4167,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
4168,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4169,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
4170,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
4171,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Wetland
4172,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Wetland
4173,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4174,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
4175,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4176,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
4177,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Wetland
4178,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
4179,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
4180,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Wetland
4181,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
4182,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
4183,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
4184,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
4185,Bareland,NULL,Water,NULL,Water,Bareland,NULL,Wetland
4186,Bareland,NULL,Water,Water,Water,NULL,Water,Bareland
4187,Bareland,NULL,Water,Water,Water,NULL,Water,Water
4188,Bareland,NULL,Water,Water,Water,Bareland,Water,Water
4189,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4190,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
4191,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4192,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4193,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4194,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4195,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
4196,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
4197,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
4198,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4199,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
4200,Bareland,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Wetland
4201,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
4202,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
4203,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4204,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4205,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
4206,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4207,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
4208,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Wetland
4209,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
4210,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
4211,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
4212,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4213,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
4214,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4215,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
4216,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
4217,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
4218,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
4219,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4220,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4221,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4222,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4223,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4224,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4225,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4226,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
4227,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
4228,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
4229,Bareland,Cropland,Wetland,NULL,Wetland,NULL,Built-up,Wetland
4230,Bareland,Cropland,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
4231,Bareland,Cropland,Wetland,NULL,Wetland,Bareland,Water,Wetland
4232,Bareland,Cropland,Wetland,NULL,Wetland,Water,Water,Water
4233,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
4234,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
4235,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Bareland
4236,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Water
4237,Bareland,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
4238,Bareland,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Water
4239,Bareland,Cropland,Wetland,Non_Water,Wetland,Water,Bareland,Water
4240,Bareland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
4241,Bareland,Cropland,Wetland,Water,Wetland,NULL,Water,Wetland
4242,Bareland,Cropland,Wetland,Water,Wetland,NULL,Water,Water
4243,Bareland,Cropland,Wetland,Water,Wetland,Bareland,Bareland,Water
4244,Bareland,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
4245,Bareland,Cropland,Wetland,Water,Wetland,Water,Water,Water
4246,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Wetland
4247,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Water
4248,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Wetland
4249,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
4250,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Water
4251,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
4252,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
4253,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
4254,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Wetland
4255,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
4256,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
4257,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
4258,Bareland,Cropland,Bareland,Water,Non_Wetland,Water,Water,Water
4259,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4260,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
4261,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Wetland
4262,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
4263,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Water
4264,Bareland,Cropland,Built-up,NULL,Non_Wetland,Water,Water,Water
4265,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Bareland
4266,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
4267,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Wetland
4268,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
4269,Bareland,Cropland,Water,NULL,Water,NULL,Wetland,Wetland
4270,Bareland,Cropland,Water,NULL,Water,Water,Water,Water
4271,Bareland,Cropland,Water,Non_Water,Water,NULL,Water,Water
4272,Bareland,Cropland,Water,Non_Water,Water,Water,Water,Water
4273,Bareland,Cropland,Water,Water,Water,Water,Water,Water
4274,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4275,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4276,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
4277,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
4278,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
4279,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Wetland
4280,Bareland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
4281,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
4282,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
4283,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
4284,Bareland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
4285,Bareland,Wetland,Wetland,Water,Wetland,NULL,Water,Water
4286,Bareland,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
4287,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,Water
4288,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,Wetland
4289,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,Water
4290,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
4291,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
4292,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
4293,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
4294,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
4295,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
4296,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,Water,Water
4297,Bareland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
4298,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,Water,Water
4299,Bareland,Wetland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4300,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
4301,Bareland,Wetland,Water,NULL,Water,Bareland,Water,Water
4302,Bareland,Wetland,Water,NULL,Water,Water,Water,Water
4303,Bareland,Wetland,Water,Water,Water,Bareland,Water,Water
4304,Bareland,Wetland,Water,Water,Water,Water,Water,Water
4305,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4306,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
4307,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
4308,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4309,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Built-up,NULL,Wetland
