Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNJ_M_R
12067,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12068,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12069,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
12070,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12071,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Forest,NULL
12072,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
12073,Forest,Wetland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
12074,Forest,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
12075,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
12076,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
12077,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
12078,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12079,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12080,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,NULL,Forest
12081,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
12082,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12083,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12084,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12085,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
12086,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12087,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12088,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12089,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12090,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12091,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
12092,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
12093,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12094,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
12095,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
12096,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
12097,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
12098,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
12099,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
12100,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12101,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12102,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
12103,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12104,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
12105,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
12106,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
12107,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
12108,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
12109,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
12110,Forest,Wetland,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
12111,Forest,Wetland,Cropland,Water,Non_Wetland,Shrubland,NULL,Cropland
12112,Forest,Wetland,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
12113,Forest,Wetland,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Cropland
12114,Forest,Wetland,Cropland,Water,Non_Wetland,Forest,Water,Water
12115,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
12116,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
12117,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
12118,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
12119,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
12120,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
12121,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
12122,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
12123,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,NULL
12124,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
12125,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
12126,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
12127,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,NULL
12128,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
12129,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
12130,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,NULL
12131,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
12132,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,NULL
12133,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
12134,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
12135,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
12136,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
12137,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
12138,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,NULL
12139,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
12140,Forest,Wetland,Wetland,Water,Wetland,NULL,Shrubland,Grassland
12141,Forest,Wetland,Wetland,Water,Wetland,Shrubland,NULL,Grassland
12142,Forest,Wetland,Wetland,Water,Wetland,Shrubland,NULL,Wetland
12143,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
12144,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
12145,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12146,Forest,Wetland,Water,NULL,Water,Water,Shrubland,Water
12147,Forest,Wetland,Water,Water,Water,Water,Water,Water
12148,Forest,Wetland,Water,Water,Water,Forest,Water,Water
12149,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
12150,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
12151,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
12152,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
12153,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
12154,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
12155,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
12156,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12157,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12158,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12159,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12160,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
12161,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12162,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
12163,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
12164,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
12165,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
12166,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
12167,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
12168,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,NULL
12169,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Wetland
12170,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Water
12171,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
12172,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
12173,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12174,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
12175,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
12176,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
12177,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12178,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
12179,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
12180,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
12181,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12182,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12183,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
12184,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
12185,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12186,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
12187,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
12188,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
12189,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
12190,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
12191,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,NULL
12192,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,NULL
12193,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
12194,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
12195,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
12196,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
12197,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
12198,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
12199,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
12200,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,Wetland
12201,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,NULL,NULL
12202,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
12203,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
12204,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
12205,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Cropland
12206,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
12207,Forest,Wetland,Forest,Water,Non_Wetland,Water,Forest,Wetland
12208,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Shrubland,Water
12209,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Wetland
12210,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Water
12211,Forest,Bareland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12212,Forest,Bareland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12213,Forest,Bareland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12214,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
12215,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
12216,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
12217,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
12218,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
12219,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
12220,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
12221,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
12222,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
12223,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12224,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12225,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12226,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
12227,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12228,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
12229,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
12230,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
12231,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
12232,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
12233,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
12234,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
12235,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
12236,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
12237,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
12238,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
12239,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
12240,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
12241,Forest,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12242,Forest,Built-up,NULL,Non_Water,Non_Wetland,Water,Shrubland,Cropland
12243,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
12244,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
12245,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
12246,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
12247,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
12248,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12249,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12250,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12251,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12252,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12253,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12254,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
12255,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
12256,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
12257,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
12258,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12259,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
12260,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
12261,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
12262,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
12263,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
12264,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Forest
12265,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
12266,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
12267,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12268,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12269,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12270,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12271,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12272,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
12273,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Water,Forest
12274,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
12275,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12276,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
12277,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12278,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
12279,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
12280,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
12281,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
12282,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
12283,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
12284,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12285,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
12286,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
12287,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12288,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12289,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12290,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12291,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12292,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12293,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12294,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
12295,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
12296,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12297,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
12298,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
12299,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12300,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12301,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
12302,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12303,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
12304,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12305,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
12306,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
12307,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
12308,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12309,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
12310,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12311,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
12312,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
12313,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
12314,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
12315,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
12316,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
12317,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12318,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
12319,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
12320,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
12321,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
12322,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
12323,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
12324,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
12325,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
12326,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
12327,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12328,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12329,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12330,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
12331,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
12332,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
12333,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
12334,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
12335,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
12336,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
12337,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
12338,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
12339,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
12340,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,NULL
12341,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
12342,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
12343,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
12344,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
12345,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
12346,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
12347,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
12348,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
12349,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
12350,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
12351,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
12352,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
12353,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12354,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12355,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
12356,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12357,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
12358,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12359,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
12360,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
12361,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
12362,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
12363,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12364,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
12365,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
12366,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
12367,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
12368,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
12369,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
12370,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
12371,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
12372,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
12373,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
12374,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Shrubland,Cropland
12375,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
12376,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
12377,Forest,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12378,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12379,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12380,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
12381,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12382,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Water
12383,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
12384,Forest,Water,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
