Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LCQ_M_R
4068,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
4069,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
4070,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
4071,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Water
4072,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
4073,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
4074,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4075,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
4076,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
4077,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4078,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4079,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4080,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4081,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4082,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
4083,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4084,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4085,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
4086,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
4087,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4088,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4089,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
4090,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4091,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4092,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Water
4093,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4094,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4095,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4096,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4097,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4098,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
4099,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
4100,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4101,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4102,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
4103,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
4104,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
4105,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4106,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
4107,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
4108,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
4109,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
4110,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
4111,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
4112,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
4113,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
4114,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
4115,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
4116,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
4117,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
4118,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
4119,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
4120,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4121,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4122,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4123,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4124,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
4125,Water,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4126,Water,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
4127,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4128,Water,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Grassland
4129,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
4130,Water,NULL,Grassland,Water,Non_Wetland,Cropland,Grassland,Grassland
4131,Water,NULL,Grassland,Water,Non_Wetland,Cropland,Grassland,Bareland
4132,Water,NULL,Grassland,Water,Non_Wetland,Cropland,Grassland,Forest
4133,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4134,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4135,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4136,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4137,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4138,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4139,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4140,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
4141,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4142,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
4143,Water,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
4144,Water,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
4145,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
4146,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Water
4147,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4148,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4149,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4150,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4151,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
4152,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
4153,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
4154,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
4155,Water,NULL,Wetland,NULL,Wetland,Cropland,Shrubland,Forest
4156,Water,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Water
4157,Water,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Forest
4158,Water,NULL,Wetland,NULL,Wetland,Cropland,Water,Grassland
4159,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
4160,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
4161,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
4162,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
4163,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
4164,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
4165,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
4166,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
4167,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4168,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4169,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
4170,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4171,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4172,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
4173,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4174,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
4175,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
4176,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
4177,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
4178,Water,NULL,Wetland,Water,Wetland,Cropland,Water,Grassland
4179,Water,NULL,Wetland,Water,Wetland,Cropland,Water,Water
4180,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
4181,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
4182,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
4183,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
4184,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Water
4185,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
4186,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Water
4187,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
4188,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
4189,Water,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
4190,Water,NULL,Water,NULL,Water,Shrubland,Grassland,Water
4191,Water,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
4192,Water,NULL,Water,NULL,Water,Shrubland,Water,Grassland
4193,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
4194,Water,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
4195,Water,NULL,Water,NULL,Water,Grassland,Grassland,Water
4196,Water,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
4197,Water,NULL,Water,NULL,Water,Cropland,Grassland,Grassland
4198,Water,NULL,Water,NULL,Water,Cropland,Grassland,Bareland
4199,Water,NULL,Water,NULL,Water,Cropland,Water,Wetland
4200,Water,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
4201,Water,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
4202,Water,NULL,Water,NULL,Water,Wetland,Wetland,Water
4203,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
4204,Water,NULL,Water,NULL,Water,Water,Grassland,Water
4205,Water,NULL,Water,NULL,Water,Water,Wetland,Water
4206,Water,NULL,Water,NULL,Water,Water,Water,Grassland
4207,Water,NULL,Water,NULL,Water,Water,Water,Water
4208,Water,NULL,Water,Non_Water,Water,Grassland,Water,Water
4209,Water,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
4210,Water,NULL,Water,Water,Water,Grassland,Wetland,Water
4211,Water,NULL,Water,Water,Water,Grassland,Water,Grassland
4212,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
4213,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
4214,Water,NULL,Water,Water,Water,Wetland,Water,Water
4215,Water,NULL,Water,Water,Water,Water,Grassland,Water
4216,Water,NULL,Water,Water,Water,Water,Grassland,Forest
4217,Water,NULL,Water,Water,Water,Water,Wetland,Water
4218,Water,NULL,Water,Water,Water,Water,Water,Grassland
4219,Water,NULL,Water,Water,Water,Water,Water,Water
4220,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4221,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Bareland
4222,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
4223,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4224,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Water
4225,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
4226,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4227,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4228,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4229,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4230,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4231,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4232,Water,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4233,Water,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
4234,Water,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Water
4235,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4236,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4237,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
4238,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
4239,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
4240,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4241,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
4242,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
4243,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
4244,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
4245,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4246,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
4247,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
4248,Water,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Water
4249,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4250,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
4251,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4252,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4253,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4254,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4255,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
4256,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4257,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4258,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4259,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4260,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
4261,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Water
4262,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4263,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4264,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4265,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4266,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
4267,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4268,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
4269,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4270,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4271,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4272,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4273,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4274,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4275,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4276,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4277,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4278,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4279,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4280,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4281,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Water
4282,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4283,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
4284,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Water
4285,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
4286,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4287,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
4288,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
4289,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Water
4290,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4291,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4292,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Grassland
4293,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4294,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
4295,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Bareland
4296,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
4297,Water,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
4298,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Water
4299,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
4300,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Water
4301,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Forest
4302,Water,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4303,Water,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
4304,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4305,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4306,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
4307,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4308,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4309,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4310,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
4311,Water,Cropland,Grassland,Water,Non_Wetland,Shrubland,Water,Water
4312,Water,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
4313,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4314,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4315,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4316,Water,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4317,Water,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Water
4318,Water,Cropland,Wetland,NULL,Wetland,Shrubland,Water,Grassland
4319,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4320,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4321,Water,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
4322,Water,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,Forest
4323,Water,Cropland,Wetland,NULL,Wetland,Cropland,Water,Grassland
4324,Water,Cropland,Wetland,NULL,Wetland,Cropland,Water,Water
4325,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
4326,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Water
4327,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Grassland
4328,Water,Cropland,Wetland,NULL,Wetland,Water,Water,Water
4329,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Water
4330,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
4331,Water,Cropland,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
4332,Water,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
4333,Water,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Water
4334,Water,Cropland,Wetland,Water,Wetland,Cropland,Grassland,Bareland
4335,Water,Cropland,Wetland,Water,Wetland,Water,Grassland,Grassland
4336,Water,Cropland,Wetland,Water,Wetland,Water,Grassland,Bareland
4337,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
4338,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Water
4339,Water,Cropland,Bareland,Water,Non_Wetland,Water,Grassland,Water
4340,Water,Cropland,Water,NULL,Water,Shrubland,Grassland,Grassland
4341,Water,Cropland,Water,NULL,Water,Shrubland,Grassland,Water
4342,Water,Cropland,Water,NULL,Water,Shrubland,Grassland,Forest
4343,Water,Cropland,Water,NULL,Water,Shrubland,Water,Water
4344,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Bareland
4345,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Water
4346,Water,Cropland,Water,NULL,Water,Cropland,Grassland,Grassland
4347,Water,Cropland,Water,NULL,Water,Cropland,Grassland,Water
4348,Water,Cropland,Water,NULL,Water,Cropland,Water,Water
4349,Water,Cropland,Water,NULL,Water,Wetland,Grassland,Grassland
4350,Water,Cropland,Water,NULL,Water,Water,Grassland,Grassland
4351,Water,Cropland,Water,NULL,Water,Water,Grassland,Bareland
4352,Water,Cropland,Water,NULL,Water,Water,Grassland,Water
4353,Water,Cropland,Water,NULL,Water,Water,Water,Water
4354,Water,Cropland,Water,NULL,Water,Water,Forest,Water
4355,Water,Cropland,Water,Non_Water,Water,Water,Water,Bareland
4356,Water,Cropland,Water,Water,Water,Shrubland,Grassland,Grassland
4357,Water,Cropland,Water,Water,Water,Shrubland,Grassland,Water
4358,Water,Cropland,Water,Water,Water,Grassland,Water,Grassland
4359,Water,Cropland,Water,Water,Water,Water,Grassland,Water
4360,Water,Cropland,Water,Water,Water,Water,Water,Water
4361,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4362,Water,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4363,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4364,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4365,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4366,Water,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
4367,Water,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
4368,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4369,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
4370,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Water
4371,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4372,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Water
4373,Water,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4374,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4375,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
4376,Water,Cropland,Forest,Water,Non_Wetland,Water,Grassland,Water
4377,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
4378,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
4379,Water,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4380,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4381,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
4382,Water,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
4383,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4384,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
4385,Water,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
4386,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
4387,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
4388,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
4389,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4390,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4391,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
4392,Water,Wetland,Bareland,Water,Non_Wetland,Cropland,Water,Forest
4393,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
4394,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
4395,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4396,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4397,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
4398,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4399,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
4400,Water,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
4401,Water,Bareland,Wetland,Water,Wetland,Shrubland,Water,Water
4402,Water,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
4403,Water,Bareland,Wetland,Water,Wetland,Cropland,Water,Water
4404,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
4405,Water,Bareland,Water,NULL,Water,Water,Water,Water
4406,Water,Bareland,Water,Water,Water,Shrubland,Water,Water
4407,Water,Bareland,Water,Water,Water,Water,Water,Water
4408,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4409,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4410,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
4411,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4412,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4413,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4414,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4415,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4416,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Water
4417,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
4418,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
4419,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
