Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LTQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LTQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LTQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LTQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LTQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LTQ_M_R
2198,Water,Water,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
2199,Water,Water,Permanent_ice_and_snow,Non_Water,Non_Wetland,Bareland
2200,Water,Water,Permanent_ice_and_snow,Water,Non_Wetland,Grassland
2201,Water,Water,Permanent_ice_and_snow,Water,Non_Wetland,Bareland
2202,Water,Water,Permanent_ice_and_snow,Water,Non_Wetland,Water
2203,Water,Water,Permanent_ice_and_snow,Water,Non_Wetland,Permanent_ice_and_snow
2204,Water,Water,Forest,NULL,Non_Wetland,NULL
2205,Water,Water,Forest,NULL,Non_Wetland,Grassland
2206,Water,Water,Forest,NULL,Non_Wetland,Wetland
2207,Water,Water,Forest,NULL,Non_Wetland,Bareland
2208,Water,Water,Forest,NULL,Non_Wetland,Water
2209,Water,Water,Forest,NULL,Non_Wetland,Forest
2210,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
2211,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
2212,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
2213,Water,Water,Forest,Non_Water,Non_Wetland,Water
2214,Water,Water,Forest,Non_Water,Non_Wetland,Forest
2215,Water,Water,Forest,Water,Non_Wetland,NULL
2216,Water,Water,Forest,Water,Non_Wetland,Grassland
2217,Water,Water,Forest,Water,Non_Wetland,Wetland
2218,Water,Water,Forest,Water,Non_Wetland,Bareland
2219,Water,Water,Forest,Water,Non_Wetland,Water
2220,Water,Water,Forest,Water,Non_Wetland,Forest
2221,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
2222,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
2223,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
2224,Water,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
2225,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
2226,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
2227,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
2228,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
2229,Water,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
2230,Water,Permanent_ice_and_snow,Water,NULL,NULL,Grassland
2231,Water,Permanent_ice_and_snow,Water,NULL,NULL,Bareland
2232,Water,Permanent_ice_and_snow,Water,NULL,NULL,Water
2233,Water,Permanent_ice_and_snow,Water,NULL,NULL,Permanent_ice_and_snow
2234,Water,Permanent_ice_and_snow,Water,NULL,Water,Grassland
2235,Water,Permanent_ice_and_snow,Water,NULL,Water,Bareland
2236,Water,Permanent_ice_and_snow,Water,NULL,Water,Water
2237,Water,Permanent_ice_and_snow,Water,NULL,Water,Permanent_ice_and_snow
2238,Water,Permanent_ice_and_snow,Water,Water,NULL,Bareland
2239,Water,Permanent_ice_and_snow,Water,Water,Water,Bareland
2240,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
2241,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
2242,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Water
2243,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
2244,Water,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
2245,Water,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
2246,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
2247,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
2248,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
2249,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
2250,Water,Forest,Shrubland,NULL,Non_Wetland,Built-up
2251,Water,Forest,Shrubland,NULL,Non_Wetland,Water
2252,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
2253,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2254,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
2255,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
2256,Water,Forest,Shrubland,Water,Non_Wetland,Forest
2257,Water,Forest,Grassland,NULL,Non_Wetland,NULL
2258,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
2259,Water,Forest,Grassland,NULL,Non_Wetland,Forest
2260,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
2261,Water,Forest,Cropland,NULL,Non_Wetland,Forest
2262,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
2263,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
2264,Water,Forest,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
2265,Water,Forest,Built-up,NULL,Non_Wetland,Bareland
2266,Water,Forest,Water,NULL,NULL,Bareland
2267,Water,Forest,Water,NULL,NULL,Permanent_ice_and_snow
2268,Water,Forest,Water,NULL,Water,Grassland
2269,Water,Forest,Water,NULL,Water,Bareland
2270,Water,Forest,Water,NULL,Water,Forest
2271,Water,Forest,Water,Water,Water,Forest
2272,Water,Forest,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
2273,Water,Forest,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
2274,Water,Forest,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
2275,Water,Forest,Forest,NULL,Non_Wetland,NULL
2276,Water,Forest,Forest,NULL,Non_Wetland,Grassland
2277,Water,Forest,Forest,NULL,Non_Wetland,Wetland
2278,Water,Forest,Forest,NULL,Non_Wetland,Bareland
2279,Water,Forest,Forest,NULL,Non_Wetland,Forest
2280,Water,Forest,Forest,Water,Non_Wetland,Bareland
2281,Water,Forest,Forest,Water,Non_Wetland,Forest
2282,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland
2283,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL
2284,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
2285,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Cropland
2286,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland
2287,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
2288,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Built-up
2289,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Water
2290,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
2291,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
2292,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Grassland
2293,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Bareland
2294,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Water
2295,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL
2296,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
2297,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Cropland
2298,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland
2299,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Built-up
2300,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Water
2301,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Forest
2302,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,Bareland
2303,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL
2304,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland
2305,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Cropland
2306,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland
2307,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Built-up
2308,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Water
2309,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Forest
2310,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Bareland
2311,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL
2312,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland
2313,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
2314,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Built-up
2315,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Water
2316,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
2317,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Forest
2318,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,Bareland
2319,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Grassland
2320,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Bareland
2321,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Water
2322,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland
2323,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland
2324,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Built-up
2325,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
2326,Permanent_ice_and_snow,NULL,Water,NULL,NULL,Grassland
2327,Permanent_ice_and_snow,NULL,Water,NULL,NULL,Bareland
2328,Permanent_ice_and_snow,NULL,Water,NULL,NULL,Water
2329,Permanent_ice_and_snow,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2330,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland
2331,Permanent_ice_and_snow,NULL,Water,NULL,Water,Wetland
2332,Permanent_ice_and_snow,NULL,Water,NULL,Water,Bareland
2333,Permanent_ice_and_snow,NULL,Water,NULL,Water,Water
2334,Permanent_ice_and_snow,NULL,Water,NULL,Water,Permanent_ice_and_snow
2335,Permanent_ice_and_snow,NULL,Water,NULL,Water,Forest
2336,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,Grassland
2337,Permanent_ice_and_snow,NULL,Water,Water,Water,Grassland
2338,Permanent_ice_and_snow,NULL,Water,Water,Water,Bareland
2339,Permanent_ice_and_snow,NULL,Water,Water,Water,Water
2340,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
2341,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
2342,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Water
2343,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
2344,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL
2345,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
2346,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Cropland
2347,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland
2348,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Water
2349,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
2350,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
2351,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Forest
2352,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Grassland
2353,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Cropland
2354,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Grassland
2355,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Cropland
2356,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Grassland
2357,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2358,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,Bareland
2359,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,Water
2360,Permanent_ice_and_snow,Wetland,Shrubland,Water,Non_Wetland,Bareland
2361,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
2362,Permanent_ice_and_snow,Wetland,Water,NULL,Water,Grassland
2363,Permanent_ice_and_snow,Wetland,Water,NULL,Water,Bareland
2364,Permanent_ice_and_snow,Wetland,Water,NULL,Water,Forest
2365,Permanent_ice_and_snow,Wetland,Water,Water,Water,Grassland
2366,Permanent_ice_and_snow,Wetland,Water,Water,Water,Bareland
2367,Permanent_ice_and_snow,Wetland,Water,Water,Water,Water
2368,Permanent_ice_and_snow,Wetland,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
2369,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Grassland
2370,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2371,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Built-up
2372,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Water
2373,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
2374,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,Grassland
2375,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,Wetland
2376,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,Bareland
2377,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,Water
2378,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,Permanent_ice_and_snow
2379,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Grassland
2380,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Bareland
2381,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Water
2382,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
2383,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Grassland
2384,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Bareland
2385,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Built-up
2386,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Water
2387,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Permanent_ice_and_snow
2388,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Bareland
2389,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Permanent_ice_and_snow
2390,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Bareland
2391,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Water
2392,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Grassland
2393,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland
2394,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Built-up
2395,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Water
2396,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
2397,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
2398,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Grassland
2399,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Wetland
2400,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Bareland
2401,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Water
2402,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Grassland
2403,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Bareland
2404,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Built-up
2405,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Water
2406,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
2407,Permanent_ice_and_snow,Bareland,Built-up,Water,Non_Wetland,Bareland
2408,Permanent_ice_and_snow,Bareland,Water,NULL,NULL,Grassland
2409,Permanent_ice_and_snow,Bareland,Water,NULL,NULL,Bareland
2410,Permanent_ice_and_snow,Bareland,Water,NULL,NULL,Water
2411,Permanent_ice_and_snow,Bareland,Water,NULL,NULL,Permanent_ice_and_snow
2412,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Grassland
2413,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Bareland
2414,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Built-up
2415,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Water
2416,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Permanent_ice_and_snow
2417,Permanent_ice_and_snow,Bareland,Water,Water,NULL,Bareland
2418,Permanent_ice_and_snow,Bareland,Water,Water,NULL,Water
2419,Permanent_ice_and_snow,Bareland,Water,Water,Water,Grassland
2420,Permanent_ice_and_snow,Bareland,Water,Water,Water,Bareland
2421,Permanent_ice_and_snow,Bareland,Water,Water,Water,Water
2422,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
2423,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
2424,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Water
2425,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
2426,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,Non_Water,Non_Wetland,Bareland
2427,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,Bareland
2428,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,Permanent_ice_and_snow
2429,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Grassland
2430,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Bareland
2431,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
2432,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL
2433,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2434,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2435,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland
2436,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2437,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Water
2438,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Forest
2439,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL
2440,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Grassland
2441,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Cropland
2442,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland
2443,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Built-up
2444,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Forest
2445,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland
2446,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Cropland
2447,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland
2448,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Forest
2449,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Grassland
2450,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland
2451,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Built-up
2452,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Water
2453,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Grassland
2454,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland
2455,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up
2456,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Water
2457,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL
2458,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Grassland
2459,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Cropland
2460,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Forest
2461,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Grassland
2462,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Bareland
2463,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Built-up
2464,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Water
2465,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Forest
2466,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Grassland
2467,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Bareland
2468,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Water
2469,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Grassland
2470,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Bareland
2471,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Water
2472,Permanent_ice_and_snow,Water,Grassland,Water,Non_Wetland,Bareland
2473,Permanent_ice_and_snow,Water,Cropland,Water,Non_Wetland,Grassland
2474,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland
2475,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water
2476,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Grassland
2477,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Bareland
2478,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Built-up
2479,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Water
2480,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
2481,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Forest
2482,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Bareland
2483,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Water
2484,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,Bareland
2485,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,Water
2486,Permanent_ice_and_snow,Water,Water,NULL,NULL,Bareland
2487,Permanent_ice_and_snow,Water,Water,NULL,NULL,Water
2488,Permanent_ice_and_snow,Water,Water,NULL,NULL,Permanent_ice_and_snow
2489,Permanent_ice_and_snow,Water,Water,NULL,Water,Bareland
2490,Permanent_ice_and_snow,Water,Water,NULL,Water,Water
2491,Permanent_ice_and_snow,Water,Water,NULL,Water,Permanent_ice_and_snow
2492,Permanent_ice_and_snow,Water,Water,Water,Water,Grassland
2493,Permanent_ice_and_snow,Water,Water,Water,Water,Bareland
2494,Permanent_ice_and_snow,Water,Water,Water,Water,Water
2495,Permanent_ice_and_snow,Water,Water,Water,Water,Permanent_ice_and_snow
2496,Permanent_ice_and_snow,Water,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
2497,Permanent_ice_and_snow,Water,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
2498,Permanent_ice_and_snow,Water,Permanent_ice_and_snow,NULL,Non_Wetland,Water
2499,Permanent_ice_and_snow,Water,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
2500,Permanent_ice_and_snow,Water,Permanent_ice_and_snow,Water,Non_Wetland,Grassland
2501,Permanent_ice_and_snow,Water,Permanent_ice_and_snow,Water,Non_Wetland,Bareland
2502,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water
2503,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Permanent_ice_and_snow
2504,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
2505,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
2506,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
2507,Permanent_ice_and_snow,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
2508,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
2509,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
2510,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
2511,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
2512,Permanent_ice_and_snow,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
2513,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,NULL,Grassland
2514,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,NULL,Bareland
2515,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,NULL,Water
2516,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,NULL,Permanent_ice_and_snow
2517,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,Grassland
2518,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,Bareland
2519,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,Permanent_ice_and_snow
2520,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
2521,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
2522,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Water
2523,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
2524,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Bareland
2525,Permanent_ice_and_snow,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
2526,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL
2527,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland
2528,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Cropland
2529,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland
2530,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest
2531,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Grassland
2532,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Cropland
2533,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Forest
