Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNE_M_R
11678,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11679,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
11680,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
11681,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
11682,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
11683,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
11684,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
11685,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11686,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11687,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
11688,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
11689,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Forest
11690,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
11691,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
11692,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
11693,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
11694,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
11695,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
11696,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11697,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11698,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
11699,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11700,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
11701,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
11702,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
11703,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
11704,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11705,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
11706,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
11707,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
11708,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
11709,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
11710,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
11711,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
11712,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11713,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
11714,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11715,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11716,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11717,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11718,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11719,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11720,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11721,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
11722,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
11723,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
11724,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11725,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11726,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11727,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11728,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11729,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
11730,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11731,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11732,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
11733,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
11734,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11735,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
11736,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
11737,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
11738,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
11739,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
11740,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11741,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
11742,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
11743,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11744,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
11745,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11746,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
11747,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
11748,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
11749,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
11750,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
11751,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
11752,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
11753,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Cropland
11754,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
11755,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
11756,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
11757,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
11758,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
11759,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
11760,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
11761,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
11762,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
11763,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11764,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11765,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
11766,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
11767,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
11768,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
11769,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11770,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
11771,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
11772,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
11773,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
11774,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
11775,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
11776,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
11777,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
11778,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
11779,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
11780,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
11781,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
11782,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
11783,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Forest
11784,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Grassland
11785,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
11786,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
11787,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11788,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
11789,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
11790,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
11791,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
11792,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
11793,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
11794,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
11795,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
11796,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
11797,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
11798,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11799,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11800,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11801,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11802,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
11803,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11804,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
11805,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
11806,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
11807,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
11808,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
11809,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
11810,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
11811,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
11812,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11813,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11814,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
11815,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
11816,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11817,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
11818,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
11819,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
11820,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
11821,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
11822,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
11823,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
11824,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
11825,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
11826,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
11827,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
11828,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
11829,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,NULL
11830,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
11831,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11832,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
11833,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
11834,Forest,Built-up,Forest,Water,Non_Wetland,Shrubland,Water,NULL
11835,Forest,Built-up,Forest,Water,Non_Wetland,Forest,Forest,Forest
11836,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
11837,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
11838,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
11839,Forest,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
11840,Forest,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
11841,Forest,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Water
11842,Forest,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
11843,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
11844,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
11845,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,NULL
11846,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
11847,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
11848,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
11849,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
11850,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
11851,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11852,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11853,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
11854,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11855,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
11856,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
11857,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
11858,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
11859,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
11860,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
11861,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
11862,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
11863,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
11864,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
11865,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
11866,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
11867,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
11868,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
11869,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
11870,Forest,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
11871,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11872,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
11873,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
11874,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
11875,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
11876,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
11877,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
11878,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
11879,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
11880,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
11881,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
11882,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
11883,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
11884,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
11885,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
11886,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
11887,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Cropland
11888,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
11889,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
11890,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
11891,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
11892,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
11893,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
11894,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
11895,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
11896,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
11897,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
11898,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
11899,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
11900,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
11901,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
11902,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
11903,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
11904,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
11905,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
11906,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
11907,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
11908,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11909,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
11910,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Forest,NULL
11911,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,NULL
11912,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
11913,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Water
11914,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
11915,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
11916,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
11917,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
11918,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
11919,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
11920,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
11921,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
11922,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Water
11923,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Forest
11924,Forest,Water,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
11925,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
11926,Forest,Water,NULL,Water,Non_Wetland,Water,Shrubland,Forest
11927,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
11928,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
11929,Forest,Water,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
11930,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
11931,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
11932,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
11933,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
11934,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
11935,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
11936,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11937,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
11938,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
11939,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
11940,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
11941,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
11942,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
11943,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
11944,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
11945,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
11946,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
11947,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
11948,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
11949,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11950,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
11951,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11952,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11953,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11954,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
11955,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11956,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11957,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11958,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
11959,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11960,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
11961,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
11962,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
11963,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
11964,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
11965,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
11966,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
11967,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
11968,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
11969,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
11970,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
11971,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
11972,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
11973,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
11974,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
11975,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
11976,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
11977,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
11978,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11979,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
11980,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11981,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
11982,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
11983,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
11984,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
11985,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
11986,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
11987,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
11988,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
11989,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
11990,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
11991,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
11992,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
11993,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
11994,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
11995,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
11996,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Cropland
11997,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
11998,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
11999,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
12000,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
12001,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
12002,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
12003,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
12004,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
12005,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
