Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LXN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LXN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LXN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LXN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LXN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LXN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LXN_M_R
683,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
684,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
685,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
686,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
687,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
688,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
689,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
690,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
691,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
692,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
693,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
694,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
695,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
696,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
697,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
698,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
699,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
700,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
701,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
702,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
703,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
704,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
705,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
706,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
707,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
708,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
709,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
710,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
711,Cropland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
712,Cropland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
713,Cropland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
714,Cropland,Water,Water,NULL,Water,NULL,NULL,Bareland
715,Cropland,Water,Water,Water,Water,NULL,NULL,Water
716,Cropland,Water,Water,Water,Water,NULL,NULL,Forest
717,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
718,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
719,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
720,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
721,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
722,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
723,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
724,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
725,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
726,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
727,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
728,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
729,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
730,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
731,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
732,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
733,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
734,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
735,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
736,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
737,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
738,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
739,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
740,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
741,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
742,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
743,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
744,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
745,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
746,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
747,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
748,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
749,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
750,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
751,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
752,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
753,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
754,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
755,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
756,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
757,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
758,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
759,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
760,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
761,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
762,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
763,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
764,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
765,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
766,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
767,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
768,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
769,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
770,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
771,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
772,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
773,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
774,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
775,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
776,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
777,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
778,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
779,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
780,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
781,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
782,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
783,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
784,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
785,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
786,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
787,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
788,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
789,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
790,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
791,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
792,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
793,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
794,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
795,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
796,Wetland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
797,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
798,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
799,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
800,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
801,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
802,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
803,Wetland,Water,Water,Water,Water,NULL,NULL,Water
804,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
805,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
806,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
807,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
808,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
809,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
810,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
811,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
812,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
813,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
814,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
815,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
816,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
817,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
818,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
819,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
820,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
821,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
822,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
823,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
824,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
825,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
826,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
827,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
828,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
829,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
830,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
831,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
832,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
833,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
834,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
835,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
836,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
837,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
838,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
839,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
840,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
841,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
842,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
843,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
844,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
845,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
846,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
847,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
848,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
849,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
850,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
851,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
852,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
853,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
854,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
855,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
856,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
857,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
858,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
859,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
860,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
861,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
862,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
863,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
864,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
865,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
866,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
867,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
868,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
869,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
870,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
871,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
872,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
873,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
874,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
875,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
876,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
877,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
878,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
879,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
880,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
881,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
882,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
883,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
884,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
885,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
886,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
887,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
888,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
889,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
890,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
891,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
892,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
893,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
894,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
895,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
896,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
897,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
898,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
899,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
900,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
901,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
902,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
903,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
904,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
905,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
906,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
907,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
908,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
909,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
910,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
911,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
912,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
913,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
914,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
915,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
916,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
917,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
918,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
919,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
920,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
921,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
922,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
923,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
924,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
925,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
926,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
927,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
928,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
929,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
930,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
931,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
932,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
933,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
934,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
935,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
936,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
937,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
938,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
939,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
940,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
941,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
942,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
943,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
944,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
945,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
946,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
947,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
948,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
949,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
950,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
951,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
952,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
953,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
954,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
955,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
956,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
957,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
958,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
959,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
960,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
961,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
962,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
963,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
964,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
965,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
966,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
967,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
968,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
969,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
970,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
971,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
972,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
973,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
974,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
975,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
976,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
977,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
978,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
979,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
980,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
981,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
982,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
983,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
984,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
985,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
986,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
987,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
988,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
989,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
990,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
991,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
992,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
993,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
994,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
995,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
996,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
997,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
998,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
999,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1000,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1001,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1002,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1003,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1004,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1005,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1006,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1007,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1008,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1009,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1010,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1011,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1012,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1013,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1014,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1015,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1016,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1017,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1018,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1019,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1020,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1021,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
