Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LCR_M_R
336,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
337,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
338,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
339,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
340,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
341,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
342,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
343,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
344,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
345,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
346,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
347,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
348,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
349,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
350,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
351,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
352,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
353,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
354,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
355,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
356,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
357,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
358,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
359,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
360,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
361,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
362,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
363,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
364,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
365,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
366,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
367,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
368,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
369,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
370,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
371,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
372,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
373,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
374,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
375,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
376,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
377,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
378,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
379,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
380,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
381,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
382,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
383,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
384,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
385,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
386,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
387,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
388,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
389,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
390,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
391,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
392,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
393,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
394,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
395,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
396,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
397,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
398,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
399,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
400,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
401,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
402,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
403,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
404,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
405,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
406,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
407,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
408,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
409,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
410,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
411,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
412,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
413,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
414,NULL,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
415,NULL,Bareland,Wetland,Water,Wetland,Cropland,Water,Grassland
416,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
417,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
418,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
419,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
420,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
421,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
422,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
423,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
424,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
425,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
426,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
427,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
428,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Forest
429,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
430,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
431,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Water
432,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
433,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
434,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
435,NULL,Water,Water,NULL,Water,Bareland,Grassland,Forest
436,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
437,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
438,NULL,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
439,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
440,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
441,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
442,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
443,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
444,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
445,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
446,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
447,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
448,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
449,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
450,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
451,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
452,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
453,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
454,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
455,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
456,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
457,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
458,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
459,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
460,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
461,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
462,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
463,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
464,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
465,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
466,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
467,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
468,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
469,NULL,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
470,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
471,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
472,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
473,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
474,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
475,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
476,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
477,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
478,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
479,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
480,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
481,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
482,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
483,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
484,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
485,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
486,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
487,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
488,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
489,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
490,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
491,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
492,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
493,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
494,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
495,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
496,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
497,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
498,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
499,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
500,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
501,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
502,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
503,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
504,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
505,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
506,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
507,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
508,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
509,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
510,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
511,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
512,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
513,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Water,Wetland
514,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
515,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
516,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
517,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
518,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
519,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
520,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
521,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
522,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
523,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
524,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
525,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
526,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
527,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
528,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
529,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
530,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
531,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Wetland
532,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
533,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
534,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
535,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
536,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
537,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland,Water,Water
538,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
539,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
540,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
541,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
542,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
543,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
544,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
545,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
546,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
547,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
548,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
549,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
550,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
551,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
552,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
553,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
554,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
555,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
556,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
557,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
558,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
559,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
560,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
561,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
562,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
563,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
564,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
565,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
566,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
567,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
568,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Forest
569,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
570,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
571,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
572,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
573,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
574,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
575,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
576,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
577,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
578,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
579,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
580,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
581,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
582,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
583,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
584,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
585,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
586,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
587,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
588,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
589,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
590,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
591,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
592,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
593,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
594,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
595,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
596,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
597,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
598,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
599,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
600,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
601,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
602,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
603,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
604,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
605,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
606,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
607,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
608,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
609,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
610,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
611,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
612,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
613,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
614,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
615,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
616,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
617,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
618,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
619,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
620,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
621,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
622,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
623,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
624,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
625,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
626,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
627,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
628,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
629,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
630,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
631,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
632,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
633,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
634,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
635,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
636,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
637,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
638,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
639,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
640,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
641,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
642,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
643,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
644,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
645,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
646,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
647,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
648,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
649,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
650,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
651,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
652,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
653,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
654,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
655,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
656,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
657,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
658,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
659,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
660,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
661,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
662,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
663,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
664,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
665,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
