Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQM_M_R
1033,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1034,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1035,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1036,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1037,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1038,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1039,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1040,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1041,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1042,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1043,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1044,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1045,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1046,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1047,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1048,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1049,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1050,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1051,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1052,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1053,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1054,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
1055,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1056,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1057,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1058,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1059,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
1060,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1061,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1062,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1063,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1064,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1065,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1066,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1067,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1068,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1069,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1070,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1071,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1072,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1073,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1074,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1075,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1076,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1077,Bareland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1078,Bareland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1079,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1080,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
1081,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
1082,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1083,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1084,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1085,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1086,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1087,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1088,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1089,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1090,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1091,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1092,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
1093,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1094,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1095,Bareland,Built-up,Water,Water,Water,NULL,NULL,Grassland
1096,Bareland,Built-up,Water,Water,Water,NULL,NULL,Bareland
1097,Bareland,Built-up,Water,Water,Water,NULL,NULL,Water
1098,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1099,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1100,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1101,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1102,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1103,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1104,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
1105,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1106,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1107,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1108,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1109,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1110,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1111,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1112,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1113,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1114,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1115,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1116,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1117,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1118,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1119,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1120,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1121,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1122,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1123,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1124,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1125,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1126,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1127,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1128,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1129,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1130,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1131,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1132,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1133,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1134,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1135,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1136,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1137,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1138,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1139,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1140,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1141,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1142,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1143,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1144,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1145,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1146,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1147,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1148,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1149,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1150,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1151,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1152,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1153,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1154,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1155,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1156,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1157,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1158,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1159,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1160,Bareland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1161,Bareland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1162,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1163,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1164,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1165,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1166,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1167,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1168,Bareland,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1169,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1170,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1171,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1172,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1173,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1174,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1175,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1176,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1177,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1178,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1179,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1180,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1181,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1182,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1183,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1184,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1185,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1186,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1187,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1188,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1189,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1190,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1191,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1192,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1193,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1194,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1195,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1196,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1197,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1198,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1199,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
1200,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1201,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1202,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1203,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1204,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1205,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1206,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1207,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1208,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1209,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
1210,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
1211,Bareland,Forest,Water,Water,Water,NULL,NULL,Grassland
1212,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
1213,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
1214,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1215,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1216,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1217,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1218,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1219,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1220,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1221,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1222,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1223,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1224,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1225,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1226,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1227,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1228,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1229,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1230,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1231,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1232,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1233,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1234,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1235,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1236,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1237,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1238,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1239,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1240,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1241,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1242,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1243,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1244,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1245,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1246,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1247,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1248,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1249,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1250,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1251,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1252,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1253,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1254,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1255,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1256,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1257,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1258,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1259,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1260,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1261,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1262,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1263,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1264,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1265,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1266,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1267,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1268,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1269,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1270,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1271,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1272,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1273,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1274,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1275,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1276,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1277,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1278,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1279,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1280,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1281,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1282,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1283,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1284,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1285,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1286,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1287,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1288,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1289,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
1290,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1291,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
1292,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1293,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1294,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1295,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1296,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1297,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1298,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1299,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1300,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1301,Water,NULL,Water,Water,Water,NULL,NULL,Water
1302,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1303,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1304,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1305,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1306,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1307,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1308,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1309,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1310,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1311,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1312,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1313,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1314,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1315,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1316,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1317,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1318,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1319,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1320,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1321,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1322,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1323,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1324,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1325,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1326,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1327,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1328,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1329,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1330,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1331,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1332,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1333,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1334,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1335,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1336,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1337,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1338,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1339,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1340,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1341,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1342,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1343,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1344,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1345,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1346,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1347,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1348,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1349,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1350,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1351,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1352,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1353,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1354,Water,Wetland,Water,NULL,Water,NULL,NULL,Bareland
1355,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
1356,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1357,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
1358,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1359,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1360,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
1361,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
1362,Water,Wetland,Water,Water,Water,NULL,NULL,Bareland
1363,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1364,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
1365,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1366,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1367,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1368,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1369,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1370,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1371,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1372,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1373,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1374,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1375,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1376,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1377,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1378,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
