Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWR_M_R
9368,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
9369,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9370,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
9371,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
9372,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
9373,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9374,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
9375,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
9376,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
9377,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
9378,Forest,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
9379,Forest,Cropland,NULL,Water,Non_Wetland,Grassland,Water,Water
9380,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
9381,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9382,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
9383,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
9384,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
9385,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9386,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
9387,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
9388,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9389,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
9390,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9391,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
9392,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
9393,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
9394,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
9395,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
9396,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
9397,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
9398,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9399,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
9400,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9401,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
9402,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9403,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
9404,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
9405,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9406,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9407,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9408,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
9409,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9410,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9411,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9412,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9413,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
9414,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9415,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
9416,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
9417,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
9418,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
9419,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
9420,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
9421,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
9422,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
9423,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
9424,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
9425,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9426,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
9427,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
9428,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
9429,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
9430,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
9431,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
9432,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
9433,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
9434,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
9435,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9436,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
9437,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
9438,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9439,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9440,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
9441,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
9442,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9443,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
9444,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
9445,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9446,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9447,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
9448,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
9449,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9450,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
9451,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
9452,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
9453,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
9454,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
9455,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
9456,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
9457,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
9458,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
9459,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
9460,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9461,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9462,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
9463,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9464,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9465,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
9466,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
9467,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
9468,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
9469,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
9470,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
9471,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
9472,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9473,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
9474,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
9475,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
9476,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
9477,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
9478,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
9479,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
9480,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
9481,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
9482,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
9483,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
9484,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
9485,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9486,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
9487,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
9488,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9489,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
9490,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
9491,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9492,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9493,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
9494,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9495,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9496,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9497,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
9498,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9499,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
9500,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
9501,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
9502,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
9503,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
9504,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
9505,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
9506,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
9507,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
9508,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9509,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
9510,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
9511,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
9512,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
9513,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
9514,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
9515,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
9516,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
9517,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9518,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
9519,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
9520,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9521,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
9522,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
9523,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
9524,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9525,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
9526,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
9527,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
9528,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
9529,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
9530,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9531,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
9532,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
9533,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
9534,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9535,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9536,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
9537,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
9538,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9539,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9540,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
9541,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9542,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
9543,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
9544,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9545,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
9546,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9547,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9548,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
9549,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
9550,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9551,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
9552,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
9553,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
9554,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
9555,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
9556,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
9557,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
9558,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
9559,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
9560,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
9561,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
9562,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9563,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
9564,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9565,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9566,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9567,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
9568,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
9569,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9570,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9571,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
9572,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
9573,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
9574,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9575,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9576,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
9577,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9578,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
9579,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9580,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9581,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9582,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9583,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
9584,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9585,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
9586,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9587,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
9588,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
9589,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
9590,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
9591,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
9592,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
9593,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9594,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
9595,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9596,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
9597,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
9598,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
9599,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
9600,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
9601,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
9602,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
9603,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9604,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9605,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
9606,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
9607,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
9608,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
9609,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
9610,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
9611,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
9612,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
9613,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
9614,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
9615,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
9616,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9617,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
9618,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9619,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
9620,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
9621,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9622,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
9623,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
9624,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
9625,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
9626,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9627,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
9628,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
9629,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
9630,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
9631,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9632,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9633,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9634,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9635,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
9636,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
9637,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
9638,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
9639,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
9640,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
9641,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9642,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
9643,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
9644,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
9645,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,NULL
9646,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
9647,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
9648,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
9649,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
9650,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
9651,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
9652,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
9653,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
9654,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
9655,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
9656,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
9657,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
9658,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
9659,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
9660,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
9661,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
9662,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
9663,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9664,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
9665,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
9666,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9667,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9668,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9669,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
9670,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
9671,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
9672,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
9673,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
9674,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
9675,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
9676,Forest,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
9677,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
9678,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
9679,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
9680,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
9681,Forest,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
9682,Forest,Cropland,Wetland,NULL,Wetland,Grassland,NULL,NULL
9683,Forest,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
9684,Forest,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Forest
9685,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,NULL
