Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MXU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MXU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MXU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MXU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MXU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MXU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MXU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MXU_M_R
741,Forest,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
742,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
743,Forest,Water,Wetland,NULL,Wetland,Bareland,NULL,Forest
744,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Water
745,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
746,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
747,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
748,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
749,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
750,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
751,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
752,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Water
753,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
754,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
755,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
756,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
757,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
758,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
759,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
760,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
761,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
762,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
763,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
764,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
765,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
766,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
767,Forest,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Water
768,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
769,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
770,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
771,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
772,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
773,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
774,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
775,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
776,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
777,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
778,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
779,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
780,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
781,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
782,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
783,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
784,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
785,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
786,Forest,Water,Wetland,Water,Wetland,Grassland,NULL,Water
787,Forest,Water,Wetland,Water,Wetland,Grassland,NULL,Forest
788,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
789,Forest,Water,Wetland,Water,Wetland,Water,NULL,Grassland
790,Forest,Water,Wetland,Water,Wetland,Water,NULL,Water
791,Forest,Water,Wetland,Water,Wetland,Water,NULL,Forest
792,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
793,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
794,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
795,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
796,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
797,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
798,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Forest
799,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
800,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
801,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
802,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
803,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
804,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,NULL,Water
805,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,NULL,Water
806,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
807,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
808,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
809,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
810,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
811,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
812,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Water
813,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
814,Forest,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
815,Forest,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
816,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
817,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
818,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
819,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
820,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
821,Forest,Water,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
822,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
823,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
824,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
825,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
826,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
827,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
828,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
829,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
830,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
831,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
832,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Water
833,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
834,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
835,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
836,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
837,Forest,Water,Bareland,Water,Non_Wetland,Grassland,NULL,Forest
838,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
839,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
840,Forest,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
841,Forest,Water,Bareland,Water,Non_Wetland,Water,NULL,Forest
842,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
843,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
844,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
845,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
846,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
847,Forest,Water,Bareland,Water,Non_Wetland,Forest,NULL,Forest
848,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
849,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
850,Forest,Water,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
851,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
852,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
853,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
854,Forest,Water,Water,NULL,Water,NULL,NULL,Water
855,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
856,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
857,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
858,Forest,Water,Water,NULL,Water,NULL,Water,Forest
859,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
860,Forest,Water,Water,NULL,Water,Grassland,NULL,Water
861,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
862,Forest,Water,Water,NULL,Water,Grassland,Water,Water
863,Forest,Water,Water,NULL,Water,Bareland,NULL,Water
864,Forest,Water,Water,NULL,Water,Water,NULL,Water
865,Forest,Water,Water,NULL,Water,Water,NULL,Forest
866,Forest,Water,Water,NULL,Water,Water,Wetland,Water
867,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
868,Forest,Water,Water,NULL,Water,Water,Water,Water
869,Forest,Water,Water,NULL,Water,Water,Water,Forest
870,Forest,Water,Water,NULL,Water,Water,Forest,Water
871,Forest,Water,Water,NULL,Water,Water,Forest,Forest
872,Forest,Water,Water,NULL,Water,Forest,NULL,Water
873,Forest,Water,Water,NULL,Water,Forest,NULL,Forest
874,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
875,Forest,Water,Water,NULL,Water,Forest,Water,Water
876,Forest,Water,Water,NULL,Water,Forest,Water,Forest
877,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
878,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
879,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
880,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
881,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
882,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
883,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
884,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
885,Forest,Water,Water,Non_Water,Water,Grassland,NULL,Water
886,Forest,Water,Water,Non_Water,Water,Grassland,NULL,Forest
887,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
888,Forest,Water,Water,Non_Water,Water,Water,NULL,Water
889,Forest,Water,Water,Non_Water,Water,Water,NULL,Forest
890,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
891,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
892,Forest,Water,Water,Non_Water,Water,Water,Water,Water
893,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
894,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
895,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
896,Forest,Water,Water,Non_Water,Water,Forest,NULL,Water
897,Forest,Water,Water,Non_Water,Water,Forest,NULL,Forest
898,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
899,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
900,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
901,Forest,Water,Water,Water,Water,NULL,NULL,Water
902,Forest,Water,Water,Water,Water,NULL,NULL,Forest
903,Forest,Water,Water,Water,Water,NULL,Wetland,Water
904,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
905,Forest,Water,Water,Water,Water,NULL,Water,Water
906,Forest,Water,Water,Water,Water,NULL,Water,Forest
907,Forest,Water,Water,Water,Water,NULL,Forest,Forest
908,Forest,Water,Water,Water,Water,Grassland,NULL,Water
909,Forest,Water,Water,Water,Water,Grassland,NULL,Forest
910,Forest,Water,Water,Water,Water,Grassland,Water,Water
911,Forest,Water,Water,Water,Water,Grassland,Water,Forest
912,Forest,Water,Water,Water,Water,Grassland,Forest,Water
913,Forest,Water,Water,Water,Water,Water,NULL,Grassland
914,Forest,Water,Water,Water,Water,Water,NULL,Bareland
915,Forest,Water,Water,Water,Water,Water,NULL,Water
916,Forest,Water,Water,Water,Water,Water,NULL,Forest
917,Forest,Water,Water,Water,Water,Water,Wetland,Water
918,Forest,Water,Water,Water,Water,Water,Wetland,Forest
919,Forest,Water,Water,Water,Water,Water,Water,Water
920,Forest,Water,Water,Water,Water,Water,Water,Forest
921,Forest,Water,Water,Water,Water,Water,Forest,Water
922,Forest,Water,Water,Water,Water,Water,Forest,Forest
923,Forest,Water,Water,Water,Water,Forest,NULL,Water
924,Forest,Water,Water,Water,Water,Forest,NULL,Forest
925,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
926,Forest,Water,Water,Water,Water,Forest,Water,Water
927,Forest,Water,Water,Water,Water,Forest,Water,Forest
928,Forest,Water,Water,Water,Water,Forest,Forest,Forest
929,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
930,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
931,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
932,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
933,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
934,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
935,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
936,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
937,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
938,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
939,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Water
940,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
941,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
942,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
943,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
944,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
945,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
946,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
947,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
948,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
949,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
950,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
951,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
952,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
953,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
954,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
955,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
956,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
957,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
958,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
959,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
960,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
961,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
962,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
963,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
964,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
965,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
966,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
967,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
968,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Water
969,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
970,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Water
971,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
972,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
973,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
974,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
975,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
976,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
977,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
978,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
979,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
980,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
981,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
982,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
983,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
984,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
985,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
986,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
987,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
988,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
989,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
990,Forest,Water,Forest,Water,Non_Wetland,Grassland,NULL,Water
991,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
992,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Water
993,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
994,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
995,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
996,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
997,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
998,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
999,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1000,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1001,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Water
1002,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
1003,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1004,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1005,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1006,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1007,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1008,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1009,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1010,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
1011,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1012,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1013,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1014,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Grassland
1015,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Water
1016,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
1017,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1018,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1019,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1020,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1021,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1022,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1023,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1024,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1025,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1026,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1027,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
1028,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
1029,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Water
1030,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
1031,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1032,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
1033,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
1034,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Water
1035,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
1036,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1037,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1038,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1039,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
1040,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1041,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
1042,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1043,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1044,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1045,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1046,Forest,Forest,NULL,Water,Non_Wetland,Grassland,NULL,Water
1047,Forest,Forest,NULL,Water,Non_Wetland,Grassland,NULL,Forest
1048,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Water
1049,Forest,Forest,NULL,Water,Non_Wetland,Water,NULL,Water
1050,Forest,Forest,NULL,Water,Non_Wetland,Water,NULL,Forest
1051,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
1052,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Water
1053,Forest,Forest,NULL,Water,Non_Wetland,Forest,NULL,Forest
1054,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
1055,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1056,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1057,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1058,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1059,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1060,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
1061,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1062,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1063,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1064,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1065,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
1066,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
1067,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1068,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1069,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
1070,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
1071,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1072,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1073,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1074,Forest,Forest,Shrubland,Water,Non_Wetland,Water,NULL,Water
1075,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
1076,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1077,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1078,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1079,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1080,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1081,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1082,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1083,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
1084,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
1085,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1086,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1087,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1088,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1089,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1090,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1091,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1092,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
1093,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,NULL,Water
1094,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,NULL,Forest
1095,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1096,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1097,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
1098,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
1099,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1100,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1101,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1102,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,NULL,Water
1103,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,NULL,Forest
1104,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
1105,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
1106,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Water,Water
1107,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,NULL,Forest
1108,Forest,Forest,Grassland,Water,Non_Wetland,Water,NULL,Grassland
1109,Forest,Forest,Grassland,Water,Non_Wetland,Water,NULL,Water
1110,Forest,Forest,Grassland,Water,Non_Wetland,Water,NULL,Forest
1111,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Water
1112,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
1113,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1114,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1115,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1116,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Forest
