Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LVN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LVN_M_R
14137,Water,Bareland,Forest,NULL,Non_Wetland,Shrubland,Water,Bareland
14138,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
14139,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
14140,Water,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
14141,Water,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
14142,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
14143,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
14144,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
14145,Water,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
14146,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Grassland
14147,Water,Built-up,NULL,Water,Non_Wetland,NULL,Water,Forest
14148,Water,Built-up,NULL,Water,Non_Wetland,Built-up,Built-up,Grassland
14149,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
14150,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
14151,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
14152,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14153,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
14154,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
14155,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
14156,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Wetland
14157,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
14158,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
14159,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
14160,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,Built-up,Bareland
14161,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Bareland
14162,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
14163,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
14164,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
14165,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
14166,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
14167,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
14168,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
14169,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
14170,Water,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
14171,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
14172,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
14173,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
14174,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
14175,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
14176,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
14177,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
14178,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14179,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
14180,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
14181,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
14182,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
14183,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
14184,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Grassland
14185,Water,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
14186,Water,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
14187,Water,Built-up,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
14188,Water,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
14189,Water,Built-up,Cropland,Water,Non_Wetland,Water,Water,Bareland
14190,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
14191,Water,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Wetland
14192,Water,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Bareland
14193,Water,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Bareland
14194,Water,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
14195,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Grassland
14196,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Bareland
14197,Water,Built-up,Wetland,Water,Wetland,NULL,Built-up,Grassland
14198,Water,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Grassland
14199,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
14200,Water,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Grassland
14201,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
14202,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
14203,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,NULL
14204,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
14205,Water,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Bareland
14206,Water,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
14207,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
14208,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
14209,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
14210,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
14211,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
14212,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
14213,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
14214,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
14215,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
14216,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
14217,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
14218,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
14219,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
14220,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
14221,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
14222,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
14223,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
14224,Water,Built-up,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
14225,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Grassland
14226,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
14227,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
14228,Water,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
14229,Water,Built-up,Water,NULL,Water,Bareland,Built-up,Water
14230,Water,Built-up,Water,NULL,Water,Bareland,Water,Grassland
14231,Water,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
14232,Water,Built-up,Water,Non_Water,Water,Water,Water,Grassland
14233,Water,Built-up,Water,Water,Water,Built-up,Built-up,Bareland
14234,Water,Built-up,Water,Water,Water,Built-up,Water,Bareland
14235,Water,Built-up,Water,Water,Water,Water,Water,Bareland
14236,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
14237,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
14238,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
14239,Water,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14240,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
14241,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Water
14242,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,Built-up,Grassland
14243,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,Built-up,Forest
14244,Water,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
14245,Water,Built-up,Forest,Water,Non_Wetland,Water,Water,Bareland
14246,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
14247,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
14248,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
14249,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
14250,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
14251,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
14252,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
14253,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
14254,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
14255,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
14256,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
14257,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Water
14258,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
14259,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
14260,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
14261,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
14262,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
14263,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
14264,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
14265,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
14266,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
14267,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Wetland
14268,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
14269,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Water
14270,Water,Water,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
14271,Water,Water,NULL,NULL,Non_Wetland,NULL,Built-up,Water
14272,Water,Water,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
14273,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
14274,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
14275,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Cropland
14276,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Wetland
14277,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
14278,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
14279,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
14280,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
14281,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
14282,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
14283,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
14284,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
14285,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
14286,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
14287,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14288,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14289,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
14290,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
14291,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14292,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
14293,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14294,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
14295,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
14296,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
14297,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
14298,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
14299,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
14300,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
14301,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Water
14302,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
14303,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
14304,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
14305,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
14306,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
14307,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
14308,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
14309,Water,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
14310,Water,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14311,Water,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
14312,Water,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
14313,Water,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
14314,Water,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
14315,Water,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
14316,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
14317,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
14318,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
14319,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
14320,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
14321,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
14322,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,NULL
14323,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
14324,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
14325,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
14326,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
14327,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
14328,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
14329,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
14330,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
14331,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
14332,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
14333,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
14334,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Water
14335,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
14336,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
14337,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14338,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
14339,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
14340,Water,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
14341,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
14342,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
14343,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
14344,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
14345,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
14346,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
14347,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
14348,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
14349,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
14350,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
14351,Water,Water,NULL,NULL,Non_Wetland,Bareland,Built-up,Water
14352,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,NULL
14353,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
14354,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Cropland
14355,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
14356,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
14357,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
14358,Water,Water,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
14359,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,NULL
14360,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
14361,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Wetland
14362,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Bareland
14363,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
14364,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
14365,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
14366,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
14367,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
14368,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
14369,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
14370,Water,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
14371,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
14372,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
14373,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,NULL
14374,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
14375,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Cropland
14376,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
14377,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
14378,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
14379,Water,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
14380,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
14381,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
14382,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
14383,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
14384,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
14385,Water,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
14386,Water,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
14387,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
14388,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
14389,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
14390,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
14391,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
14392,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
14393,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
14394,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
14395,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
14396,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
14397,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Water
14398,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
14399,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
14400,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
14401,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
14402,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
14403,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
14404,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
14405,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Bareland,Wetland
14406,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
14407,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Built-up,Grassland
14408,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
14409,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
14410,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Cropland
14411,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
14412,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
14413,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
14414,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
14415,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Wetland
14416,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14417,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
14418,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
14419,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
14420,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
14421,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
14422,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
14423,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
14424,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
14425,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
14426,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
14427,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
14428,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Built-up,NULL
14429,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
14430,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
14431,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
14432,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Water
14433,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
14434,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
14435,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
14436,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14437,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
14438,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
14439,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
14440,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14441,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
14442,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
14443,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,NULL
14444,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
14445,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Cropland
14446,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
14447,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
14448,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Bareland
14449,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
14450,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
14451,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
14452,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
14453,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
14454,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Water
14455,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
14456,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
14457,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Cropland
14458,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
14459,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
14460,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
14461,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
14462,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
14463,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
14464,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
14465,Water,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
14466,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
14467,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Bareland
14468,Water,Water,NULL,Non_Water,Non_Wetland,Water,Built-up,Water
14469,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,NULL
14470,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
14471,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
14472,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
14473,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
14474,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
14475,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
14476,Water,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
14477,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
14478,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
14479,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
14480,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,NULL
