Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTE_M_R
8760,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
8761,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8762,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8763,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
8764,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
8765,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
8766,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
8767,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
8768,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
8769,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
8770,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
8771,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
8772,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8773,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8774,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8775,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8776,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
8777,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8778,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
8779,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
8780,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8781,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
8782,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
8783,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8784,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
8785,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8786,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
8787,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8788,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
8789,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
8790,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
8791,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
8792,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
8793,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
8794,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
8795,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8796,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
8797,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
8798,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
8799,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
8800,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
8801,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Built-up
8802,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
8803,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8804,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8805,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
8806,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8807,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
8808,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
8809,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
8810,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
8811,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8812,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8813,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8814,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
8815,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
8816,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
8817,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
8818,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
8819,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
8820,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8821,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8822,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
8823,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
8824,Forest,NULL,Water,NULL,Water,NULL,Wetland,Forest
8825,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
8826,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
8827,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
8828,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
8829,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
8830,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
8831,Forest,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
8832,Forest,NULL,Water,NULL,Water,Grassland,Water,NULL
8833,Forest,NULL,Water,NULL,Water,Grassland,Water,Bareland
8834,Forest,NULL,Water,NULL,Water,Grassland,Forest,Grassland
8835,Forest,NULL,Water,NULL,Water,Grassland,Forest,Forest
8836,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Forest
8837,Forest,NULL,Water,NULL,Water,Wetland,Grassland,NULL
8838,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
8839,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Water
8840,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
8841,Forest,NULL,Water,NULL,Water,Wetland,Wetland,NULL
8842,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
8843,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
8844,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Water
8845,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
8846,Forest,NULL,Water,NULL,Water,Wetland,Bareland,Grassland
8847,Forest,NULL,Water,NULL,Water,Wetland,Water,Wetland
8848,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
8849,Forest,NULL,Water,NULL,Water,Wetland,Forest,Grassland
8850,Forest,NULL,Water,NULL,Water,Wetland,Forest,Wetland
8851,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
8852,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
8853,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Wetland
8854,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Water
8855,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Forest
8856,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
8857,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Forest
8858,Forest,NULL,Water,NULL,Water,Bareland,Forest,Grassland
8859,Forest,NULL,Water,NULL,Water,Water,Shrubland,Grassland
8860,Forest,NULL,Water,NULL,Water,Water,Shrubland,Forest
8861,Forest,NULL,Water,NULL,Water,Water,Grassland,Water
8862,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
8863,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
8864,Forest,NULL,Water,NULL,Water,Water,Water,Water
8865,Forest,NULL,Water,NULL,Water,Water,Forest,Water
8866,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
8867,Forest,NULL,Water,NULL,Water,Forest,NULL,Forest
8868,Forest,NULL,Water,NULL,Water,Forest,Shrubland,Forest
8869,Forest,NULL,Water,NULL,Water,Forest,Grassland,Forest
8870,Forest,NULL,Water,NULL,Water,Forest,Wetland,Forest
8871,Forest,NULL,Water,NULL,Water,Forest,Bareland,NULL
8872,Forest,NULL,Water,NULL,Water,Forest,Water,Forest
8873,Forest,NULL,Water,NULL,Water,Forest,Forest,Grassland
8874,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
8875,Forest,NULL,Water,Non_Water,Water,Shrubland,Bareland,Forest
8876,Forest,NULL,Water,Non_Water,Water,Grassland,Bareland,Forest
8877,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Forest
8878,Forest,NULL,Water,Non_Water,Water,Wetland,Bareland,Forest
8879,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
8880,Forest,NULL,Water,Non_Water,Water,Bareland,Bareland,Forest
8881,Forest,NULL,Water,Non_Water,Water,Water,Bareland,Forest
8882,Forest,NULL,Water,Water,Water,Wetland,Wetland,NULL
8883,Forest,NULL,Water,Water,Water,Wetland,Bareland,Forest
8884,Forest,NULL,Water,Water,Water,Water,Bareland,Forest
8885,Forest,NULL,Water,Water,Water,Water,Water,Grassland
8886,Forest,NULL,Water,Water,Water,Water,Water,Water
8887,Forest,NULL,Water,Water,Water,Water,Forest,Water
8888,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
8889,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8890,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8891,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
8892,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
8893,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
8894,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
8895,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8896,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
8897,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8898,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
8899,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
8900,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
8901,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8902,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
8903,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
8904,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
8905,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8906,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
8907,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8908,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
8909,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8910,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8911,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8912,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8913,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8914,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
8915,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8916,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
8917,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8918,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
8919,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8920,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
8921,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
8922,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
8923,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
8924,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
8925,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
8926,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
8927,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8928,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
8929,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8930,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
8931,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8932,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
8933,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8934,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8935,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
8936,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
8937,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
8938,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8939,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
8940,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
8941,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
8942,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
8943,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8944,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
8945,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
8946,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
8947,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
8948,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
8949,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
8950,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
8951,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
8952,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
8953,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8954,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8955,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
8956,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
8957,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
8958,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
8959,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
8960,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
8961,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
8962,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
8963,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
8964,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
8965,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
8966,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8967,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
8968,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
8969,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
8970,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8971,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
8972,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Built-up
8973,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
8974,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
8975,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8976,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8977,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Built-up
8978,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
8979,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8980,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
8981,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
8982,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
8983,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
8984,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
8985,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
8986,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
8987,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
8988,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
8989,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8990,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
8991,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8992,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
8993,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
8994,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8995,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8996,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
8997,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
8998,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8999,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
9000,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
9001,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
9002,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
9003,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
9004,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
9005,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
9006,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
9007,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
9008,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
9009,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
9010,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
9011,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Bareland
9012,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
9013,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
9014,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
9015,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
9016,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
9017,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
9018,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
9019,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
9020,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
9021,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9022,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
9023,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
9024,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
9025,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
9026,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
9027,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9028,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
9029,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
9030,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
9031,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
9032,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
9033,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,NULL
9034,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
9035,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
9036,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
9037,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9038,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
9039,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
9040,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9041,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9042,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
9043,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
9044,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
9045,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
9046,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
9047,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
9048,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
9049,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9050,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
9051,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,NULL
9052,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
9053,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
9054,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
9055,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
9056,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
9057,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
9058,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9059,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
9060,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Forest
9061,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
9062,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
9063,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
9064,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
9065,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,NULL
9066,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
9067,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,NULL
9068,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
9069,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
9070,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
9071,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
9072,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
9073,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
9074,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
9075,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
9076,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
9077,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
9078,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Bareland
9079,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Forest
9080,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
9081,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9082,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
9083,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9084,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
9085,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
9086,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
9087,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
9088,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
9089,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9090,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
9091,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
9092,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
9093,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
9094,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
9095,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
9096,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
9097,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
9098,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
9099,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
