Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LGD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LGD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LGD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LGD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LGD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LGD_M_R
1036,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1037,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1038,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1039,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1040,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1041,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1042,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1043,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1044,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1045,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1046,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1047,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1048,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1049,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1050,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1051,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1052,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1053,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1054,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1055,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1056,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1057,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1058,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1059,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1060,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1061,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1062,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1063,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1064,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1065,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1066,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1067,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1068,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1069,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1070,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1071,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1072,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1073,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1074,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1075,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1076,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1077,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1078,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1079,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1080,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1081,Cropland,Water,Water,Water,Water,NULL,NULL,Water
1082,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1083,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1084,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1085,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1086,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1087,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1088,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1089,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1090,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1091,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1092,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1093,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1094,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1095,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1096,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1097,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1098,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1099,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1100,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1101,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1102,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1103,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1104,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1105,Cropland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1106,Cropland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1107,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1108,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1109,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1110,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1111,Cropland,Forest,Water,Water,Water,NULL,NULL,Grassland
1112,Cropland,Forest,Water,Water,Water,NULL,NULL,Cropland
1113,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
1114,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1115,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1116,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1117,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1118,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1119,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1120,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1121,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1122,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1123,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1124,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1125,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1126,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1127,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1128,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1129,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1130,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1131,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1132,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1133,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1134,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1135,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1136,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1137,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1138,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1139,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1140,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1141,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1142,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1143,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1144,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1145,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1146,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1147,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1148,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1149,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1150,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1151,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1152,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1153,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1154,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1155,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1156,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1157,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1158,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1159,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1160,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1161,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1162,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1163,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1164,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1165,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1166,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1167,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1168,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1169,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1170,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1171,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1172,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1173,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1174,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1175,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1176,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1177,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1178,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1179,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
1180,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1181,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1182,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1183,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
1184,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1185,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
1186,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1187,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1188,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1189,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1190,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1191,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1192,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1193,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1194,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1195,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1196,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1197,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1198,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1199,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1200,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1201,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1202,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1203,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1204,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1205,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1206,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1207,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1208,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1209,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1210,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1211,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1212,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1213,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1214,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1215,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1216,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1217,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1218,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1219,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1220,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1221,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1222,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1223,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1224,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1225,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1226,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1227,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1228,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1229,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1230,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1231,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1232,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1233,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1234,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1235,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1236,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1237,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1238,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1239,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1240,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1241,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1242,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1243,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1244,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1245,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1246,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1247,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1248,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1249,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1250,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
1251,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1252,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1253,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1254,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1255,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1256,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1257,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1258,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1259,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1260,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1261,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1262,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1263,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1264,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1265,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1266,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1267,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1268,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1269,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1270,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Bareland
1271,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
1272,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1273,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1274,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1275,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1276,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1277,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1278,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1279,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
1280,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
1281,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1282,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1283,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1284,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1285,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1286,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1287,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1288,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1289,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1290,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1291,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1292,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1293,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1294,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1295,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1296,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1297,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1298,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1299,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1300,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1301,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1302,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1303,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1304,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1305,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1306,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1307,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1308,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1309,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1310,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1311,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1312,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
1313,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
1314,Wetland,Water,Water,Non_Water,Water,NULL,NULL,NULL
1315,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1316,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
1317,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1318,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
1319,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1320,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1321,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1322,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1323,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1324,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1325,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1326,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1327,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1328,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1329,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1330,Wetland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1331,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1332,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1333,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1334,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1335,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1336,Wetland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1337,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1338,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1339,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1340,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1341,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1342,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1343,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1344,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1345,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1346,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1347,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1348,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1349,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1350,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1351,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1352,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1353,Wetland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1354,Wetland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1355,Wetland,Forest,Water,NULL,Water,NULL,NULL,Wetland
1356,Wetland,Forest,Water,NULL,Water,NULL,NULL,Water
1357,Wetland,Forest,Water,NULL,Water,NULL,NULL,Forest
1358,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Water
1359,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1360,Wetland,Forest,Water,Water,Water,NULL,NULL,Wetland
1361,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
1362,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
1363,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1364,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1365,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1366,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1367,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1368,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1369,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1370,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1371,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1372,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1373,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1374,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1375,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1376,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1377,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1378,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
