Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KQF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KQF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KQF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KQF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KQF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KQF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KQF_M_R
1022,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1023,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1024,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1025,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1026,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1027,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1028,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1029,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1030,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1031,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1032,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1033,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1034,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1035,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1036,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1037,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1038,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1039,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1040,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1041,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1042,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1043,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1044,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1045,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1046,Wetland,Water,Water,NULL,Water,NULL,NULL,NULL
1047,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1048,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Cropland
1049,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1050,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1051,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1052,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1053,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1054,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1055,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1056,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1057,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1058,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1059,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1060,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1061,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1062,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1063,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1064,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1065,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
1066,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1067,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1068,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1069,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1070,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,NULL
1071,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1072,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1073,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1074,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1075,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1076,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1077,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1078,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1079,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1080,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1081,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1082,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1083,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1084,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1085,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1086,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1087,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1088,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1089,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1090,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1091,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1092,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1093,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1094,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1095,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1096,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1097,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1098,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1099,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1100,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1101,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1102,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1103,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1104,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1105,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1106,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1107,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1108,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1109,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1110,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1111,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1112,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1113,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1114,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1115,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1116,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1117,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1118,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1119,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1120,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1121,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1122,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1123,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1124,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1125,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1126,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1127,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1128,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1129,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1130,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1131,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1132,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1133,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1134,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1135,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1136,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1137,Bareland,NULL,Water,NULL,Water,NULL,NULL,NULL
1138,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1139,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1140,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1141,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1142,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1143,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1144,Bareland,NULL,Water,Water,Water,NULL,NULL,Cropland
1145,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
1146,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
1147,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1148,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1149,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1150,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1151,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1152,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1153,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1154,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1155,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1156,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1157,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1158,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1159,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1160,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1161,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1162,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1163,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1164,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1165,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1166,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1167,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1168,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1169,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1170,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1171,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1172,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1173,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1174,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1175,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1176,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1177,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1178,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1179,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1180,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1181,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1182,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1183,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1184,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1185,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1186,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1187,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1188,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1189,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1190,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1191,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1192,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1193,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1194,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1195,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1196,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1197,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1198,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1199,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1200,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1201,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1202,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1203,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1204,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1205,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1206,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1207,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1208,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1209,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1210,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1211,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1212,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1213,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1214,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1215,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1216,Bareland,Cropland,Water,NULL,Water,NULL,NULL,NULL
1217,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1218,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1219,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Water
1220,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1221,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1222,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1223,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1224,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1225,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1226,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1227,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1228,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1229,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1230,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1231,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1232,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1233,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1234,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1235,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1236,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1237,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1238,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1239,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1240,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1241,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1242,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1243,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1244,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1245,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1246,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1247,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1248,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1249,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1250,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1251,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1252,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1253,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1254,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1255,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1256,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1257,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1258,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1259,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1260,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1261,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1262,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1263,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Cropland
1264,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1265,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1266,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1267,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1268,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1269,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1270,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1271,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1272,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1273,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1274,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1275,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1276,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1277,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1278,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1279,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1280,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1281,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1282,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1283,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1284,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1285,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1286,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1287,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1288,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1289,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1290,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1291,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1292,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1293,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1294,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1295,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1296,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1297,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1298,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1299,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1300,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1301,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1302,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1303,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1304,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1305,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1306,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1307,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1308,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1309,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1310,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1311,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1312,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
1313,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1314,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1315,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1316,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1317,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1318,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1319,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1320,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1321,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1322,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1323,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1324,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1325,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1326,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1327,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1328,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1329,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1330,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1331,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1332,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1333,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1334,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1335,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1336,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1337,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1338,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1339,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1340,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1341,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1342,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1343,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1344,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1345,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1346,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1347,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1348,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1349,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1350,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1351,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1352,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1353,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1354,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1355,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1356,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
