Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NEH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NEH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NEH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NEH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NEH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NEH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NEH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NEH_M_R
4013,Wetland,Wetland,Wetland,Water,Wetland,Cropland,Wetland,Grassland
4014,Wetland,Wetland,Wetland,Water,Wetland,Cropland,Wetland,Wetland
4015,Wetland,Wetland,Wetland,Water,Wetland,Cropland,Wetland,Water
4016,Wetland,Wetland,Wetland,Water,Wetland,Cropland,Water,Grassland
4017,Wetland,Wetland,Wetland,Water,Wetland,Cropland,Water,Wetland
4018,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
4019,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4020,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Cropland
4021,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4022,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
4023,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
4024,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
4025,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
4026,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
4027,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
4028,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
4029,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
4030,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Water
4031,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Forest
4032,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
4033,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
4034,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
4035,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Forest
4036,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
4037,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
4038,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Bareland
4039,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
4040,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
4041,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
4042,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Cropland
4043,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
4044,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
4045,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
4046,Wetland,Wetland,Wetland,Water,Wetland,Forest,Wetland,Grassland
4047,Wetland,Wetland,Wetland,Water,Wetland,Forest,Wetland,Wetland
4048,Wetland,Wetland,Wetland,Water,Wetland,Forest,Wetland,Bareland
4049,Wetland,Wetland,Wetland,Water,Wetland,Forest,Wetland,Water
4050,Wetland,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
4051,Wetland,Wetland,Wetland,Water,Wetland,Forest,Water,Wetland
4052,Wetland,Wetland,Wetland,Water,Wetland,Forest,Water,Water
4053,Wetland,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
4054,Wetland,Wetland,Water,NULL,Water,NULL,Wetland,Wetland
4055,Wetland,Wetland,Water,NULL,Water,NULL,Wetland,Water
4056,Wetland,Wetland,Water,NULL,Water,NULL,Wetland,Forest
4057,Wetland,Wetland,Water,NULL,Water,NULL,Water,Wetland
4058,Wetland,Wetland,Water,NULL,Water,NULL,Water,Water
4059,Wetland,Wetland,Water,NULL,Water,Grassland,Wetland,Wetland
4060,Wetland,Wetland,Water,NULL,Water,Grassland,Wetland,Water
4061,Wetland,Wetland,Water,NULL,Water,Grassland,Water,Grassland
4062,Wetland,Wetland,Water,NULL,Water,Grassland,Water,Wetland
4063,Wetland,Wetland,Water,NULL,Water,Cropland,Wetland,Wetland
4064,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
4065,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
4066,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Water
4067,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
4068,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Grassland
4069,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Wetland
4070,Wetland,Wetland,Water,NULL,Water,Bareland,Wetland,Grassland
4071,Wetland,Wetland,Water,NULL,Water,Bareland,Wetland,Wetland
4072,Wetland,Wetland,Water,NULL,Water,Bareland,Water,Wetland
4073,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Wetland
4074,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Water
4075,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Forest
4076,Wetland,Wetland,Water,NULL,Water,Water,Water,Grassland
4077,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
4078,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
4079,Wetland,Wetland,Water,NULL,Water,Forest,Wetland,Wetland
4080,Wetland,Wetland,Water,NULL,Water,Forest,Wetland,Water
4081,Wetland,Wetland,Water,NULL,Water,Forest,Water,Water
4082,Wetland,Wetland,Water,Non_Water,Water,NULL,Wetland,Wetland
4083,Wetland,Wetland,Water,Non_Water,Water,NULL,Wetland,Bareland
4084,Wetland,Wetland,Water,Non_Water,Water,NULL,Wetland,Water
4085,Wetland,Wetland,Water,Non_Water,Water,NULL,Water,Wetland
4086,Wetland,Wetland,Water,Non_Water,Water,NULL,Water,Water
4087,Wetland,Wetland,Water,Non_Water,Water,NULL,Water,Forest
4088,Wetland,Wetland,Water,Non_Water,Water,Grassland,Wetland,Wetland
4089,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
4090,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
4091,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
4092,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
4093,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
4094,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
4095,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Water
4096,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
4097,Wetland,Wetland,Water,Non_Water,Water,Bareland,Water,Wetland
4098,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
4099,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
4100,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Water
4101,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Grassland
4102,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
4103,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
4104,Wetland,Wetland,Water,Non_Water,Water,Forest,Wetland,Wetland
4105,Wetland,Wetland,Water,Non_Water,Water,Forest,Wetland,Water
4106,Wetland,Wetland,Water,Non_Water,Water,Forest,Water,Wetland
4107,Wetland,Wetland,Water,Water,NULL,Water,Water,Wetland
4108,Wetland,Wetland,Water,Water,Water,NULL,Wetland,Grassland
4109,Wetland,Wetland,Water,Water,Water,NULL,Wetland,Wetland
4110,Wetland,Wetland,Water,Water,Water,NULL,Wetland,Bareland
4111,Wetland,Wetland,Water,Water,Water,NULL,Wetland,Water
4112,Wetland,Wetland,Water,Water,Water,NULL,Wetland,Forest
4113,Wetland,Wetland,Water,Water,Water,NULL,Water,Wetland
4114,Wetland,Wetland,Water,Water,Water,NULL,Water,Bareland
4115,Wetland,Wetland,Water,Water,Water,NULL,Water,Water
4116,Wetland,Wetland,Water,Water,Water,NULL,Water,Forest
4117,Wetland,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
4118,Wetland,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
4119,Wetland,Wetland,Water,Water,Water,Grassland,Water,Grassland
4120,Wetland,Wetland,Water,Water,Water,Grassland,Water,Wetland
4121,Wetland,Wetland,Water,Water,Water,Grassland,Water,Water
4122,Wetland,Wetland,Water,Water,Water,Cropland,Wetland,Wetland
4123,Wetland,Wetland,Water,Water,Water,Cropland,Wetland,Water
4124,Wetland,Wetland,Water,Water,Water,Cropland,Water,Wetland
4125,Wetland,Wetland,Water,Water,Water,Cropland,Water,Water
4126,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
4127,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Cropland
4128,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
4129,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Water
4130,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Forest
4131,Wetland,Wetland,Water,Water,Water,Wetland,Water,Grassland
4132,Wetland,Wetland,Water,Water,Water,Wetland,Water,Cropland
4133,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
4134,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
4135,Wetland,Wetland,Water,Water,Water,Wetland,Water,Forest
4136,Wetland,Wetland,Water,Water,Water,Bareland,Water,Grassland
4137,Wetland,Wetland,Water,Water,Water,Bareland,Water,Wetland
4138,Wetland,Wetland,Water,Water,Water,Bareland,Water,Water
4139,Wetland,Wetland,Water,Water,Water,Water,Wetland,Grassland
4140,Wetland,Wetland,Water,Water,Water,Water,Wetland,Wetland
4141,Wetland,Wetland,Water,Water,Water,Water,Wetland,Bareland
4142,Wetland,Wetland,Water,Water,Water,Water,Wetland,Water
4143,Wetland,Wetland,Water,Water,Water,Water,Wetland,Forest
4144,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
4145,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
4146,Wetland,Wetland,Water,Water,Water,Water,Water,Bareland
4147,Wetland,Wetland,Water,Water,Water,Water,Water,Water
4148,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
4149,Wetland,Wetland,Water,Water,Water,Forest,Wetland,Wetland
4150,Wetland,Wetland,Water,Water,Water,Forest,Wetland,Bareland
4151,Wetland,Wetland,Water,Water,Water,Forest,Wetland,Water
4152,Wetland,Wetland,Water,Water,Water,Forest,Wetland,Forest
4153,Wetland,Wetland,Water,Water,Water,Forest,Water,Wetland
4154,Wetland,Wetland,Water,Water,Water,Forest,Water,Bareland
4155,Wetland,Wetland,Water,Water,Water,Forest,Water,Water
4156,Wetland,Wetland,Water,Water,Water,Forest,Water,Forest
4157,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4158,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
4159,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
4160,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4161,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4162,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4163,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
4164,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
4165,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4166,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
4167,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
4168,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
4169,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland,Wetland,Wetland
4170,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland,Wetland,Water
4171,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland,Water,Grassland
4172,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland,Water,Cropland
4173,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland,Water,Wetland
4174,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4175,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
4176,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4177,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
4178,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4179,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4180,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
4181,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
4182,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4183,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4184,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
4185,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
4186,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4187,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
4188,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Water
4189,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4190,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4191,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
4192,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4193,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
4194,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
4195,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
4196,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4197,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4198,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
4199,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4200,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
4201,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
4202,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4203,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4204,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
4205,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
4206,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
4207,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Cropland,Water,Wetland
4208,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4209,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
4210,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4211,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
4212,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4213,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
4214,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
4215,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
4216,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4217,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4218,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
4219,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4220,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
4221,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
4222,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4223,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4224,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
4225,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Cropland
4226,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
4227,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4228,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
4229,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
4230,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
4231,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
4232,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
4233,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
4234,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Water,Wetland
4235,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Wetland
4236,Wetland,Wetland,Forest,Water,Non_Wetland,Cropland,Wetland,Grassland
4237,Wetland,Wetland,Forest,Water,Non_Wetland,Cropland,Wetland,Wetland
4238,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4239,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Cropland
4240,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
4241,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
4242,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4243,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
4244,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
4245,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
4246,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland,Wetland,Wetland
4247,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland,Water,Wetland
4248,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
4249,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
4250,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
4251,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
4252,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
4253,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
4254,Wetland,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Wetland
4255,Wetland,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Forest
4256,Wetland,Bareland,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
4257,Wetland,Bareland,Wetland,Non_Water,NULL,Bareland,Water,Water
4258,Wetland,Bareland,Wetland,Water,NULL,Bareland,Water,Wetland
4259,Wetland,Bareland,Wetland,Water,NULL,Water,Water,Wetland
4260,Wetland,Bareland,Wetland,Water,NULL,Water,Water,Water
4261,Wetland,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
4262,Wetland,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4263,Wetland,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4264,Wetland,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4265,Wetland,Water,NULL,NULL,Non_Wetland,Cropland,Wetland,Wetland
4266,Wetland,Water,NULL,NULL,Non_Wetland,Cropland,Water,Wetland
4267,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4268,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
4269,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
4270,Wetland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
4271,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
4272,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
4273,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
4274,Wetland,Water,NULL,Water,Non_Wetland,Wetland,Water,Bareland
4275,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
4276,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4277,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4278,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4279,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4280,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
4281,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
4282,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
4283,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
4284,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4285,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4286,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4287,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4288,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
4289,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
4290,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
4291,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
4292,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
4293,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
4294,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4295,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4296,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
4297,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4298,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4299,Wetland,Water,Wetland,NULL,NULL,Water,Wetland,Wetland
4300,Wetland,Water,Wetland,NULL,NULL,Water,Water,Wetland
4301,Wetland,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
4302,Wetland,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
4303,Wetland,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
4304,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
4305,Wetland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4306,Wetland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4307,Wetland,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
4308,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4309,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4310,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
4311,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4312,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
4313,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
4314,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
4315,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
4316,Wetland,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
4317,Wetland,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
4318,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
4319,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
4320,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
4321,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
4322,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
4323,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Bareland
4324,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
4325,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Forest
4326,Wetland,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
4327,Wetland,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
4328,Wetland,Water,Wetland,NULL,Wetland,Water,Forest,Water
4329,Wetland,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
4330,Wetland,Water,Wetland,Non_Water,NULL,Water,Water,Wetland
4331,Wetland,Water,Wetland,Non_Water,NULL,Water,Water,Bareland
4332,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
4333,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
4334,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4335,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4336,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4337,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
4338,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
4339,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Bareland
4340,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4341,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4342,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4343,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4344,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4345,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4346,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
4347,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
4348,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
4349,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Wetland
4350,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
4351,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4352,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
4353,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
4354,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
4355,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
4356,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
4357,Wetland,Water,Wetland,Water,NULL,Bareland,Water,Wetland
4358,Wetland,Water,Wetland,Water,NULL,Bareland,Water,Water
4359,Wetland,Water,Wetland,Water,NULL,Water,Water,Wetland
4360,Wetland,Water,Wetland,Water,NULL,Water,Water,Bareland
4361,Wetland,Water,Wetland,Water,NULL,Water,Water,Water
