Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYU_M_R
14782,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
14783,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
14784,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
14785,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
14786,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
14787,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
14788,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
14789,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
14790,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14791,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
14792,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
14793,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
14794,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
14795,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
14796,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
14797,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
14798,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
14799,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
14800,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
14801,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
14802,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
14803,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
14804,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland,Grassland,Forest
14805,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,NULL
14806,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
14807,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
14808,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Shrubland,NULL
14809,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Grassland
14810,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Water
14811,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Forest
14812,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
14813,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
14814,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
14815,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
14816,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
14817,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Bareland
14818,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
14819,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
14820,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
14821,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Built-up,NULL
14822,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
14823,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
14824,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
14825,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
14826,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,Water
14827,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
14828,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
14829,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
14830,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Water
14831,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
14832,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
14833,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
14834,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
14835,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
14836,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
14837,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
14838,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
14839,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
14840,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
14841,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
14842,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
14843,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
14844,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
14845,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
14846,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
14847,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
14848,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
14849,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
14850,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
14851,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
14852,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
14853,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
14854,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
14855,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
14856,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Water
14857,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
14858,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
14859,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Wetland,Cropland
14860,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
14861,Forest,Forest,Built-up,NULL,Non_Wetland,Water,NULL,Forest
14862,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
14863,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
14864,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
14865,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
14866,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Built-up,Forest
14867,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Grassland
14868,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Bareland
14869,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Water
14870,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Forest
14871,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Built-up
14872,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Water
14873,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
14874,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
14875,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Cropland
14876,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
14877,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Shrubland,NULL
14878,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
14879,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Built-up
14880,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
14881,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,NULL
14882,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Grassland
14883,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
14884,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,NULL
14885,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
14886,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,Built-up
14887,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
14888,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Built-up,NULL
14889,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
14890,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Built-up,Cropland
14891,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
14892,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Water,Water
14893,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Water,Forest
14894,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
14895,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
14896,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Water
14897,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
14898,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Shrubland,NULL
14899,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Forest,Forest
14900,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Grassland
14901,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Water,Water
14902,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Water,Forest
14903,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Forest,Forest
14904,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Water,Forest
14905,Forest,Forest,Built-up,Water,Non_Wetland,Water,Water,Forest
14906,Forest,Forest,Built-up,Water,Non_Wetland,Forest,Water,Water
14907,Forest,Forest,Built-up,Water,Non_Wetland,Forest,Forest,Water
14908,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
14909,Forest,Forest,Water,NULL,Water,NULL,NULL,Cropland
14910,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
14911,Forest,Forest,Water,NULL,Water,NULL,Shrubland,Water
14912,Forest,Forest,Water,NULL,Water,NULL,Grassland,Forest
14913,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
14914,Forest,Forest,Water,NULL,Water,NULL,Forest,Grassland
14915,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
14916,Forest,Forest,Water,NULL,Water,Shrubland,NULL,Forest
14917,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Forest
14918,Forest,Forest,Water,NULL,Water,Shrubland,Grassland,Wetland
14919,Forest,Forest,Water,NULL,Water,Shrubland,Grassland,Forest
14920,Forest,Forest,Water,NULL,Water,Shrubland,Wetland,Forest
14921,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Forest
14922,Forest,Forest,Water,NULL,Water,Grassland,NULL,Grassland
14923,Forest,Forest,Water,NULL,Water,Grassland,NULL,Wetland
14924,Forest,Forest,Water,NULL,Water,Grassland,NULL,Water
14925,Forest,Forest,Water,NULL,Water,Grassland,NULL,Forest
14926,Forest,Forest,Water,NULL,Water,Grassland,Shrubland,Forest
14927,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
14928,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Wetland
14929,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Forest
14930,Forest,Forest,Water,NULL,Water,Grassland,Wetland,NULL
14931,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Wetland
14932,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
14933,Forest,Forest,Water,NULL,Water,Grassland,Water,Water
14934,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
14935,Forest,Forest,Water,NULL,Water,Grassland,Forest,Grassland
14936,Forest,Forest,Water,NULL,Water,Grassland,Forest,Bareland
14937,Forest,Forest,Water,NULL,Water,Grassland,Forest,Water
14938,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
14939,Forest,Forest,Water,NULL,Water,Wetland,NULL,Wetland
14940,Forest,Forest,Water,NULL,Water,Wetland,NULL,Forest
14941,Forest,Forest,Water,NULL,Water,Wetland,Shrubland,Forest
14942,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Water
14943,Forest,Forest,Water,NULL,Water,Wetland,Wetland,NULL
14944,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
14945,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
14946,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
14947,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
14948,Forest,Forest,Water,NULL,Water,Wetland,Bareland,NULL
14949,Forest,Forest,Water,NULL,Water,Wetland,Bareland,Grassland
14950,Forest,Forest,Water,NULL,Water,Wetland,Water,NULL
14951,Forest,Forest,Water,NULL,Water,Wetland,Water,Grassland
14952,Forest,Forest,Water,NULL,Water,Wetland,Water,Wetland
14953,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
14954,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
14955,Forest,Forest,Water,NULL,Water,Wetland,Forest,NULL
14956,Forest,Forest,Water,NULL,Water,Wetland,Forest,Water
14957,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
14958,Forest,Forest,Water,NULL,Water,Bareland,NULL,Bareland
14959,Forest,Forest,Water,NULL,Water,Bareland,NULL,Built-up
14960,Forest,Forest,Water,NULL,Water,Bareland,NULL,Forest
14961,Forest,Forest,Water,NULL,Water,Bareland,Shrubland,Forest
14962,Forest,Forest,Water,NULL,Water,Bareland,Grassland,Forest
14963,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
14964,Forest,Forest,Water,NULL,Water,Bareland,Water,NULL
14965,Forest,Forest,Water,NULL,Water,Bareland,Water,Grassland
14966,Forest,Forest,Water,NULL,Water,Bareland,Water,Bareland
14967,Forest,Forest,Water,NULL,Water,Bareland,Water,Water
14968,Forest,Forest,Water,NULL,Water,Bareland,Water,Forest
14969,Forest,Forest,Water,NULL,Water,Bareland,Forest,Water
14970,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
14971,Forest,Forest,Water,NULL,Water,Water,NULL,Wetland
14972,Forest,Forest,Water,NULL,Water,Water,NULL,Water
14973,Forest,Forest,Water,NULL,Water,Water,NULL,Forest
14974,Forest,Forest,Water,NULL,Water,Water,Shrubland,Wetland
14975,Forest,Forest,Water,NULL,Water,Water,Shrubland,Water
14976,Forest,Forest,Water,NULL,Water,Water,Grassland,Forest
14977,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
14978,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
14979,Forest,Forest,Water,NULL,Water,Water,Bareland,Forest
14980,Forest,Forest,Water,NULL,Water,Water,Water,NULL
14981,Forest,Forest,Water,NULL,Water,Water,Water,Grassland
14982,Forest,Forest,Water,NULL,Water,Water,Water,Wetland
14983,Forest,Forest,Water,NULL,Water,Water,Water,Bareland
14984,Forest,Forest,Water,NULL,Water,Water,Water,Water
14985,Forest,Forest,Water,NULL,Water,Water,Water,Forest
14986,Forest,Forest,Water,NULL,Water,Water,Forest,Grassland
14987,Forest,Forest,Water,NULL,Water,Water,Forest,Water
14988,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
14989,Forest,Forest,Water,NULL,Water,Forest,NULL,Grassland
14990,Forest,Forest,Water,NULL,Water,Forest,NULL,Forest
14991,Forest,Forest,Water,NULL,Water,Forest,Shrubland,Grassland
14992,Forest,Forest,Water,NULL,Water,Forest,Shrubland,Forest
14993,Forest,Forest,Water,NULL,Water,Forest,Grassland,Forest
14994,Forest,Forest,Water,NULL,Water,Forest,Wetland,Water
14995,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
14996,Forest,Forest,Water,NULL,Water,Forest,Bareland,Forest
14997,Forest,Forest,Water,NULL,Water,Forest,Built-up,Forest
14998,Forest,Forest,Water,NULL,Water,Forest,Water,Water
14999,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
15000,Forest,Forest,Water,NULL,Water,Forest,Forest,NULL
15001,Forest,Forest,Water,NULL,Water,Forest,Forest,Grassland
15002,Forest,Forest,Water,NULL,Water,Forest,Forest,Wetland
15003,Forest,Forest,Water,NULL,Water,Forest,Forest,Water
15004,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
15005,Forest,Forest,Water,Non_Water,Water,Shrubland,NULL,NULL
15006,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Forest
15007,Forest,Forest,Water,Non_Water,Water,Wetland,NULL,Wetland
15008,Forest,Forest,Water,Non_Water,Water,Wetland,NULL,Forest
15009,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,NULL
15010,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
15011,Forest,Forest,Water,Non_Water,Water,Wetland,Water,NULL
15012,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Wetland
15013,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Water
15014,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
15015,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,NULL
15016,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,Grassland
15017,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,Water
15018,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,Forest
15019,Forest,Forest,Water,Non_Water,Water,Bareland,NULL,Forest
15020,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Grassland
15021,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Forest
15022,Forest,Forest,Water,Non_Water,Water,Bareland,Forest,Water
15023,Forest,Forest,Water,Non_Water,Water,Water,NULL,Water
15024,Forest,Forest,Water,Non_Water,Water,Water,NULL,Forest
15025,Forest,Forest,Water,Non_Water,Water,Water,Grassland,Grassland
15026,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Wetland
15027,Forest,Forest,Water,Non_Water,Water,Water,Water,NULL
15028,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
15029,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
15030,Forest,Forest,Water,Non_Water,Water,Water,Forest,Grassland
15031,Forest,Forest,Water,Non_Water,Water,Water,Forest,Water
15032,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
15033,Forest,Forest,Water,Non_Water,Water,Forest,NULL,Forest
15034,Forest,Forest,Water,Non_Water,Water,Forest,Bareland,Forest
15035,Forest,Forest,Water,Non_Water,Water,Forest,Water,Water
15036,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
15037,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Water
15038,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
15039,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
15040,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
15041,Forest,Forest,Water,Water,Water,NULL,Water,Forest
15042,Forest,Forest,Water,Water,Water,Shrubland,Water,Forest
15043,Forest,Forest,Water,Water,Water,Grassland,Wetland,Water
15044,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
15045,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
15046,Forest,Forest,Water,Water,Water,Wetland,NULL,NULL
15047,Forest,Forest,Water,Water,Water,Wetland,NULL,Water
15048,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
15049,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
15050,Forest,Forest,Water,Water,Water,Wetland,Water,Wetland
15051,Forest,Forest,Water,Water,Water,Wetland,Water,Water
15052,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
15053,Forest,Forest,Water,Water,Water,Wetland,Forest,Water
15054,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
15055,Forest,Forest,Water,Water,Water,Bareland,NULL,Forest
15056,Forest,Forest,Water,Water,Water,Bareland,Wetland,Water
15057,Forest,Forest,Water,Water,Water,Bareland,Water,NULL
15058,Forest,Forest,Water,Water,Water,Water,NULL,Forest
15059,Forest,Forest,Water,Water,Water,Water,Shrubland,Forest
15060,Forest,Forest,Water,Water,Water,Water,Wetland,Water
15061,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
15062,Forest,Forest,Water,Water,Water,Water,Bareland,Forest
15063,Forest,Forest,Water,Water,Water,Water,Water,Wetland
15064,Forest,Forest,Water,Water,Water,Water,Water,Water
15065,Forest,Forest,Water,Water,Water,Water,Water,Forest
15066,Forest,Forest,Water,Water,Water,Water,Forest,Water
15067,Forest,Forest,Water,Water,Water,Water,Forest,Forest
15068,Forest,Forest,Water,Water,Water,Forest,NULL,Forest
15069,Forest,Forest,Water,Water,Water,Forest,Shrubland,Forest
15070,Forest,Forest,Water,Water,Water,Forest,Wetland,Wetland
15071,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
15072,Forest,Forest,Water,Water,Water,Forest,Bareland,Forest
15073,Forest,Forest,Water,Water,Water,Forest,Water,Water
15074,Forest,Forest,Water,Water,Water,Forest,Water,Forest
15075,Forest,Forest,Water,Water,Water,Forest,Forest,Water
15076,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
15077,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
15078,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
15079,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
15080,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
15081,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
15082,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
15083,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
15084,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
15085,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
15086,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
15087,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
15088,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
15089,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
15090,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
15091,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
15092,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
15093,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Water
15094,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
15095,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
15096,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
15097,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
15098,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
15099,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
15100,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
15101,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
15102,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,NULL
15103,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
15104,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
15105,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
15106,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
15107,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
15108,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
15109,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
15110,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
15111,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
15112,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
15113,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
15114,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
15115,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
15116,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
15117,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15118,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15119,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
15120,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
15121,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
15122,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
15123,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15124,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
15125,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15126,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
15127,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
15128,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
15129,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
15130,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
15131,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
15132,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
15133,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
15134,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
15135,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
15136,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Water
15137,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
15138,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
15139,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
15140,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
15141,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
15142,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Built-up
15143,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
