Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LZJ_M_R
3199,Wetland,Forest,Water,NULL,Water,Wetland,Grassland,Wetland
3200,Wetland,Forest,Water,NULL,Water,Water,Wetland,Grassland
3201,Wetland,Forest,Water,Water,Water,Water,Water,Water
3202,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3203,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3204,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3205,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3206,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3207,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3208,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3209,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3210,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3211,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3212,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3213,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3214,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3215,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3216,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3217,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3218,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3219,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3220,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3221,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3222,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
3223,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
3224,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
3225,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3226,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3227,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3228,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
3229,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
3230,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3231,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
3232,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3233,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3234,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3235,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3236,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3237,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3238,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
3239,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3240,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3241,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3242,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3243,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3244,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3245,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3246,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3247,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3248,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3249,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3250,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3251,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3252,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3253,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3254,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3255,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3256,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3257,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3258,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3259,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3260,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3261,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3262,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3263,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
3264,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3265,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3266,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3267,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3268,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
3269,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3270,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3271,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3272,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3273,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3274,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3275,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3276,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3277,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3278,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3279,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3280,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3281,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
3282,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3283,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3284,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3285,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3286,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3287,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3288,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3289,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3290,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3291,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3292,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3293,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3294,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3295,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3296,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3297,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3298,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3299,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3300,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
3301,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3302,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3303,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3304,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3305,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
3306,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
3307,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3308,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3309,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3310,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3311,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3312,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3313,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3314,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3315,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3316,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3317,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3318,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3319,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3320,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3321,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3322,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3323,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3324,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
3325,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3326,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3327,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3328,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3329,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
3330,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3331,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3332,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3333,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3334,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3335,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3336,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3337,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3338,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3339,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3340,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3341,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3342,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3343,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3344,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3345,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
3346,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3347,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3348,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3349,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3350,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3351,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3352,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
3353,Bareland,NULL,Water,NULL,Water,Water,Water,Water
3354,Bareland,NULL,Water,Water,Water,Water,Grassland,Water
3355,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3356,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3357,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3358,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3359,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3360,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3361,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3362,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3363,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3364,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3365,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3366,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
3367,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3368,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3369,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3370,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
3371,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
3372,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
3373,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3374,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3375,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3376,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
3377,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
3378,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3379,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
3380,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3381,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3382,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3383,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3384,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3385,Bareland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
3386,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3387,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3388,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3389,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3390,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3391,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3392,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3393,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3394,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3395,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3396,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3397,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3398,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3399,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3400,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3401,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3402,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3403,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3404,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3405,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3406,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
3407,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
3408,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3409,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
3410,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
3411,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
3412,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
3413,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
3414,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3415,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3416,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
3417,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3418,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3419,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
3420,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3421,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
3422,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3423,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3424,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3425,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3426,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3427,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3428,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3429,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3430,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3431,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3432,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3433,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3434,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3435,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3436,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3437,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3438,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3439,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
3440,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
3441,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3442,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3443,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3444,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3445,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3446,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3447,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3448,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3449,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3450,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3451,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3452,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
3453,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3454,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
3455,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3456,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3457,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3458,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
3459,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
3460,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3461,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
3462,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3463,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3464,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3465,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
3466,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3467,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
3468,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3469,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3470,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3471,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
3472,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3473,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3474,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
3475,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3476,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3477,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3478,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3479,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3480,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3481,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3482,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3483,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3484,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3485,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3486,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
3487,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3488,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3489,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3490,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3491,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3492,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3493,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
3494,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3495,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3496,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3497,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3498,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3499,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
3500,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3501,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
3502,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3503,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3504,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3505,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3506,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3507,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3508,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3509,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3510,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3511,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3512,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
