Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NVG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NVG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NVG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NVG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NVG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NVG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NVG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NVG_M_R
688,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
689,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
690,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
691,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
692,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
693,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
694,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
695,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
696,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
697,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
698,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
699,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
700,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
701,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
702,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
703,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
704,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
705,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
706,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
707,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
708,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
709,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
710,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
711,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
712,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
713,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
714,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
715,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
716,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
717,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
718,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
719,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
720,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
721,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
722,Grassland,Forest,Water,NULL,Water,NULL,NULL,Wetland
723,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
724,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
725,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
726,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
727,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
728,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
729,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
730,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
731,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
732,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
733,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
734,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
735,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
736,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
737,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
738,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
739,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
740,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
741,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
742,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
743,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
744,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
745,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
746,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
747,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
748,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
749,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
750,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
751,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
752,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
753,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
754,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
755,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
756,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
757,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
758,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
759,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
760,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
761,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
762,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
763,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
764,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
765,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
766,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
767,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
768,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
769,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
770,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
771,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
772,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
773,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
774,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
775,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
776,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
777,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
778,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
779,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
780,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
781,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
782,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
783,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
784,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
785,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
786,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
787,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
788,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
789,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
790,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
791,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
792,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
793,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
794,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
795,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
796,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
797,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
798,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
799,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
800,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
801,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
802,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
803,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
804,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
805,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
806,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
807,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
808,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
809,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
810,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
811,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
812,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
813,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
814,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
815,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
816,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
817,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
818,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
819,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
820,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
821,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
822,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
823,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
824,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
825,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
826,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
827,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
828,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
829,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
830,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
831,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
832,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
833,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
834,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
835,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
836,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
837,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
838,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
839,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
840,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
841,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
842,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
843,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
844,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
845,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
846,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
847,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
848,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
849,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
850,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
851,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
852,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
853,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
854,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
855,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
856,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
857,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
858,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
859,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
860,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
861,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
862,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
863,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
864,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
865,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
866,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
867,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
868,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
869,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
870,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
871,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Built-up
872,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
873,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
874,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
875,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
876,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
877,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
878,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
879,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
880,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
881,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
882,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
883,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
884,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
885,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
886,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
887,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
888,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
889,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
890,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
891,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
892,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
893,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
894,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
895,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
896,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
897,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
898,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
899,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
900,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
901,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
902,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
903,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
904,Cropland,Cropland,Water,Water,Water,NULL,NULL,Cropland
905,Cropland,Cropland,Water,Water,Water,NULL,NULL,Wetland
906,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
907,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
908,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
909,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
910,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
911,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
912,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
913,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
914,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
915,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
916,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
917,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
918,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
919,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
920,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
921,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
922,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
923,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
924,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
925,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
926,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
927,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
928,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
929,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
930,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
931,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
932,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
933,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
934,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
935,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
936,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
937,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
938,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
939,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
940,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
941,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
942,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
943,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
944,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
945,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
946,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
947,Cropland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
948,Cropland,Wetland,Water,NULL,Water,NULL,NULL,Water
949,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
950,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
951,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
952,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
953,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
954,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
955,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
956,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
957,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
958,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
959,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
960,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
961,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
962,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
963,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
964,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
965,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
966,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
967,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
968,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
969,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
970,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
971,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
972,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
973,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
974,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
975,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
976,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
977,Cropland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
978,Cropland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
979,Cropland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
980,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
981,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
982,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
983,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
984,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
985,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
986,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
987,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
988,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
989,Cropland,Built-up,Water,Water,Water,NULL,NULL,Wetland
990,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
991,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
992,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
993,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
994,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
995,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
996,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
997,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
998,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
999,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1000,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1001,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1002,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1003,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1004,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1005,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1006,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1007,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1008,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1009,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1010,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1011,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1012,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1013,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1014,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1015,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1016,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1017,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1018,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1019,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1020,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1021,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1022,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1023,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1024,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1025,Cropland,Water,Water,NULL,Water,NULL,NULL,Wetland
1026,Cropland,Water,Water,NULL,Water,NULL,NULL,Water
1027,Cropland,Water,Water,Water,Water,NULL,NULL,Wetland
