Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LYR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LYR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LYR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LYR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LYR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LYR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LYR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LYR_M_R
3633,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
3634,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
3635,Water,Water,Water,Non_Water,Water,NULL,Grassland,Forest
3636,Water,Water,Water,Non_Water,Water,NULL,Wetland,Grassland
3637,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
3638,Water,Water,Water,Non_Water,Water,NULL,Water,Water
3639,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
3640,Water,Water,Water,Non_Water,Water,NULL,Forest,Forest
3641,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Water
3642,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Forest
3643,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Grassland
3644,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Water
3645,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
3646,Water,Water,Water,Non_Water,Water,Grassland,Built-up,Grassland
3647,Water,Water,Water,Non_Water,Water,Grassland,Built-up,Water
3648,Water,Water,Water,Non_Water,Water,Grassland,Built-up,Forest
3649,Water,Water,Water,Non_Water,Water,Grassland,Water,Grassland
3650,Water,Water,Water,Non_Water,Water,Grassland,Water,Bareland
3651,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
3652,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
3653,Water,Water,Water,Non_Water,Water,Grassland,Forest,Grassland
3654,Water,Water,Water,Non_Water,Water,Grassland,Forest,Water
3655,Water,Water,Water,Non_Water,Water,Grassland,Forest,Forest
3656,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
3657,Water,Water,Water,Non_Water,Water,Wetland,Forest,Forest
3658,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Water
3659,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Forest
3660,Water,Water,Water,Non_Water,Water,Bareland,Water,Grassland
3661,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
3662,Water,Water,Water,Non_Water,Water,Bareland,Water,Forest
3663,Water,Water,Water,Non_Water,Water,Built-up,Bareland,Water
3664,Water,Water,Water,Non_Water,Water,Built-up,Built-up,Water
3665,Water,Water,Water,Non_Water,Water,Built-up,Water,Water
3666,Water,Water,Water,Non_Water,Water,Built-up,Forest,Water
3667,Water,Water,Water,Non_Water,Water,Water,Grassland,Grassland
3668,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
3669,Water,Water,Water,Non_Water,Water,Water,Grassland,Forest
3670,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
3671,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
3672,Water,Water,Water,Non_Water,Water,Water,Bareland,Water
3673,Water,Water,Water,Non_Water,Water,Water,Bareland,Forest
3674,Water,Water,Water,Non_Water,Water,Water,Built-up,Forest
3675,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
3676,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
3677,Water,Water,Water,Non_Water,Water,Water,Water,Water
3678,Water,Water,Water,Non_Water,Water,Water,Water,Forest
3679,Water,Water,Water,Non_Water,Water,Water,Forest,Grassland
3680,Water,Water,Water,Non_Water,Water,Water,Forest,Water
3681,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
3682,Water,Water,Water,Non_Water,Water,Forest,Bareland,Forest
3683,Water,Water,Water,Non_Water,Water,Forest,Water,Water
3684,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
3685,Water,Water,Water,Non_Water,Water,Forest,Forest,Water
3686,Water,Water,Water,Non_Water,Water,Forest,Forest,Forest
3687,Water,Water,Water,Water,Water,NULL,NULL,Water
3688,Water,Water,Water,Water,Water,NULL,Grassland,Water
3689,Water,Water,Water,Water,Water,NULL,Wetland,Water
3690,Water,Water,Water,Water,Water,NULL,Wetland,Forest
3691,Water,Water,Water,Water,Water,NULL,Water,Grassland
3692,Water,Water,Water,Water,Water,NULL,Water,Water
3693,Water,Water,Water,Water,Water,NULL,Water,Forest
3694,Water,Water,Water,Water,Water,NULL,Forest,Water
3695,Water,Water,Water,Water,Water,NULL,Forest,Forest
3696,Water,Water,Water,Water,Water,Grassland,Grassland,Grassland
3697,Water,Water,Water,Water,Water,Grassland,Grassland,Bareland
3698,Water,Water,Water,Water,Water,Grassland,Grassland,Water
3699,Water,Water,Water,Water,Water,Grassland,Grassland,Forest
3700,Water,Water,Water,Water,Water,Grassland,Wetland,Grassland
3701,Water,Water,Water,Water,Water,Grassland,Wetland,Water
3702,Water,Water,Water,Water,Water,Grassland,Bareland,Water
3703,Water,Water,Water,Water,Water,Grassland,Built-up,Water
3704,Water,Water,Water,Water,Water,Grassland,Water,Grassland
3705,Water,Water,Water,Water,Water,Grassland,Water,Bareland
3706,Water,Water,Water,Water,Water,Grassland,Water,Water
3707,Water,Water,Water,Water,Water,Grassland,Water,Forest
3708,Water,Water,Water,Water,Water,Grassland,Forest,Water
3709,Water,Water,Water,Water,Water,Grassland,Forest,Forest
3710,Water,Water,Water,Water,Water,Wetland,Grassland,Forest
3711,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
3712,Water,Water,Water,Water,Water,Wetland,Water,Water
3713,Water,Water,Water,Water,Water,Wetland,Water,Forest
3714,Water,Water,Water,Water,Water,Wetland,Forest,Water
3715,Water,Water,Water,Water,Water,Wetland,Forest,Forest
3716,Water,Water,Water,Water,Water,Bareland,Grassland,Water
3717,Water,Water,Water,Water,Water,Bareland,Water,Grassland
3718,Water,Water,Water,Water,Water,Bareland,Water,Water
3719,Water,Water,Water,Water,Water,Bareland,Water,Forest
3720,Water,Water,Water,Water,Water,Bareland,Forest,Water
3721,Water,Water,Water,Water,Water,Built-up,Bareland,Water
3722,Water,Water,Water,Water,Water,Built-up,Built-up,Water
3723,Water,Water,Water,Water,Water,Built-up,Water,Water
3724,Water,Water,Water,Water,Water,Built-up,Forest,Water
3725,Water,Water,Water,Water,Water,Water,Grassland,Grassland
3726,Water,Water,Water,Water,Water,Water,Grassland,Bareland
3727,Water,Water,Water,Water,Water,Water,Grassland,Water
3728,Water,Water,Water,Water,Water,Water,Grassland,Forest
3729,Water,Water,Water,Water,Water,Water,Wetland,Grassland
3730,Water,Water,Water,Water,Water,Water,Wetland,Water
3731,Water,Water,Water,Water,Water,Water,Wetland,Forest
3732,Water,Water,Water,Water,Water,Water,Bareland,Water
3733,Water,Water,Water,Water,Water,Water,Bareland,Forest
3734,Water,Water,Water,Water,Water,Water,Built-up,Water
3735,Water,Water,Water,Water,Water,Water,Built-up,Forest
3736,Water,Water,Water,Water,Water,Water,Water,Grassland
3737,Water,Water,Water,Water,Water,Water,Water,Bareland
3738,Water,Water,Water,Water,Water,Water,Water,Water
3739,Water,Water,Water,Water,Water,Water,Water,Forest
3740,Water,Water,Water,Water,Water,Water,Forest,Grassland
3741,Water,Water,Water,Water,Water,Water,Forest,Bareland
3742,Water,Water,Water,Water,Water,Water,Forest,Water
3743,Water,Water,Water,Water,Water,Water,Forest,Forest
3744,Water,Water,Water,Water,Water,Forest,Grassland,Water
3745,Water,Water,Water,Water,Water,Forest,Grassland,Forest
3746,Water,Water,Water,Water,Water,Forest,Bareland,Water
3747,Water,Water,Water,Water,Water,Forest,Water,Grassland
3748,Water,Water,Water,Water,Water,Forest,Water,Water
3749,Water,Water,Water,Water,Water,Forest,Water,Forest
3750,Water,Water,Water,Water,Water,Forest,Forest,Water
3751,Water,Water,Water,Water,Water,Forest,Forest,Forest
3752,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3753,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3754,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
3755,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3756,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
3757,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3758,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3759,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3760,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3761,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
3762,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
3763,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3764,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3765,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
3766,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
3767,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3768,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3769,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
3770,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
3771,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3772,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3773,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
3774,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3775,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3776,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
3777,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
3778,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3779,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3780,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
3781,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
3782,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3783,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3784,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
3785,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
3786,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3787,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3788,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3789,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
3790,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3791,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
3792,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3793,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3794,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
3795,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
3796,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3797,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3798,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3799,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3800,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
3801,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3802,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
3803,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
3804,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
3805,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3806,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3807,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
3808,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
3809,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3810,Water,Water,Forest,NULL,Non_Wetland,Built-up,Bareland,Water
3811,Water,Water,Forest,NULL,Non_Wetland,Built-up,Water,Grassland
3812,Water,Water,Forest,NULL,Non_Wetland,Built-up,Water,Bareland
3813,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
3814,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
3815,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3816,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
3817,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
3818,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3819,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3820,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
3821,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3822,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3823,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
3824,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
3825,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
3826,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3827,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
3828,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
3829,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3830,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3831,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
3832,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
3833,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3834,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3835,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3836,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
3837,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3838,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3839,Water,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
3840,Water,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3841,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
3842,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3843,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3844,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
3845,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3846,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
3847,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3848,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3849,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3850,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
3851,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3852,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
3853,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3854,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
3855,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
3856,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3857,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
3858,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
3859,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
3860,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
3861,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3862,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
3863,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3864,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3865,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
3866,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3867,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3868,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Water
3869,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3870,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Built-up,Forest
3871,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
3872,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
3873,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
3874,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3875,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Water
3876,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
3877,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3878,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3879,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
3880,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3881,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
3882,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
3883,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
3884,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Water
3885,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3886,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
3887,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
3888,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
3889,Water,Water,Forest,Non_Water,Non_Wetland,Built-up,Water,Forest
3890,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
3891,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Bareland
3892,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
3893,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
3894,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
3895,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3896,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3897,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Bareland
3898,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Water
3899,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
3900,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
3901,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
3902,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3903,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3904,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
3905,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Bareland
3906,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
3907,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3908,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
3909,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3910,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
3911,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
3912,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
3913,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
3914,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
3915,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3916,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3917,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
3918,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
3919,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
3920,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3921,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
3922,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
3923,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
3924,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Grassland
3925,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
3926,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
3927,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
3928,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Bareland
3929,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Water
3930,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
3931,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
3932,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
3933,Water,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
3934,Water,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Water
3935,Water,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
3936,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
3937,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Bareland
3938,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
3939,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
3940,Water,Water,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
3941,Water,Water,Forest,Water,Non_Wetland,Grassland,Forest,Water
3942,Water,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
3943,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3944,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
3945,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
3946,Water,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
3947,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
3948,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
3949,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
3950,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
3951,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
3952,Water,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
3953,Water,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
3954,Water,Water,Forest,Water,Non_Wetland,Built-up,Grassland,Water
3955,Water,Water,Forest,Water,Non_Wetland,Built-up,Water,Water
3956,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
3957,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
3958,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
3959,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3960,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3961,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
3962,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
3963,Water,Water,Forest,Water,Non_Wetland,Water,Built-up,Water
3964,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
3965,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
3966,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
3967,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3968,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
3969,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Bareland
3970,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3971,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3972,Water,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
3973,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
3974,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
3975,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
3976,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
3977,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
3978,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3979,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3980,Water,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3981,Water,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
3982,Water,Forest,NULL,NULL,Non_Wetland,Water,Water,Bareland
3983,Water,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
3984,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3985,Water,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3986,Water,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3987,Water,Forest,Grassland,NULL,Non_Wetland,Water,Water,Water
3988,Water,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
3989,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
3990,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
3991,Water,Forest,Water,NULL,Water,Water,Water,Water
3992,Water,Forest,Water,NULL,Water,Water,Forest,Water
3993,Water,Forest,Water,NULL,Water,Water,Forest,Forest
3994,Water,Forest,Water,Non_Water,Water,Water,Water,Bareland
3995,Water,Forest,Water,Water,Water,Water,Water,Water
3996,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3997,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3998,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3999,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4000,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4001,Water,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4002,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4003,Water,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
4004,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
4005,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
4006,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Bareland
4007,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
4008,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4009,Water,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
4010,Water,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
4011,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4012,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
4013,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
4014,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
4015,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
