Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUE_M_R
7386,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
7387,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
7388,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
7389,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
7390,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
7391,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7392,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
7393,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7394,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
7395,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7396,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
7397,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7398,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
7399,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
7400,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7401,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
7402,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7403,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
7404,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
7405,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
7406,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
7407,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
7408,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
7409,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
7410,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
7411,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
7412,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
7413,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
7414,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7415,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7416,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
7417,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7418,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7419,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7420,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7421,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7422,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
7423,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7424,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
7425,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
7426,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
7427,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
7428,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
7429,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
7430,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
7431,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
7432,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
7433,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7434,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
7435,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
7436,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7437,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7438,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
7439,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7440,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7441,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7442,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
7443,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7444,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
7445,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
7446,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7447,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
7448,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
7449,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
7450,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
7451,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
7452,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
7453,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
7454,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
7455,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
7456,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
7457,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7458,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
7459,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
7460,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
7461,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
7462,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
7463,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
7464,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
7465,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7466,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
7467,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7468,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7469,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7470,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7471,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7472,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
7473,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7474,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
7475,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
7476,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
7477,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
7478,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
7479,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
7480,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
7481,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
7482,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
7483,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
7484,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7485,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
7486,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7487,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7488,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
7489,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
7490,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
7491,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
7492,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
7493,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
7494,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
7495,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
7496,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
7497,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7498,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
7499,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7500,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7501,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7502,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
7503,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7504,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
7505,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
7506,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7507,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7508,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
7509,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7510,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
7511,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
7512,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
7513,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
7514,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
7515,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
7516,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7517,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7518,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
7519,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7520,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7521,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7522,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7523,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
7524,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7525,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
7526,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
7527,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
7528,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
7529,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
7530,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
7531,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
7532,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7533,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7534,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
7535,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7536,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7537,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7538,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7539,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7540,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
7541,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7542,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
7543,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7544,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7545,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
7546,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
7547,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
7548,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
7549,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
7550,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
7551,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
7552,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
7553,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
7554,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
7555,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7556,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7557,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7558,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
7559,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7560,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7561,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7562,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
7563,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7564,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7565,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
7566,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7567,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7568,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
7569,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7570,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
7571,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
7572,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
7573,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
7574,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
7575,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
7576,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
7577,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
7578,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
7579,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
7580,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
7581,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
7582,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
7583,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
7584,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
7585,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,NULL,Forest
7586,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Bareland,Built-up
7587,Forest,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Forest
7588,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
7589,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Shrubland,Bareland
7590,Forest,Built-up,Wetland,NULL,Wetland,Forest,NULL,Forest
7591,Forest,Built-up,Wetland,NULL,Wetland,Forest,Bareland,Forest
7592,Forest,Built-up,Wetland,NULL,Wetland,Forest,Water,Forest
7593,Forest,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
7594,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,NULL,Grassland
7595,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
7596,Forest,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
7597,Forest,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
7598,Forest,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Forest
7599,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
7600,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
7601,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
7602,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
7603,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
7604,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
7605,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
7606,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
7607,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
7608,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
7609,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
7610,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
7611,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
7612,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
7613,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
7614,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
7615,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
7616,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
7617,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
7618,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
7619,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
7620,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7621,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7622,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7623,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
7624,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
7625,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
7626,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
7627,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Built-up
7628,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
7629,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
7630,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
7631,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
7632,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7633,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
7634,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7635,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
7636,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
7637,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
7638,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
7639,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
7640,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
7641,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
7642,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
7643,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
7644,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
7645,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
7646,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7647,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
7648,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7649,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
7650,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
7651,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
7652,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
7653,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
7654,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
7655,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
7656,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
7657,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
7658,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
7659,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
7660,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7661,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
7662,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7663,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
7664,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
7665,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
7666,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
7667,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
7668,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
7669,Forest,Built-up,Water,NULL,Water,NULL,NULL,Grassland
7670,Forest,Built-up,Water,NULL,Water,Shrubland,NULL,Grassland
7671,Forest,Built-up,Water,NULL,Water,Shrubland,NULL,Forest
7672,Forest,Built-up,Water,NULL,Water,Shrubland,Shrubland,Grassland
7673,Forest,Built-up,Water,NULL,Water,Shrubland,Shrubland,Forest
7674,Forest,Built-up,Water,NULL,Water,Shrubland,Bareland,Forest
7675,Forest,Built-up,Water,NULL,Water,Grassland,NULL,Forest
7676,Forest,Built-up,Water,NULL,Water,Grassland,Shrubland,Forest
7677,Forest,Built-up,Water,NULL,Water,Wetland,Shrubland,Forest
7678,Forest,Built-up,Water,NULL,Water,Bareland,Built-up,Built-up
7679,Forest,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
7680,Forest,Built-up,Water,NULL,Water,Forest,NULL,Forest
7681,Forest,Built-up,Water,NULL,Water,Forest,Forest,Forest
7682,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7683,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7684,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
7685,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
7686,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
7687,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7688,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
7689,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
7690,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7691,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
7692,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
7693,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7694,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7695,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7696,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
7697,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
7698,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
7699,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
7700,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
7701,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
7702,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
