Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NPH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NPH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NPH_M_R
6045,Water,Forest,Wetland,NULL,Wetland,Water,Water,Water
6046,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
6047,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Wetland
6048,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Water
6049,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
6050,Water,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
6051,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
6052,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
6053,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
6054,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6055,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
6056,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
6057,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
6058,Water,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
6059,Water,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
6060,Water,Forest,Wetland,Water,Wetland,NULL,Water,Forest
6061,Water,Forest,Wetland,Water,Wetland,Grassland,NULL,Water
6062,Water,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
6063,Water,Forest,Wetland,Water,Wetland,Grassland,Water,Water
6064,Water,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
6065,Water,Forest,Wetland,Water,Wetland,Cropland,Wetland,Grassland
6066,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
6067,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
6068,Water,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
6069,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
6070,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
6071,Water,Forest,Wetland,Water,Wetland,Water,Water,Grassland
6072,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
6073,Water,Forest,Wetland,Water,Wetland,Water,Water,Forest
6074,Water,Forest,Water,NULL,Water,NULL,Wetland,Forest
6075,Water,Forest,Water,NULL,Water,NULL,Water,Forest
6076,Water,Forest,Water,NULL,Water,Grassland,Wetland,Grassland
6077,Water,Forest,Water,NULL,Water,Grassland,Wetland,Water
6078,Water,Forest,Water,NULL,Water,Grassland,Wetland,Forest
6079,Water,Forest,Water,NULL,Water,Grassland,Water,Forest
6080,Water,Forest,Water,NULL,Water,Grassland,Forest,Water
6081,Water,Forest,Water,NULL,Water,Grassland,Forest,Forest
6082,Water,Forest,Water,NULL,Water,Wetland,Wetland,Forest
6083,Water,Forest,Water,NULL,Water,Wetland,Water,Water
6084,Water,Forest,Water,NULL,Water,Wetland,Water,Forest
6085,Water,Forest,Water,NULL,Water,Water,Grassland,Grassland
6086,Water,Forest,Water,NULL,Water,Water,Wetland,Water
6087,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
6088,Water,Forest,Water,NULL,Water,Water,Water,Water
6089,Water,Forest,Water,NULL,Water,Water,Water,Forest
6090,Water,Forest,Water,NULL,Water,Water,Forest,Forest
6091,Water,Forest,Water,NULL,Water,Forest,Water,Forest
6092,Water,Forest,Water,NULL,Water,Forest,Forest,Wetland
6093,Water,Forest,Water,NULL,Water,Forest,Forest,Forest
6094,Water,Forest,Water,Non_Water,Water,NULL,Wetland,Water
6095,Water,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
6096,Water,Forest,Water,Non_Water,Water,NULL,Water,Forest
6097,Water,Forest,Water,Non_Water,Water,Grassland,Water,Forest
6098,Water,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
6099,Water,Forest,Water,Non_Water,Water,Water,Wetland,Forest
6100,Water,Forest,Water,Water,Water,NULL,Wetland,Forest
6101,Water,Forest,Water,Water,Water,NULL,Water,Forest
6102,Water,Forest,Water,Water,Water,Grassland,Wetland,Water
6103,Water,Forest,Water,Water,Water,Grassland,Water,Forest
6104,Water,Forest,Water,Water,Water,Wetland,Water,Forest
6105,Water,Forest,Water,Water,Water,Water,Grassland,Forest
6106,Water,Forest,Water,Water,Water,Water,Wetland,Water
6107,Water,Forest,Water,Water,Water,Water,Wetland,Forest
6108,Water,Forest,Water,Water,Water,Water,Water,Grassland
6109,Water,Forest,Water,Water,Water,Water,Water,Water
6110,Water,Forest,Water,Water,Water,Water,Water,Forest
6111,Water,Forest,Water,Water,Water,Forest,Wetland,Forest
6112,Water,Forest,Water,Water,Water,Forest,Water,Forest
6113,Water,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6114,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6115,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
6116,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6117,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6118,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
6119,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6120,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
6121,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
6122,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Water
6123,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6124,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6125,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6126,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Water
6127,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6128,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6129,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
6130,Water,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
6131,Water,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
6132,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
6133,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
6134,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
6135,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
6136,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Wetland
6137,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
6138,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
6139,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6140,Water,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6141,Water,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
6142,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6143,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
6144,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6145,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
6146,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
6147,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Wetland
6148,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6149,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
6150,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
6151,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
6152,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
6153,Water,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
6154,Water,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Water
6155,Water,Forest,Forest,Water,Non_Wetland,Grassland,Water,Forest
6156,Water,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
6157,Water,Forest,Forest,Water,Non_Wetland,Water,Wetland,Grassland
6158,Water,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
6159,Water,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
6160,Water,Forest,Forest,Water,Non_Wetland,Water,Water,Water
6161,Water,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
6162,Water,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
6163,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6164,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6165,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6166,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
6167,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
6168,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
6169,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6170,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6171,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6172,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
6173,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
6174,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
6175,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
6176,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
6177,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6178,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
6179,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
6180,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6181,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
6182,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6183,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6184,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6185,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6186,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6187,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6188,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
6189,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6190,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6191,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6192,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6193,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
6194,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6195,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6196,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
6197,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6198,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
6199,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
6200,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
6201,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6202,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6203,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6204,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6205,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6206,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6207,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6208,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
6209,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
6210,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
6211,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
6212,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
6213,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
6214,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
6215,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6216,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6217,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
6218,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6219,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6220,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6221,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6222,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6223,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6224,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6225,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6226,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6227,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6228,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6229,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
6230,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6231,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
6232,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6233,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
6234,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
6235,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
6236,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6237,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
6238,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6239,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
6240,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6241,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
6242,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
6243,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6244,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
6245,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
6246,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
6247,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
6248,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6249,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6250,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
6251,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
6252,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
6253,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6254,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
6255,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6256,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6257,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
6258,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6259,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6260,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6261,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
6262,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6263,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6264,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
6265,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6266,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
6267,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
6268,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
6269,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
6270,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
6271,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6272,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
6273,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6274,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6275,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6276,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6277,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
6278,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
6279,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6280,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6281,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
6282,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6283,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
6284,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6285,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
6286,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
6287,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
6288,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
6289,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6290,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
6291,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
6292,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
6293,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
6294,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
6295,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
6296,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
6297,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
6298,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
6299,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6300,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
6301,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
6302,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6303,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6304,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
6305,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
6306,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
6307,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
6308,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
6309,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
6310,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6311,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
6312,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
6313,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6314,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6315,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6316,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6317,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6318,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6319,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
6320,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6321,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
6322,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Built-up
6323,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6324,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6325,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
6326,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
6327,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
6328,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
6329,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Grassland
6330,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6331,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6332,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6333,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6334,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
6335,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
6336,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
6337,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
6338,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
6339,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
6340,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
6341,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
6342,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
6343,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
6344,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
6345,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
6346,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
6347,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
6348,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland,Water,Grassland
6349,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
6350,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
6351,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
6352,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
6353,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
6354,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
6355,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
6356,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
6357,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
6358,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Forest
6359,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
6360,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
6361,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6362,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
6363,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6364,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6365,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
6366,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
6367,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
6368,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
6369,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
6370,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
6371,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
6372,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
6373,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
6374,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
6375,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6376,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6377,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6378,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6379,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6380,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
