Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LWD_M_R
13615,Water,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
13616,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
13617,Water,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
13618,Water,Forest,Forest,Water,Non_Wetland,Water,Shrubland,Water
13619,Water,Forest,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
13620,Water,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
13621,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
13622,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13623,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13624,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13625,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
13626,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
13627,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
13628,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13629,Permanent_ice_and_snow,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
13630,Permanent_ice_and_snow,NULL,Water,NULL,Water,Bareland,Water,Grassland
13631,Permanent_ice_and_snow,NULL,Water,NULL,Water,Bareland,Water,Bareland
13632,Permanent_ice_and_snow,NULL,Water,NULL,Water,Bareland,Water,Forest
13633,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13634,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13635,Permanent_ice_and_snow,Water,Water,NULL,Water,Bareland,Water,Bareland
13636,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
13637,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
13638,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
13639,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
13640,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
13641,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
13642,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
13643,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
13644,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
13645,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
13646,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
13647,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
13648,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
13649,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
13650,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
13651,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
13652,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
13653,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
13654,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
13655,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
13656,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
13657,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
13658,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
13659,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
13660,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
13661,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
13662,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
13663,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
13664,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
13665,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13666,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13667,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
13668,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
13669,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
13670,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
13671,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
13672,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13673,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
13674,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13675,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
13676,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
13677,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
13678,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
13679,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
13680,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
13681,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
13682,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
13683,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
13684,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
13685,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
13686,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
13687,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
13688,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
13689,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
13690,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
13691,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
13692,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
13693,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
13694,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
13695,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
13696,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
13697,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
13698,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
13699,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
13700,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13701,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
13702,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
13703,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
13704,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
13705,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
13706,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
13707,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
13708,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
13709,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
13710,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
13711,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
13712,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
13713,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
13714,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
13715,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
13716,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
13717,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
13718,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
13719,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
13720,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
13721,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
13722,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
13723,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
13724,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
13725,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
13726,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
13727,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
13728,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
13729,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
13730,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
13731,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
13732,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
13733,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
13734,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
13735,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
13736,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
13737,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
13738,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
13739,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
13740,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
13741,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
13742,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
13743,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
13744,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
13745,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
13746,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
13747,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
13748,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
13749,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
13750,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
13751,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
13752,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
13753,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
13754,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
13755,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
13756,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
13757,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
13758,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
13759,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
13760,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
13761,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
13762,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13763,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
13764,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
13765,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
13766,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
13767,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
13768,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
13769,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
13770,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
13771,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
13772,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
13773,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
13774,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
13775,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
13776,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
13777,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
13778,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
13779,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
13780,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
13781,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
13782,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
13783,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
13784,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
13785,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
13786,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
13787,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
13788,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
13789,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
13790,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
13791,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
13792,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
13793,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
13794,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
13795,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
13796,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
13797,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
13798,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
13799,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
13800,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
13801,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
13802,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
13803,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
13804,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
13805,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
13806,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
13807,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
13808,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Bareland
13809,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
13810,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
13811,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
13812,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
13813,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
13814,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
13815,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
13816,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
13817,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
13818,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,Wetland
13819,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
13820,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
13821,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
13822,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
13823,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Water
13824,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
13825,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
13826,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
13827,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
13828,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
13829,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
13830,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
13831,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
13832,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
13833,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
13834,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
13835,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
13836,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
13837,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
13838,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
13839,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
13840,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
13841,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
13842,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
13843,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,NULL
13844,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
13845,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
13846,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
13847,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13848,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
13849,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
13850,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
13851,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
13852,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
13853,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13854,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
13855,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
13856,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
13857,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
13858,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
13859,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
13860,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
13861,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
13862,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
13863,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
13864,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
13865,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
13866,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
13867,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
13868,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
13869,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
13870,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
13871,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
13872,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
13873,Forest,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Forest
13874,Forest,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
13875,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
13876,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
13877,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
13878,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
13879,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
13880,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
13881,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Water
13882,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
13883,Forest,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
13884,Forest,NULL,NULL,Water,Non_Wetland,Forest,Water,Grassland
13885,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
13886,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
13887,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
13888,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
13889,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
13890,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13891,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
13892,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
13893,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
13894,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
13895,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
13896,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
13897,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
13898,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
13899,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
13900,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
13901,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
13902,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
13903,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
13904,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
13905,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
13906,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
13907,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
13908,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
13909,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
13910,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
13911,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
13912,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13913,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
13914,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
13915,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
13916,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
13917,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13918,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13919,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
13920,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
13921,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
13922,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
13923,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
13924,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13925,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
13926,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13927,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
13928,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
13929,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
13930,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
13931,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
13932,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
13933,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
13934,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
13935,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
13936,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
13937,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
13938,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
13939,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
