Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDT_M_R
5427,Water,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
5428,Water,NULL,Wetland,NULL,Wetland,Bareland,Forest,Bareland
5429,Water,NULL,Wetland,NULL,Wetland,Bareland,Forest,Water
5430,Water,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
5431,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
5432,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
5433,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
5434,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
5435,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
5436,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
5437,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,Bareland
5438,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,Water
5439,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,Forest
5440,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
5441,Water,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
5442,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
5443,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
5444,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
5445,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
5446,Water,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
5447,Water,NULL,Wetland,NULL,Wetland,Forest,Bareland,Forest
5448,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Bareland
5449,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
5450,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
5451,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
5452,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
5453,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
5454,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
5455,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
5456,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
5457,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
5458,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
5459,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5460,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
5461,Water,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Water
5462,Water,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
5463,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
5464,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
5465,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
5466,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
5467,Water,NULL,Wetland,Water,Wetland,Grassland,Bareland,Forest
5468,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Water
5469,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
5470,Water,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Forest
5471,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
5472,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Bareland
5473,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
5474,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Forest
5475,Water,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
5476,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
5477,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
5478,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
5479,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Forest
5480,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
5481,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
5482,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
5483,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
5484,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Bareland
5485,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Water
5486,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Bareland
5487,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Water
5488,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Forest
5489,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
5490,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
5491,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5492,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
5493,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
5494,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5495,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5496,Water,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
5497,Water,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
5498,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5499,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5500,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
5501,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
5502,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
5503,Water,NULL,Bareland,Water,Non_Wetland,Water,Bareland,Forest
5504,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5505,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
5506,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5507,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5508,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5509,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
5510,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
5511,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
5512,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5513,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
5514,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
5515,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
5516,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
5517,Water,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
5518,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
5519,Water,NULL,Water,NULL,Water,Grassland,Grassland,Forest
5520,Water,NULL,Water,NULL,Water,Grassland,Water,Forest
5521,Water,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
5522,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
5523,Water,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
5524,Water,NULL,Water,NULL,Water,Bareland,Grassland,Water
5525,Water,NULL,Water,NULL,Water,Bareland,Grassland,Forest
5526,Water,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
5527,Water,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
5528,Water,NULL,Water,NULL,Water,Bareland,Bareland,Water
5529,Water,NULL,Water,NULL,Water,Bareland,Bareland,Forest
5530,Water,NULL,Water,NULL,Water,Bareland,Water,Grassland
5531,Water,NULL,Water,NULL,Water,Bareland,Water,Water
5532,Water,NULL,Water,NULL,Water,Bareland,Water,Forest
5533,Water,NULL,Water,NULL,Water,Water,Shrubland,Water
5534,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
5535,Water,NULL,Water,NULL,Water,Water,Grassland,Bareland
5536,Water,NULL,Water,NULL,Water,Water,Grassland,Water
5537,Water,NULL,Water,NULL,Water,Water,Grassland,Forest
5538,Water,NULL,Water,NULL,Water,Water,Bareland,Grassland
5539,Water,NULL,Water,NULL,Water,Water,Bareland,Water
5540,Water,NULL,Water,NULL,Water,Water,Water,Bareland
5541,Water,NULL,Water,NULL,Water,Water,Water,Water
5542,Water,NULL,Water,NULL,Water,Water,Water,Forest
5543,Water,NULL,Water,Non_Water,Water,Grassland,Bareland,Grassland
5544,Water,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
5545,Water,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
5546,Water,NULL,Water,Non_Water,Water,Bareland,Bareland,Water
5547,Water,NULL,Water,Non_Water,Water,Bareland,Bareland,Forest
5548,Water,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
5549,Water,NULL,Water,Non_Water,Water,Water,Grassland,Forest
5550,Water,NULL,Water,Non_Water,Water,Water,Water,Water
5551,Water,NULL,Water,Water,Water,Grassland,Grassland,Grassland
5552,Water,NULL,Water,Water,Water,Bareland,Shrubland,Water
5553,Water,NULL,Water,Water,Water,Bareland,Grassland,Grassland
5554,Water,NULL,Water,Water,Water,Bareland,Grassland,Wetland
5555,Water,NULL,Water,Water,Water,Bareland,Grassland,Bareland
5556,Water,NULL,Water,Water,Water,Bareland,Grassland,Water
5557,Water,NULL,Water,Water,Water,Bareland,Grassland,Forest
5558,Water,NULL,Water,Water,Water,Bareland,Bareland,Grassland
5559,Water,NULL,Water,Water,Water,Bareland,Bareland,Bareland
5560,Water,NULL,Water,Water,Water,Bareland,Bareland,Water
5561,Water,NULL,Water,Water,Water,Bareland,Bareland,Forest
5562,Water,NULL,Water,Water,Water,Bareland,Water,Grassland
5563,Water,NULL,Water,Water,Water,Bareland,Water,Water
5564,Water,NULL,Water,Water,Water,Bareland,Water,Forest
5565,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
5566,Water,NULL,Water,Water,Water,Water,Grassland,Bareland
5567,Water,NULL,Water,Water,Water,Water,Grassland,Water
5568,Water,NULL,Water,Water,Water,Water,Grassland,Forest
5569,Water,NULL,Water,Water,Water,Water,Bareland,Bareland
5570,Water,NULL,Water,Water,Water,Water,Bareland,Water
5571,Water,NULL,Water,Water,Water,Water,Bareland,Forest
5572,Water,NULL,Water,Water,Water,Water,Water,Grassland
5573,Water,NULL,Water,Water,Water,Water,Water,Wetland
5574,Water,NULL,Water,Water,Water,Water,Water,Bareland
5575,Water,NULL,Water,Water,Water,Water,Water,Water
5576,Water,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5577,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5578,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5579,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5580,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5581,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5582,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5583,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5584,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
5585,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5586,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5587,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5588,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5589,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5590,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5591,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
5592,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
5593,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
5594,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5595,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
5596,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
5597,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5598,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
5599,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5600,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
5601,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
5602,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5603,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
5604,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5605,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
5606,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5607,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
5608,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Bareland
5609,Water,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
5610,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5611,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
5612,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
5613,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
5614,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5615,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5616,Water,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
5617,Water,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
5618,Water,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
5619,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
5620,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
5621,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
5622,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5623,Water,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5624,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5625,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5626,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Water
5627,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
5628,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5629,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5630,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5631,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Built-up,Forest
5632,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
5633,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
5634,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
5635,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
5636,Water,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
5637,Water,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
5638,Water,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
5639,Water,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Forest
5640,Water,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
5641,Water,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Bareland
5642,Water,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Water
5643,Water,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
5644,Water,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Bareland
5645,Water,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
5646,Water,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
5647,Water,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
5648,Water,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
5649,Water,NULL,Forest,Water,Non_Wetland,Bareland,Water,Water
5650,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
5651,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Bareland
5652,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Forest
5653,Water,NULL,Forest,Water,Non_Wetland,Water,Bareland,Forest
5654,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
5655,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5656,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5657,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5658,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5659,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5660,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
5661,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Wetland
5662,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5663,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
5664,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
5665,Water,Cropland,NULL,Water,Non_Wetland,Water,Bareland,Water
5666,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5667,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5668,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5669,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5670,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5671,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5672,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5673,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5674,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
5675,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5676,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
5677,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
5678,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5679,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
5680,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
5681,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
5682,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
5683,Water,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5684,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5685,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5686,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
5687,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5688,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
5689,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5690,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5691,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5692,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5693,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5694,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5695,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
5696,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
5697,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Water,Forest
5698,Water,Cropland,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
5699,Water,Cropland,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
5700,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5701,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
5702,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
5703,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
5704,Water,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
5705,Water,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
5706,Water,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
5707,Water,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
5708,Water,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Water
5709,Water,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
5710,Water,Cropland,Wetland,NULL,Wetland,Bareland,Water,Grassland
5711,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Bareland
5712,Water,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
5713,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
5714,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
5715,Water,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
5716,Water,Cropland,Wetland,Water,Wetland,Bareland,Grassland,Grassland
5717,Water,Cropland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
5718,Water,Cropland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
5719,Water,Cropland,Wetland,Water,Wetland,Bareland,Bareland,Forest
5720,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Grassland
5721,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Forest
5722,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5723,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5724,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5725,Water,Cropland,Water,NULL,Water,Shrubland,Grassland,Grassland
5726,Water,Cropland,Water,NULL,Water,Wetland,Grassland,Grassland
5727,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
5728,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
5729,Water,Cropland,Water,NULL,Water,Bareland,Grassland,Forest
5730,Water,Cropland,Water,NULL,Water,Bareland,Bareland,Grassland
5731,Water,Cropland,Water,NULL,Water,Bareland,Bareland,Bareland
5732,Water,Cropland,Water,NULL,Water,Bareland,Bareland,Forest
5733,Water,Cropland,Water,NULL,Water,Bareland,Water,Grassland
5734,Water,Cropland,Water,NULL,Water,Water,Grassland,Grassland
5735,Water,Cropland,Water,NULL,Water,Water,Grassland,Forest
5736,Water,Cropland,Water,Water,Water,Grassland,Grassland,Grassland
5737,Water,Cropland,Water,Water,Water,Bareland,Grassland,Grassland
5738,Water,Cropland,Water,Water,Water,Bareland,Bareland,Bareland
5739,Water,Cropland,Water,Water,Water,Bareland,Bareland,Water
5740,Water,Cropland,Water,Water,Water,Bareland,Water,Forest
5741,Water,Cropland,Water,Water,Water,Water,Grassland,Water
5742,Water,Cropland,Water,Water,Water,Water,Water,Water
5743,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5744,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5745,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
5746,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5747,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
5748,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5749,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
5750,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5751,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5752,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Water
5753,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Water
5754,Water,Cropland,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
5755,Water,Cropland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
5756,Water,Cropland,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
5757,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
5758,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5759,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5760,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
5761,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5762,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
5763,Water,Wetland,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
5764,Water,Wetland,NULL,NULL,Non_Wetland,Water,Bareland,Forest
5765,Water,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5766,Water,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5767,Water,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
5768,Water,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5769,Water,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
5770,Water,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
5771,Water,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
5772,Water,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
5773,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5774,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
5775,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5776,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
5777,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5778,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
5779,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5780,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
5781,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
5782,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
