Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTB_M_R
6906,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6907,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
6908,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
6909,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
6910,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
6911,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6912,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Water
6913,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6914,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
6915,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6916,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
6917,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Water
6918,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
6919,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
6920,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
6921,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
6922,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
6923,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Built-up
6924,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
6925,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
6926,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6927,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
6928,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
6929,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
6930,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
6931,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
6932,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
6933,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
6934,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Built-up
6935,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
6936,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
6937,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
6938,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
6939,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
6940,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
6941,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
6942,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
6943,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
6944,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Water
6945,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
6946,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
6947,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
6948,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6949,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6950,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6951,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
6952,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Water
6953,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
6954,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
6955,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
6956,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6957,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6958,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
6959,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6960,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
6961,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
6962,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6963,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
6964,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
6965,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
6966,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6967,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
6968,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
6969,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
6970,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6971,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Water
6972,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
6973,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
6974,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
6975,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
6976,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
6977,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6978,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
6979,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
6980,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6981,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6982,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6983,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
6984,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
6985,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
6986,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
6987,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
6988,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6989,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6990,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6991,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
6992,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6993,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6994,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
6995,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
6996,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
6997,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6998,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
6999,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
7000,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
7001,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
7002,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
7003,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
7004,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
7005,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
7006,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
7007,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
7008,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
7009,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Water
7010,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Water
7011,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Forest
7012,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
7013,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
7014,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
7015,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Built-up
7016,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
7017,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
7018,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Wetland
7019,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
7020,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
7021,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Wetland
7022,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Water
7023,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
7024,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
7025,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
7026,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
7027,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
7028,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
7029,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
7030,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
7031,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
7032,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
7033,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
7034,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
7035,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
7036,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
7037,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
7038,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
7039,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Grassland
7040,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Wetland
7041,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Water
7042,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Forest
7043,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
7044,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Cropland
7045,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
7046,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
7047,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
7048,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
7049,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Water
7050,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
7051,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
7052,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
7053,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
7054,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
7055,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
7056,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
7057,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
7058,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
7059,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Cropland
7060,Water,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Forest
7061,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
7062,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
7063,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
7064,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
7065,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Bareland
7066,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
7067,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
7068,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
7069,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
7070,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
7071,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
7072,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Built-up,Wetland
7073,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Built-up,Water
7074,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
7075,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
7076,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
7077,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
7078,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
7079,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
7080,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
7081,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
7082,Water,NULL,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
7083,Water,NULL,Shrubland,Water,Non_Wetland,Built-up,Water,Water
7084,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
7085,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
7086,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
7087,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
7088,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Forest
7089,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
7090,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
7091,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
7092,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
7093,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
7094,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
7095,Water,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Water
7096,Water,NULL,Shrubland,Water,Non_Wetland,Water,Built-up,Wetland
7097,Water,NULL,Shrubland,Water,Non_Wetland,Water,Built-up,Water
7098,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
7099,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Cropland
7100,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
7101,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
7102,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
7103,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
7104,Water,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Water
7105,Water,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
7106,Water,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
7107,Water,NULL,Shrubland,Water,Non_Wetland,Forest,Wetland,Water
7108,Water,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Water
7109,Water,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Forest
7110,Water,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
7111,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
7112,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
7113,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
7114,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
7115,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
7116,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7117,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
7118,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
7119,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
7120,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
7121,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
7122,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
7123,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
7124,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
7125,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
7126,Water,NULL,Grassland,Water,Non_Wetland,NULL,Water,Wetland
7127,Water,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Forest
7128,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7129,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7130,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
7131,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7132,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
7133,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
7134,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7135,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7136,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
7137,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
7138,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
7139,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
7140,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7141,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
7142,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
7143,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
7144,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
7145,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
7146,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
7147,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7148,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
7149,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
7150,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
7151,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
7152,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
7153,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
7154,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
7155,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
7156,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
7157,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
7158,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
7159,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
7160,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
7161,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
7162,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
7163,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
7164,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Water
7165,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
7166,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7167,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7168,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
7169,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
7170,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7171,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7172,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7173,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7174,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7175,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
7176,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7177,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7178,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
7179,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
7180,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
7181,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7182,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7183,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7184,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
7185,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
7186,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
7187,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
7188,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7189,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
7190,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Water
7191,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
7192,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7193,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7194,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
7195,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
7196,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
7197,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
7198,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Water
7199,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
7200,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
7201,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
7202,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
7203,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7204,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
7205,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
7206,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
7207,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7208,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7209,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
7210,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
7211,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Wetland
7212,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Water
7213,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
7214,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
7215,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
7216,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Water
7217,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
7218,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7219,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
7220,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7221,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
7222,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7223,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7224,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7225,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7226,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7227,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
7228,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7229,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
7230,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
7231,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
7232,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
7233,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
7234,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
7235,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7236,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Water
7237,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
7238,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Bareland
7239,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7240,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
7241,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7242,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
