Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LBK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LBK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LBK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LBK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LBK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LBK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LBK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LBK_M_R
2195,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
2196,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
2197,Water,Water,Water,Non_Water,Water,Water,Water,Water
2198,Water,Water,Water,Non_Water,Water,Water,Water,Forest
2199,Water,Water,Water,Non_Water,Water,Water,Forest,Grassland
2200,Water,Water,Water,Non_Water,Water,Water,Forest,Bareland
2201,Water,Water,Water,Non_Water,Water,Water,Forest,Water
2202,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
2203,Water,Water,Water,Non_Water,Water,Forest,Grassland,Forest
2204,Water,Water,Water,Non_Water,Water,Forest,Wetland,Forest
2205,Water,Water,Water,Non_Water,Water,Forest,Water,Water
2206,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
2207,Water,Water,Water,Non_Water,Water,Forest,Forest,Water
2208,Water,Water,Water,Non_Water,Water,Forest,Forest,Forest
2209,Water,Water,Water,Water,Water,NULL,NULL,Grassland
2210,Water,Water,Water,Water,Water,NULL,NULL,Bareland
2211,Water,Water,Water,Water,Water,NULL,NULL,Water
2212,Water,Water,Water,Water,Water,NULL,NULL,Forest
2213,Water,Water,Water,Water,Water,NULL,Wetland,Grassland
2214,Water,Water,Water,Water,Water,NULL,Wetland,Water
2215,Water,Water,Water,Water,Water,NULL,Wetland,Forest
2216,Water,Water,Water,Water,Water,NULL,Water,Water
2217,Water,Water,Water,Water,Water,NULL,Water,Forest
2218,Water,Water,Water,Water,Water,NULL,Forest,Water
2219,Water,Water,Water,Water,Water,NULL,Forest,Forest
2220,Water,Water,Water,Water,Water,Grassland,Grassland,Grassland
2221,Water,Water,Water,Water,Water,Grassland,Grassland,Water
2222,Water,Water,Water,Water,Water,Grassland,Grassland,Forest
2223,Water,Water,Water,Water,Water,Grassland,Wetland,Grassland
2224,Water,Water,Water,Water,Water,Grassland,Wetland,Water
2225,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
2226,Water,Water,Water,Water,Water,Grassland,Bareland,Water
2227,Water,Water,Water,Water,Water,Grassland,Water,Grassland
2228,Water,Water,Water,Water,Water,Grassland,Water,Bareland
2229,Water,Water,Water,Water,Water,Grassland,Water,Water
2230,Water,Water,Water,Water,Water,Grassland,Water,Forest
2231,Water,Water,Water,Water,Water,Grassland,Forest,Water
2232,Water,Water,Water,Water,Water,Grassland,Forest,Forest
2233,Water,Water,Water,Water,Water,Bareland,Water,Water
2234,Water,Water,Water,Water,Water,Built-up,Water,Bareland
2235,Water,Water,Water,Water,Water,Built-up,Water,Water
2236,Water,Water,Water,Water,Water,Water,Grassland,Bareland
2237,Water,Water,Water,Water,Water,Water,Grassland,Water
2238,Water,Water,Water,Water,Water,Water,Grassland,Forest
2239,Water,Water,Water,Water,Water,Water,Wetland,Grassland
2240,Water,Water,Water,Water,Water,Water,Wetland,Bareland
2241,Water,Water,Water,Water,Water,Water,Wetland,Water
2242,Water,Water,Water,Water,Water,Water,Wetland,Forest
2243,Water,Water,Water,Water,Water,Water,Bareland,Water
2244,Water,Water,Water,Water,Water,Water,Water,Grassland
2245,Water,Water,Water,Water,Water,Water,Water,Bareland
2246,Water,Water,Water,Water,Water,Water,Water,Water
2247,Water,Water,Water,Water,Water,Water,Water,Forest
2248,Water,Water,Water,Water,Water,Water,Forest,Bareland
2249,Water,Water,Water,Water,Water,Water,Forest,Water
2250,Water,Water,Water,Water,Water,Water,Forest,Forest
2251,Water,Water,Water,Water,Water,Forest,Wetland,Water
2252,Water,Water,Water,Water,Water,Forest,Water,Water
2253,Water,Water,Water,Water,Water,Forest,Water,Forest
2254,Water,Water,Water,Water,Water,Forest,Forest,Water
2255,Water,Water,Water,Water,Water,Forest,Forest,Forest
2256,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2257,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2258,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2259,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2260,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2261,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2262,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2263,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2264,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Bareland
2265,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2266,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2267,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2268,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
2269,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
2270,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2271,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2272,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Water
2273,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2274,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2275,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
2276,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2277,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2278,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
2279,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2280,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2281,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
2282,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2283,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2284,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
2285,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2286,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2287,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
2288,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2289,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
2290,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2291,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
2292,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2293,Water,Water,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2294,Water,Water,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
2295,Water,Water,Forest,NULL,Non_Wetland,Built-up,Bareland,Bareland
2296,Water,Water,Forest,NULL,Non_Wetland,Built-up,Bareland,Water
2297,Water,Water,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
2298,Water,Water,Forest,NULL,Non_Wetland,Built-up,Water,Grassland
2299,Water,Water,Forest,NULL,Non_Wetland,Built-up,Water,Bareland
2300,Water,Water,Forest,NULL,Non_Wetland,Built-up,Water,Water
2301,Water,Water,Forest,NULL,Non_Wetland,Built-up,Water,Forest
2302,Water,Water,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
2303,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2304,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
2305,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
2306,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2307,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2308,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
2309,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2310,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2311,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
2312,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
2313,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
2314,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2315,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2316,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
2317,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2318,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2319,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2320,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
2321,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2322,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2323,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
2324,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2325,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2326,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2327,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Bareland
2328,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
2329,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2330,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2331,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
2332,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
2333,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2334,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2335,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2336,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2337,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2338,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2339,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2340,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2341,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
2342,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
2343,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2344,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
2345,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
2346,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2347,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
2348,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2349,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
2350,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2351,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
2352,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2353,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Bareland
2354,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
2355,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2356,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Water
2357,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
2358,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
2359,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Bareland
2360,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2361,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2362,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2363,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
2364,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2365,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2366,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Bareland
2367,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2368,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2369,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
2370,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2371,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
2372,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
2373,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2374,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
2375,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
2376,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2377,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2378,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2379,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2380,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2381,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland,Forest
2382,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
2383,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2384,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Bareland
2385,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
2386,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2387,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
2388,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
2389,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
2390,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2391,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
2392,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Bareland
2393,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
2394,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
2395,Water,Water,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
2396,Water,Water,Forest,Water,Non_Wetland,Grassland,Forest,Water
2397,Water,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
2398,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
2399,Water,Water,Forest,Water,Non_Wetland,Built-up,Grassland,Grassland
2400,Water,Water,Forest,Water,Non_Wetland,Built-up,Water,Water
2401,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
2402,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
2403,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
2404,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Bareland
2405,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2406,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2407,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
2408,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2409,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
2410,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
2411,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2412,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
2413,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Bareland
2414,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2415,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2416,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2417,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
2418,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
2419,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
2420,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
2421,Water,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2422,Water,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2423,Water,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
2424,Water,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
2425,Water,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
2426,Water,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
2427,Water,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2428,Water,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Water
2429,Water,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2430,Water,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Water
2431,Water,Forest,NULL,Water,Non_Wetland,Water,Water,Water
2432,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2433,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2434,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2435,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2436,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2437,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
2438,Water,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2439,Water,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Bareland
2440,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2441,Water,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2442,Water,Forest,Grassland,Water,Non_Wetland,Water,Water,Bareland
2443,Water,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
2444,Water,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
2445,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2446,Water,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
2447,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2448,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2449,Water,Forest,Built-up,NULL,Non_Wetland,Water,Water,Bareland
2450,Water,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
2451,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
2452,Water,Forest,Water,NULL,Water,Water,Wetland,Water
2453,Water,Forest,Water,NULL,Water,Water,Water,Water
2454,Water,Forest,Water,NULL,Water,Water,Water,Forest
2455,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
2456,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
2457,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2458,Water,Forest,Water,Non_Water,Water,NULL,Water,Forest
2459,Water,Forest,Water,Non_Water,Water,Water,Wetland,Forest
2460,Water,Forest,Water,Non_Water,Water,Water,Water,Water
2461,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
2462,Water,Forest,Water,Water,Water,Water,NULL,Water
2463,Water,Forest,Water,Water,Water,Water,Wetland,Water
2464,Water,Forest,Water,Water,Water,Water,Water,Water
2465,Water,Forest,Water,Water,Water,Water,Water,Forest
2466,Water,Forest,Water,Water,Water,Forest,Water,Forest
2467,Water,Forest,Water,Water,Water,Forest,Forest,Water
2468,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2469,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2470,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
2471,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
2472,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2473,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2474,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2475,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2476,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2477,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
2478,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Bareland
2479,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
2480,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2481,Water,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2482,Water,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
2483,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2484,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2485,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2486,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2487,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2488,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2489,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2490,Water,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2491,Water,Forest,Forest,Water,Non_Wetland,Water,Water,Grassland
2492,Water,Forest,Forest,Water,Non_Wetland,Water,Water,Water
2493,Water,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
2494,Water,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
2495,Water,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
2496,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2497,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2498,Permanent_ice_and_snow,Water,Water,NULL,Water,Water,Water,Water
2499,Permanent_ice_and_snow,Water,Water,Water,Water,Grassland,Water,Forest
2500,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Water
2501,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2502,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2503,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2504,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2505,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2506,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2507,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2508,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
2509,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2510,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2511,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2512,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2513,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Water
2514,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2515,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
2516,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Water,Forest
2517,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2518,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2519,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
2520,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
2521,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Bareland
2522,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
2523,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2524,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2525,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2526,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2527,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2528,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2529,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2530,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2531,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2532,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
2533,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
2534,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2535,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2536,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2537,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2538,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2539,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2540,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2541,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2542,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2543,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2544,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
2545,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
2546,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2547,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2548,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2549,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2550,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2551,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2552,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2553,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2554,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2555,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2556,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2557,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2558,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2559,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
2560,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2561,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2562,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2563,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2564,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2565,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
