Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQF_M_R
2805,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2806,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2807,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
2808,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
2809,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
2810,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
2811,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2812,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
2813,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
2814,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
2815,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2816,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2817,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
2818,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
2819,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
2820,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
2821,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
2822,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
2823,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
2824,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
2825,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2826,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
2827,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
2828,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
2829,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2830,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2831,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
2832,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2833,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2834,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
2835,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
2836,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2837,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2838,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
2839,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2840,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2841,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2842,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2843,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
2844,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
2845,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
2846,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
2847,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2848,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2849,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
2850,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
2851,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
2852,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Water
2853,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
2854,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Water
2855,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Forest
2856,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
2857,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
2858,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
2859,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2860,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2861,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
2862,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
2863,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
2864,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
2865,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
2866,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
2867,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2868,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2869,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
2870,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2871,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2872,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
2873,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2874,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2875,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2876,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Built-up
2877,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
2878,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2879,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
2880,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
2881,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Built-up
2882,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
2883,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2884,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2885,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Built-up
2886,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
2887,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
2888,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
2889,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
2890,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
2891,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
2892,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
2893,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
2894,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2895,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2896,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
2897,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2898,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
2899,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
2900,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
2901,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
2902,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
2903,Water,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
2904,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
2905,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2906,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
2907,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
2908,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2909,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
2910,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2911,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2912,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2913,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2914,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2915,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2916,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2917,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
2918,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2919,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2920,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
2921,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
2922,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2923,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2924,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2925,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2926,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2927,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
2928,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2929,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2930,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
2931,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
2932,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
2933,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2934,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
2935,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
2936,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2937,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Bareland
2938,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
2939,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2940,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2941,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2942,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
2943,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2944,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
2945,Water,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
2946,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
2947,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2948,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Forest
2949,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
2950,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
2951,Water,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
2952,Water,Water,Wetland,Water,Wetland,Water,Grassland,Bareland
2953,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
2954,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
2955,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
2956,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
2957,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2958,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
2959,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
2960,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
2961,Water,Water,Wetland,Water,Wetland,Water,Water,Water
2962,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
2963,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
2964,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
2965,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
2966,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2967,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2968,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2969,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2970,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
2971,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
2972,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2973,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2974,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2975,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2976,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2977,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2978,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2979,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2980,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2981,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2982,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
2983,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
2984,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
2985,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
2986,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
2987,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2988,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Wetland
2989,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
2990,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
2991,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
2992,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
2993,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Wetland
2994,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
2995,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
2996,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Forest
2997,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
2998,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
2999,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
3000,Water,Water,Built-up,Water,Non_Wetland,Water,Forest,Forest
3001,Water,Water,Water,NULL,Water,NULL,Water,Forest
3002,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
3003,Water,Water,Water,NULL,Water,Grassland,Water,Water
3004,Water,Water,Water,NULL,Water,Wetland,Grassland,Grassland
3005,Water,Water,Water,NULL,Water,Wetland,Grassland,Water
3006,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
3007,Water,Water,Water,NULL,Water,Wetland,Wetland,Wetland
3008,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
3009,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
3010,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
3011,Water,Water,Water,NULL,Water,Wetland,Water,Bareland
3012,Water,Water,Water,NULL,Water,Wetland,Water,Water
3013,Water,Water,Water,NULL,Water,Wetland,Water,Forest
3014,Water,Water,Water,NULL,Water,Wetland,Forest,Water
3015,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
3016,Water,Water,Water,NULL,Water,Bareland,Water,Water
3017,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
3018,Water,Water,Water,NULL,Water,Water,Grassland,Wetland
3019,Water,Water,Water,NULL,Water,Water,Grassland,Water
3020,Water,Water,Water,NULL,Water,Water,Grassland,Forest
3021,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
3022,Water,Water,Water,NULL,Water,Water,Wetland,Water
3023,Water,Water,Water,NULL,Water,Water,Wetland,Forest
3024,Water,Water,Water,NULL,Water,Water,Water,Grassland
3025,Water,Water,Water,NULL,Water,Water,Water,Wetland
3026,Water,Water,Water,NULL,Water,Water,Water,Bareland
3027,Water,Water,Water,NULL,Water,Water,Water,Water
3028,Water,Water,Water,NULL,Water,Water,Water,Forest
3029,Water,Water,Water,NULL,Water,Water,Forest,Wetland
3030,Water,Water,Water,NULL,Water,Water,Forest,Water
3031,Water,Water,Water,NULL,Water,Water,Forest,Forest
3032,Water,Water,Water,Non_Water,Water,NULL,Water,Water
3033,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
3034,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
3035,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
3036,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Water
3037,Water,Water,Water,Non_Water,Water,Water,Grassland,Grassland
3038,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
3039,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
3040,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
3041,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
3042,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
3043,Water,Water,Water,Non_Water,Water,Water,Water,Water
3044,Water,Water,Water,Non_Water,Water,Water,Water,Forest
3045,Water,Water,Water,Water,Water,NULL,Wetland,Water
3046,Water,Water,Water,Water,Water,NULL,Wetland,Forest
3047,Water,Water,Water,Water,Water,NULL,Water,Water
3048,Water,Water,Water,Water,Water,NULL,Water,Forest
3049,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
3050,Water,Water,Water,Water,Water,Grassland,Water,Grassland
3051,Water,Water,Water,Water,Water,Grassland,Water,Water
3052,Water,Water,Water,Water,Water,Wetland,Grassland,Grassland
3053,Water,Water,Water,Water,Water,Wetland,Grassland,Water
3054,Water,Water,Water,Water,Water,Wetland,Grassland,Forest
3055,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
3056,Water,Water,Water,Water,Water,Wetland,Wetland,Water
3057,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
3058,Water,Water,Water,Water,Water,Wetland,Water,Grassland
3059,Water,Water,Water,Water,Water,Wetland,Water,Wetland
3060,Water,Water,Water,Water,Water,Wetland,Water,Bareland
3061,Water,Water,Water,Water,Water,Wetland,Water,Water
3062,Water,Water,Water,Water,Water,Wetland,Water,Forest
3063,Water,Water,Water,Water,Water,Bareland,Grassland,Grassland
3064,Water,Water,Water,Water,Water,Bareland,Wetland,Water
3065,Water,Water,Water,Water,Water,Bareland,Water,Water
3066,Water,Water,Water,Water,Water,Bareland,Water,Forest
3067,Water,Water,Water,Water,Water,Water,Grassland,Grassland
3068,Water,Water,Water,Water,Water,Water,Grassland,Wetland
3069,Water,Water,Water,Water,Water,Water,Grassland,Water
3070,Water,Water,Water,Water,Water,Water,Grassland,Forest
3071,Water,Water,Water,Water,Water,Water,Wetland,Grassland
3072,Water,Water,Water,Water,Water,Water,Wetland,Wetland
3073,Water,Water,Water,Water,Water,Water,Wetland,Water
3074,Water,Water,Water,Water,Water,Water,Wetland,Forest
3075,Water,Water,Water,Water,Water,Water,Water,Grassland
3076,Water,Water,Water,Water,Water,Water,Water,Wetland
3077,Water,Water,Water,Water,Water,Water,Water,Bareland
3078,Water,Water,Water,Water,Water,Water,Water,Water
3079,Water,Water,Water,Water,Water,Water,Water,Forest
3080,Water,Water,Water,Water,Water,Water,Forest,Water
3081,Water,Water,Water,Water,Water,Water,Forest,Forest
3082,Water,Water,Water,Water,Water,Forest,Water,Water
3083,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3084,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3085,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3086,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
3087,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3088,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3089,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3090,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
3091,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3092,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3093,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3094,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3095,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
3096,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
3097,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3098,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3099,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3100,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3101,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3102,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
3103,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3104,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3105,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3106,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3107,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3108,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3109,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3110,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
3111,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3112,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3113,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
3114,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3115,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3116,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
3117,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3118,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3119,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
3120,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3121,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3122,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3123,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
3124,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3125,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
3126,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3127,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
3128,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3129,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3130,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3131,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3132,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
3133,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
3134,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
3135,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
3136,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
3137,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
3138,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
3139,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
3140,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3141,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
3142,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
3143,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
3144,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
3145,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
3146,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3147,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3148,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3149,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
3150,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3151,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3152,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
3153,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3154,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3155,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3156,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3157,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
3158,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3159,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3160,Water,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3161,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3162,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
3163,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
3164,Water,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
3165,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
3166,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
3167,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
3168,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
3169,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
3170,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
3171,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3172,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3173,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
3174,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
3175,Water,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3176,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3177,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
3178,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
3179,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
3180,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
3181,Water,Forest,Water,NULL,Water,Water,Water,Forest
3182,Water,Forest,Water,Water,Water,Water,Wetland,Grassland
3183,Water,Forest,Water,Water,Water,Water,Wetland,Forest
3184,Water,Forest,Water,Water,Water,Water,Water,Water
3185,Water,Forest,Water,Water,Water,Water,Water,Forest
3186,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3187,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3188,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3189,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
