Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MZA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MZA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MZA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MZA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MZA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MZA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MZA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MZA_M_R
354,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
355,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
356,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
357,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
358,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
359,NULL,Water,Water,NULL,Water,NULL,NULL,Water
360,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
361,NULL,Water,Water,NULL,Water,Water,NULL,Water
362,NULL,Water,Water,Non_Water,Water,NULL,NULL,Grassland
363,NULL,Water,Water,Non_Water,Water,NULL,NULL,Wetland
364,NULL,Water,Water,Non_Water,Water,NULL,NULL,Water
365,NULL,Water,Water,Non_Water,Water,NULL,NULL,Forest
366,NULL,Water,Water,Non_Water,Water,Water,Water,Water
367,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
368,NULL,Water,Water,Water,Water,NULL,NULL,Water
369,NULL,Water,Water,Water,Water,NULL,NULL,Forest
370,NULL,Water,Water,Water,Water,Built-up,Built-up,Grassland
371,NULL,Water,Water,Water,Water,Built-up,Water,Water
372,NULL,Water,Water,Water,Water,Water,NULL,Water
373,NULL,Water,Water,Water,Water,Water,Water,Water
374,NULL,Water,Water,Water,Water,Water,Water,Forest
375,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
376,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
377,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
378,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
379,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
380,NULL,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
381,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Water
382,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
383,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
384,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
385,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
386,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
387,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
388,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
389,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
390,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
391,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
392,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
393,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
394,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
395,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
396,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
397,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
398,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
399,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
400,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
401,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
402,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
403,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
404,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
405,NULL,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Forest
406,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
407,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
408,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
409,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
410,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
411,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
412,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
413,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
414,NULL,Forest,Wetland,Water,Wetland,Water,NULL,Water
415,NULL,Forest,Wetland,Water,Wetland,Water,Water,Water
416,NULL,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
417,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
418,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
419,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
420,NULL,Forest,Water,Water,Water,NULL,NULL,Grassland
421,NULL,Forest,Water,Water,Water,NULL,NULL,Forest
422,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
423,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
424,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
425,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
426,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
427,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
428,NULL,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
429,NULL,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
430,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
431,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
432,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
433,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
434,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
435,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
436,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
437,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
438,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
439,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
440,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
441,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
442,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
443,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
444,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
445,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
446,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
447,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
448,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
449,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
450,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
451,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
452,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
453,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
454,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
455,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
456,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
457,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
458,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
459,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
460,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
461,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
462,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Forest
463,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
464,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
465,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
466,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
467,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
468,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
469,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
470,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
471,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
472,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
473,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
474,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
475,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
476,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Water
477,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
478,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
479,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
480,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
481,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
482,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
483,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
484,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
485,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
486,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
487,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
488,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
489,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
490,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Water
491,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
492,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
493,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
494,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
495,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
496,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
497,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
498,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
499,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
500,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
501,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
502,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
503,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
504,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
505,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
506,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
507,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
508,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
509,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
510,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
511,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
512,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
513,Grassland,NULL,Water,Non_Water,Water,Water,Water,Water
514,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
515,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
516,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
517,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
518,Grassland,NULL,Water,Water,Water,Water,NULL,Water
519,Grassland,NULL,Water,Water,Water,Water,Water,Grassland
520,Grassland,NULL,Water,Water,Water,Water,Water,Water
521,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
522,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
523,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
524,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
525,Grassland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
526,Grassland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
527,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
528,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
529,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
530,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
531,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
532,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
533,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
534,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
535,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
536,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
537,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
538,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
539,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
540,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
541,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
542,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
543,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
544,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
545,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
546,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
547,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
548,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
549,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
550,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
551,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
552,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
553,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
554,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Forest
555,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
556,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
557,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
558,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
559,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
560,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
561,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
562,Grassland,Bareland,Water,Water,Water,NULL,NULL,Water
563,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
564,Grassland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
565,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
566,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
567,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
568,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
569,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
570,Grassland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
571,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
572,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
573,Grassland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
574,Grassland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
575,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
576,Grassland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
577,Grassland,Built-up,Water,Water,Water,NULL,NULL,Grassland
578,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
579,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
580,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
581,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
582,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
583,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
584,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
585,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
586,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
587,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
588,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
589,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
590,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
591,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
592,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
593,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
594,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
595,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
596,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
597,Grassland,Water,Wetland,Water,Wetland,Water,NULL,Water
598,Grassland,Water,Wetland,Water,Wetland,Water,Water,Grassland
599,Grassland,Water,Wetland,Water,Wetland,Water,Water,Wetland
600,Grassland,Water,Wetland,Water,Wetland,Water,Water,Water
601,Grassland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
602,Grassland,Water,Water,NULL,Water,Water,Water,Water
603,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
604,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Water
605,Grassland,Water,Water,Non_Water,Water,Water,Water,Water
606,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
607,Grassland,Water,Water,Water,Water,NULL,NULL,Water
608,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
609,Grassland,Water,Water,Water,Water,Water,NULL,Water
610,Grassland,Water,Water,Water,Water,Water,Water,Water
611,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
612,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
613,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
614,Grassland,Water,Forest,Water,Non_Wetland,Water,Water,Water
615,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
616,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
617,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
618,Grassland,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Water
619,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
620,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
621,Grassland,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
622,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
623,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
624,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
625,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
626,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
627,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
628,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
629,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
630,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
631,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
632,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
633,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
634,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
635,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
636,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
637,Grassland,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
638,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
639,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
640,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
641,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
642,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Water
643,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
644,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
645,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
646,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
647,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
648,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
649,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
650,Grassland,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
651,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
652,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
653,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
654,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
655,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
656,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
657,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
658,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
659,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
660,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
661,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
662,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
663,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
664,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
665,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
666,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
667,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
668,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
669,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
670,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
671,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
672,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
673,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
674,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
675,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
676,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
677,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
678,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
679,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
680,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
681,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
682,Cropland,NULL,Wetland,NULL,Wetland,Water,Water,Water
683,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
684,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
685,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
686,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
687,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
688,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
689,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
690,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
691,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
692,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
693,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
694,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
695,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
696,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
697,Cropland,NULL,Wetland,Water,Wetland,Water,NULL,Water
698,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
699,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
700,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
701,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
702,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
703,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
704,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
705,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
706,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
707,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
708,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
709,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
710,Cropland,NULL,Water,Non_Water,Water,Bareland,Water,Water
711,Cropland,NULL,Water,Non_Water,Water,Water,NULL,Water
712,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
713,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
714,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
