Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGF_M_R
13484,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
13485,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Water
13486,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
13487,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
13488,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
13489,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
13490,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
13491,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
13492,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,Grassland
13493,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
13494,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Forest
13495,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
13496,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
13497,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
13498,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
13499,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
13500,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
13501,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
13502,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
13503,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
13504,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
13505,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
13506,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Forest
13507,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
13508,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Water
13509,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
13510,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Grassland
13511,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Water
13512,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Forest
13513,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
13514,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
13515,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
13516,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
13517,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
13518,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
13519,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
13520,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
13521,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13522,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
13523,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
13524,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
13525,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
13526,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
13527,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
13528,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
13529,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
13530,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
13531,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
13532,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
13533,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
13534,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
13535,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
13536,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13537,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
13538,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
13539,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
13540,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
13541,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
13542,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
13543,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
13544,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
13545,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
13546,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
13547,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
13548,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
13549,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
13550,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
13551,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
13552,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
13553,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
13554,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
13555,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
13556,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
13557,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
13558,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
13559,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
13560,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
13561,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
13562,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
13563,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
13564,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
13565,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
13566,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
13567,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
13568,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
13569,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
13570,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Water
13571,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
13572,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
13573,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13574,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
13575,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
13576,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
13577,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
13578,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
13579,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13580,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13581,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
13582,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
13583,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
13584,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
13585,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13586,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
13587,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13588,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
13589,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
13590,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
13591,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
13592,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
13593,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
13594,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
13595,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
13596,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
13597,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
13598,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
13599,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
13600,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
13601,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
13602,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
13603,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
13604,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Bareland
13605,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Built-up
13606,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Water
13607,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
13608,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
13609,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
13610,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
13611,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
13612,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
13613,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
13614,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
13615,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13616,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
13617,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
13618,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
13619,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
13620,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
13621,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13622,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13623,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
13624,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
13625,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
13626,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13627,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
13628,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
13629,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
13630,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
13631,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
13632,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
13633,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
13634,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
13635,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
13636,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
13637,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
13638,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
13639,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
13640,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
13641,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
13642,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
13643,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
13644,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
13645,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
13646,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
13647,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
13648,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
13649,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
13650,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
13651,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
13652,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
13653,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
13654,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
13655,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
13656,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
13657,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
13658,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
13659,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
13660,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
13661,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
13662,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
13663,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
13664,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
13665,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
13666,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
13667,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
13668,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Water
13669,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
13670,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
13671,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13672,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
13673,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
13674,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13675,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
13676,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
13677,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Water
13678,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
13679,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
13680,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
13681,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
13682,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
13683,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
13684,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
13685,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
13686,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
13687,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
13688,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13689,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
13690,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
13691,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
13692,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13693,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
13694,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
13695,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
13696,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
13697,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
13698,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
13699,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
13700,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
13701,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
13702,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
13703,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
13704,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
13705,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
13706,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
13707,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
13708,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
13709,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
13710,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
13711,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
13712,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
13713,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Water
13714,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
13715,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
13716,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
13717,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
13718,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
13719,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
13720,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
13721,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
13722,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
13723,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
13724,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
13725,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
13726,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
13727,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
13728,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
13729,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
13730,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
13731,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
13732,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
13733,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
13734,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
13735,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
13736,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
13737,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
13738,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
13739,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
13740,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
13741,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Forest
13742,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
13743,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
13744,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
13745,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
13746,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
13747,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Water
13748,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
13749,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
13750,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
13751,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Built-up
13752,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Water
13753,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
13754,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
13755,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
13756,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
13757,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
13758,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Water
13759,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
13760,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
13761,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
13762,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
13763,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
13764,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
13765,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
13766,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Water
13767,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
13768,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
13769,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
13770,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
13771,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
13772,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
13773,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Water
13774,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
13775,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
13776,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
13777,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
13778,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
13779,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
13780,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
13781,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
13782,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
13783,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
13784,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
13785,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
13786,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
13787,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
13788,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
13789,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
13790,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Cropland
13791,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
13792,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
13793,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
13794,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
13795,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
13796,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
13797,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
13798,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13799,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
13800,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
13801,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13802,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
13803,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
13804,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
13805,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
13806,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
13807,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
13808,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
13809,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
13810,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
