Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MVT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MVT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MVT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MVT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MVT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MVT_M_R
882,Wetland,Water,Cropland,Water,Non_Wetland,Grassland
883,Wetland,Water,Wetland,NULL,Wetland,Grassland
884,Wetland,Water,Wetland,NULL,Wetland,Wetland
885,Wetland,Water,Wetland,NULL,Wetland,Water
886,Wetland,Water,Wetland,NULL,Wetland,Forest
887,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
888,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
889,Wetland,Water,Wetland,Non_Water,Wetland,Water
890,Wetland,Water,Wetland,Non_Water,Wetland,Forest
891,Wetland,Water,Wetland,Water,Wetland,Grassland
892,Wetland,Water,Wetland,Water,Wetland,Wetland
893,Wetland,Water,Wetland,Water,Wetland,Water
894,Wetland,Water,Wetland,Water,Wetland,Forest
895,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland
896,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
897,Wetland,Water,Water,Water,Water,Grassland
898,Wetland,Water,Water,Water,Water,Wetland
899,Wetland,Water,Water,Water,Water,Water
900,Wetland,Water,Water,Water,Water,Forest
901,Wetland,Water,Forest,NULL,Non_Wetland,Forest
902,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
903,Wetland,Water,Forest,Water,Non_Wetland,Water
904,Wetland,Water,Forest,Water,Non_Wetland,Forest
905,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
906,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
907,Wetland,Forest,Wetland,NULL,Wetland,Grassland
908,Wetland,Forest,Wetland,NULL,Wetland,Forest
909,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
910,Wetland,Forest,Wetland,Non_Water,Wetland,Water
911,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
912,Wetland,Forest,Wetland,Water,Wetland,Grassland
913,Wetland,Forest,Wetland,Water,Wetland,Wetland
914,Wetland,Forest,Wetland,Water,Wetland,Water
915,Wetland,Forest,Wetland,Water,Wetland,Forest
916,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
917,Wetland,Forest,Water,Water,Water,Grassland
918,Wetland,Forest,Water,Water,Water,Water
919,Wetland,Forest,Water,Water,Water,Forest
920,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
921,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
922,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
923,Wetland,Forest,Forest,Non_Water,Non_Wetland,Water
924,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
925,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
926,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
927,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
928,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
929,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
930,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
931,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
932,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
933,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
934,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water
935,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
936,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
937,Bareland,NULL,Cropland,Water,Non_Wetland,Water
938,Bareland,NULL,Wetland,NULL,Wetland,Grassland
939,Bareland,NULL,Wetland,NULL,Wetland,Water
940,Bareland,NULL,Wetland,NULL,Wetland,Forest
941,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
942,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
943,Bareland,NULL,Wetland,Non_Water,Wetland,Water
944,Bareland,NULL,Wetland,Non_Water,Wetland,Forest
945,Bareland,NULL,Wetland,Water,Wetland,Grassland
946,Bareland,NULL,Wetland,Water,Wetland,Water
947,Bareland,NULL,Wetland,Water,Wetland,Forest
948,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
949,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
950,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
951,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
952,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
953,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
954,Bareland,NULL,Bareland,Water,Non_Wetland,Water
955,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
956,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water
957,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
958,Bareland,NULL,Built-up,Water,Non_Wetland,Water
959,Bareland,NULL,Water,NULL,Water,Forest
960,Bareland,NULL,Water,Non_Water,Water,Bareland
961,Bareland,NULL,Water,Non_Water,Water,Water
962,Bareland,NULL,Water,Water,Water,Water
963,Bareland,NULL,Water,Water,Water,Forest
964,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
965,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
966,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
967,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
968,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland
969,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water
970,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
971,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
972,Bareland,NULL,Forest,Water,Non_Wetland,Water
973,Bareland,NULL,Forest,Water,Non_Wetland,Forest
974,Bareland,Cropland,Wetland,Water,Wetland,Water
975,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
976,Bareland,Cropland,Water,Water,Water,Water
977,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
978,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
979,Bareland,Wetland,Cropland,Water,Non_Wetland,Grassland
980,Bareland,Wetland,Wetland,Non_Water,Wetland,Grassland
981,Bareland,Wetland,Wetland,Non_Water,Wetland,Water
982,Bareland,Wetland,Wetland,Non_Water,Wetland,Forest
983,Bareland,Wetland,Wetland,Water,Wetland,Water
984,Bareland,Wetland,Water,Water,Water,Water
985,Bareland,Bareland,NULL,Water,Non_Wetland,Water
986,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
987,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
988,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
989,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
990,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
991,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
992,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
993,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
994,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water
995,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
996,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
997,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
998,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
999,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
1000,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1001,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1002,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1003,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
1004,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1005,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
1006,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1007,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
1008,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
1009,Bareland,Bareland,Wetland,NULL,Wetland,Water
1010,Bareland,Bareland,Wetland,NULL,Wetland,Forest
1011,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
1012,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland
1013,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1014,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1015,Bareland,Bareland,Wetland,Non_Water,Wetland,Forest
1016,Bareland,Bareland,Wetland,Water,Wetland,Grassland
1017,Bareland,Bareland,Wetland,Water,Wetland,Cropland
1018,Bareland,Bareland,Wetland,Water,Wetland,Wetland
1019,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1020,Bareland,Bareland,Wetland,Water,Wetland,Water
1021,Bareland,Bareland,Wetland,Water,Wetland,Forest
1022,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1023,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1024,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
1025,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1026,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1027,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1028,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1029,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
1030,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1031,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1032,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
1033,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1034,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water
1035,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1036,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1037,Bareland,Bareland,Water,NULL,Water,Grassland
1038,Bareland,Bareland,Water,NULL,Water,Water
1039,Bareland,Bareland,Water,NULL,Water,Forest
1040,Bareland,Bareland,Water,Non_Water,Water,Grassland
1041,Bareland,Bareland,Water,Non_Water,Water,Bareland
1042,Bareland,Bareland,Water,Non_Water,Water,Water
1043,Bareland,Bareland,Water,Non_Water,Water,Forest
1044,Bareland,Bareland,Water,Water,Water,Grassland
1045,Bareland,Bareland,Water,Water,Water,Wetland
1046,Bareland,Bareland,Water,Water,Water,Bareland
1047,Bareland,Bareland,Water,Water,Water,Water
1048,Bareland,Bareland,Water,Water,Water,Forest
1049,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1050,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
1051,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1052,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1053,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1054,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water
1055,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Forest
1056,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland
1057,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
1058,Bareland,Bareland,Forest,Water,Non_Wetland,Water
1059,Bareland,Bareland,Forest,Water,Non_Wetland,Forest
1060,Bareland,Built-up,Wetland,Water,Wetland,Water
1061,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1062,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1063,Bareland,Water,NULL,Non_Water,Non_Wetland,Water
1064,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1065,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1066,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1067,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1068,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
1069,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1070,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1071,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1072,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water
1073,Bareland,Water,Grassland,Non_Water,Non_Wetland,Forest
1074,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1075,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1076,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1077,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1078,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1079,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1080,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
1081,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
1082,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
1083,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1084,Bareland,Water,Cropland,Water,Non_Wetland,Water
1085,Bareland,Water,Cropland,Water,Non_Wetland,Forest
1086,Bareland,Water,Wetland,NULL,Wetland,Grassland
1087,Bareland,Water,Wetland,NULL,Wetland,Water
1088,Bareland,Water,Wetland,NULL,Wetland,Forest
1089,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
1090,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1091,Bareland,Water,Wetland,Non_Water,Wetland,Water
1092,Bareland,Water,Wetland,Non_Water,Wetland,Forest
1093,Bareland,Water,Wetland,Water,Wetland,Grassland
1094,Bareland,Water,Wetland,Water,Wetland,Bareland
1095,Bareland,Water,Wetland,Water,Wetland,Water
1096,Bareland,Water,Wetland,Water,Wetland,Forest
1097,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1098,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1099,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1100,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1101,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1102,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1103,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1104,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1105,Bareland,Water,Bareland,Water,Non_Wetland,Water
1106,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1107,Bareland,Water,Built-up,Water,Non_Wetland,Water
1108,Bareland,Water,Water,NULL,Water,Water
1109,Bareland,Water,Water,NULL,Water,Forest
1110,Bareland,Water,Water,Non_Water,Water,Grassland
1111,Bareland,Water,Water,Non_Water,Water,Bareland
1112,Bareland,Water,Water,Non_Water,Water,Water
1113,Bareland,Water,Water,Non_Water,Water,Forest
1114,Bareland,Water,Water,Water,Water,Grassland
1115,Bareland,Water,Water,Water,Water,Bareland
1116,Bareland,Water,Water,Water,Water,Water
1117,Bareland,Water,Water,Water,Water,Forest
1118,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1119,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1120,Bareland,Water,Forest,NULL,Non_Wetland,Water
1121,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1122,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland
1123,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland
1124,Bareland,Water,Forest,Non_Water,Non_Wetland,Water
1125,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
1126,Bareland,Water,Forest,Water,Non_Wetland,Grassland
1127,Bareland,Water,Forest,Water,Non_Wetland,Water
1128,Bareland,Water,Forest,Water,Non_Wetland,Forest
1129,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1130,Bareland,Forest,Shrubland,Water,Non_Wetland,Water
1131,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1132,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Bareland
1133,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Water
1134,Bareland,Forest,Grassland,Water,Non_Wetland,Bareland
1135,Bareland,Forest,Grassland,Water,Non_Wetland,Water
1136,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1137,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1138,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1139,Bareland,Forest,Cropland,Water,Non_Wetland,Grassland
1140,Bareland,Forest,Cropland,Water,Non_Wetland,Bareland
1141,Bareland,Forest,Cropland,Water,Non_Wetland,Water
1142,Bareland,Forest,Wetland,NULL,Wetland,Grassland
1143,Bareland,Forest,Wetland,NULL,Wetland,Forest
1144,Bareland,Forest,Wetland,Non_Water,Wetland,Grassland
1145,Bareland,Forest,Wetland,Non_Water,Wetland,Water
1146,Bareland,Forest,Wetland,Non_Water,Wetland,Forest
1147,Bareland,Forest,Wetland,Water,Wetland,Grassland
1148,Bareland,Forest,Wetland,Water,Wetland,Water
1149,Bareland,Forest,Wetland,Water,Wetland,Forest
1150,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1151,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1152,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Water
1153,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1154,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland
1155,Bareland,Forest,Bareland,Water,Non_Wetland,Water
1156,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland
1157,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Bareland
1158,Bareland,Forest,Water,Non_Water,Water,Water
1159,Bareland,Forest,Water,Water,Water,Grassland
1160,Bareland,Forest,Water,Water,Water,Water
1161,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1162,Bareland,Forest,Forest,NULL,Non_Wetland,Water
1163,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1164,Bareland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1165,Bareland,Forest,Forest,Non_Water,Non_Wetland,Water
1166,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest
1167,Bareland,Forest,Forest,Water,Non_Wetland,Water
1168,Water,NULL,NULL,NULL,Non_Wetland,Forest
1169,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1170,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1171,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1172,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1173,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1174,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1175,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1176,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
1177,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1178,Water,NULL,Cropland,Water,Non_Wetland,Water
1179,Water,NULL,Cropland,Water,Non_Wetland,Forest
1180,Water,NULL,Wetland,NULL,Wetland,Grassland
1181,Water,NULL,Wetland,NULL,Wetland,Wetland
1182,Water,NULL,Wetland,NULL,Wetland,Water
1183,Water,NULL,Wetland,NULL,Wetland,Forest
1184,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1185,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1186,Water,NULL,Wetland,Non_Water,Wetland,Water
1187,Water,NULL,Wetland,Non_Water,Wetland,Forest
1188,Water,NULL,Wetland,Water,Wetland,Grassland
1189,Water,NULL,Wetland,Water,Wetland,Wetland
1190,Water,NULL,Wetland,Water,Wetland,Bareland
1191,Water,NULL,Wetland,Water,Wetland,Water
1192,Water,NULL,Wetland,Water,Wetland,Forest
1193,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1194,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1195,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1196,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1197,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1198,Water,NULL,Bareland,Water,Non_Wetland,Water
1199,Water,NULL,Built-up,Non_Water,Non_Wetland,Water
1200,Water,NULL,Water,NULL,Water,Grassland
1201,Water,NULL,Water,NULL,Water,Wetland
1202,Water,NULL,Water,NULL,Water,Water
1203,Water,NULL,Water,NULL,Water,Forest
1204,Water,NULL,Water,Non_Water,Water,Grassland
1205,Water,NULL,Water,Non_Water,Water,Wetland
1206,Water,NULL,Water,Non_Water,Water,Water
1207,Water,NULL,Water,Non_Water,Water,Forest
1208,Water,NULL,Water,Water,Water,Grassland
1209,Water,NULL,Water,Water,Water,Wetland
1210,Water,NULL,Water,Water,Water,Water
1211,Water,NULL,Water,Water,Water,Forest
1212,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1213,Water,NULL,Forest,NULL,Non_Wetland,Forest
1214,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1215,Water,NULL,Forest,Non_Water,Non_Wetland,Water
1216,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1217,Water,NULL,Forest,Water,Non_Wetland,Grassland
1218,Water,NULL,Forest,Water,Non_Wetland,Wetland
1219,Water,NULL,Forest,Water,Non_Wetland,Water
1220,Water,NULL,Forest,Water,Non_Wetland,Forest
1221,Water,Cropland,Cropland,Water,Non_Wetland,Water
1222,Water,Cropland,Wetland,NULL,Wetland,Grassland
1223,Water,Cropland,Wetland,NULL,Wetland,Forest
1224,Water,Cropland,Wetland,Non_Water,Wetland,Grassland
1225,Water,Cropland,Wetland,Non_Water,Wetland,Water
1226,Water,Cropland,Wetland,Non_Water,Wetland,Forest
1227,Water,Cropland,Wetland,Water,Wetland,Grassland
1228,Water,Cropland,Wetland,Water,Wetland,Wetland
1229,Water,Cropland,Wetland,Water,Wetland,Water
1230,Water,Cropland,Water,NULL,Water,Water
1231,Water,Cropland,Water,Water,Water,Grassland
1232,Water,Cropland,Water,Water,Water,Water
1233,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1234,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1235,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1236,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1237,Water,Cropland,Forest,Water,Non_Wetland,Grassland
1238,Water,Wetland,NULL,Water,Non_Wetland,Forest
1239,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1240,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water
1241,Water,Wetland,Cropland,Water,Non_Wetland,Grassland
1242,Water,Wetland,Cropland,Water,Non_Wetland,Water
1243,Water,Wetland,Wetland,NULL,Wetland,Grassland
1244,Water,Wetland,Wetland,NULL,Wetland,Wetland
1245,Water,Wetland,Wetland,NULL,Wetland,Water
1246,Water,Wetland,Wetland,NULL,Wetland,Forest
1247,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
1248,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1249,Water,Wetland,Wetland,Non_Water,Wetland,Water
1250,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1251,Water,Wetland,Wetland,Water,Wetland,Grassland
1252,Water,Wetland,Wetland,Water,Wetland,Wetland
1253,Water,Wetland,Wetland,Water,Wetland,Water
1254,Water,Wetland,Wetland,Water,Wetland,Forest
1255,Water,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1256,Water,Wetland,Water,NULL,Water,Grassland
1257,Water,Wetland,Water,NULL,Water,Water
1258,Water,Wetland,Water,NULL,Water,Forest
1259,Water,Wetland,Water,Non_Water,Water,Grassland
1260,Water,Wetland,Water,Non_Water,Water,Water
1261,Water,Wetland,Water,Non_Water,Water,Forest
1262,Water,Wetland,Water,Water,Water,Grassland
1263,Water,Wetland,Water,Water,Water,Wetland
1264,Water,Wetland,Water,Water,Water,Water
1265,Water,Wetland,Water,Water,Water,Forest
1266,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1267,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1268,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1269,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1270,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1271,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1272,Water,Wetland,Forest,Water,Non_Wetland,Forest
1273,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1274,Water,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1275,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water
1276,Water,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1277,Water,Bareland,Cropland,Water,Non_Wetland,Water
1278,Water,Bareland,Wetland,NULL,Wetland,Grassland
1279,Water,Bareland,Wetland,NULL,Wetland,Water
1280,Water,Bareland,Wetland,NULL,Wetland,Forest
1281,Water,Bareland,Wetland,Non_Water,Wetland,Grassland
1282,Water,Bareland,Wetland,Non_Water,Wetland,Water
1283,Water,Bareland,Wetland,Non_Water,Wetland,Forest
1284,Water,Bareland,Wetland,Water,Wetland,Grassland
1285,Water,Bareland,Wetland,Water,Wetland,Bareland
1286,Water,Bareland,Wetland,Water,Wetland,Water
1287,Water,Bareland,Wetland,Water,Wetland,Forest
1288,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1289,Water,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
1290,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1291,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1292,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
1293,Water,Bareland,Bareland,Water,Non_Wetland,Water
1294,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1295,Water,Bareland,Built-up,Non_Water,Non_Wetland,Water
1296,Water,Bareland,Water,NULL,Water,Water
1297,Water,Bareland,Water,NULL,Water,Forest
1298,Water,Bareland,Water,Non_Water,Water,Grassland
1299,Water,Bareland,Water,Non_Water,Water,Water
1300,Water,Bareland,Water,Non_Water,Water,Forest
1301,Water,Bareland,Water,Water,Water,Grassland
1302,Water,Bareland,Water,Water,Water,Wetland
1303,Water,Bareland,Water,Water,Water,Bareland
1304,Water,Bareland,Water,Water,Water,Water
1305,Water,Bareland,Water,Water,Water,Forest
1306,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1307,Water,Bareland,Forest,NULL,Non_Wetland,Water
1308,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1309,Water,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1310,Water,Bareland,Forest,Non_Water,Non_Wetland,Water
1311,Water,Bareland,Forest,Non_Water,Non_Wetland,Forest
1312,Water,Bareland,Forest,Water,Non_Wetland,Water
1313,Water,Bareland,Forest,Water,Non_Wetland,Forest
1314,Water,Built-up,NULL,Water,Non_Wetland,Grassland
1315,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1316,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
1317,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1318,Water,Built-up,Shrubland,Water,Non_Wetland,Water
1319,Water,Built-up,Shrubland,Water,Non_Wetland,Forest
1320,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1321,Water,Built-up,Grassland,Water,Non_Wetland,Grassland
1322,Water,Built-up,Grassland,Water,Non_Wetland,Water
1323,Water,Built-up,Grassland,Water,Non_Wetland,Forest
1324,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1325,Water,Built-up,Cropland,NULL,Non_Wetland,Water
1326,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1327,Water,Built-up,Cropland,Water,Non_Wetland,Grassland
1328,Water,Built-up,Cropland,Water,Non_Wetland,Water
1329,Water,Built-up,Wetland,NULL,Wetland,Grassland
