Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQR_M_R
21852,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
21853,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
21854,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
21855,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
21856,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
21857,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
21858,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland,Wetland
21859,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Wetland
21860,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
21861,Water,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
21862,Water,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
21863,Water,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
21864,Water,Water,Forest,Water,Non_Wetland,Shrubland,Wetland,Grassland
21865,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
21866,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Water
21867,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Forest
21868,Water,Water,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
21869,Water,Water,Forest,Water,Non_Wetland,Grassland,Shrubland,Water
21870,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
21871,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
21872,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Water
21873,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
21874,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
21875,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
21876,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Wetland
21877,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
21878,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
21879,Water,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
21880,Water,Water,Forest,Water,Non_Wetland,Wetland,NULL,Water
21881,Water,Water,Forest,Water,Non_Wetland,Wetland,Shrubland,Grassland
21882,Water,Water,Forest,Water,Non_Wetland,Wetland,Shrubland,Water
21883,Water,Water,Forest,Water,Non_Wetland,Wetland,Shrubland,Forest
21884,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
21885,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
21886,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
21887,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
21888,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
21889,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
21890,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
21891,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
21892,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
21893,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
21894,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Wetland
21895,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
21896,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
21897,Water,Water,Forest,Water,Non_Wetland,Bareland,Shrubland,Grassland
21898,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
21899,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Bareland
21900,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
21901,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
21902,Water,Water,Forest,Water,Non_Wetland,Bareland,Forest,Grassland
21903,Water,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
21904,Water,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
21905,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Grassland
21906,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
21907,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
21908,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Bareland
21909,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Water
21910,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Forest
21911,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
21912,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
21913,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
21914,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
21915,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
21916,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
21917,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
21918,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
21919,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
21920,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Wetland
21921,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
21922,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
21923,Water,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Grassland
21924,Water,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Wetland
21925,Water,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Water
21926,Water,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
21927,Water,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
21928,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
21929,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
21930,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Grassland
21931,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
21932,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
21933,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Grassland
21934,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
21935,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
21936,Water,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
21937,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
21938,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
21939,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
21940,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
21941,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
21942,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Bareland
21943,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
21944,Water,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
21945,Water,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
21946,Water,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
21947,Water,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Wetland
21948,Water,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
21949,Water,Forest,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
21950,Water,Forest,NULL,Water,Non_Wetland,Grassland,Water,Cropland
21951,Water,Forest,NULL,Water,Non_Wetland,Wetland,Water,Bareland
21952,Water,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
21953,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
21954,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
21955,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
21956,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
21957,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
21958,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
21959,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
21960,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
21961,Water,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
21962,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
21963,Water,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
21964,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
21965,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
21966,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
21967,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
21968,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
21969,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Bareland
21970,Water,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
21971,Water,Forest,Grassland,NULL,Non_Wetland,Water,Water,Grassland
21972,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
21973,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
21974,Water,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
21975,Water,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
21976,Water,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
21977,Water,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
21978,Water,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
21979,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
21980,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
21981,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
21982,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Bareland
21983,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
21984,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
21985,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
21986,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
21987,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
21988,Water,Forest,Wetland,NULL,Wetland,Water,Shrubland,Grassland
21989,Water,Forest,Wetland,NULL,Wetland,Water,Water,Water
21990,Water,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
21991,Water,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
21992,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
21993,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
21994,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
21995,Water,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
21996,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
21997,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
21998,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
21999,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
22000,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
22001,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
22002,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
22003,Water,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
22004,Water,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
22005,Water,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
22006,Water,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
22007,Water,Forest,Wetland,Water,Wetland,Wetland,Shrubland,Grassland
22008,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
22009,Water,Forest,Wetland,Water,Wetland,Wetland,Forest,Grassland
22010,Water,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
22011,Water,Forest,Wetland,Water,Wetland,Water,Forest,Forest
22012,Water,Forest,Wetland,Water,Wetland,Forest,Shrubland,Grassland
22013,Water,Forest,Wetland,Water,Wetland,Forest,Water,Grassland
22014,Water,Forest,Wetland,Water,Wetland,Forest,Water,Water
22015,Water,Forest,Wetland,Water,Wetland,Forest,Water,Forest
22016,Water,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
22017,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
22018,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
22019,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
22020,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
22021,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
22022,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Wetland
22023,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Water
22024,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
22025,Water,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
22026,Water,Forest,Water,NULL,Water,Wetland,Forest,Water
22027,Water,Forest,Water,NULL,Water,Wetland,Forest,Forest
22028,Water,Forest,Water,NULL,Water,Forest,Wetland,Forest
22029,Water,Forest,Water,NULL,Water,Forest,Water,Water
22030,Water,Forest,Water,NULL,Water,Forest,Water,Forest
22031,Water,Forest,Water,Non_Water,Water,Water,Water,Wetland
22032,Water,Forest,Water,Water,Water,Shrubland,Shrubland,Grassland
22033,Water,Forest,Water,Water,Water,Wetland,Water,Water
22034,Water,Forest,Water,Water,Water,Wetland,Forest,Grassland
22035,Water,Forest,Water,Water,Water,Wetland,Forest,Water
22036,Water,Forest,Water,Water,Water,Wetland,Forest,Forest
22037,Water,Forest,Water,Water,Water,Forest,Shrubland,Forest
22038,Water,Forest,Water,Water,Water,Forest,Wetland,Forest
22039,Water,Forest,Water,Water,Water,Forest,Water,Grassland
22040,Water,Forest,Water,Water,Water,Forest,Water,Water
22041,Water,Forest,Water,Water,Water,Forest,Water,Forest
22042,Water,Forest,Water,Water,Water,Forest,Forest,Water
22043,Water,Forest,Water,Water,Water,Forest,Forest,Forest
22044,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
22045,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
22046,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
22047,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
22048,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
22049,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
22050,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
22051,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
22052,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
22053,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
22054,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
22055,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
22056,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Bareland
22057,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Water
22058,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
22059,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
22060,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
22061,Water,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
22062,Water,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
22063,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
22064,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
22065,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
22066,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
22067,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
22068,Water,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
22069,Water,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
22070,Water,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
22071,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
22072,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
22073,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
22074,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
22075,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
22076,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
22077,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
22078,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
22079,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
22080,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
22081,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
22082,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
22083,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
22084,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
22085,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
22086,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
22087,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
22088,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
22089,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
22090,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Wetland
22091,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
22092,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
22093,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
22094,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
22095,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
22096,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
22097,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
22098,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
22099,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
22100,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
22101,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
22102,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
22103,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
22104,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
22105,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
22106,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
22107,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
22108,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
22109,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
22110,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
22111,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
22112,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
22113,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
22114,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
22115,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
22116,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
22117,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
22118,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
22119,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
22120,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Grassland,Water,Bareland
22121,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
22122,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
22123,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Bareland,Forest,Water
22124,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
22125,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
22126,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
22127,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
22128,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
22129,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
22130,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
22131,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
22132,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Wetland
22133,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
22134,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
22135,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
22136,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
22137,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
22138,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
22139,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
22140,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
22141,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
22142,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
22143,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
22144,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
22145,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
22146,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
22147,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
22148,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
22149,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
22150,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
22151,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Water
22152,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
22153,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
22154,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
22155,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
22156,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
22157,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
22158,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
22159,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
22160,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
22161,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
22162,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
22163,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
22164,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
22165,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
22166,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
22167,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
22168,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
22169,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
22170,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
22171,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
22172,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
22173,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
22174,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
