Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXK_M_R
5857,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5858,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
5859,Bareland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5860,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5861,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
5862,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5863,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
5864,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
5865,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5866,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5867,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
5868,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5869,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5870,Bareland,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
5871,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5872,Bareland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
5873,Bareland,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5874,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5875,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5876,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5877,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5878,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5879,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5880,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5881,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5882,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5883,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5884,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5885,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5886,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5887,Bareland,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
5888,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5889,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5890,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5891,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
5892,Bareland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
5893,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5894,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5895,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5896,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
5897,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5898,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5899,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5900,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5901,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
5902,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5903,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
5904,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
5905,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
5906,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5907,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5908,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5909,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5910,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5911,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5912,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
5913,Bareland,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5914,Bareland,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5915,Bareland,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5916,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5917,Bareland,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
5918,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
5919,Bareland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5920,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
5921,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
5922,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
5923,Bareland,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
5924,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
5925,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
5926,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5927,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5928,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5929,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5930,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5931,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5932,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5933,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
5934,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5935,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
5936,Bareland,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
5937,Bareland,Forest,Water,NULL,Water,Bareland,Bareland,Bareland
5938,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5939,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5940,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5941,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5942,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5943,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
5944,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5945,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5946,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5947,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5948,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5949,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5950,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5951,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5952,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5953,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5954,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5955,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5956,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5957,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
5958,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5959,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5960,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5961,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5962,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5963,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
5964,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5965,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5966,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5967,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5968,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
5969,Water,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
5970,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5971,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
5972,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5973,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
5974,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
5975,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Water
5976,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
5977,Water,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5978,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5979,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
5980,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
5981,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5982,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
5983,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
5984,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
5985,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5986,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5987,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
5988,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5989,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
5990,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5991,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
5992,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
5993,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
5994,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
5995,Water,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
5996,Water,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Water
5997,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5998,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5999,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6000,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6001,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
6002,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
6003,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6004,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
6005,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
6006,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
6007,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
6008,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
6009,Water,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
6010,Water,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
6011,Water,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
6012,Water,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
6013,Water,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
6014,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
6015,Water,NULL,NULL,Water,Non_Wetland,Water,Bareland,Water
6016,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
6017,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6018,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6019,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
6020,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6021,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6022,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
6023,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
6024,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6025,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6026,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
6027,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6028,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6029,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
6030,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6031,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
6032,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
6033,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6034,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
6035,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6036,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
6037,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6038,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6039,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
6040,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
6041,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6042,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6043,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
6044,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6045,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
6046,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
6047,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
6048,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6049,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
6050,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
6051,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
6052,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
6053,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
6054,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6055,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6056,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
6057,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6058,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6059,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6060,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
6061,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
6062,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
6063,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
6064,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
6065,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
6066,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
6067,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
6068,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
6069,Water,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
6070,Water,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Forest
6071,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6072,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6073,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6074,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6075,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6076,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
6077,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6078,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6079,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6080,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
6081,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6082,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6083,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6084,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
6085,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
6086,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
6087,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Water
6088,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6089,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6090,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6091,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
6092,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6093,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6094,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
6095,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6096,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
6097,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6098,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
6099,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
6100,Water,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
6101,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6102,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
6103,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6104,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6105,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6106,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
6107,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
6108,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
6109,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
6110,Water,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
6111,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6112,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6113,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
6114,Water,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
6115,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
6116,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
6117,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
6118,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6119,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6120,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
6121,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
6122,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Water
6123,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
6124,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
6125,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
6126,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Water
6127,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
6128,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
6129,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
6130,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Water
6131,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
6132,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
6133,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
6134,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
6135,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
6136,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
6137,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
6138,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
6139,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
6140,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
6141,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
6142,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,Water
6143,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,Forest
6144,Water,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
6145,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
6146,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
6147,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
6148,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
6149,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6150,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
6151,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
6152,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
6153,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
6154,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
6155,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
6156,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
6157,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Water
6158,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
6159,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
6160,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
6161,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
6162,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
6163,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Water
6164,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Grassland
6165,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Water
6166,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
6167,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6168,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6169,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6170,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
6171,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
6172,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6173,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
6174,Water,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Forest
6175,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6176,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6177,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
6178,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
6179,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6180,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6181,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
6182,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Water
6183,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
6184,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6185,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Wetland
6186,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6187,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
6188,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
6189,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
